gene_id,C3N.02529,C3L.00080,C3N.00169,C3N.01072,C3N.00556,C3L.01889,C3N.00433,C3N.00199,C3N.00572,C3N.01405,C3L.00973,C3N.02158,C3L.00001,C3N.00574,C3N.02000,C3N.02380,C3N.01489,C3N.02087,C3N.00579,C3L.01682,C3N.01799,C3L.00083,C3L.00279,C3L.01890,C3N.02421,C3N.00293,C3N.00551,C3L.02219,C3N.02149,C3L.02549,C3N.00217,C3N.00580,C3N.00549,C3N.01413,C3L.01924,C3N.00175,C3L.01330,C3N.02586,C3N.00203,C3N.02423,C3N.02145,C3N.01024,C3N.01415,C3N.00167,C3L.00263,C3N.00180,C3L.00412,C3N.00737,C3N.02582,C3L.02345,C3N.01488,C3L.01683,C3N.01030,C3N.02003,C3L.02508,C3L.00368,C3L.02350,C3N.01016,C3L.00422,C3N.02002,C3L.00094,C3N.02424,C3L.02348,C3N.02587,C3N.01823,C3N.02433,C3N.02089,C3L.02365,C3N.01410,C3N.00738,C3N.02155,C3L.00913,C3N.00578,C3N.01021,C3N.02572,C3N.02379,C3L.00093,C3L.00604,C3L.00140,C3N.00223,C3N.00550,C3N.00552,C3N.00546,C3N.02067,C3N.01416,C3N.01023,C3L.00009,C3L.00095,C3L.00893,C3N.00704,C3N.00959,C3N.00559,C3N.00547,C3N.01071,C3N.02729,C3N.02588,C3N.01414,C3N.00560,C3L.01632,C3L.00510,C3L.00144
ENSG00000188157.14,0.8343000000000003,0.7778999999999994,2.0808,1.2456,1.3638,1.0003000000000002,1.0111999999999997,1.9977,0.44079999999999986,0.23639999999999972,1.6840000000000002,1.2681000000000004,1.3247999999999998,-0.35840000000000005,-0.7079,2.8522000000000003,1.9139999999999997,1.7851,0.3280000000000003,0.8260999999999998,1.2748000000000004,1.2014000000000005,2.0483,1.3164000000000002,0.9642999999999997,0.7719999999999994,1.2957999999999998,2.1715,1.6331999999999995,0.29849999999999977,0.6436999999999999,1.8809,-0.5418000000000003,1.4304000000000001,0.9317000000000002,1.4799000000000002,1.2283,0.1686999999999994,1.9254000000000002,-0.25459999999999994,1.2157000000000004,0.7734000000000001,0.3830999999999998,2.4185999999999996,1.3179999999999996,0.1737999999999995,-0.4218000000000002,-0.6187,0.4346000000000001,0.2591999999999999,0.5853000000000002,0.7476000000000003,0.8700000000000006,0.007299999999999862,0.1642999999999999,1.1401999999999997,0.16820000000000057,-0.7803999999999998,0.4969999999999999,1.2418999999999998,0.37970000000000015,0.4270000000000005,0.46330000000000027,-0.29669999999999996,0.6698000000000004,0.7938999999999998,0.7068000000000003,2.5411,0.4623000000000004,0.2852000000000001,1.0230000000000001,1.6179999999999999,1.8281,1.9803000000000002,-0.2023999999999999,1.9540000000000002,0.6236999999999999,1.0175,1.4384000000000006,0.9047000000000005,0.9392999999999998,1.0875000000000004,0.47370000000000045,0.7687999999999997,0.6124999999999994,1.7551,1.2038999999999995,1.2713999999999999,-0.18889999999999985,0.7184000000000004,0.23609999999999998,0.6516000000000002,1.1886999999999999,1.0476999999999999,1.0733999999999995,1.1488,-0.15290000000000026,-0.2312000000000003,1.5867999999999998,0.5815000000000001,1.0304999999999995
ENSG00000179403.11,1.077,1.4192000000000005,1.4472999999999998,0.9991999999999996,1.1984000000000004,1.1879000000000004,0.6583999999999999,1.7415000000000003,1.3778000000000001,1.1352999999999995,2.1772,2.3169,0.35519999999999996,1.1355,2.2159999999999997,1.2849,1.9217,1.0835000000000004,1.3527,1.0625,1.1178,2.5113,1.3013,1.2774,1.1812,1.3247,1.9975,1.4181000000000004,1.6357999999999997,0.5516000000000001,1.9272000000000005,2.4727,-0.4807000000000001,1.8125,1.0358999999999998,1.5167,2.1205,2.6403999999999996,0.8843000000000001,0.4142999999999999,1.7990999999999997,2.1896999999999998,0.8911999999999995,1.7556000000000003,0.16480000000000006,1.1426999999999996,0.35379999999999967,-0.026399999999999757,1.8082000000000003,0.7205000000000004,0.8080999999999996,-0.2118000000000002,0.6067,0.6897000000000002,1.2614,1.1123000000000003,1.2081999999999997,0.5202999999999998,1.4806000000000004,0.7309999999999999,0.3780999999999999,0.9345000000000003,2.6006000000000005,2.1968,-0.4342999999999999,2.1660000000000004,0.9656000000000002,1.4602,0.8911999999999995,1.9396000000000004,1.7394000000000003,1.1913,2.5727,2.4928999999999997,0.7974000000000001,2.3292,0.6824999999999997,1.3764999999999996,2.0772999999999997,1.9940000000000002,1.6404,1.5689000000000002,2.0516,0.9737000000000005,0.9844000000000004,1.4484000000000004,0.6785999999999999,1.6512000000000002,0.4363999999999999,0.9927000000000006,-0.0817000000000001,2.1125,1.4665,0.3469000000000002,1.6934,2.3326999999999996,0.9913000000000003,0.8693999999999997,0.9356999999999998,0.3036000000000003,0.4411999999999998
ENSG00000189409.13,-2.6800999999999995,-1.1182000000000003,-1.0632000000000001,NA,0.9279999999999999,-3.4021999999999997,-0.9986999999999999,1.75,-1.6353,-0.08369999999999989,0.7233,-1.8833,-1.5012000000000003,-2.1316,-1.0639,-2.3773999999999997,-0.9365999999999999,-1.7661999999999998,-0.5508000000000002,-1.2872999999999999,1.5618,1.8124,-1.7992000000000001,-1.7539,-2.2914999999999996,-0.8982000000000001,0.8747,1.0579999999999998,-0.09010000000000007,0.4013,NA,-1.7080000000000002,-2.082,-0.14110000000000023,-0.5453000000000001,-3.5627000000000004,0.4393,-0.893,-0.0461999999999998,-1.3142,-1.2734,0.10099999999999998,-1.8807999999999998,0.36260000000000003,-0.4345000000000001,-0.4935999999999998,-0.6337999999999999,-0.3860999999999999,-1.8668,-1.4251999999999998,-0.07159999999999989,0.9803,-0.16460000000000008,-2.4515,1.3931,-0.033500000000000085,0.34319999999999995,0.0530999999999997,-3.1957000000000004,-1.6596,-0.09489999999999998,-1.8653,-0.6288,-4.4858,-4.6923,0.23860000000000015,-3.0017,1.3876,0.8772000000000002,-0.11170000000000013,0.15030000000000054,1.2755999999999998,-2.1214000000000004,0.8403,0.17820000000000036,-2.5130999999999997,-2.6272,-1.3277999999999999,-1.9347999999999996,0.007800000000000029,-1.6599999999999997,-1.1209000000000002,-1.0646000000000004,-0.49019999999999997,-0.15180000000000016,-1.0812,0.2841,2.3323,-0.7456,NA,-1.2623000000000002,-1.3003999999999998,0.9438999999999997,-0.1281000000000001,-0.16999999999999993,-0.7194,0.2817000000000003,-1.5302,-2.5637000000000003,-1.5667999999999997,0.3025000000000002
ENSG00000171819.4,-0.918,0.32309999999999994,-0.45219999999999994,-0.9849999999999999,-0.9564,-1.0577,0.19629999999999992,-0.7622000000000002,-2.7813,-0.5643,-0.5920000000000001,-1.1835999999999998,-0.5591000000000002,-0.5919000000000001,-0.9576999999999999,-0.35240000000000005,-0.5877999999999999,-0.9817,-0.22249999999999992,-1.1015000000000001,-0.009300000000000086,-0.6147999999999998,-0.7839999999999999,-0.12370000000000014,-0.9436000000000001,-0.7231,-0.3774,-1.0985,0.1825,-1.6177000000000001,-0.6214,0.4847,-0.03310000000000013,-1.2749000000000001,-0.20540000000000003,0.04849999999999999,-0.8143000000000002,-1.3589,-0.27680000000000016,-1.5069000000000001,0.354,-0.40419999999999995,-1.3707999999999998,0.28859999999999997,-1.4573,0.3376999999999999,0.21930000000000005,-1.0084,-0.968,-1.1594,-1.1425,-0.16359999999999997,-0.06430000000000002,-1.6569,-1.2219,-1.222,-1.7609,-0.19199999999999995,-1.8615,0.06269999999999998,-1.3623,-0.8236,-1.1377,-1.2832999999999999,-0.622,-1.1467,-0.4718000000000001,-0.0607000000000002,-0.8108000000000001,-0.6750999999999999,-0.038000000000000034,-0.39049999999999996,-1.3223,-1.2236000000000002,-0.7486,-1.6814999999999998,-1.9412,-1.7734999999999999,-1.1764000000000001,-1.4686,-0.9648999999999999,-1.0753,0.08920000000000006,-1.497,-0.6577999999999999,-0.8136999999999999,-0.9865,-0.384,-0.39039999999999986,0.3208,-0.9236,-0.0694999999999999,-0.1831999999999998,-0.46909999999999996,-1.2299,-0.08010000000000006,-0.8005,-0.6864000000000001,-1.1327,-2.0228,-0.34189999999999987
ENSG00000083444.16,0.5491000000000001,0.11690000000000023,1.4154999999999998,1.4065000000000003,1.819,0.3174000000000001,1.3227000000000002,0.8393000000000006,1.2138,0.28640000000000043,1.2940000000000005,1.237,0.5509999999999993,1.1389000000000005,0.2627999999999995,0.4429999999999996,1.0994000000000002,0.3462999999999994,0.8886000000000003,0.5858999999999996,0.18330000000000002,1.6616,1.8963999999999999,0.20899999999999963,0.7786999999999997,0.08030000000000026,1.0913000000000004,1.2451000000000008,1.2001,0.42989999999999995,0.8079999999999998,1.2825000000000006,1.2069999999999999,1.0677000000000003,0.6962000000000002,1.2035999999999998,0.9863999999999997,0.5251999999999999,1.1329000000000002,0.9965000000000002,1.2945000000000002,0.7961,1.2123999999999997,1.5655000000000001,0.7430000000000003,0.9461999999999993,0.7309000000000001,0.44679999999999964,1.1471999999999998,1.2191,1.1362000000000005,1.0657999999999994,1.0408999999999997,1.8365,0.7511999999999999,0.35219999999999985,0.4554,0.13379999999999992,0.25509999999999966,0.30410000000000004,0.7659000000000002,1.4676999999999998,0.5606,0.6061000000000005,0.38180000000000014,0.609,2.0191999999999997,1.1569000000000003,0.7851999999999997,1.5122,1.2658999999999998,2.1193999999999997,1.7992999999999997,1.5933000000000002,1.0453000000000001,1.7651000000000003,1.0158999999999994,0.7061000000000002,0.16019999999999968,0.7654999999999998,0.9888000000000003,1.2579000000000002,1.1624999999999996,0.6661999999999999,1.053,0.7054,0.9958999999999998,0.5796000000000001,-0.08790000000000031,-0.0730000000000004,-0.2873999999999999,1.1724000000000006,1.0543999999999993,1.0194,0.8785999999999996,2.3429,0.05400000000000027,0.7688000000000006,0.6334,0.27090000000000014,0.8513000000000002
ENSG00000142615.7,-2.0171,0.7119,-4.425800000000001,-1.7824,-1.2012999999999998,NA,-3.806,-0.33750000000000013,-1.6352999999999995,-1.8205,-2.1482,-2.2984000000000004,-0.33450000000000024,-1.5466000000000002,-3.2957,-4.3494,-1.2585000000000002,0.04120000000000035,-3.8606999999999996,1.6762000000000001,-0.9235999999999998,-4.8774,-1.9081,-1.6469,-1.4841000000000002,-1.5096,-2.1768,-1.5974,-1.9381,-2.4352,-3.1299,-3.123,-3.5675,-2.6855,-3.3526,-0.8951999999999999,0.1762999999999999,NA,-3.8011999999999997,-3.7922,-0.9514999999999998,-2.4015,NA,1.17,NA,-1.1981,NA,-1.4829999999999999,-3.7512999999999996,-2.2878000000000003,NA,-1.7890000000000001,-4.252,-3.0796,-2.9594,NA,-2.3247999999999998,-0.9469000000000003,NA,-1.0747,1.1725999999999999,-1.5434,-1.7283999999999997,NA,-0.9298,-3.2533000000000003,0.8121,NA,-0.8597999999999999,-1.7061,NA,2.0125,-0.70630000000000015,-0.8966000000000001,-3.7958,-3.6005999999999996,-1.3128,-4.135199999999999,-2.7827,-2.0730999999999997,-3.7754000000000003,-0.44279999999999964,-1.1801,-2.9927,-4.2393,-1.6661000000000001,0.9213999999999998,-2.6153,-0.2762,1.6955999999999998,-0.2919999999999998,-1.3548,0.32910000000000017,-2.1826,NA,1.8435,-0.9405999999999999,-1.9985,NA,NA,-1.2824999999999998
ENSG00000215704.9,-2.9239,-1.2881000000000002,-0.4002000000000001,0.5868,-2.0757,-0.5828,-1.1242,0.49260000000000004,-1.1658000000000002,-1.1477,-2.6039000000000003,-2.7419,0.043999999999999984,-1.9158000000000002,-2.1359,-1.1745,-0.6471,-1.0964,-1.5738999999999999,0.5240999999999999,-0.9236,-1.1029,-1.8112,-0.08399999999999996,-0.9696,-0.5242,-0.2507999999999999,-0.27549999999999997,-1.7746,-2.1835999999999998,-3.3523,-0.9304,-2.6777,-2.6561999999999997,-2.5453,-0.5907,-0.16770000000000002,-2.472,-2.0642,-1.8418,0.6373,-0.9434,-1.8104,2.5642,-1.0057,-0.5742,0.9022,-2.139,-0.6517999999999999,-0.9311,-2.8264,-1.6896,-2.0226,-2.7291,-2.7801,-0.42579999999999996,-0.6244000000000001,1.4860999999999998,-1.9327,-0.32130000000000003,-0.30540000000000006,-0.9242,-0.08450000000000002,-2.2117,-1.0008000000000001,-2.0533,0.947,-1.3129,-0.6704000000000001,0.24240000000000006,-3.2648,0.913,-1.5953000000000002,-1.1679,-2.538,-2.0726,-3.7792000000000003,-3.0197,-3.1364,-0.5166999999999999,-1.323,-1.4428,-0.7275999999999999,-2.6755,-0.8492999999999999,-2.7657,-1.0786,-2.2504,-1.0411,1.0257999999999998,-1.6056,-0.9218000000000001,-0.3375,-1.4456,-2.17,0.3796,-1.3191000000000002,-2.0192,-1.4001000000000001,-0.6257,-0.6234999999999999
ENSG00000158816.15,0.5235000000000003,-1.0251000000000001,-1.9563000000000001,0.4691000000000001,-2.2716,-1.4021,0.5248999999999997,-2.4154,2.3033,-1.891,-0.16030000000000033,-1.7133999999999996,-0.14869999999999983,-0.8421000000000003,-0.5785,-1.7765,-1.6146000000000003,-1.5438,-3.2326,-1.4324,-0.6240000000000001,0.7950999999999997,-3.3556000000000004,-1.7539000000000002,-0.8061000000000003,-2.5003,-3.8356999999999997,-2.5974000000000004,-0.2600000000000007,-3.2832,-1.7673,-0.12300000000000022,-4.262600000000001,-1.6265999999999998,2.3617,-2.2996,-1.2159999999999997,0.3306,-3.2162,-1.1791999999999998,0.09860000000000024,-2.9865,0.3083,0.7162999999999999,0.42790000000000017,1.1458,0.17349999999999977,1.2984,-1.1662999999999997,-2.3808000000000002,0.4430000000000005,-1.6370999999999998,-0.7496,-0.7290000000000005,1.8038000000000003,-0.08800000000000008,-0.7041,-0.9469000000000003,-0.5742000000000003,-3.6775999999999995,-2.0583,-2.3678,-3.3837,-3.2448000000000006,-0.4443999999999999,-2.2532,-2.0947,-2.4199,-1.2927999999999997,-0.8317000000000001,NA,-3.688,-3.1214,-1.9962000000000004,-3.1437,4.0134,1.6118999999999999,-4.1350999999999996,0.38729999999999976,-2.5168000000000004,-1.1905000000000006,-3.7157999999999998,-0.38649999999999984,-1.3298,-1.6987,-2.7816,NA,-4.1007,-0.3830999999999998,-1.3918000000000004,-1.2165,-0.9923000000000002,0.13640000000000008,1.7242999999999995,NA,-1.6483999999999996,-1.1106000000000003,-1.2151,-3.4381,-1.4673000000000003,-1.2824999999999998
ENSG00000173372.16,-0.21469999999999967,-1.8632999999999997,-0.16500000000000004,-1.7010000000000005,0.8133000000000008,-2.0429000000000004,0.5042000000000009,-2.0890000000000004,-0.008399999999999963,-1.1020000000000003,0.46669999999999945,-1.0131999999999994,-1.8471000000000002,-1.3125,-1.8567,-1.3544,-0.00820000000000043,-0.11120000000000019,0.1322000000000001,-0.7032999999999996,-0.6561000000000003,1.3632,-0.2516000000000007,-2.4056000000000006,-0.9817000000000009,-1.5175999999999998,-1.4676999999999998,-1.1834999999999996,-1.6274000000000006,-1.5610999999999997,-2.464200000000001,-2.030499999999999,-2.3396,-0.49679999999999946,-0.8228,-0.35580000000000034,0.1322000000000001,-1.5467000000000004,-0.781600000000001,0.8287000000000004,-1.2473,-1.4634,-1.3881000000000006,-1.200000000000001,-1.3129000000000008,-3.0503,-0.8993000000000002,-0.8156999999999988,-0.9244000000000003,-0.4668000000000001,0.14569999999999972,1.2738999999999994,-1.4484999999999992,-0.1949999999999985,0.9513999999999987,-0.7665000000000006,-0.38120000000000065,-2.7413,-1.1245999999999992,-1.931,-1.7862,-0.30959999999999965,-0.9816000000000003,0.06669999999999998,-1.2081,-0.49900000000000055,-1.3605999999999998,-1.7073,-1.2972000000000001,-0.3992999999999993,-2.3986,-0.2013000000000007,0.006300000000000416,-0.7263999999999999,-0.9829999999999997,-0.44620000000000015,0.2118000000000002,-0.8475000000000001,-1.9392000000000005,0.7209000000000003,0.17649999999999988,0.5244999999999997,-0.4269999999999996,-1.245099999999999,-0.5987999999999998,-0.6861999999999995,-1.5232,-1.2637,-1.5927000000000007,-0.9996,-1.4975000000000005,-0.6311999999999998,-2.3710000000000004,-0.7382999999999997,-1.8498000000000001,-1.9537000000000004,-2.0191999999999997,-1.4599000000000002,-1.976,-2.2543000000000006,-1.1972000000000005
ENSG00000159189.11,0.09719999999999995,-1.6701999999999995,-0.005499999999999616,-0.9017,1.3268000000000004,-1.6806999999999999,0.9015000000000004,-1.4478,0.5355999999999996,-0.10390000000000033,0.9744000000000002,-0.0023999999999997357,-1.5716999999999999,-0.7044000000000006,-1.0129000000000001,-1.3525999999999998,0.3402000000000003,0.9967000000000006,0.6143000000000001,-0.6261999999999999,-0.2027000000000001,2.4181999999999997,0.4371999999999998,-1.7355999999999998,-0.5760999999999994,-1.3012000000000006,-1.2923999999999998,-1.1486,-0.5865999999999998,-1.2104999999999997,-2.1159,-0.9265999999999996,-1.5633999999999997,0.14349999999999952,-0.2740999999999998,0.8809000000000005,-0.21139999999999937,-0.6368,-0.5808999999999997,0.9173999999999998,-0.7481999999999998,-1.0722999999999994,-0.5174000000000003,0.025300000000000544,-0.8128000000000002,-2.5111999999999997,0.48740000000000006,-0.7526000000000002,-0.3966000000000003,-0.04720000000000013,0.8152999999999997,1.7761000000000005,-0.35880000000000045,0.15589999999999993,1.024,-0.5541999999999998,-0.5690999999999997,-1.8171999999999997,-0.1387999999999998,-1.3031000000000006,-1.6600000000000001,0.007800000000000473,-0.4562999999999997,0.9245000000000001,-0.6296999999999997,0.07819999999999983,-0.8138999999999994,-0.8841999999999999,-0.5899000000000001,0.002200000000000202,-1.3232,0.016300000000000203,0.7997999999999994,-0.18320000000000025,-0.3791000000000002,0.8780999999999999,0.22780000000000022,-0.32889999999999997,-1.6495999999999995,1.1209999999999996,0.6344000000000003,1.6677999999999997,0.2400000000000002,-0.8729000000000005,0.15169999999999995,-0.48409999999999975,-1.1522000000000006,-1.2550999999999997,-1.5040000000000004,-0.9170999999999996,-1.2471999999999994,-0.4892000000000003,-1.6696,-0.1255999999999995,-1.2296000000000005,-0.9979999999999993,-1.1447000000000003,-0.8853,-1.8329000000000004,-2.0874000000000006,-0.8320999999999996
