Category,C3N.01799,C3L.01890,C3N.00572,C3N.02423,C3N.02729,C3L.00263,C3N.01410,C3N.00578,C3N.02587,C3L.00893,C3N.01488,C3N.01413,C3N.01030,C3N.02588,C3N.00552,C3L.01889,C3N.00169,C3L.00422,C3L.00083,C3N.00551,C3N.02089,C3L.01682,C3N.01016,C3N.00580,C3N.02000,C3N.01489,C3N.00737,C3N.01405,C3N.01416,C3N.02149,C3N.02424,C3L.00279,C3L.00095,C3N.02572,C3N.00559,C3L.02345,C3L.00093,C3L.00510,C3L.00913,C3L.00412,C3N.01415,C3N.00549,C3N.02433,C3N.01021,C3N.00203,C3L.01330,C3N.00574,C3N.01071,C3N.00550,C3N.00167,C3L.00001,C3L.01632,C3N.02155,C3N.00217,C3N.02002,C3N.02145,C3N.02586,C3L.02219,C3N.00180,C3N.00704,C3N.02158,C3N.02421,C3N.00556,C3N.01072,C3L.00094,C3L.00144,C3N.00223,C3L.01924,C3N.00433,C3L.01683,C3N.00293,C3N.02380,C3L.00009,C3N.00546,C3N.01414,C3N.02087,C3L.00140,C3N.02529,C3L.00368,C3N.02067,C3L.00080,C3N.00547,C3N.01023,C3N.01024,C3L.00973,C3L.02348,C3L.02508,C3N.00560,C3L.00604,C3N.00199,C3N.00579,C3N.02582,C3L.02350,C3N.00738,C3N.00959,C3N.02003,C3N.02379,C3N.00175,C3N.01823,C3L.02549,C3L.02365
Affiliated Proteins,-2.630688763066202,-0.022536047619047633,0.09788180466169176,-2.363715544871795,-1.518160597826087,0.44967987943955684,-1.76754094123962,-0.800689238769474,-1.9147650835148873,-1.994526559454191,-1.557428318511199,-1.3361320966228893,-1.9208077480490524,-2.082034398799782,-1.8918891666666666,-1.6856808943833943,-1.1668810355731225,-0.31010906027934326,-0.9196992827945002,-1.5235212885154061,-2.3219093544472758,-1.0623843669488406,-1.5465153743961353,-2.120666037735849,-2.4081063218390804,-1.3393160776942357,-1.7579525221729488,-2.0393701388888887,-0.8718397964660903,-1.2317348290598291,-2.0764443409247755,-1.3183561716791978,-1.7152332220335784,-1.6567094444444446,-1.3758541158536586,-1.3556698088235293,-1.734481452991453,-2.4597193137254902,-0.1506308333333334,0.23721875,-1.7064655876068378,-1.6922478373965215,-1.8441258659672102,-0.5013240091463416,-2.8845101854928017,-2.2555444444444444,-0.19351993265993264,-1.6625751449310273,-1.1168604651335368,-1.4178527233115468,-2.1847972073815978,-0.3657711875843455,-1.9376239622865274,-2.0001229903716973,-2.3070654150013943,-1.2557573410982337,-1.2042189040717737,-0.04875367867867866,-1.611494955026455,-1.5074357852564102,-1.9774467845471524,-2.104361997354497,-2.824743525798526,-2.0396785217391304,-2.332415437392796,-1.8501974387947269,-2.4479096538323875,-1.1647904148662769,-1.2022816117216117,-1.978921568627451,-2.2566504884370016,-1.9544593333333333,0.811273150604185,-2.654639320987654,-2.07068925070028,-0.6999223469766949,-1.1020700092592592,-2.5901154930590122,-1.7861889079514297,-1.1870465120931077,-1.4170431493993993,-1.7279983508158507,-1.778733662464986,-1.335253847910392,-1.551911744704571,-1.9991653116531165,1.408549518999519,-2.632878977272727,-2.2647463162086816,-1.6445516448801742,-1.9507029487179486,-2.472070005204945,-1.6574331323438467,-0.9615659535016402,-0.012784713144517049,-1.3376590099715098,-1.6752012805636836,-1.1152791839239147,-1.664889158197832,0.23827280747275553,-1.6609402569943574
Collagens,-0.9494709401709405,-0.011109453781512624,-0.9616338095238096,0.21662269230769232,0.5930952564102564,0.17145092592592603,-0.2617628205128205,0.9942094565217392,-2.9853825,-1.0047121428571428,0.6673666666666667,-0.23950255681818167,0.7906245358090186,-0.7656633333333334,0.024344457013574572,-2.0902214285714287,1.9763982638888888,-3.064008970588235,2.9850925,0.8766226076555024,-1.6707307692307694,0.9723041666666665,1.4860880952380953,-0.2772757518796992,-0.3888208333333335,1.9728,1.2944266666666668,-0.6173345454545456,0.4438895833333334,1.6408130952380953,-1.4129908496732027,1.384763523809524,2.913929411764706,0.04200119047619055,-0.40956953781512606,0.32226401515151515,-1.43064099378882,-3.34637201754386,1.8470444444444443,1.4927136752136752,-0.27725980392156857,0.7530950464396284,-0.5898431818181817,1.3284480158730159,-2.4952901960784315,0.13874583333333335,2.7989365808823528,0.3864959595959596,-1.8769798295454545,-0.6158438888888891,0.8704550000000001,0.7362997647058824,-0.11998124999999993,-0.2828858333333334,-1.4250106666666666,0.4769427777777778,-0.7778238095238095,-0.3035225,0.5887935294117647,0.639509090909091,-1.6609163690476192,1.1327480952380955,1.735484090909091,0.9174517857142857,0.33642690217391313,1.0708174603174603,-1.3687374493927127,0.7559901785714286,-0.1325706349206348,0.11412720588235292,0.04614958333333341,-1.703357867132867,2.887213725490196,-1.1898636904761903,-1.1881300000000001,-0.9852134615384616,-2.1711285353535352,-1.3117653623188406,-1.2711966165413533,-1.2786076923076923,-1.8249862318840577,1.135267156862745,1.3372,-1.478815058479532,-0.6174704411764707,-1.1666748663101605,4.512500505050505,-0.2756669191919191,-1.447550226244344,0.7923546558704453,-0.07984291666666665,-1.92506510989011,-1.408065384615385,1.0158916666666666,-0.20068791208791192,-1.2080822916666667,-0.87434,1.1430164835164836,0.09367028985507242,-0.4034888888888889,0.6602273109243697
Glycoproteins,-1.4924056858040395,0.10888956646423746,-1.068876163080076,-0.8639961278001679,0.1132990740740741,-0.6622370750988142,-0.5712682051282052,-0.1596524525844526,-1.5808120517501072,-1.7310997695852537,-0.40854904821354254,0.12484477940472775,-0.0018106070044296614,-0.2196383348588863,-0.47386878123259085,-2.4028875074671445,0.7991068743944502,-0.8628281334514353,2.309739851650837,0.20665429713427577,-1.1460742122539613,-1.4645209003979631,1.3998141926693717,-0.8533729432877519,-0.2611743133420252,1.4548012007617985,-0.22021382667252237,0.4329263909447781,-0.05358809863417465,0.7075610191999232,-1.3300569819819819,1.1488856347339453,0.800028427672956,-0.04846752174908423,-1.6752536542602996,0.5739575747508304,-0.5111529291819293,-2.900189989246679,0.12125348101101609,2.448044150220989,-0.9682552377320112,0.4995199789915966,-1.6252301989891773,1.8698501078884686,-2.1947737917504067,-1.8424501508295625,1.1323375980053039,-0.6480703888114614,-0.46615398970075145,-1.0866062089473976,-2.226808182965255,0.642957545640879,-0.46524760184109776,-0.6561760476888703,-2.154344422485727,-0.8544735532606617,-1.2531735861448492,-0.07752760611286766,0.05400472222222217,-0.7458071473794878,-2.019701660104685,-0.676516589294805,-0.3410069155359689,-0.0169918348318349,-1.315855450957557,1.0101657493300351,-1.137265675709308,0.008641919550062669,0.28599298646922305,-0.26372371020792074,-0.39630607938765833,-2.1437270199399285,2.7136834870064406,-1.7550854586990614,-1.0324186507936508,-0.8261563270195887,-2.5149939307728784,-2.0055189115398617,-1.463295978853522,-0.4498066391098547,-1.3845104432523998,-0.6108815853812961,-0.5501294925700776,-1.0964199627504279,-0.33496099887766545,-1.8123047991788888,1.949202012012012,-1.0728529537671232,-1.7426365186099495,-0.550686860670194,-1.612094579124579,-2.4161619554512295,-1.936287477181453,0.6399707560568086,-1.8097751869708618,-0.6552291583747926,-0.7364725358285021,1.0344452458156885,-0.9973578881275804,-1.8926924924924924,-0.7016854135954136
Proteoglycans,-1.9205291228070176,-0.6737371428571428,-1.7286400462962963,-0.32003433048433055,-0.0988480681818182,-1.8185756410256408,-1.130509292929293,-0.5535647727272726,-2.510334761904762,-2.3103161616161616,-0.5259295238095238,-1.031368045112782,0.6729192156862746,-0.9784831272893774,0.765422962962963,-3.2865160130718953,-0.9216439814814814,-2.853247507122507,2.5592689814814813,0.43763696969696975,-2.610998888888889,-2.709405555555555,0.7018707142857142,-0.5011984848484847,0.10626690476190481,1.6360924242424242,-0.08156825396825385,-0.3268799999999998,-0.09611587301587303,0.5887433201058202,-1.9475198863636363,0.6412233838383837,2.237024431818182,-0.1986840277777778,-1.0581934640522876,1.320179884004884,-1.701994781144781,-3.5866504979769687,0.10108030303030303,0.9660136904761903,-0.7929717521367522,0.02468813131313131,-0.7911811111111111,0.41144469696969693,-1.5482180672268906,-2.2890355555555555,-0.013089682539682549,-1.8499481481481481,-1.337434523809524,-1.8858712962962962,-0.7040700817700817,0.8727048611111111,-2.1337341724941723,0.29346430976430976,-2.7727410256410256,-0.13188146167557938,-1.7744051796157059,-0.9725776556776556,-0.2892108058608057,-1.607984126984127,-2.714488888888889,-0.2803780303030303,-0.47703416666666665,0.4964903174603177,-0.7644100732600732,0.780494493006993,-2.4701098039215688,-0.0637233333333332,0.07679398749398747,0.43545179738562095,-0.29627414141414143,-2.7739774074074073,0.49682532051282047,-1.8761012138188609,-0.8800643772893773,-0.9160641915954416,-2.7992966666666668,-1.2382854385964912,-1.8608130952380952,-2.5145246296296295,-1.927594126984127,0.13866759259259265,-0.3653172222222221,-1.0771021645021646,-1.2151910947712417,-2.429123888888889,0.7444338095238096,-0.8714733796296297,-2.561395516569201,-0.30591444444444443,-1.0141971590909091,-3.549429419191919,-3.1236439743589743,1.9783222222222219,-1.5331266666666667,-0.8730583994708994,-1.7481414835164835,-0.6382866503866503,-1.521920634920635,-2.3879685714285714,-0.6052525252525252
Regulators,-2.2020024202555932,-1.4621572988505747,-1.1792662393162394,-0.7887209438870308,-1.213678236496313,-0.7561325179386824,-1.3257408561622268,-0.37652683178534574,-1.6976392877492879,-2.337051932973672,-1.5080277387457715,-1.5603330356243978,-1.0411110420979988,-0.04664165855816007,-0.4122787854813962,-2.7279680660086636,0.7871238241436925,0.3374324786324786,2.208028677849928,-0.7978801935394041,-1.49758458994709,-1.7512737553342816,-0.08105747126436784,-1.386957544237207,-0.9898426394273699,-0.10075494649079142,-1.0110067355530041,-0.945930655235067,-1.0004303683104685,-0.06259832332332334,-1.3090250505050505,-0.6531765558397271,-0.442922633360973,-0.3835381038239049,-2.0151112046103634,0.05285579605579604,-1.1728394740691976,-2.496918270385391,-0.1918851803458511,1.1850913867355728,-1.5498826156573453,-0.19974177869955434,-2.0500233154841587,0.8040769230769231,-2.6663121628988296,-2.2249037714500215,0.2829540691137565,-1.6096242781949466,-0.3814991514033169,-1.3525154589528119,-3.042099125514403,-0.37183038082315695,-0.7949227460711332,-1.5690046617798352,-2.1491250648972704,-1.1341076090201931,-1.3793500661375662,-0.4078843421321214,-0.3008139401762896,-0.7729562643239113,-2.764954558629776,-1.390199073462902,-1.1406373789630493,-0.9162897986491652,-1.4337643154369784,-0.3186115016738403,-1.78260697766286,-0.4681642694868781,-0.06949618620497837,-0.3814935234699941,-1.0983713079150579,-1.7975729260935143,2.0528013242009133,-1.9139531367683549,-2.320941743543019,-1.2325954569140476,-2.0246762875816993,-1.724133587724398,-1.298919999164578,-0.9286844636844637,-1.9867309784317424,-0.7623777388727625,-1.7953096696696695,-0.7589557703081232,-0.02684499859634352,-1.2493495699651018,0.7683365159510521,-1.7414136859462201,-2.166098979591837,-0.8571283484347489,-1.3773706750040082,-2.452979606625259,-0.9287692592592593,-1.4432140249433105,-0.7499590575849823,-1.025149884008082,-0.09008898902821315,-0.42322706632596624,-1.061124486295496,-0.1949047023809524,-1.8662658147093858
Secreted Factors,-1.4460045564329456,-1.6486097951930339,-1.656118343922935,-0.8983553400051014,-1.614733790849673,-0.5671643874643875,-1.1155372389670166,-0.42167304120229654,-2.2442606757227446,-1.2475369335772586,-1.6383121782945735,-1.6491247477976698,-0.2770673059379956,-0.45318412975912975,-0.9013798136645962,-2.2092733349577647,-0.27792466200466204,-1.2106275412087912,-0.06761387338425383,-0.9449409057437408,-1.8605443965172939,-0.9578086080586082,-0.8551544638283769,-1.6375949489302968,-1.0128781395348836,-0.7151980555555555,-1.2994931322914374,-1.4457371334092264,-0.2622022173003568,-0.5027904106708495,-1.9816144671201814,0.2653124254079254,-0.2632233882783883,-0.9105320993427376,-2.7019848655459504,-0.20623119299001655,-1.4677513878999053,-2.645740882911428,-0.38678160428608893,0.021658667758667816,-2.1257186889019493,-0.8687272486772486,-1.801625925925926,-0.48868100028417155,-2.72501949602122,-1.0914028520499108,0.23886317989418,-1.5258905649540517,-0.7202007412609238,-1.345438242142508,-2.510118868906901,-0.9882257348520804,-1.367637928205128,-1.9636510401800968,-1.7178077409707844,-1.002347038835411,-1.9115778295376122,-1.2502715484793736,-1.4593368697161835,-0.8475788344272215,-2.5403381837606838,-1.2238087485165607,-1.6281938852813853,-2.2534759252873564,-1.8752697846868578,-1.7314828282828283,-2.3756380109057567,-1.0259158078368225,-0.6543619903074868,-0.9976906732422576,-0.39004245726495723,-1.6272168670309655,0.6793270632781414,-1.5257532186948854,-1.1927767179487179,-0.9961918667752001,-1.162893061558889,-1.56929435241946,-1.2665660606060607,-1.6524487701863353,-1.1836643390635713,-0.6332796047008548,-0.7757240740740742,-1.9593218253968254,-0.9473592350043466,-2.221565982905983,0.5915504471247564,-1.8479941739510488,-2.348419340839784,-1.5434851395730707,-2.1838066077441076,-2.795289590486142,-1.6841325925925927,-0.02614065656565656,-1.4131554993252362,-0.6127431052414787,-1.5063366888925027,-0.8498433052434458,-1.5325936529680366,-0.7772231045751634,-1.538102038530466
