prot_id,C3N.01799,C3L.01890,C3N.00572,C3N.02423,C3N.02729,C3L.00263,C3N.01410,C3N.00578,C3N.02587,C3L.00893,C3N.01488,C3N.01413,C3N.01030,C3N.02588,C3N.00552,C3L.01889,C3N.00169,C3L.00422,C3L.00083,C3N.00551,C3N.02089,C3L.01682,C3N.01016,C3N.00580,C3N.02000,C3N.01489,C3N.00737,C3N.01405,C3N.01416,C3N.02149,C3N.02424,C3L.00279,C3L.00095,C3N.02572,C3N.00559,C3L.02345,C3L.00093,C3L.00510,C3L.00913,C3L.00412,C3N.01415,C3N.00549,C3N.02433,C3N.01021,C3N.00203,C3L.01330,C3N.00574,C3N.01071,C3N.00550,C3N.00167,C3L.00001,C3L.01632,C3N.02155,C3N.00217,C3N.02002,C3N.02145,C3N.02586,C3L.02219,C3N.00180,C3N.00704,C3N.02158,C3N.02421,C3N.00556,C3N.01072,C3L.00094,C3L.00144,C3N.00223,C3L.01924,C3N.00433,C3L.01683,C3N.00293,C3N.02380,C3L.00009,C3N.00546,C3N.01414,C3N.02087,C3L.00140,C3N.02529,C3L.00368,C3N.02067,C3L.00080,C3N.00547,C3N.01023,C3N.01024,C3L.00973,C3L.02348,C3L.02508,C3N.00560,C3L.00604,C3N.00199,C3N.00579,C3N.02582,C3L.02350,C3N.00738,C3N.00959,C3N.02003,C3N.02379,C3N.00175,C3N.01823,C3L.02549,C3L.02365
NP_001839.2,-4.1084,-2.2492,-4.3954,-4.6818,-2.3263000000000003,-4.8149999999999995,-1.7411999999999999,-1.6280999999999999,-5.4168,-0.98,-0.9682,-0.45930000000000004,-3.2908,-5.618,-1.4142,-1.9327,0.44620000000000004,-6.3701,0.3577,-4.9264,-3.8556,-1.1805,-4.0893,-2.296,-4.8767,0.2458,-0.7275,-2.3302,-1.3217,-3.2035,-3.6284,-0.018500000000000016,0.4657,-5.3637,-2.3452,-3.8114,-3.1795,-5.693099999999999,-1.7489999999999999,-1.7223,-1.5409000000000002,-1.2275,-1.0717,1.432,-2.4966999999999997,-3.1254,0.7222,-0.8047000000000001,-2.4924,-3.7483,-1.0491,-3.1304,-3.853,-1.9923,-4.4983,-2.8263,-5.6563,-1.3898,-0.5174000000000001,-1.1425,-2.4306,-1.9645000000000001,-0.6197,-0.8914,-4.9209,-1.1472,-4.0407,-1.1605,-2.4135,-0.8586,-1.4978,-7.1063,-0.6865999999999999,-2.6746999999999996,-2.4785,-1.4882,-3.6853000000000002,-4.507,-3.7487,-5.3088999999999995,-3.2325999999999997,-1.3041000000000003,-0.9611999999999999,-4.707,-3.2310999999999996,-2.6478,0.9089,-1.5877999999999999,-5.8812999999999995,-0.9763999999999999,-3.8468999999999998,-6.8352,-0.9431,0.03320000000000034,-2.126,-3.2981,-1.3936000000000002,-1.3767,-4.0437,-0.6461000000000001,-3.4206
NP_001146.2,-0.2733,-2.0939,-1.2662,-1.8312,-3.274,-0.5861999999999999,-1.2415,-2.97,-2.511,-0.855,-1.3779,-1.5163,-1.3958,-1.6789,-2.1967999999999996,-1.24,-1.5482,-2.3536,2.4683,-2.0549,-1.5933000000000002,-0.36939999999999995,-1.1216,-1.8732,-1.6414,-0.19419999999999998,-0.3266000000000001,-0.7574000000000001,-1.2332,-1.2143000000000002,-1.0646,-0.40340000000000004,1.4804,-2.1713,-3.3514,-1.7732999999999999,-2.5629,-4.3221,-0.43589999999999995,-0.2653,-1.7098,0.4155,-0.8432,-1.8471,-1.1295,-1.3674,-0.9459000000000001,-0.1267,-1.8507,-1.9283000000000001,-1.619,-1.3845999999999998,-1.1400000000000001,-1.6196000000000002,-2.4179,-2.0859,-3.0902000000000003,-1.8159,-1.7013,-1.771,-1.5102000000000002,-1.3247,-1.3969999999999998,0.24860000000000004,-1.6769,-0.23709999999999998,-1.6045,-1.6099999999999999,0.05390000000000006,0.8799,0.45009999999999994,-2.5818000000000003,-1.642,-2.2681,-1.1199,-1.7379,-2.5163,-2.367,-1.6984000000000001,-2.016,-0.5905,-0.9363,-0.8653,-2.5868,-1.1360999999999999,-1.7512,1.0959,-1.6793,-2.8851,-2.1489000000000003,-2.3724,-4.0615,0.1341000000000001,-0.4928999999999999,-1.6446,-0.3536,-3.2455999999999996,-1.6402,-1.8079999999999998,-2.942,-2.5069
NP_001350043.1,0.2638,-0.7988000000000002,0.6546,-2.1643,-0.7298999999999999,1.0598,1.1714,-0.5031000000000001,0.29690000000000016,-0.06299999999999994,-0.5183,-1.6085,-0.7833000000000001,-0.30679999999999996,-2.0492,0.6016999999999999,-1.2124,-2.2137,3.3922000000000003,2.2407,-1.3265,1.282,-0.2345,-0.1456,-0.9052,1.8712,0.3188,0.1793,-0.30110000000000003,0.36219999999999986,-0.1805,0.2511,-0.6730999999999998,-0.392,-1.1175,-1.6833,-1.6377000000000002,-1.2584000000000002,1.0845,0.48730000000000007,-0.39980000000000004,2.168,2.1315999999999997,-1.6947999999999999,-0.2651,0.12459999999999999,1.3172,-0.49540000000000006,-0.2856,0.24380000000000002,0.9001,0.24520000000000008,-0.3014,-0.44090000000000007,-1.4289,0.5213000000000001,-0.7725,0.6591999999999999,2.8858,-1.459,0.4409,-0.4072,-0.7631,2.2755,-0.61,1.5188000000000001,0.029199999999999893,-1.7103000000000002,0.29900000000000015,1.6706999999999999,2.2681999999999998,0.3435,-1.1598,-0.7988,-0.9184000000000001,-0.4267,-0.9718000000000001,-2.8142,-1.3954,1.1408,1.3912,0.44810000000000005,0.1157,0.5685,0.3583,-1.0686,1.4151,0.3036,-1.415,-0.7006,-0.7726999999999999,-2.31,0.8079000000000001,0.5794,-0.9462,1.3866999999999998,-2.3057,-0.9844,-1.646,-1.9272,-2.73
NP_000286.3,-5.3682,-2.0638000000000005,-1.6554,-5.2009,-4.1735,-5.7394,-4.4291,-0.03149999999999997,-2.0867,-4.5192,-5.0062999999999995,-4.0806000000000004,-4.5341000000000005,-4.2398,-2.2365,-4.5457,-1.1878,-0.2815,0.9441000000000002,-3.6378000000000004,-5.3634,-5.4839,-1.7316,-3.7056,-3.6109,-3.0388,-4.0433,-3.8251,-5.0129,-3.8386,-4.763299999999999,-5.0648,-3.8582,-3.9631999999999996,-3.7029,-2.5071,-4.5718,-4.8,-3.8879,-1.2227999999999999,-4.5058,-2.479,-5.4422999999999995,-1.8262,-5.5624,-4.6328000000000005,-2.1212,-4.6255,-1.0022000000000002,-2.6374999999999997,-6.5799,-3.6467,-3.4720999999999997,-4.8027999999999995,-4.0944,-4.504,-2.0595999999999997,-3.6851000000000003,-3.2747,-2.3271,-6.4346,-5.8625,-4.4589,-5.707,-4.394,-2.2664,-3.7549,-2.5337,-3.862,-4.5512,-3.1867,-5.8657,-1.9806,-4.343,-4.6431000000000004,-4.3255,-2.854,-4.666399999999999,-2.9003,-3.7376000000000005,-6.5117,-3.5755999999999997,-4.9213000000000005,-2.0767,-3.2802,-3.4071999999999996,2.1097,-4.122999999999999,-7.603299999999999,-2.8746,-2.8642,-5.8757,-2.1523,-2.5989,-3.8842,-3.4705,-3.425,-1.2884,-3.7858,-4.2263,-4.7117000000000004
NP_996826.2,1.1663999999999999,-2.4741,-1.0845,-0.1593,0.5749,-1.3727,0.047900000000000054,-2.3388,-2.082,0.4039,-0.7123,-1.5831,-0.3257999999999999,0.2932,0.16859999999999986,-1.7638,1.4437,-1.4335,3.7098,-1.9250000000000003,-2.1548,0.21799999999999997,2.5577,-0.09439999999999998,2.3875,2.5215,-0.8351000000000001,1.2799000000000003,-0.2661,1.6751,-2.4668,2.4796,0.5672,0.5465,-2.488,2.2998,-0.36719999999999997,-3.1614,1.0441,1.0657,-1.1255,1.0697999999999999,0.08320000000000005,2.8087,-2.7326,0.07289999999999996,0.968,-1.0663,-1.3371,0.1879,-3.4454000000000002,1.7291999999999998,-1.0524,0.5171999999999999,0.2614,2.5131,-0.35950000000000004,0.23600000000000004,-0.027499999999999997,0.7579,-1.8146999999999998,1.3184,-0.5012,-0.2258,1.2924,1.8388,0.39259999999999984,1.5063,-0.8805999999999999,0.7061,2.9781,-1.7265,2.2443,-2.4686,0.5459,-2.8628,-2.7648,-0.8464,-0.2007,0.9578999999999999,-1.7641,1.1040999999999999,-1.0822,-2.7285000000000004,0.8787,-0.609,5.5264,-1.2713999999999999,-1.6977,0.40080000000000005,-3.0619,-2.362,2.5216,0.5687,0.3526,-2.3072,-2.5599,0.3912,-0.7053,1.2694999999999999,-0.12459999999999999
NP_001123616.1,-0.6632999999999999,-1.1584999999999999,0.2573,1.4177,2.3757,-0.25670000000000004,2.873,0.4670000000000001,-0.1439,2.8205,3.1149,-0.21699999999999997,0.27760000000000007,1.5259,1.5063,-1.3286,NA,NA,NA,NA,-0.9924000000000001,0.6371,4.5589,1.0251,0.5317000000000001,2.6244,-0.014899999999999913,-0.9522999999999999,-1.1489,2.3219000000000003,-1.9758,0.878,5.182,2.8818,1.4307,1.2755,-1.6835,-1.1564999999999999,-0.6706000000000001,0.27480000000000004,1.3961000000000001,2.0512,3.1113,2.1926,-0.5739999999999998,-0.07169999999999999,1.1936,0.7369,0.6396999999999999,1.0525,-1.0333999999999999,3.8174,3.2773000000000003,3.9715,-1.8667,1.8243000000000003,1.936,2.6261,2.2302,2.1883,1.4099,1.7108,1.1908,3.0109,2.0818,3.3123,-0.515,-1.5553000000000001,2.3851,-0.53,-0.5788000000000001,-0.4112999999999999,3.2478,0.7917000000000001,0.11410000000000009,0.46330000000000005,0.9863,1.9446000000000003,2.1928,3.7297,NA,NA,NA,NA,4.1655,-0.8028,9.112300000000001,0.8939,12.3516,8.3346,16.8447,1.4995999999999992,NA,NA,NA,NA,NA,-1.6682,-0.4684,0.10389999999999999,1.463
NP_001310245.1,-2.8048,-3.8550000000000004,-1.2834,-4.1865,-5.039,0.0925,-1.67,-2.2058,-1.4596,-0.5430999999999999,-4.5088,-2.2683999999999997,-4.8024000000000004,-2.7271,-2.5145999999999997,-2.8059,-4.2269000000000005,-0.79989999999999994,1.8398999999999999,-3.1291,-4.896,-1.8303,-1.2168,-4.2682,-3.4892,-3.3617,-2.6608,-2.8019,-3.4926000000000004,-3.4904,-3.6722,-3.2177,-1.5806999999999998,-3.1574999999999998,-4.334,-4.9703,-4.1009,-4.839,1.2343000000000002,-0.9377,-2.9366,-2.1708,-1.9768,-2.0166,-4.640000000000001,-2.1359,0.32530000000000003,-2.5469999999999997,-0.8037,-3.7691,-5.757899999999999,-2.4285,-1.2356,-3.3528000000000002,-1.8327,-3.9657,-2.5892999999999997,-1.7757,-6.3824000000000005,-3.3892999999999995,-2.8680000000000003,-4.3148,-3.9397,-4.9185,-4.3543,-2.3632,-3.9717000000000002,-4.5032,-0.8899999999999999,-2.735,0.11560000000000004,-2.4427,-1.8329,-1.3372,-0.06579999999999986,-1.9994,-4.8556,-2.0825,-1.9472,-3.7668,-3.5255,-1.1553,-3.8396,-4.8788,-2.3756,-2.721,-0.24219999999999986,-2.1546999999999996,-6.1716999999999995,-2.4627,-4.0306,-5.4696,-3.1869,-2.4227,-1.6300000000000001,-1.0447000000000002,-3.1353999999999997,-2.5667,-4.7505,-4.1029,-3.7882
NP_003232.2,-2.7498,-4.1017,-2.6540999999999997,-4.2358,-1.4039000000000001,-2.9472,-1.1213,-1.3648999999999998,-1.1596,-2.8082000000000003,-3.9019000000000004,-1.3146,-2.508,-2.3314999999999997,-1.2157,-4.2771,-4.2618,-2.8884999999999996,-0.792,-4.9042,-2.6551,-2.7055,0.47930000000000006,-0.9962,-0.6707000000000001,-2.9351000000000003,-0.22830000000000006,-1.3531,-0.23670000000000002,-2.1654999999999998,-5.727,-1.9989,NA,NA,NA,-0.2863,-3.4436,-6.324300000000001,-1.9163000000000001,-1.1476,-3.0443,-2.1498,-3.2475,-6.7301,-7.301499999999999,-3.0927,-3.0373,-0.20829999999999993,-1.6019,-2.7931,-3.9939,-4.0589,5.723599999999999,-1.4174,-1.1548,1.5261,2.1172,2.7102,-0.5118,NA,NA,8.328,6.2988,NA,NA,NA,NA,-0.5295000000000001,3.8584,-0.007600000000000051,-0.2638,NA,0.986,-4.6076,-2.8439,-3.0942,-6.2503,-1.0561,-0.3994,-0.9538,-3.3225,-1.3541,0.8518999999999999,0.399,1.8114000000000001,1.6315,1.5469,1.884,NA,NA,NA,NA,-5.493399999999999,-4.0664,-4.0365,-6.3711,-4.321899999999999,1.3176999999999999,0.22560000000000002,-0.4755999999999998,0.12069999999999997
NP_002209.2,-5.9018,-1.7079,-2.7531999999999996,-4.6458,-4.9196,-6.1080000000000005,-4.4942,-2.6689,-4.958600000000001,-4.734,-4.2208,-4.7547,-3.8357,-3.1572,-3.3539999999999996,-5.3444,-0.2114,-2.5698,1.0135000000000005,-2.5422000000000002,-3.6698,-4.373600000000001,-0.6633,-3.302,-4.133,-2.7098,-2.9726999999999997,-3.5261,-5.1783,-2.9842,-4.9006,-6.238899999999999,-3.6009,-4.4029,-3.0425,-2.3817000000000004,-4.5295000000000005,-4.0769,-3.9409999999999994,-0.9057999999999999,-5.229,-2.2793,-7.230700000000001,-3.0711,-7.1227,-5.1579,-2.5804,-4.6853,-2.8729,-2.789,-8.965499999999999,-4.3675,-2.6613,-4.8385,-5.1444,-4.825,-3.2465,-3.7894,-2.4442,-2.8654,-7.3334,-6.2486,-3.5939,-6.254300000000001,-4.4547,-2.5585,-3.8869,-1.9508,-2.4473000000000003,-3.6878,-4.5273,-6.056100000000001,-1.9803,-3.7015000000000002,-4.7524,-4.5315,-2.8495999999999997,-4.756600000000001,-3.4602999999999997,-3.8232,-6.6536,-2.7927,-3.71,-2.4685,-4.3875,-2.9715,-2.3815,-3.235,-8.4787,-3.3796999999999997,-1.5136,-6.267799999999999,-2.7452,-2.5005,-5.1131,-3.7104999999999997,-3.0936999999999997,-1.8069,-3.3608,-4.4694,-4.8435
NP_001159921.1,-5.4302,-1.7885000000000002,-1.3776,-5.9729,-2.1702,-4.447,-3.4046000000000003,-0.9491999999999999,-4.3021,-6.004,-4.9386,-5.8199000000000005,-2.3823,-2.8339,-0.8836999999999999,-5.9274000000000004,-0.5219,-1.4682,0.9466000000000001,-1.9620000000000002,-2.4522000000000004,-4.1594,0.05950000000000011,-2.6191,0.03180000000000005,-2.6155,-3.2064,-3.1823,-1.0149,-3.7059,-4.6612,-8.028,-4.2724,-4.1753,-2.0629,NA,NA,NA,NA,0.16249999999999998,-8.792200000000001,0.37160000000000015,-8.9439,-2.0381,-6.7283,-5.2789,0.5770000000000001,-2.4152,-3.2889999999999997,-4.8146,NA,-5.4988,-1.1056000000000001,-3.7805999999999997,-6.862500000000001,-4.0385,-0.9442000000000002,-3.7998000000000003,-3.1357,-1.6139000000000001,-3.6798,-2.5423,-3.5672,-5.3566,-5.3638,-7.8607,-4.1546,-0.6674000000000001,-1.8203,-4.7757,-5.3933,-1.6344999999999998,-2.3861,-3.8499,-2.1756,-4.7653,-3.5362,-4.0279,-3.6064,-0.477,-7.0550999999999995,-4.0108,-1.766,-3.1574,-4.6608,-1.1941999999999997,2.0604999999999998,-2.648,-8.761700000000001,-2.993,-1.3305,-8.8062,-1.7218,-2.8494,-2.7915,0.9373,-6.1861999999999995,0.29400000000000004,-4.0583,-4.2410000000000005,-4.7887
NP_000120.2,-0.8437,-1.5399,-0.3731,-1.6669,-1.2946,-1.1014999999999997,-3.4641,1.0637,1.1527,-1.1799,-0.11360000000000003,-1.4796,-0.6900000000000001,-4.1744,0.5756,-0.22160000000000002,-3.1693,1.012,5.2158,-1.8532000000000002,-2.8597,-0.8510999999999999,-2.8669000000000002,-3.8844,-0.5841000000000001,-1.2678,-1.2434,-2.1113999999999997,0.9224000000000001,-2.8133,-2.5033,3.2749999999999995,0.5083,-0.04290000000000001,-2.013,0.6327,-1.4318,-3.6116,-0.20589999999999997,0.18469999999999986,-3.0345,-2.3476999999999997,-0.4495,-0.9538000000000001,0.5363999999999998,-0.6695,-2.4104,-2.9643,-0.8074999999999999,-0.9080999999999999,-4.2858,-3.1357999999999997,-1.73,-3.3405,-1.0048,-0.16999999999999998,-5.0522,-2.7988,-1.3645,-0.3553,-2.0704,-0.7223999999999999,1.7392,-3.583,-1.9042999999999999,-3.6847,-3.2907,-1.7759,2.4227000000000003,2.5399000000000003,0.12559999999999993,-5.2153,-1.6124999999999998,-0.637,-2.981,0.4674,-1.7894,-3.4001,-0.8912000000000001,-2.1943,-3.8728000000000002,-4.8740000000000006,-1.7623000000000002,-1.6759,0.8298000000000001,1.5724,0.5368000000000002,-1.1212,-1.7774999999999999,-1.6947,-1.7926,-4.7964,1.1055000000000001,-2.4058,-0.8158000000000001,-1.6079,-1.5376,-1.231,-1.8346999999999998,-2.3344,-3.6693
NP_004376.2,0.8673,1.2925000000000002,1.3858000000000001,5.8855,4.4193999999999996,0.8688,4.2093,3.5975,0.2639,0.3813,3.5460000000000003,2.7616,3.0587000000000004,4.768800000000001,4.6059,-1.4032,3.867,-1.9312999999999998,9.380700000000001,5.9805,-0.012299999999999978,-0.03520000000000001,4.577999999999999,3.0534000000000003,4.1477,4.2341999999999995,3.7921,1.6296000000000002,3.0619,4.8267,1.8377000000000001,5.617,7.4017,3.6481,4.1651,7.4474,3.7394999999999996,-3.9469000000000003,4.9662,5.926,3.7424,4.1297999999999995,2.27,5.7084,1.7589,-0.7443,3.8438,1.2662,1.8303,0.3440000000000003,6.0048,6.5549,1.4294,5.0732,-0.43979999999999997,2.8361,1.2702,2.4212,3.1614,3.0344,0.07500000000000018,4.4514,3.7401,4.063000000000001,5.0564,5.162599999999999,0.509,5.2206,3.5887000000000002,5.0464,2.2937000000000003,-1.4759000000000002,4.8349,-0.18480000000000008,3.4104,0.9764,-0.48909999999999987,2.8459000000000003,-1.1227,0.8269,-1.5880999999999998,6.0309,3.0359,0.6683,1.9725,-0.2641,4.715199999999999,3.257,2.4019,4.2711,3.456,1.5736999999999999,1.7111,4.415299999999999,1.0315,1.5342,1.7648000000000001,2.3735,4.3737,0.6340999999999999,5.175599999999999
NP_569711.2,-4.0309,-1.2579999999999998,-3.6368,-5.1989,-3.203,-1.1316000000000002,-2.0506,-2.6721,-3.9866,-0.9273,-4.455,-3.5396,-3.3544,-2.6774999999999998,-3.1163,-2.1790000000000003,-1.1961,-3.7892,-1.1988,-3.8644,-3.495,-2.5391000000000004,-1.8508,-2.8914999999999997,-3.6757,-1.5798999999999999,-1.1756,-1.8405,-3.6677999999999997,-2.5793,-2.972,-2.1539,-2.088,-5.101100000000001,-3.0664,-1.6635,-3.5286999999999997,-5.0885,-1.2523,-0.7267999999999999,-3.211,-0.9208,-1.3441,-0.5878000000000001,-3.0394,-1.0969,-1.6624999999999999,-1.5017,-3.6589,-4.0440000000000005,-4.7683,-1.5312999999999999,-1.7907000000000002,-1.9062000000000001,-3.2590000000000003,-3.0069999999999997,-2.5631,-2.8792,-1.7872000000000001,-1.8632000000000002,-3.0721,-3.5539000000000005,-1.4735,-3.2428,-2.8695,-1.972,-3.6498999999999997,-2.0698999999999996,-2.705,-3.3489,-0.844,-3.5409,-0.9219,-3.3603,-1.1639000000000002,-4.584,-5.0562000000000005,-3.3236,-2.2729999999999997,-1.9428,-3.0378,-2.2966,-2.0979,-2.3566,-2.9031000000000002,-2.257,0.2897,-2.2817,-5.3974,-2.1809,-3.7434000000000003,-4.1975999999999996,-1.3233,-0.2366999999999999,-1.6063999999999998,-2.6058000000000003,-2.6069,-1.1217,-3.6844,-3.6018999999999997,-1.5404
NP_005553.2,-4.228,-1.5859,-1.5466000000000002,3.0838,-3.3814,7.8474,-1.7372,-1.7419000000000002,-4.8835999999999995,-3.1488999999999994,-2.4112,-2.8297,-1.1047,-1.7276,-3.6106000000000003,-1.3347,0.5756999999999999,-1.3913,-5.022600000000001,-0.5012,-2.5368,-1.5663,-1.5614000000000001,0.9683,-4.5535,4.5253000000000005,-3.0000999999999998,-2.7248,-1.9249,0.6751,0.2559,7.5464,-0.9566,-0.9484000000000001,-2.9843,2.8506,2.4879,-1.1771,0.5276,0.6024999999999999,-0.4655,-1.7366000000000001,-2.5317,-2.4596,2.4596,-4.460500000000001,-0.5378,-2.1694999999999998,-4.0435,-2.6905,-4.4239999999999995,1.3464,-1.4506000000000001,-3.0924,-4.578099999999999,0.06259999999999999,-3.9896,3.05,-0.6251,-2.6561,-3.2245,-0.5956,-0.7644,-3.2272,-4.099,-2.6074,-7.8893,-1.7947,-0.19280000000000008,2.8590999999999998,-2.2898,-5.2607,8.931799999999999,-1.4087999999999998,-2.2622,0.5630999999999999,-0.8681,-3.2563,-1.8561999999999999,-2.5198,0.11169999999999991,-2.4715999999999996,-4.4975000000000005,-3.4781,4.130800000000001,-4.5887,4.1859,-0.17420000000000002,-4.2366,-1.9298,-3.4373,-3.3443,-2.8568,-3.9976000000000003,1.9593999999999998,-0.4578,3.6628,-1.2269,-0.178,3.0152,-2.1209
NP_005952.2,-3.2824999999999998,7.1812000000000005,-2.3212,-3.7374,NA,NA,NA,NA,-5.295999999999999,-3.3539000000000003,-4.0295000000000005,-0.5156999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.384899999999999,-0.9425999999999997,1.7961,4.2211,NA,NA,NA,NA,-5.056500000000001,1.1549999999999994,0.39140000000000086,0.2956000000000003,-2.0089000000000006,-1.2031,9.021,NA,NA,NA,NA,-3.4818,-1.2193,-1.0999999999999996,6.2303999999999995,-4.9757,-1.1547999999999998,2.1796000000000006,8.1358,-0.33809999999999985,-1.6812999999999998,-1.6153999999999997,-2.2076000000000002,-2.153599999999999,-0.9353000000000007,-3.224899999999999,0.7683999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3575,-2.1888,-1.6857,-1.5454,4.441,1.1646,5.9647,3.1601,2.5082,-1.6150999999999995,10.3579,0.07240000000000002,NA,NA,NA,NA,14.2574,-1.5865999999999998,3.489,-0.9936999999999998,NA,-1.972,-2.0687,8.6595,-0.3739999999999999
NP_001265003.1,-1.5068,1.5587,-1.5659,5.318099999999999,3.2424999999999997,-3.2591,2.4269,3.6739,-1.1149,1.1242,4.8356,1.458,2.9185000000000003,0.9136,2.1887,-1.1959,4.7461,-1.4028,5.3175,4.2239,1.3991999999999998,0.1982999999999997,2.8361,2.4161,0.5980000000000001,3.4936,2.5556,2.0335,2.8411,2.9516,1.8830999999999998,3.178,5.4688,1.4062000000000001,0.6123,4.361,1.8556,-2.9143,3.4854000000000003,2.9856,2.1119,2.9938,1.6588,2.1761999999999997,1.41,-0.396,4.1425,1.9411999999999998,0.8023999999999999,-0.33589999999999987,2.9044,3.4419,1.8055999999999999,1.8671,-0.6877,0.8917000000000002,0.3312,-1.3334,2.1804,1.2562,0.14450000000000007,1.8402,4.7765,3.7591,3.6425,2.7748,1.0497,2.9250000000000003,1.7471999999999999,2.1458,-0.6523,-3.1827,2.4866,0.19829999999999998,0.011699999999999933,1.032,-1.1051,-0.2102,0.22560000000000002,-0.9343000000000001,-2.0808999999999997,3.1685,4.913,0.4066,-1.4148,0.006899999999999906,5.0556,0.21339999999999998,1.2759,1.7573999999999999,2.5189000000000004,-1.3312,-0.9014,0.2298,0.33270000000000005,1.935,1.6958,1.4618000000000002,1.9725000000000001,1.2970000000000002,1.4865
NP_000084.3,-1.9682000000000002,1.8229,-0.1443000000000001,5.5594,1.4275,0.014299999999999993,-0.14280000000000015,3.037,-0.1482000000000001,-1.2079,3.9797000000000002,2.0795,3.4274,2.9751000000000003,1.6417,1.1588,NA,NA,NA,NA,-1.248,-1.6732,-0.4807,-0.0643,1.2559,2.3716,0.3209,0.6329,2.5139,5.7722999999999995,3.4119,8.3686,4.422,3.0342000000000002,1.8591000000000002,6.5836,3.6691000000000003,2.0835999999999997,4.8725,-1.2751,-1.0059,0.7185,-3.7012,-2.0747999999999998,-2.8808,-2.5457,-1.4423,NA,NA,NA,NA,3.5567,4.517,5.6775,-1.5255,2.6843000000000004,3.4571,-0.18010000000000037,5.6704,NA,NA,NA,NA,3.0172,3.7245,4.1793000000000005,1.5886000000000002,5.0475,6.143700000000001,4.0009999999999994,-3.1289,0.2351000000000001,5.7817,5.3198,1.4973999999999998,3.9301000000000004,NA,NA,NA,NA,-0.074,7.4116,5.4397,3.8319,-2.4678999999999998,-1.5482999999999998,-1.6912,2.254,5.8661,3.7527,4.7406,2.5723000000000003,-2.2203999999999997,0.7846,-2.3150999999999997,1.9947,3.6291,3.0373,4.0646,0.9389,1.8542
NP_542196.2,-3.2070999999999996,-0.13980000000000015,-0.7369999999999997,7.0105,5.6928,-0.35850000000000004,-0.05670000000000003,3.8374,0.18110000000000026,-1.7983999999999998,5.3038,2.1700999999999997,4.9013,3.7475,5.2543,-0.48839999999999995,3.0959000000000003,0.26759999999999984,0.639,4.72,0.3428,-0.8873,3.5199999999999996,2.02,0.5889,4.672000000000001,-0.5456000000000001,0.5543999999999999,4.868399999999999,3.8901000000000003,2.6719,5.238700000000001,-0.47309999999999997,4.0484,0.6840999999999999,5.6529,2.1598,-2.0366999999999997,0.13849999999999985,1.5537999999999998,1.8819000000000001,2.7179,0.9370999999999999,2.4935,-0.07930000000000001,-2.4206,2.2678,-0.6812,1.4929999999999999,-0.8975,9.7467,3.9909,2.0385999999999997,2.1940999999999997,-1.9217000000000002,5.6355,4.5202,-0.5357999999999996,4.3781,1.0293999999999999,0.71,4.8894,7.357600000000001,7.7771,2.2583,3.6432,-0.19889999999999963,2.0999,3.1621,6.8391,-4.8409,-0.6614000000000004,6.717499999999999,-0.2391000000000001,-0.061799999999999994,2.2386999999999997,0.7949999999999999,2.5429,-1.0998000000000001,2.3179999999999996,3.3697000000000004,2.6278,2.9268,1.8525,-1.4498,-1.3324,5.876,1.3728,6.7005,1.3724999999999998,5.1037,3.6604,-6.6093,-1.5237,-4.5008,-1.6443,-0.5279,0.4252,3.1866999999999996,0.8495000000000001,5.3947
NP_056534.2,-4.0187,0.2279,-2.1343,-1.3807,-1.7701,-2.5579,-0.6684,0.5656999999999999,-2.7365,-1.0528,0.2644,-1.0252,0.0017000000000000348,-1.1106,-0.9385,-3.7584,1.6758000000000002,-1.8304,1.4774,-0.5136,-0.46819999999999995,-2.9774,-0.4188,-0.23560000000000003,0.8833000000000002,2.6044,0.9892999999999998,1.5412,0.4105,-1.7073,-0.6775,-0.2237,-0.19410000000000002,-4.2347,-2.4769,-2.3435,-1.531,-2.478,-0.7554,-0.41400000000000003,-0.9561999999999999,1.1553,-0.0472999999999999,-0.2902,-1.3612,-3.1738999999999997,1.1305,-2.3365,-0.34730000000000005,-2.9788,0.06510000000000005,-0.548,-0.8808000000000001,-0.15360000000000001,-6.1247,-4.345300000000001,-1.4666000000000001,-0.6169,1.9007,0.048900000000000055,-2.6424000000000003,-2.7821,1.2251999999999998,-0.25859999999999994,0.7046,-0.08179999999999998,-1.9249,-0.026100000000000012,-1.6581000000000001,-1.1584999999999999,-2.0972,-3.8012,-0.2671,-0.9773000000000001,-0.9905999999999999,-2.0994,-3.3902,-2.5566,-3.0317,-3.2985,-2.2978,-0.10080000000000003,0.9481999999999999,-0.9414,-2.9353,-1.6678000000000002,3.3058,-0.7091000000000001,-3.134,-0.42450000000000004,-0.9635,-2.5678,-3.6203,-1.3651,0.20039999999999997,0.26380000000000003,-2.7803,-1.0355,-0.7626999999999999,0.36260000000000003,-0.8999000000000001
