prot_id,C3N.01799,C3L.01890,C3N.00572,C3N.02423,C3N.02729,C3L.00263,C3N.01410,C3N.00578,C3N.02587,C3L.00893,C3N.01488,C3N.01413,C3N.01030,C3N.02588,C3N.00552,C3L.01889,C3N.00169,C3L.00422,C3L.00083,C3N.00551,C3N.02089,C3L.01682,C3N.01016,C3N.00580,C3N.02000,C3N.01489,C3N.00737,C3N.01405,C3N.01416,C3N.02149,C3N.02424,C3L.00279,C3L.00095,C3N.02572,C3N.00559,C3L.02345,C3L.00093,C3L.00510,C3L.00913,C3L.00412,C3N.01415,C3N.00549,C3N.02433,C3N.01021,C3N.00203,C3L.01330,C3N.00574,C3N.01071,C3N.00550,C3N.00167,C3L.00001,C3L.01632,C3N.02155,C3N.00217,C3N.02002,C3N.02145,C3N.02586,C3L.02219,C3N.00180,C3N.00704,C3N.02158,C3N.02421,C3N.00556,C3N.01072,C3L.00094,C3L.00144,C3N.00223,C3L.01924,C3N.00433,C3L.01683,C3N.00293,C3N.02380,C3L.00009,C3N.00546,C3N.01414,C3N.02087,C3L.00140,C3N.02529,C3L.00368,C3N.02067,C3L.00080,C3N.00547,C3N.01023,C3N.01024,C3L.00973,C3L.02348,C3L.02508,C3N.00560,C3L.00604,C3N.00199,C3N.00579,C3N.02582,C3L.02350,C3N.00738,C3N.00959,C3N.02003,C3N.02379,C3N.00175,C3N.01823,C3L.02549,C3L.02365
NP_694953.2,NA,NA,NA,NA,3.8194999999999997,2.9324000000000003,-0.14349999999999996,1.3669,2.9257999999999997,1.6322999999999999,3.7161999999999997,4.429600000000001,-0.7423,-1.0485000000000002,0.11710000000000001,-1.7697000000000003,-1.4344999999999999,-0.3349,0.8078999999999998,1.0013,-0.528,4.6225000000000005,-1.4337,3.9347000000000003,1.2438,3.6778000000000004,2.8034,0.34509999999999996,1.0278,-0.5354,0.2827000000000002,4.8421,0.5461,2.3181000000000003,-1.2405000000000002,3.9569,3.6832,-1.8361,-0.3902,4.5859,-1.385,0.47790000000000005,0.39549999999999996,5.525399999999999,0.39880000000000004,-1.1822999999999997,2.6319,-0.1382,-0.5226999999999999,-1.1249,3.4739999999999998,1.4786000000000001,-0.23759999999999992,-0.010699999999999987,-0.6378,1.5528,0.00649999999999995,1.0634000000000001,-0.6159,2.2923,0.12219999999999998,6.2278,1.8641999999999999,1.649,0.8853,1.6898,1.7959,4.3758,1.3832,0.9175,-0.2915000000000001,-1.3928,6.9367,-0.30400000000000005,-0.052200000000000024,-0.49129999999999996,NA,NA,NA,NA,1.4064,3.9999,0.5002,0.8165,-0.6531,-1.7092,7.7882,-1.3713000000000002,-1.6004,1.7707,-1.5769,-1.0391,0.4686000000000001,1.9177,-0.30399999999999994,2.4517,0.46499999999999997,-0.9789,-1.0638,-1.2218,-0.26
NP_001275961.1,-5.0991,-1.1769,-2.6528,-3.6311,-2.6077999999999997,-3.9286,-2.988,-3.3678,-4.2771,-3.8537,-4.4128,-4.1898,-2.9956,-2.6965,-4.4932,-5.2785,-1.0685,-1.7681,0.2631999999999999,-2.4053999999999998,-3.8993,-4.8395,-1.3742000000000003,-2.1612999999999998,-3.4027000000000003,-2.6768,-2.1771,-3.1026,-3.8043,-1.5493999999999999,-3.6380999999999997,-4.019299999999999,-3.0426,-3.619,-4.4422,-1.0342,-4.117100000000001,-5.5665,-3.1114,-1.1962,-4.5,-1.7425000000000002,-4.968,-1.4178000000000002,-5.2663,-5.026400000000001,-1.5135,-4.2176,-2.4383,-3.1646,-6.034599999999999,-2.2832,-1.9553999999999998,-2.9173999999999998,-4.006,-4.9088,-2.7876000000000003,-2.8121,-3.3251999999999997,-1.8089,-6.647500000000001,-4.8245000000000005,-3.2708000000000004,-5.268599999999999,-3.5084999999999997,-1.5992000000000002,-3.7176,-1.7786,-3.1022,-3.1645000000000003,-2.9424,-5.2772,-1.0441000000000003,-3.2248,-3.6845,-4.6947,-3.4485,-3.7821999999999996,-3.4168000000000003,-3.8587,-5.1521,-1.9959,-2.6595,-2.4792,-2.9920999999999998,-4.249499999999999,1.017,-3.0246000000000004,-7.572,-2.1375,-3.1989,-4.5733999999999995,-3.0289,-1.2842000000000002,-3.5805,-3.6668000000000003,-2.7889000000000004,-1.5534999999999999,-2.4384,-2.5962,-2.9173999999999998
NP_001258975.1,-2.5885,0.2531000000000001,-0.2364,-4.4924,4.7459999999999996,0.8370000000000002,1.8365,5.1848,3.7418,1.3397000000000001,-2.1197,1.0689,-3.7908,1.7598,1.1273,1.1581000000000001,-0.9332,2.9112,-1.0754000000000001,3.0372000000000003,NA,NA,NA,NA,-1.2076,-1.4779,-3.1277,-3.1014999999999997,-1.2102,2.3322000000000003,-0.8894000000000002,-0.1337,-1.3565,2.9546,0.8135,1.3072,0.25429999999999997,0.46019999999999994,-0.45110000000000006,0.5065000000000001,-1.3665,3.3787000000000003,-2.6881,2.1761,-3.8563,5.7806999999999995,-1.7431,-2.511,1.3108,3.3122,-0.6255,3.3234000000000004,-0.37139999999999995,-2.1626,4.215,3.8712,1.0190000000000001,2.4342,0.8798,-0.03820000000000001,1.5327000000000002,2.8293999999999997,-1.0812000000000002,3.1016000000000004,3.3026999999999997,2.8640999999999996,-1.3868,0.6402999999999999,-1.5147,-1.983,-2.1167000000000002,0.8597999999999999,1.167,-0.12490000000000023,-0.9131,-2.118,1.1180999999999999,-2.6675,0.7938999999999999,1.5278,-0.8793,-1.1605,3.5671,1.6342,-0.03420000000000001,1.6948,3.1965,-0.26900000000000013,-0.32419999999999993,1.0147,2.7623,-0.6915,3.2344,-0.985,-0.2794,2.6446,-1.1612,-1.8527,0.489,2.1466000000000003,-2.0968
NP_055282.1,-3.754,-2.216,-1.3504,1.9821,0.07740000000000002,-1.7345000000000002,-1.7544,0.7823,-1.4458000000000002,-2.1648,-2.7704,-1.7706,2.7574,2.0765,0.952,-4.4018999999999995,-0.7531,2.3535,-1.1561,1.9701,-2.64,-2.3467,1.4446,1.5863,-1.3795,-0.3254,-2.6596,-2.3499999999999996,-0.7691999999999999,2.7185,-1.1389,3.6983,-2.1113999999999997,3.3575999999999997,-2.1136,1.705,-0.42310000000000003,-3.9762000000000004,0.16689999999999994,-2.6012,-0.953,0.3881,-1.7824,0.21269999999999994,-0.4802,-3.3354999999999997,1.5491000000000001,-2.3394000000000004,1.3203,-2.2302999999999997,4.7185,1.0679,-1.1625,0.7848999999999999,-4.0891,-0.2661000000000002,-0.8889,-1.0541,-1.1705999999999999,-0.8214999999999999,-4.7638,-1.1208,2.2765999999999997,3.8362,-0.3276999999999999,0.8965000000000001,-3.1313999999999997,-1.1364,-2.5885,-4.9227,-1.9961000000000002,-3.2407,2.3023000000000002,-3.4111000000000002,-0.7303,-0.4245,-6.1371,-1.0857999999999999,-2.0792,0.7176,-2.6841,0.10829999999999984,1.1080999999999999,0.8132999999999999,-1.309,-4.222099999999999,0.43400000000000005,-2.1369000000000002,-2.9671000000000003,0.3495,-2.3533,-0.7383,-4.6186,-2.4699999999999998,-3.8983,-1.2265,2.4278,0.13320000000000004,-1.9083999999999999,-2.1641,-0.9415
NP_037359.3,-2.0002,-1.4003,1.5313,0.3628000000000001,0.3947,-1.7292,-2.9128999999999996,-0.9685,-0.6952,-0.7186999999999999,1.6059,-4.824800000000001,-3.1073,5.6334,-0.31919999999999993,-4.1132,-0.9487000000000001,-1.5667,0.3658999999999999,-3.4323,-7.1517,-4.7437,3.5749999999999997,1.4934,1.5408,2.9334,0.0802,0.3477,-5.2179,0.942,-1.5132999999999999,1.2061,3.0080999999999998,4.6247,2.6905,3.6426,0.8406,-2.4617,-0.5405,1.03,0.8993,1.8666,1.9088,-3.3755,-5.548,0.9014,-3.5614,2.0054000000000003,2.3467000000000002,-1.7177,2.0535000000000005,7.2736,-3.5613,0.13250000000000006,-2.6324,1.9515000000000002,3.6852,-0.14490000000000025,3.5025,2.7419000000000002,-1.3885999999999998,6.2987,6.0541,-2.8979,-2.1826,-2.2936,-1.1857,-0.05030000000000001,-5.7895,0.5851,1.6836000000000002,-0.13430000000000009,2.2694,-2.3871000000000002,0.5652000000000001,-2.0613,0.40090000000000003,-2.3257,-0.5707,-0.22860000000000014,-0.43420000000000014,0.3746999999999999,-6.477399999999999,-3.5423999999999998,-1.5558,-1.8168000000000002,-0.9073000000000001,-2.0632,-1.697,2.2849000000000004,-1.3046,-3.5667,NA,NA,NA,NA,NA,-0.9879,-0.8980999999999999,-0.7577,-2.3567
NP_444251.1,1.359,0.013899999999999912,0.6365000000000001,1.2252999999999998,0.7777,-0.016100000000000003,1.1892,0.2718,1.0644,0.8969,1.3086,1.119,0.9569,0.3744,1.5479,-0.6596,0.17460000000000003,0.3932,-0.065,0.3013,0.2577,1.3071000000000002,0.6264,0.8805999999999999,1.2949000000000002,-0.6774,1.0568,0.635,0.6992,-0.15369999999999995,1.5627,1.5279,2.2171,1.6684999999999999,-0.7566,1.3496,0.633,0.8832,2.4352,-0.3654,0.5634,2.8055000000000003,0.6816,1.5756999999999999,0.7194,1.051,0.2167,2.2647999999999997,0.17619999999999997,0.5774999999999999,0.9175,1.1554,1.4408999999999998,0.5378,0.5312,-0.11170000000000002,0.5922000000000001,0.4697,0.0252,0.9885999999999999,1.827,1.2433,1.6326,1.2971,0.479,1.5281,0.5056,0.9309,1.4129999999999998,1.3127,1.1084,0.5227999999999999,-0.6118,0.7844,1.4222,1.1989,-2.1117,0.6053,1.2263,1.553,0.9001,1.5594999999999999,1.0755,1.3547,1.9007,1.6913,1.5635,0.8125000000000001,1.7424,1.3064,0.5728,0.2683,1.4693,0.22119999999999995,1.735,0.833,-0.2188,1.1867999999999999,1.7351,0.9454,1.1069
NP_060150.4,-4.218999999999999,-0.5413999999999999,-2.6148000000000002,-2.8967,-4.6846,-4.1742,-3.9941,-3.7984,-2.3346,-2.0658,-3.175,-3.5585,-5.4041,-3.0438,-1.4106999999999998,-6.5014,-3.1634,-4.2303999999999995,-0.7897,-1.0817,-5.6133,-4.8404,-1.2328,-0.1391,-1.4286999999999999,2.1224000000000003,-3.2643,-2.5205,-4.444,-2.9361,-2.3525,-0.8354,-2.9969,-3.3209,-5.6896,3.0254000000000003,-4.1003,-7.229900000000001,-1.4875,-2.2024,-3.9543999999999997,-1.3036,-3.9435000000000002,-2.9374,-3.8771,-1.5696,-2.5816,-4.4993,-2.6196,-3.2177,-3.0534999999999997,-3.9946,-2.368,-0.29169999999999996,-2.5423999999999998,-4.2244,-2.8434999999999997,-6.6341,-0.54989999999999994,-1.8364,-4.7395000000000005,-0.7746,-3.3268999999999997,-0.6266,-4.5465,0.5306,-4.0293,-3.0802,-3.4905,-1.1971,-1.4906,-8.235,-2.3369999999999997,-3.8556,-2.9813,-3.6982,-4.9933000000000005,-3.6855,-3.0911,-4.6129999999999995,-2.52,-3.4264,-2.096,-2.9244000000000003,-3.4228,-5.5047,-1.7879,-3.4528999999999996,-7.274100000000001,-3.4585999999999997,-3.7085999999999997,-4.9938,-1.1951,-1.6735,-2.4689,-2.7546999999999997,-4.571,-0.1937000000000001,-3.6166,-3.7761,-3.4993
NP_002412.1,-3.2388,-0.5755,5.0004,7.643,1.2629000000000001,0.7158,2.1704,1.6176999999999997,-3.2857,-2.7497,2.2789,-3.1051,9.7034,-0.3224,-1.3155000000000001,-0.10880000000000001,4.7585,-0.09260000000000002,2.9633,5.3476,1.0939999999999999,-1.9024999999999999,3.9002000000000003,6.0258,0.06400000000000006,4.6949000000000005,-0.9918000000000005,0.6564000000000001,2.6384,4.1546,3.1642,4.8024,-1.8770999999999998,4.5409,2.41,4.2343,-0.4650000000000001,-2.1005,1.5586,0.9049,-1.0656999999999999,0.6862,2.3489,10.2104,-1.1280999999999999,-1.2969999999999997,4.5627,-1.1189999999999998,-0.8569,0.3754999999999997,-1.1512000000000002,4.4174,1.4484000000000001,2.7906,-0.9462000000000002,8.6473,-0.38960000000000017,1.7069999999999999,4.3508,1.9642,-0.45399999999999996,1.7346,6.036,3.5134,1.0946,6.661,-1.7688999999999995,5.3834,7.131399999999999,0.2442000000000002,-0.26639999999999997,0.7900999999999998,8.4127,-0.6430000000000002,3.6971999999999996,2.3323,-4.2092,2.1127000000000002,-1.7201999999999997,-0.27,-1.1296000000000002,0.31020000000000003,-1.2693,-0.09289999999999998,7.8473,0.658,2.1976,0.1775,6.361800000000001,2.3068,-0.67490000000000006,-2.3930000000000002,NA,NA,NA,NA,NA,-1.0894000000000001,2.9833,2.1858,2.7365
NP_001138792.1,2.0474,-2.288,-1.4373,-1.0317,2.2172,-2.3865,-1.5658,-0.4811,-0.6151,3.9200999999999997,-4.1178,-1.1137000000000001,-2.6167,-1.7723,0.045700000000000074,-3.2859,-1.987,1.128,4.4226,-0.2943,-1.0054,1.4306,0.4552,-1.6423999999999999,4.465199999999999,-0.04180000000000006,-0.32339999999999997,-1.2369999999999999,0.65,-2.3178,-2.9503,3.2096,-2.0101,1.0096,-1.0639,4.5619,-2.5022,-2.7547,-1.6547,-0.7362,-1.3100999999999998,0.3117,3.3989000000000003,2.0056000000000003,-2.6931000000000003,2.5315000000000003,-0.6051,-2.5098,-0.974,0.14549999999999996,-3.3741,0.20240000000000014,-0.9189999999999999,-0.8547,2.5601,2.5893,-0.06609999999999999,-1.3113000000000001,-1.5122,-0.706,0.9457000000000001,0.3345,-1.5899,-0.09840000000000002,-2.8434999999999997,-0.5924,5.664300000000001,-1.4439,-2.4451,-1.9371999999999998,2.8472,0.039000000000000035,2.0535,-3.4701,-0.44029999999999997,-0.8183000000000001,-3.4661,-0.9134,-0.04180000000000006,1.7721,-1.4677,0.4829,-1.0477,0.2574000000000001,1.6198000000000001,-1.0126,3.5653,-1.2223000000000002,-2.0922,-0.323,-2.3456,-2.2175,1.9369,-0.4706999999999999,1.2507000000000001,-2.4033,-2.2541,0.5133,-2.4996,2.2171,-1.0178
NP_004123.1,-4.9664,-1.9767,-0.7006000000000001,-2.3122000000000003,-2.6467,-2.7167000000000003,-1.9570999999999998,-1.4577999999999998,-3.0122999999999998,-3.7994,-3.6221,-4.5209,-1.1018,-1.0886,-0.5033,-6.2924,0.45359999999999995,-2.2303,1.9581000000000002,0.037200000000000344,-2.9111,-3.4058,0.6524999999999999,-1.58,-3.4956,-1.4583,-1.7133,-1.5169,-4.067,-1.1307,-4.2475000000000005,-4.6291,-0.3124,-1.837,-2.6825,-1.6100999999999999,-3.7486,-3.8015999999999996,-2.6495,-0.15929999999999994,-3.2461,-0.7226999999999999,-4.0657,-0.9397,-5.2397,-3.6898999999999997,2.1725,-3.7986,-1.3416,-2.6985,-4.9366,-3.1709,-1.3664,-3.4527,-4.2463,-2.2375,-1.4888000000000001,-2.5167,-1.4827,-1.6733,-5.6579,-5.0796,-2.3324000000000003,-2.7352000000000003,-2.7709,-0.8762000000000001,-3.9881,-1.5261999999999998,-3.3115,-2.7584,-1.3994,-4.4323999999999995,0.14400000000000013,-3.5341,-1.6066,-3.3603,-2.7384000000000004,-3.6927,-2.7491,-3.0979,-4.3982,-0.6046999999999998,-0.8116999999999999,-0.8602999999999998,-2.8559,-2.5846999999999998,-0.20120000000000005,-1.7083,-6.1045,-1.0603,-1.4707000000000001,-3.5776,-0.8161,-1.0886,-2.9331,-4.0760000000000005,-1.9986,-0.522,-3.8746,-3.7687999999999997,-3.6039999999999996
NP_997078.1,-1.1592,1.3321,-2.179,3.1820999999999997,-0.8859,-0.8524,0.4967,-1.2080000000000002,-1.2477,-1.8409,0.16759999999999997,4.856,-1.7507,-0.4324,1.2194,1.4151,1.8712,-1.077,-0.9451,-0.1029000000000001,-0.2519,0.6319,1.5786,1.5864,0.243,-0.9331,1.0008000000000001,1.324,0.4174,0.17259999999999998,-2.3019999999999996,-1.4512,1.0274,1.0838,1.8958000000000002,-0.5402,-0.49029999999999996,-1.2164,-2.3482,-1.5344000000000002,0.6757,0.8786,0.8928999999999999,0.2359,-0.20800000000000002,0.3492,-0.25970000000000004,0.6553,-1.5621,-0.22020000000000006,1.8091,0.3025,0.08560000000000001,0.1816,0.26979999999999993,0.0806,-0.71,-0.1683,0.32500000000000007,0.9819,0.7942999999999999,0.7943,-1.4765000000000001,-1.5441,-1.8863,-1.7478,-1.7469999999999999,0.7397999999999999,-1.4978,-2.1596,0.28210000000000024,0.5275,1.6972,-0.23920000000000002,0.44310000000000005,2.3334,0.3661,0.048500000000000015,-0.9876,1.8721,2.1226,0.12020000000000002,-0.17559999999999998,-0.6191000000000001,-3.4595000000000002,-2.8743999999999996,-0.4291,-1.5581999999999998,-0.438,3.1178,0.0874,0.17779999999999999,-2.642,-0.3302999999999998,1.8176,-0.8486,1.8778000000000001,0.3375,-1.8935,1.054,-0.2959
NP_000811.1,-1.4159,-1.6114,-1.9736,-2.7946999999999997,-0.5960000000000001,-0.4445,-2.4773,-1.1799,-2.0019,-0.9389,-2.1881,-1.4017,-2.2245999999999997,-2.8626,-1.2343,-3.5661,-0.8083,-1.2785000000000002,0.20679999999999998,-2.2076000000000002,-3.1814,-1.0273999999999999,-0.903,-1.5764,-1.6305,-1.5312000000000001,-2.2744999999999997,-2.0242,-1.7873000000000001,-0.7143999999999999,-3.1311,0.4488000000000001,-1.4435,-0.060699999999999976,-1.2595,-0.9037,-2.3262,-4.1505,-1.597,-2.3569,-1.4918,-1.6374,-0.7852000000000001,0.2229,-1.7576,-2.2618,-0.7791999999999999,-1.3747,-1.0621,-0.9463999999999999,-1.1741000000000001,-0.5928,-1.2713,0.08880000000000002,-2.4979,-1.2195,-2.0487,-2.0267,-1.4966,-0.9813000000000001,-1.7798,-1.697,-0.28559999999999997,-1.9098000000000002,-2.7062999999999997,-1.5247000000000002,-1.6683000000000001,-1.5476999999999999,-1.7411,-1.2934999999999999,-0.27569999999999983,-3.1258999999999997,0.5354000000000001,-3.447,-2.4863,-3.331,-2.7511,-2.0881,-1.7905,-1.4182,-2.1202,-1.1745,-1.3195000000000001,-3.3228999999999997,-0.9521000000000001,-2.3327,1.4334,-2.2435,-3.2599,-1.7873000000000001,-3.6737,-3.6726,-1.708,-1.1185999999999998,-2.9189,-3.6984,-3.83,-2.417,-2.5816999999999997,-1.6333,-1.6513
NP_001139478.1,-4.463699999999999,-1.5938,-1.6803,-2.9911000000000003,-3.1254,-3.629,-2.8582,-2.4909,-4.4424,-3.9346,-3.7163999999999997,-3.7656,-2.4166,-2.3015,-3.4364,-5.5594,-0.17370000000000002,-1.3400999999999998,0.528,-2.271,-4.039899999999999,-3.4145,-0.23140000000000005,-2.0412,-3.6555,-1.8325,-2.1103,-2.4907000000000004,-4.4648,-2.5397,-2.8686000000000003,-4.2027,-3.1433,-3.312,-2.9237,-1.9083999999999999,-3.7944999999999993,-4.4465,-3.2051,-2.2303,-4.6899,-1.7656,-6.8401,-1.5269000000000001,-5.399699999999999,-4.0097000000000005,-0.10889999999999977,-3.8897,-2.1165,-2.3695,-7.1403,-2.9314999999999998,-2.6557,-3.8667,-3.9347,-4.5046,-2.8762,-1.1193000000000002,-2.4692,-1.7098,-6.3953999999999995,-4.865600000000001,-2.9375,-4.5383,-2.4917,-1.0513,-3.1990999999999996,-1.9697,-2.1802,-2.3971,-3.6683999999999997,-4.9983,-0.9773000000000001,-3.2542999999999997,-4.4193,-4.6355,-2.4337,-3.8033,-3.2310999999999996,-3.7655000000000003,-4.1659,-1.9583,-2.5057,-1.6116,-3.3131,-3.3431,-0.7525999999999999,-2.7430000000000003,-8.6482,-2.4745,-2.7611,-4.6533,-2.851,-1.8810000000000002,-4.339499999999999,-3.074,-2.214,-1.585,-2.1359,-2.6578,-3.7960000000000003
NP_004381.2,-3.1724,-0.8381000000000001,-2.2099,-5.248200000000001,-0.2691,-1.2026000000000001,-3.1999,-1.5706,0.7575999999999999,-0.26850000000000007,-5.549799999999999,-2.4255,-6.6874,-0.9493,-2.3226,-2.4195,-7.8357,0.6133000000000002,-4.5884,-2.1691000000000003,-4.9429,3.0862,-5.5524000000000004,-6.88,-1.1988,-3.2148000000000003,-2.6896,-5.3233,-4.2041,-5.4521,-4.554,-1.3251,-3.4024,-2.6483999999999996,-1.2513,-7.5301,-3.2786999999999997,-2.0508,-3.4085,-5.9028,-1.7295,-3.6041,-0.677,-1.4807000000000001,-3.6304,6.2265,-2.268,-3.6344000000000003,1.0399,4.6642,-0.29190000000000005,-3.9699999999999998,-3.7656,-2.7363,3.9614999999999996,2.488,-1.0032999999999999,-3.5631,-6.8262,-5.8599,0.09739999999999999,-2.9189,-5.0025,-3.8072999999999997,-4.631,-3.9655,3.7999,-4.2158,-4.4954,-4.9401,2.4377000000000004,3.2014,-5.7477,-4.7877,-0.9114,-1.8395000000000001,-1.2065000000000001,-2.5488,0.0373,0.5912,-5.7164,-4.5907,-3.0572,-3.2904,-2.7979000000000003,0.1298999999999999,-1.1383999999999999,-0.36529999999999996,-2.2782999999999998,-2.5425,-2.299,-2.6068,1.3169,-0.4245,-3.2963000000000005,-4.8696,-2.8488,-3.5765,-3.7594000000000003,-4.0641,-4.5206
NP_001316832.1,-4.4409,-1.7345000000000002,-2.317,-0.1726000000000001,0.9485999999999999,-3.3091999999999997,0.03750000000000009,-0.5965,-3.2896,-2.6106,-1.9021000000000001,-1.7709000000000001,1.7172,-0.7891,-1.044,-6.104699999999999,-0.056999999999999995,-0.8402999999999999,3.6325,-0.4963,-3.1196,-5.1066,2.8821,0.24489999999999995,-0.8038000000000001,1.916,-1.238,-1.082,-1.451,0.9515,-1.8100999999999998,2.7135000000000002,1.3181,1.5789,-3.231,1.5811,-2.6669,-5.939,0.6819,0.5139999999999999,-2.0266,0.7714,-1.7363,1.5978,-2.2954,-3.9214,2.2833,-1.8705,-0.7385999999999999,-2.6385,0.7557,0.15560000000000018,-0.1794,-0.2626,-3.2645,-1.9413,-0.9975,-2.264,-0.5517000000000001,-2.0463,-3.9187,-2.152,-0.28159999999999996,1.1716,-0.0024999999999999467,0.8159000000000001,-2.3804999999999996,-1.0806,-1.2637,-1.3174000000000001,-1.2946,-4.7904,1.2822,-1.9538,-1.2937,-2.5072,-3.6028000000000002,-1.4487,-2.6325000000000003,-2.3390999999999997,-4.1813,0.3591,0.361,-0.14270000000000005,-1.9969999999999999,-1.5941,3.6917,-1.9626000000000001,-2.3679,-0.8338,-1.4487,-3.8803,-2.5122999999999998,0.5564,-2.1132999999999997,-1.7715,-1.9114,0.5018,-1.1937999999999998,-3.1692,-1.1932
NP_444272.1,-1.4828000000000001,-1.4387,-0.25639999999999996,2.3729999999999998,1.2385000000000002,0.40259999999999996,2.4238,1.1911,-1.0843,1.4133,1.7355,2.2802000000000002,2.5158,4.3788,0.39649999999999996,-1.3903,2.8166,-0.8396999999999999,-0.27149999999999996,1.9373999999999998,0.10579999999999995,-1.9909,3.5137,2.2464,1.1917,1.7281,1.5533000000000001,-0.1491,0.023900000000000005,3.275,0.7481,1.2677,-1.741,2.9091,-0.7841999999999999,3.8142,1.9752999999999998,-2.2414,1.6160999999999999,-0.19840000000000002,-2.0172,2.7258,-3.0287,0.9357,-1.5787,-2.1506000000000003,2.4608,-1.5962999999999998,0.28900000000000003,-0.8032999999999999,1.3991,2.0437,1.6433,1.9429,0.5679,1.1594,0.5406,0.6953,2.4657,-0.14719999999999978,-0.7874000000000001,2.0389,2.6249000000000002,5.3378,0.4364999999999999,4.5656,-0.9386999999999999,2.5589,2.8754,2.0356,-3.5137,-0.9994000000000001,8.2027,-1.4429,0.6355,0.5631,-1.2024,3.2203,-0.5653999999999999,1.4047,-0.2366999999999999,2.6437,4.1939,3.0805000000000002,1.3931,-2.2196,0.5690999999999999,0.8644000000000001,0.256,0.8029999999999999,-0.05630000000000002,-0.4235,-3.1611,-0.23129999999999995,-0.5410999999999999,1.3096999999999999,0.7026,-0.15390000000000004,0.33649999999999997,-0.517,0.4404
NP_002649.1,0.4655,-0.9579000000000004,0.8309000000000002,5.3068,3.2723,3.6593999999999998,2.1925,7.0735,7.4787,-1.2440999999999995,4.2917000000000005,1.1048,8.8975,5.5018,2.8849,-0.5012000000000001,6.9856,8.875399999999999,1.6016,4.5931,1.5331000000000001,-0.7618,1.3482,3.5433,1.4212,6.0618,0.6938,1.6070000000000002,2.2496,2.8336,4.4816,3.2188,2.5044,3.934,0.6468999999999998,1.8319,3.013,-2.0501000000000005,1.9188999999999998,0.11060000000000003,1.8666,1.9186999999999999,0.08240000000000003,0.8923000000000001,4.2701,-1.7261000000000002,0.9328000000000001,0.25829999999999975,4.5759,2.3078000000000003,0.9659000000000001,7.444800000000001,4.3068,3.0294,0.5951999999999997,3.092,4.5009,3.699,2.5784000000000002,2.1561,-0.08109999999999995,2.5818000000000003,6.643000000000001,5.3399,3.2431,3.2549,-0.2724000000000002,2.4541999999999997,4.2132000000000005,3.8191,-1.426,-0.6657000000000002,6.6705000000000005,3.1563999999999997,-0.36339999999999995,4.8688,3.3118,2.758,1.0368000000000004,3.07,4.2532,1.5714,2.4465,4.762,4.3888,-1.2142999999999997,1.9869999999999999,2.9631,1.2649,0.8522000000000001,0.8127,1.4237000000000002,-0.5148000000000001,0.22379999999999978,0.4158999999999997,4.1708,7.2539,2.4033999999999995,3.6295,2.1219999999999994,4.3045
NP_002336.1,-5.5607,-2.9608000000000003,-3.6834,-6.2196,-3.6424,-5.4036,-3.7573000000000003,-3.0777,-4.7327,-1.4019,-5.3998,-3.5919,-4.5404,-5.3769,-4.2351,-6.3093,-4.6388,-3.4002,1.0363,-4.4014,-6.0389,-5.7813,-1.9646000000000001,-3.0082000000000004,-2.7337,-1.1885,-2.9599,-3.913,-4.104,-1.3791,-5.8743,0.04239999999999999,-1.1604,-2.7831,-6.0732,-1.5205,-7.2579,-7.3502,-2.3615,-2.6100000000000003,-5.0014,-3.5097,-3.2066,-2.1780999999999997,-3.5202,-3.7443,-1.8858000000000001,-2.9798999999999998,-2.5214,-3.7271,-3.6298000000000004,-4.1983999999999995,-3.2882000000000002,-3.5413,-3.9087,-4.927,-5.241099999999999,-4.1591000000000005,-3.6418999999999997,-2.3851,-5.222099999999999,-4.1906,-4.74,-2.7628,-4.1632,-3.2652,-3.1077,-4.1562,-5.055,-2.4827,-0.7397000000000001,-5.634,-5.5201,-5.2318,-2.5934,-5.5064,-6.6978,-5.6245,-3.9914,-6.1530000000000005,-5.4226,-4.429,-3.1045,-4.6524,-4.5515,-4.9491,0.6969000000000001,-4.6517,-7.8035,-3.4771,-5.4145,-8.0583,-4.0134,-0.6207999999999996,-2.7166,-4.7141,-5.890700000000001,-1.7288000000000001,-5.3599,-4.7739,-4.434699999999999
NP_001121676.1,0.009399999999999853,0.008299999999999752,2.5449,7.5608,3.3758,2.5417,6.2652,4.3838,5.743399999999999,-2.1647,3.5579,4.3506,4.715,8.7942,2.7652,-1.5012000000000003,6.6686,4.8517,6.2737,4.9422,4.4729,-4.4063,5.731199999999999,4.3012,2.7654,6.01,2.5641,2.5035,5.8344000000000005,7.4540999999999995,4.0671,6.3304,5.8056,6.3319,2.1986,9.2607,-0.34740000000000004,-2.8052,3.6493,1.8274000000000001,4.2661999999999995,5.473599999999999,0.2319,3.4074,1.9687000000000001,-2.1749,5.6927,2.8681,2.8757,-0.29590000000000005,-3.1300999999999997,9.6565,3.9704,4.9094999999999995,-2.9836,7.5649999999999995,7.3421,4.5641,7.0403,3.5866,2.4608,4.783,4.9874,6.9924,6.6296,4.3459,1.6964000000000001,2.4417999999999997,6.7816,4.7043,-0.017600000000000282,-0.5806000000000004,8.1691,2.899,5.4794,5.3312,-0.15530000000000044,4.6254,-1.3057999999999996,3.4627,4.279,5.5868,3.4358,2.912,4.4277,2.8369999999999997,6.4825,3.3579,4.0631,3.5501,3.0131,1.6300000000000001,-1.8606000000000003,3.9530000000000003,0.6685000000000003,5.2341999999999995,4.5440000000000005,2.7546,4.1607,0.9012000000000002,6.1136
