name	prize	Category
ATF2	3.1906000000000003	TF
ATF4	3.0511333333333335	TF
BRCA1	3.9762000000000004	TF
CEBPA	3.6300399999999997	TF
CEBPB	3.3208800000000003	TF
CEBPZ	6.0587	TF
CIITA	3.715466666666667	TF
CREB1	3.02206	TF
CREM	2.4137500000000003	TF
DNMT1	3.40105	TF
DNMT3A	3.3617	TF
EGR1	2.77459	TF
EP300	2.5645857142857142	TF
EPAS1	2.6992333333333334	TF
ERG	3.1893	TF
ESR1	3.3793249999999997	TF
ESR2	2.12625	TF
ETS1	3.9086583333333333	TF
ETS2	3.304316666666667	TF
ETV4	4.1184	TF
FLI1	3.6550750000000005	TF
FOS	3.4676285714285715	TF
FOSL1	4.3923000000000005	TF
FOSL2	3.0394500000000004	TF
FOXO1	2.348733333333333	TF
FOXO3	2.0642	TF
FOXQ1	3.568833333333333	TF
GATA3	3.5465000000000004	TF
GATA4	2.5703500000000004	TF
GATA6	3.5786000000000002	TF
GLI1	2.7938	TF
HDAC1	3.3565	TF
HDAC2	2.21294	TF
HDAC4	3.4210666666666665	TF
HDAC5	2.2913	TF
HIF1A	3.3343800000000003	TF
HOXB7	2.543625	TF
ING4	4.3748499999999995	TF
IRF1	2.6998	TF
JUN	3.2167285714285714	TF
JUND	2.66955	TF
KLF4	2.555175	TF
KLF5	3.1383	TF
KLF8	2.7434499999999997	TF
MAF	4.1255	TF
MAZ	3.7348666666666666	TF
MYB	3.4930000000000003	TF
NANOG	2.3024500000000003	TF
NFIC	4.22725	TF
NFIL3	3.056975	TF
NFKB1	3.009457142857143	TF
NFKBIA	3.30252	TF
POU2F1	3.68192	TF
POU2F2	4.23315	TF
POU5F1	4.772966666666667	TF
PPARA	2.8511999999999995	TF
PPARG	3.44965	TF
PTTG1	2.18385	TF
RARA	3.304425	TF
RB1	2.5395499999999998	TF
RELA	3.0413259259259258	TF
RUNX1	3.0148	TF
RUNX2	3.96326	TF
RUNX3	2.8213999999999997	TF
SIRT1	3.0496666666666665	TF
SMAD3	2.472775	TF
SNAI2	2.9320999999999997	TF
SOX2	2.88845	TF
SP1	3.3676500000000003	TF
SP3	2.6043714285714286	TF
SRF	3.251133333333333	TF
STAT1	3.3316	TF
STAT3	3.136446153846154	TF
STAT6	4.158	TF
TBP	3.0774	TF
TCF4	2.3231333333333337	TF
TFAP2A	3.6464	TF
TFAP2C	3.07545	TF
TFCP2	3.4066666666666667	TF
TP53	2.796216666666667	TF
TWIST2	3.12385	TF
USF1	2.8990666666666667	TF
VDR	2.57	TF
WT1	2.4812666666666665	TF
XBP1	2.44345	TF
YBX1	3.9603499999999996	TF
YY1	2.9735750000000003	TF
ZFP36	2.44345	TF
IL16	3.293	Secreted Factors
SPP1	6.7269	ECM Glycoproteins
FGA	3.6325	ECM Glycoproteins
ANXA2	3.769	ECM-affiliated Proteins
SPARCL1	2.8823	ECM Glycoproteins
PLG	3.2762	ECM Regulators
ANXA6	5.2522	ECM-affiliated Proteins
COL17A1	6.7412	Collagens
MXRA5	5.8157	ECM Glycoproteins
TNC	3.5848	ECM Glycoproteins
ANXA5	5.366300000000001	ECM-affiliated Proteins
ZFP91	2.2744	Secreted Factors
FNDC1	2.8857999999999997	ECM Glycoproteins
LTBP1	5.4902	ECM Glycoproteins
LTBP2	2.3407	ECM Glycoproteins
VCAN	4.3684	Proteoglycans
IGFBP3	2.9425000000000003	ECM Glycoproteins
SEMA4C	2.238	ECM-affiliated Proteins
COL6A3	3.0305	Collagens
ECM2	2.4482	ECM Glycoproteins
THBS2	7.1227	ECM Glycoproteins
MUC1	4.531700000000001	ECM-affiliated Proteins
SERPINC1	3.0867	ECM Regulators
SFTPA1	2.1016	ECM-affiliated Proteins
IGFBP5	2.3268	ECM Glycoproteins
TNXB	2.4409	ECM Glycoproteins
GREM1	4.506600000000001	ECM-affiliated Proteins
COL3A1	6.3941	Collagens
EMCN	6.0717	ECM-affiliated Proteins
MUC21	5.8566	ECM-affiliated Proteins
S100A16	4.1602999999999994	Secreted Factors
S100A13	3.4616	Secreted Factors
PLXNC1	2.4733	ECM-affiliated Proteins
CTF1	3.0447	Secreted Factors
ADAMTSL4	2.4427000000000003	ECM Regulators
FGB	2.1379	ECM Glycoproteins
POSTN	6.627	ECM Glycoproteins
COL20A1	2.0188	Collagens
PLXNA3	3.4604	ECM-affiliated Proteins
SEMA4A	2.7853	ECM-affiliated Proteins
AEBP1	2.1895	ECM Glycoproteins
S100A6	3.3752000000000004	Secreted Factors
S100A4	3.1107999999999993	Secreted Factors
SDC3	2.3459	ECM-affiliated Proteins
S100A7	5.9539	Secreted Factors
CHRDL1	2.5013	Secreted Factors
CLC	3.139	ECM-affiliated Proteins
ANGPTL2	4.7303999999999995	Secreted Factors
SDC2	6.1487	ECM-affiliated Proteins
TSKU	2.0152	ECM Glycoproteins
TECTA	2.5536000000000003	ECM Glycoproteins
ANXA7	2.7044	ECM-affiliated Proteins
TCHHL1	3.9219	Secreted Factors
BMP4	4.5045	Secreted Factors
COL19A1	2.9074	Collagens
IGFBP1	3.002	ECM Glycoproteins
SULF2	3.8046	ECM Regulators
SPAM1	6.9968	ECM Regulators
FGF16	7.2432	Secreted Factors
PRG3	4.7246999999999995	Proteoglycans
FST	2.4943999999999997	Secreted Factors
CRLF1	4.266500000000001	Secreted Factors
COL6A6	4.833699999999999	Collagens
GDF15	2.1847	Secreted Factors
