name	prize	Category
AHR	3.0198499999999995	TF
ATF4	3.059825	TF
CEBPA	3.5578	TF
CEBPB	2.90475	TF
CEBPD	3.6237	TF
CIITA	3.25585	TF
CREB1	4.0835	TF
DNMT1	3.4276999999999997	TF
E2F1	3.1630599999999998	TF
EGR1	3.0159	TF
ERG	3.57195	TF
ETS1	3.2679285714285715	TF
FOS	2.9240250000000003	TF
FOXA2	2.2031	TF
FOXM1	3.3881	TF
FOXO1	2.9440333333333335	TF
FOXQ1	4.63205	TF
HDAC1	3.563525	TF
HDAC2	4.84795	TF
HDAC9	3.4057500000000003	TF
HMGA1	3.20965	TF
HOXB7	2.82615	TF
IRF3	2.9667000000000003	TF
JUN	3.1279454545454546	TF
JUNB	2.8894499999999996	TF
JUND	2.992425	TF
KLF4	2.857333333333333	TF
LEF1	3.4886	TF
NFIC	3.0026	TF
NFIL3	2.4184	TF
NFKB1	3.332624	TF
NFKBIA	3.0428499999999996	TF
NKX2-1	2.926850000000001	TF
POU2F1	3.2528	TF
POU5F1	3.0846500000000003	TF
RARA	3.763625	TF
REL	3.1270499999999997	TF
RELA	3.4502208333333333	TF
RUNX1	3.456166666666667	TF
RUNX2	4.0554499999999996	TF
SP1	3.1673633333333333	TF
SP3	2.7326	TF
SPI1	3.4116999999999997	TF
STAT1	3.0000666666666667	TF
STAT3	3.1709714285714283	TF
STAT6	2.8650333333333333	TF
TBP	3.6649999999999996	TF
TFAP2C	2.47075	TF
TFCP2	3.0134	TF
TWIST1	2.5694	TF
TWIST2	2.5694	TF
USF1	2.6688	TF
VDR	3.6400333333333332	TF
WT1	2.355866666666667	TF
XBP1	3.1675499999999994	TF
YBX1	3.6498	TF
ZFP36	3.3341666666666665	TF
ZNF148	3.3991	TF
IL16	5.2184	Secreted Factors
SPP1	9.8041	ECM Glycoproteins
FGA	3.6176	ECM Glycoproteins
ANXA2	5.6107	ECM-affiliated Proteins
MFAP1	3.0369	ECM Glycoproteins
SPARCL1	3.3979	ECM Glycoproteins
ANXA1	3.4346	ECM-affiliated Proteins
PLG	3.8292	ECM Regulators
ANXA6	3.8535	ECM-affiliated Proteins
COL17A1	2.2551	Collagens
MXRA5	4.2773	ECM Glycoproteins
TNC	3.643	ECM Glycoproteins
ZFP91	3.0915999999999997	Secreted Factors
KNG1	3.2776	ECM Regulators
FNDC1	2.7673000000000005	ECM Glycoproteins
LTBP1	2.0791999999999997	ECM Glycoproteins
LTBP2	5.2958	ECM Glycoproteins
SEMA4B	4.3126	ECM-affiliated Proteins
ADAM17	2.4839	ECM Regulators
VCAN	4.2588	Proteoglycans
HSPG2	2.4579	Proteoglycans
IGFBP3	2.5690999999999997	ECM Glycoproteins
S100A9	3.5826	Secreted Factors
TGM2	2.0537	ECM Regulators
MUC1	3.8754	ECM-affiliated Proteins
VTN	2.4611	ECM Glycoproteins
SERPINC1	2.1858	ECM Regulators
ANXA4	2.3371	ECM-affiliated Proteins
FBLN1	4.0418	ECM Glycoproteins
SERPINH1	3.8232	ECM Regulators
ANXA3	3.5912999999999995	ECM-affiliated Proteins
SFTPA1	4.2796	ECM-affiliated Proteins
SEMA4D	2.3156	ECM-affiliated Proteins
FGG	3.1017	ECM Glycoproteins
EMCN	4.38	ECM-affiliated Proteins
ITIH4	3.294	ECM Regulators
ADAMTSL3	2.9501999999999997	ECM Regulators
ABI3BP	2.0376000000000003	ECM Glycoproteins
MUC21	7.5331	ECM-affiliated Proteins
S100A16	4.7943	Secreted Factors
PLXNC1	4.3416	ECM-affiliated Proteins
CTF1	3.3512	Secreted Factors
ADAM22	2.0371	ECM Regulators
PLXND1	2.4739	ECM-affiliated Proteins
SFTA2	4.378299999999999	ECM-affiliated Proteins
F9	2.5635	ECM Regulators
FBN1	3.6004	ECM Glycoproteins
S100A7	2.9087	Secreted Factors
PAPPA	2.3702	ECM Regulators
SDC2	7.0335	ECM-affiliated Proteins
TSKU	2.0785	ECM Glycoproteins
PPBP	3.5442	Secreted Factors
ANXA7	3.4395	ECM-affiliated Proteins
ADAM28	2.0158	ECM Regulators
SPAM1	6.1242	ECM Regulators
FGF1	2.2523	Secreted Factors
FGF16	2.5262	Secreted Factors
PRG3	6.0861	Proteoglycans
FST	3.6693	Secreted Factors
CRLF1	3.7633	Secreted Factors
IL9	2.2692	Secreted Factors
ADAMTS3	3.0128	ECM Regulators
