name	prize	Category
ATF2	2.74575	TF
ATF4	2.8194	TF
CEBPA	3.4432	TF
CEBPB	2.8162000000000003	TF
CIITA	3.9941999999999998	TF
DNMT1	2.2768499999999996	TF
DNMT3A	2.6048999999999998	TF
EGR1	3.121183333333333	TF
EPAS1	2.75145	TF
ERG	3.5574	TF
ETS1	3.4891444444444444	TF
ETS2	2.5575	TF
ETV4	2.1304999999999996	TF
FLI1	2.5503	TF
FOS	2.489725	TF
FOSL1	2.24155	TF
FOSL2	2.4621000000000004	TF
FOXA2	2.6677	TF
FOXQ1	3.3212	TF
GATA6	2.8015500000000007	TF
GLI1	2.8559	TF
HDAC1	3.636333333333333	TF
HDAC2	2.87495	TF
HDAC5	2.4320999999999997	TF
HIF1A	3.7851999999999997	TF
HOXB7	2.9044499999999998	TF
ING4	4.152299999999999	TF
IRF1	2.6744999999999997	TF
JUN	2.7696	TF
JUND	2.2599000000000005	TF
NCOA3	4.697849999999999	TF
NFIC	3.489866666666667	TF
NFKB1	2.8781315789473685	TF
NR1I2	3.0092	TF
NR4A1	2.35135	TF
PAX5	2.15625	TF
POU2F1	3.7674333333333334	TF
POU5F1	4.055499999999999	TF
PPARA	3.02135	TF
PPARD	2.82625	TF
PPARG	3.00934	TF
RARA	3.026975	TF
RELA	2.9012894736842108	TF
RUNX1	2.61855	TF
RUNX2	2.757625	TF
SMAD3	2.81525	TF
SMAD4	2.5662333333333334	TF
SP1	3.430665	TF
SRF	2.8748	TF
STAT1	2.36255	TF
STAT3	3.149575	TF
STAT6	4.3979	TF
TP53	3.18958	TF
TWIST1	2.9573	TF
IL16	4.6015	Secreted Factors
SPP1	4.5922	ECM Glycoproteins
FGA	4.0963	ECM Glycoproteins
ANXA2	3.957100000000001	ECM-affiliated Proteins
SPARCL1	4.2639	ECM Glycoproteins
ANXA1	2.3792	ECM-affiliated Proteins
PLG	3.0152	ECM Regulators
COL17A1	3.0841000000000003	Collagens
SERPINA1	2.5712	ECM Regulators
TNC	3.9379	ECM Glycoproteins
MUC5B	4.8916	ECM-affiliated Proteins
ZFP91	4.3385	Secreted Factors
KNG1	2.8503	ECM Regulators
HSPG2	4.1208	Proteoglycans
IGFBP3	3.2511	ECM Glycoproteins
S100A9	4.485	Secreted Factors
FBLN2	2.8915	ECM Glycoproteins
TGM2	6.861600000000001	ECM Regulators
MUC1	4.3777	ECM-affiliated Proteins
S100A11	2.7638	Secreted Factors
SERPINC1	3.8042	ECM Regulators
TNXB	2.4800999999999997	ECM Glycoproteins
PRG4	4.1805	Proteoglycans
SFTPB	2.082	ECM-affiliated Proteins
LUM	3.2304	Proteoglycans
EMCN	4.0611	ECM-affiliated Proteins
ITIH4	2.7264	ECM Regulators
ADAMTSL3	3.4267000000000003	ECM Regulators
SPOCK2	3.6229	Proteoglycans
ABI3BP	2.7317	ECM Glycoproteins
LAMA4	2.3567	ECM Glycoproteins
S100A16	2.1075999999999997	Secreted Factors
ADAM22	2.9415	ECM Regulators
DCN	2.0700000000000003	Proteoglycans
SEMA6D	2.7193	ECM-affiliated Proteins
FGB	3.0806999999999993	ECM Glycoproteins
NRG1	4.4994	Secreted Factors
F9	2.4112	ECM Regulators
CHRDL1	3.9537	Secreted Factors
PAPPA	4.7424	ECM Regulators
SDC2	4.23	ECM-affiliated Proteins
TECTA	5.9051	ECM Glycoproteins
FNDC7	4.0135000000000005	ECM Glycoproteins
ANXA7	2.5948	ECM-affiliated Proteins
COL19A1	2.2457000000000003	Collagens
PRG3	5.6202000000000005	Proteoglycans
FST	2.0209	Secreted Factors
ADAMTS3	2.5561	ECM Regulators
KY	2.038	ECM Regulators
