name	prize	Category
AHR	3.101433333333333	TF
ATF2	2.8418	TF
ATF3	3.5905666666666667	TF
ATF4	3.7658666666666663	TF
BRCA1	2.4551333333333334	TF
CEBPA	3.9797666666666665	TF
CEBPB	3.223422222222222	TF
CEBPZ	4.64865	TF
CIITA	3.0451200000000003	TF
CREB1	3.8104	TF
CTNNB1	2.62425	TF
DNMT1	4.742425	TF
DNMT3A	5.4982999999999995	TF
E2F1	2.6454	TF
EGR1	3.154075	TF
EGR2	3.046133333333333	TF
EP300	3.2008222222222225	TF
ERG	4.6483799999999995	TF
ETS1	3.45716	TF
ETS2	3.74208	TF
ETV4	3.404933333333333	TF
FLI1	4.272866666666666	TF
FOS	3.45528	TF
FOSL1	4.80565	TF
FOSL2	2.1683000000000003	TF
FOXA2	2.4881499999999996	TF
GATA1	3.6637199999999996	TF
GATA3	3.73862	TF
GATA4	3.3049000000000004	TF
GATA6	2.8015	TF
GLI1	6.800750000000001	TF
GLI2	5.886500000000001	TF
HDAC1	4.310683333333333	TF
HDAC2	5.000033333333334	TF
HDAC3	2.22845	TF
HDAC5	3.5157000000000003	TF
HIF1A	2.8760125	TF
HOXB7	3.67675	TF
ING4	6.401299999999999	TF
IRF1	3.04777	TF
IRF3	2.5801666666666665	TF
IRF7	2.5801666666666665	TF
IRF8	2.2790500000000002	TF
JUN	3.1917944444444446	TF
JUNB	3.14385	TF
JUND	3.22674	TF
KLF4	3.0149	TF
KLF5	3.64455	TF
MAZ	4.9165	TF
MSC	3.6771000000000003	TF
MYB	2.7816	TF
NCOA3	3.024033333333333	TF
NFIC	3.5277666666666665	TF
NFIL3	3.338375	TF
NFKB1	3.314769230769231	TF
NFKBIA	3.67002	TF
NR4A1	2.22845	TF
POU2F1	4.050375	TF
POU2F2	5.299249999999999	TF
POU5F1	4.5583	TF
PPARG	3.88905	TF
PTTG1	3.09675	TF
RARA	4.788075	TF
REL	3.0916	TF
RELA	3.5031346153846155	TF
RFX5	3.2799500000000004	TF
RUNX2	2.1045499999999997	TF
SIRT1	2.7240400000000005	TF
SMAD3	3.511675	TF
SNAI2	3.1885000000000003	TF
SOX2	2.89215	TF
SP1	3.7849766666666667	TF
SP3	3.8114999999999997	TF
SPDEF	3.3214	TF
SPI1	2.5254166666666666	TF
SRF	3.11435	TF
STAT1	3.2146875	TF
STAT3	3.6458923076923075	TF
STAT4	3.13035	TF
STAT6	3.2475750000000003	TF
TBX21	3.6771	TF
TCF4	2.8442	TF
TFCP2	7.256266666666666	TF
TWIST1	4.133233333333333	TF
TWIST2	3.066133333333333	TF
USF1	3.7104	TF
USF2	3.5447666666666664	TF
WT1	3.3759	TF
YY1	2.83185	TF
ZEB1	2.73325	TF
ZFP36	3.4212499999999997	TF
IL16	7.5929	Secreted Factors
SPP1	8.4465	ECM Glycoproteins
FGA	4.3355	ECM Glycoproteins
ANXA2	5.2988	ECM-affiliated Proteins
MFAP1	3.0485	ECM Glycoproteins
SPARCL1	4.9411000000000005	ECM Glycoproteins
ANXA1	2.0418	ECM-affiliated Proteins
PLG	3.7483	ECM Regulators
MXRA5	3.3354000000000004	ECM Glycoproteins
ADAM9	2.0737	ECM Regulators
LTBP1	2.4105	ECM Glycoproteins
LTBP2	2.1532	ECM Glycoproteins
VCAN	2.5187999999999997	Proteoglycans
SEMA4C	2.2950999999999997	ECM-affiliated Proteins
FBLN2	3.8587	ECM Glycoproteins
MUC1	7.9282	ECM-affiliated Proteins
S100A11	3.3065	Secreted Factors
SERPINC1	3.0498000000000003	ECM Regulators
SERPINH1	5.2154	ECM Regulators
SERPINB1	2.7303	ECM Regulators
ANXA3	3.6952	ECM-affiliated Proteins
SFTPA1	6.3772	ECM-affiliated Proteins
IGFBP5	2.3708	ECM Glycoproteins
TNXB	2.5608	ECM Glycoproteins
SEMA4D	2.1367	ECM-affiliated Proteins
LGALS1	3.8309	ECM-affiliated Proteins
COL3A1	4.2851	Collagens
EMCN	4.4528	ECM-affiliated Proteins
ITIH4	4.0524	ECM Regulators
MFGE8	2.808	ECM Glycoproteins
ADAMTSL3	5.961399999999999	ECM Regulators
SPOCK2	5.3063	Proteoglycans
MUC21	7.3021	ECM-affiliated Proteins
S100A16	2.293	Secreted Factors
VWA1	2.3562	ECM Glycoproteins
FSTL1	2.0534999999999997	Secreted Factors
S100A6	2.6229	Secreted Factors
F9	2.8026999999999997	ECM Regulators
FBN1	2.5075	ECM Glycoproteins
PARM1	2.3475	ECM-affiliated Proteins
CHRDL1	3.1253	Secreted Factors
S100P	5.439500000000001	Secreted Factors
SDC2	5.2028	ECM-affiliated Proteins
TECTA	2.1182	ECM Glycoproteins
FNDC7	3.6492	ECM Glycoproteins
ANXA7	2.7508	ECM-affiliated Proteins
COL19A1	2.4902	Collagens
IGFBP1	2.5674	ECM Glycoproteins
SPAM1	2.5777	ECM Regulators
FGF16	3.4611	Secreted Factors
PRG3	5.920299999999999	Proteoglycans
CRLF1	3.9247	Secreted Factors
FREM3	3.0776	ECM-affiliated Proteins
NTN1	3.6093	ECM Glycoproteins
