name	prize	Category
AHR	4.207000000000001	TF
ATF2	2.8925	TF
ATF4	3.5645571428571428	TF
CEBPA	3.96042	TF
CEBPB	3.9841800000000003	TF
CEBPE	2.6663500000000004	TF
CEBPZ	5.712200000000001	TF
CIITA	3.96485	TF
CREBBP	2.41545	TF
DDIT3	3.9514	TF
DNMT1	3.7318000000000002	TF
DNMT3A	3.53395	TF
EGR1	3.7164166666666665	TF
ELF4	3.0769	TF
ELK1	3.91155	TF
EP300	3.918066666666667	TF
ERG	3.54894	TF
ETS1	3.825833333333333	TF
ETS2	3.3738142857142854	TF
ETV4	5.820533333333334	TF
EZH2	3.9316	TF
FLI1	4.862566666666667	TF
FOS	3.9566	TF
FOXA2	4.22395	TF
FOXO1	5.37115	TF
FOXQ1	7.9346000000000005	TF
GATA1	3.215666666666667	TF
GATA6	3.0740999999999996	TF
GLI1	2.6244000000000005	TF
HDAC1	3.67572	TF
HDAC2	2.6687250000000002	TF
HDAC9	4.3465	TF
HIF1A	3.459975	TF
HOXB7	4.2307500000000005	TF
IKBKB	3.0769	TF
ING4	4.087375	TF
IRF1	2.7873166666666664	TF
IRF3	2.459025	TF
IRF7	2.2711	TF
JUN	3.8779166666666667	TF
KLF4	4.778033333333333	TF
KLF5	3.59755	TF
LEF1	3.7335333333333334	TF
MAZ	5.53505	TF
MYB	3.666075	TF
NCOA3	3.88135	TF
NFIC	3.8948	TF
NFIL3	2.9977	TF
NFKB1	3.512544827586207	TF
NFKBIA	3.42295	TF
NR3C1	4.627233333333334	TF
NR4A2	4.69755	TF
NR5A1	3.4354500000000003	TF
POU2F1	4.006433333333334	TF
POU5F1	4.20035	TF
PPARA	4.885566666666667	TF
PTTG1	3.061	TF
RARA	3.4706	TF
REL	3.812266666666667	TF
RELA	3.7205793103448275	TF
RUNX1	3.208266666666667	TF
RUNX2	4.107575	TF
SIRT1	3.305375	TF
SMAD3	2.897375	TF
SMAD4	2.7177	TF
SOX2	2.44135	TF
SOX9	2.2567333333333335	TF
SP1	4.173122222222222	TF
SP3	4.612116666666667	TF
SPI1	2.84782	TF
SRF	3.7874499999999998	TF
STAT1	3.43464	TF
STAT2	2.8266	TF
STAT3	3.700606666666667	TF
STAT6	3.839275	TF
TBP	6.42675	TF
TCF4	2.3722499999999997	TF
TFCP2	4.143800000000001	TF
TWIST2	3.6244500000000004	TF
VDR	3.085225	TF
XBP1	3.6418666666666666	TF
YY1	3.287916666666667	TF
ZFP36	3.7356666666666665	TF
ZNF148	3.67235	TF
ZNF300	3.9514	TF
IL16	3.8822	Secreted Factors
SPP1	9.701	ECM Glycoproteins
FGA	2.9948	ECM Glycoproteins
ANXA2	4.6907	ECM-affiliated Proteins
MFAP1	6.4877	ECM Glycoproteins
SPARCL1	3.7949	ECM Glycoproteins
PLG	4.0869	ECM Regulators
COL17A1	4.0556	Collagens
MXRA5	8.0419	ECM Glycoproteins
TNC	6.244999999999999	ECM Glycoproteins
ZFP91	3.3493000000000004	Secreted Factors
KNG1	2.1384	ECM Regulators
FNDC1	6.9952000000000005	ECM Glycoproteins
LTBP1	4.1449	ECM Glycoproteins
LTBP2	4.8564	ECM Glycoproteins
SEMA4B	2.5073	ECM-affiliated Proteins
ADAM17	3.102	ECM Regulators
VCAN	5.4184	Proteoglycans
COL6A3	5.7851	Collagens
ECM2	4.0908999999999995	ECM Glycoproteins
TGM2	2.2682	ECM Regulators
THBS2	6.3283000000000005	ECM Glycoproteins
MUC1	3.4982	ECM-affiliated Proteins
HRNR	2.8006	Secreted Factors
SERPINC1	3.1199000000000003	ECM Regulators
FBLN1	4.8128	ECM Glycoproteins
PLXDC2	2.2005	ECM-affiliated Proteins
SERPINH1	2.2439	ECM Regulators
ANXA3	4.4908	ECM-affiliated Proteins
SFTPA1	3.5397	ECM-affiliated Proteins
