name	prize	Category
CEBPA	3.5839	TF
CEBPB	4.35655	TF
DNMT1	4.508425	TF
DNMT3A	5.21275	TF
EP300	2.3249	TF
ERG	2.95878	TF
ESR1	2.7901499999999997	TF
ETS1	3.9398666666666666	TF
ETS2	4.111233333333334	TF
FLI1	5.0781	TF
FOSL1	6.3408999999999995	TF
FOXM1	2.5455	TF
FOXQ1	4.33205	TF
GATA4	2.8534	TF
GLI1	3.9494999999999996	TF
HDAC1	3.7246499999999996	TF
HDAC4	2.77055	TF
HDAC5	2.71685	TF
HOXB7	2.24445	TF
ING4	3.20625	TF
IRF1	3.0389333333333335	TF
JUN	3.3228333333333335	TF
JUND	3.6436666666666664	TF
MAF	2.77055	TF
NFIL3	3.9557333333333338	TF
NFKB1	3.19534	TF
NKX2-1	2.8412	TF
NR5A1	2.2933500000000002	TF
POU2F1	3.081033333333333	TF
POU2F2	2.8718	TF
POU5F1	2.8508500000000003	TF
RARA	3.4379333333333335	TF
RELA	3.3364153846153846	TF
RUNX2	4.174199999999999	TF
SOX9	2.5454999999999997	TF
SP1	3.48612	TF
SP3	2.86072	TF
STAT1	2.6123000000000003	TF
STAT3	3.7535625	TF
TBP	4.5615	TF
TFCP2	2.8546	TF
VDR	2.859933333333333	TF
ZFP36	2.4730000000000003	TF
IL16	4.3338	Secreted Factors
SPP1	2.7514000000000003	ECM Glycoproteins
FGA	6.9337	ECM Glycoproteins
ANXA2	5.136699999999999	ECM-affiliated Proteins
HCFC1	2.1831	Secreted Factors
MFAP1	2.4484	ECM Glycoproteins
MUC5AC	2.7777000000000003	ECM-affiliated Proteins
SPARCL1	5.5244	ECM Glycoproteins
ANXA1	5.6593	ECM-affiliated Proteins
PLG	4.7328	ECM Regulators
ANXA6	2.6774	ECM-affiliated Proteins
COL17A1	6.7703	Collagens
MXRA5	5.4447	ECM Glycoproteins
SERPINA1	2.8528	ECM Regulators
TNC	3.939	ECM Glycoproteins
ZFP91	2.4195	Secreted Factors
KNG1	3.6659	ECM Regulators
FNDC1	6.4068	ECM Glycoproteins
ADAM9	4.4437	ECM Regulators
LTBP1	2.3482000000000003	ECM Glycoproteins
LTBP2	5.9318	ECM Glycoproteins
ADAM17	3.3809	ECM Regulators
VCAN	3.6121	Proteoglycans
HSPG2	2.0187	Proteoglycans
S100A9	2.5358	Secreted Factors
ELFN2	3.0492999999999997	ECM-affiliated Proteins
FBLN2	3.5478	ECM Glycoproteins
TGM2	2.3373	ECM Regulators
THBS2	3.604600000000001	ECM Glycoproteins
MUC1	4.6649	ECM-affiliated Proteins
SERPINC1	5.1881	ECM Regulators
SERPINA10	2.9101999999999997	ECM Regulators
FBLN1	3.8411	ECM Glycoproteins
SERPINH1	3.0302	ECM Regulators
SFTPA1	2.7724	ECM-affiliated Proteins
TNXB	3.1639	ECM Glycoproteins
PRG4	2.7289000000000003	Proteoglycans
SFTPB	2.0975	ECM-affiliated Proteins
LGALS1	3.0563	ECM-affiliated Proteins
COL3A1	2.3983	Collagens
EMCN	5.3575	ECM-affiliated Proteins
ITIH4	3.1209	ECM Regulators
ADAMTSL3	3.4095	ECM Regulators
SPOCK2	5.4843	Proteoglycans
ABI3BP	3.0601000000000003	ECM Glycoproteins
LAMA4	2.8282	ECM Glycoproteins
MUC21	5.3892	ECM-affiliated Proteins
S100A16	3.0751	Secreted Factors
VWA1	2.2003	ECM Glycoproteins
SERPIND1	2.1779	ECM Regulators
PLXND1	2.6171	ECM-affiliated Proteins
FGB	4.2669999999999995	ECM Glycoproteins
POSTN	2.793	ECM Glycoproteins
AEBP1	2.9467000000000003	ECM Glycoproteins
NRG1	3.5202	Secreted Factors
S100A6	3.925	Secreted Factors
LAMB2	2.0671	ECM Glycoproteins
F9	2.781	ECM Regulators
SDC1	2.7866	ECM-affiliated Proteins
PARM1	2.1954	ECM-affiliated Proteins
S100P	6.3345	Secreted Factors
PAPPA	3.2019	ECM Regulators
TECTA	4.2386	ECM Glycoproteins
GDF6	6.0288	Secreted Factors
FGF16	3.7601	Secreted Factors
PRG3	3.3537	Proteoglycans
FST	2.1971	Secreted Factors
CRLF1	2.7431	Secreted Factors
KY	3.7	ECM Regulators
FREM3	3.2652	ECM-affiliated Proteins
