name	prize	Category
ATF4	3.7943999999999996	TF
BRCA1	2.399975	TF
CEBPA	2.8304333333333336	TF
DNMT1	2.1009499999999997	TF
EGR1	2.1856	TF
ELK1	3.5875000000000004	TF
ERG	2.7164	TF
ESR1	3.7411666666666665	TF
ETS1	3.3343777777777777	TF
ETS2	3.0597333333333334	TF
ETV4	4.14395	TF
FLI1	2.93875	TF
FOS	3.660266666666667	TF
FOSL1	3.0875500000000002	TF
GATA3	2.9092000000000002	TF
GATA4	3.4606500000000002	TF
HDAC5	2.2614666666666667	TF
JUN	4.3497	TF
JUND	3.23825	TF
MYB	2.5108999999999995	TF
NFIC	2.44825	TF
NFIL3	2.5166333333333335	TF
NFKB1	2.991458333333333	TF
NFKBIA	3.4564500000000002	TF
NR3C1	3.8323	TF
NR5A1	4.01865	TF
POU2F1	3.0971	TF
POU5F1	2.8811	TF
RARA	3.5894500000000003	TF
RELA	3.188669230769231	TF
RUNX2	4.9306	TF
SOX2	2.8577000000000004	TF
SP1	3.0265	TF
STAT1	3.8928333333333334	TF
STAT3	3.882071428571429	TF
TCF4	2.2384	TF
TWIST1	3.1911	TF
TWIST2	2.3512500000000003	TF
VDR	3.8774499999999996	TF
WT1	3.16474	TF
YY1	2.9581666666666666	TF
IL16	3.8583	Secreted Factors
SPP1	4.3914	ECM Glycoproteins
FGA	4.430899999999999	ECM Glycoproteins
ANXA2	4.542599999999999	ECM-affiliated Proteins
MFAP1	2.2314	ECM Glycoproteins
SPARCL1	4.4892	ECM Glycoproteins
ANXA1	3.46	ECM-affiliated Proteins
ANXA6	2.7695	ECM-affiliated Proteins
MXRA5	8.2266	ECM Glycoproteins
SERPINA1	3.0383	ECM Regulators
TNC	5.5895	ECM Glycoproteins
ANXA5	3.0054	ECM-affiliated Proteins
KNG1	3.0518	ECM Regulators
FNDC1	4.6963	ECM Glycoproteins
LTBP1	3.3892	ECM Glycoproteins
LTBP2	4.8183	ECM Glycoproteins
SEMA4B	2.6437999999999997	ECM-affiliated Proteins
VCAN	5.7699	Proteoglycans
S100A9	6.133900000000001	Secreted Factors
SERPINC1	3.1845	ECM Regulators
ANXA4	2.1208	ECM-affiliated Proteins
FBLN1	4.336	ECM Glycoproteins
SERPINH1	2.4101999999999997	ECM Regulators
SERPINB1	2.5702000000000003	ECM Regulators
ANXA3	3.1732	ECM-affiliated Proteins
SFTPA1	3.0223000000000004	ECM-affiliated Proteins
EMCN	3.78	ECM-affiliated Proteins
ITIH4	2.2504	ECM Regulators
ADAMTSL3	3.6387	ECM Regulators
MUC21	3.928399999999999	ECM-affiliated Proteins
S100A16	2.0890000000000004	Secreted Factors
S100A13	2.0086000000000004	Secreted Factors
CTF1	2.2633	Secreted Factors
POSTN	4.709899999999999	ECM Glycoproteins
COL16A1	2.6845	Collagens
S100A6	2.9127	Secreted Factors
ITIH2	2.2424999999999997	ECM Regulators
PRELP	2.1169	Proteoglycans
SDC1	2.1042	ECM-affiliated Proteins
S100A7	2.7783	Secreted Factors
CLC	4.0561	ECM-affiliated Proteins
SDC2	3.9274	ECM-affiliated Proteins
TSKU	2.3312	ECM Glycoproteins
HMCN2	3.3459000000000003	ECM Glycoproteins
TECTA	2.6433	ECM Glycoproteins
ADAM28	3.2516	ECM Regulators
HTRA3	2.7438	ECM Regulators
SPAM1	6.757999999999999	ECM Regulators
PRG3	2.8093000000000004	Proteoglycans
ANGPTL7	2.2634	Secreted Factors
