name	prize	Category
ATF2	3.984766666666667	TF
ATF4	4.9174	TF
BRCA1	3.523366666666667	TF
CEBPA	3.7511555555555556	TF
CEBPB	3.777675	TF
CEBPD	3.7966666666666664	TF
CIITA	3.4333333333333336	TF
CREB1	3.56668	TF
CREM	2.77315	TF
DDIT3	3.6875999999999998	TF
DNMT1	3.1501333333333332	TF
DNMT3A	3.2727	TF
E2F1	2.89955	TF
EGR1	3.6892555555555555	TF
EGR2	2.81665	TF
ELF4	4.29535	TF
EP300	3.4011	TF
EPAS1	2.6816500000000003	TF
ERG	4.86564	TF
ESR1	2.87938	TF
ETS1	4.109023076923077	TF
ETS2	4.156916666666667	TF
ETV4	4.1485	TF
FLI1	4.166133333333333	TF
FOS	4.83176	TF
FOSL1	4.9891	TF
FOXA1	2.5048500000000002	TF
FOXA2	2.796233333333333	TF
FOXO1	4.8797	TF
FOXP2	2.75875	TF
FOXQ1	4.11385	TF
GATA1	2.822	TF
GATA3	4.775933333333334	TF
GATA4	3.0332	TF
GATA6	4.5959	TF
GLI1	2.7951333333333337	TF
HDAC1	4.59205	TF
HDAC2	3.4796	TF
HDAC4	3.12675	TF
HDAC5	3.2705333333333333	TF
HDAC9	4.889799999999999	TF
HIF1A	4.0960833333333335	TF
HOXA10	5.95345	TF
HOXB7	3.07565	TF
IKBKB	4.29535	TF
ING4	5.671566666666667	TF
JUN	3.84195	TF
JUND	3.3465249999999997	TF
KLF4	3.5652	TF
LEF1	3.7757666666666663	TF
MAF	3.12675	TF
MAZ	5.3834	TF
MYB	3.5734666666666666	TF
NCOA3	4.59165	TF
NF1	2.9881	TF
NFIC	2.9672666666666667	TF
NFIL3	4.992966666666666	TF
NFKB1	3.651324	TF
NFKBIA	4.953666666666667	TF
NKX2-1	3.91535	TF
NR4A1	2.8125	TF
NR4A2	5.18225	TF
PARP1	4.0184	TF
POU2F1	5.173375	TF
POU2F2	5.75085	TF
POU5F1	3.96745	TF
PPARA	4.09906	TF
PPARG	4.25626	TF
