ecm_type,consensus_type,total_nodes,components,singletons,largest_component,largest_nodes,second_largest_component,second_largest_nodes
poorest,below_0,687,1,0,687,COMMD1;OSGEP;COL18A1;IRF1;DMBT1;EGR2;PARK7;CRADD;KCND2;PLXNB2;LRP1;TCHHL1;SDC1;NCOR2;HSPG2;DDX54;ANXA2;SP3;DNMT3A;ZNF512B;MEF2A;DCC;SDC4;ING4;HLA-B;IFNGR1;RAF1;CD1A;S100P;F2;RFWD2;PTPRT;LAMA1;NFKBIA;RNF187;AGRN;LIFR;FRS3;MMP9;CALR;ETS2;ACTL6A;CEP55;MAD2L1;RELA;YY1;FLNC;RCOR2;IGFBP2;CEBPZ;MMP2;FGF1;PLXDC2;HGF;PIK3R1;PIAS3;POU5F1;HDAC3;PRG4;EPAS1;CDC25A;ATF3;PAK7;PITX2;THBS2;HOXB7;RANBP9;MEPE;TRIM42;SNAI1;EGR1;F13B;ZNF76;ELANE;HIST1H3D;ABI3BP;ANKRA2;CSTB;ZFPM2;PHF1;SDC3;HRAS;RUVBL2;CD44;IGF2;SIRT2;ALB;GTF2I;PRKCD;TIAM1;LUM;VCAN;CREBBP;S100A7;COL6A2;SALL4;RB1;NOTCH2NL;TGFBI;SRF;PPARD;CDKN2D;CLCF1;PAPPA;TBP;SNAI2;KAT5;MEN1;IL9R;BMPR1A;PPARG;PARP2;REL;PLXNA3;FOSL2;VWA5A;ELK1;ANG;FYN;USF1;NFE4;ZFP91;DDX58;GRIN2B;S100A14;IRF4;ANXA3;IGSF21;TXN;SPARCL1;GREM1;HIVEP3;PLCG1;PLOD2;LILRB2;DYSF;KNG1;S100A4;SEMA6D;IGFBP5;SOX9;MYB;KDM1A;S100A3;SEMA4F;CRLF1;GATA4;MSC;TFAP2C;TBK1;TRIM25;REG3A;SPOCK3;NR1H4;GIPC1;CBFA2T3;NFKBIB;MEOX2;IKBKB;PBRM1;ADAM10;SMAD4;CEBPD;ELF4;DCN;TRAF2;HMGB2;CTF1;PIAS2;COL20A1;VDR;NLK;HOXA10;CSTA;MED1;CREM;SPOCK2;CEBPA;HDAC2;KDR;S100A16;MATN3;CEP57L1;TAF1;CCDC53;HCFC1;BMPR2;TP53;GDF15;INO80B;TWIST2;PTN;S100B;SKP1;HIF1A;CD2;MAD1L1;BMP4;PLXNA1;CSF2;CTSH;PCOLCE;ITIH2;PLXNC1;GALNT12;FBN1;PLAT;APH1A;PRDM2;NRP1;TRIB3;VTN;MXRA5;REV3L;EZH2;TNXB;MEMO1;PPP1R8;FBXW11;UHRF1;F9;ONECUT1;CHD4;CUL2;SMARCC2;CD72;XBP1;CPNE2;ATF7IP;MAP3K14;LEF1;TFAP4;WWP2;DNMT1;STAT1;MAP2K1;CUL5;COL3A1;IRF8;COL19A1;FGF13;ALG2;SATB1;JUND;CDT1;SERPINB1;RARA;NR5A1;ANXA6;FGB;MAGEA6;SEMA4C;SEMA7A;TNF;PCNA;S100A11;JARID2;S100A1;KY;SEMA4A;SFTPB;NR0B1;SERPINB6;ELF3;SERPINC1;CTNND1;ADAMTSL3;COPS7A;MUC5AC;OS9;KAT2B;PIAS1;NEU4;MMP14;ETS1;TAF7;FGA;TRAPPC3;TNC;AIP;DMRTB1;ASCL1;ASXL1;NTN1;CXCR2;VHL;SMOC1;PMEPA1;CIITA;EGLN3;TXNIP;LANCL1;NR3C1;FAM175A;RFX1;HRNR;SERPIND1;GRIN2A;ADAMTSL4;ANGPTL2;WISP2;SKP2;SRC;PPP1CA;NEIL2;POU2AF1;PRELP;ARHGEF11;IGFBP1;MAPK8;TFAP2A;CUL9;TOPBP1;STAT5B;BTRC;NCOA4;NRG1;ACTN2;XRCC1;ANXA7;FGFR1;S100A13;TRAPPC2L;WT1;ATF4;CTSD;CNTF;ZEB1;FAM9B;PDCD6IP;SFTPD;CDKN1B;NR4A1;LTBP2;SKI;CTSB;IL16;E2F1;VAV1;NMI;ANXA4;ADAM17;GATA3;NCK1;KLF5;CDX1;B2M;LAMC1;CLEC3B;CCNA2;ATF2;MAF;BRCC3;CEBPE;EIF1B;TGFB1;XRN1;PPP1R12C;PTPRC;ZNF423;MEF2C;ITIH1;DLG4;REPS1;CDK2AP1;GABPB1;PTPN3;FKBP1B;CXCL8;FOXA2;CTNNB1;CBX1;USF2;KLF4;TLR2;ADAM12;PPARA;MYH9;APPBP2;CHUK;MAPK14;POU2F2;SVEP1;BRCA1;MET;TAF6;SELL;RCOR1;EP300;SERPINH1;CHEK1;SETD7;RUNX2;MAZ;VWA1;PAX5;F13A1;SH3GL2;MAD2L2;GRB2;POU2F1;TBX21;PPBP;EFCAB6;PDIA3;CASP3;RXRG;CAV1;PLG;CASP9;CDK4;SFTPA1;ESR2;SKIL;ELF1;TIMP3;HNF1A;MAP2K4;AMY1C;SIRT1;TRIM21;DISC1;TCF3;MUC16;MDFI;C1QA;HIF1AN;CHD9;SRI;IRF3;ABL1;PARP1;AEBP1;LAMA3;FLI1;S100A6;TNIP2;JAK2;FOXF2;PLXNB1;SMAD3;IGF1;RSL24D1;HDAC1;CCND3;ZFYVE9;HOXA5;TCF4;KRTAP10-8;MTA1;CITED2;GFAP;PDGFB;NFIL3;RCHY1;MECP2;S100A8;TFCP2;TK1;KHDRBS2;CDKN1A;STAT3;TRAF3;ZDHHC24;COL1A1;AHR;SEMA4D;TCEB1;GATA1;HBA2;SPARC;LAMB2;PLXNB3;RTN4;ASAP3;ITGB1BP2;CNTFR;TGFA;CEBPB;LDOC1;NFKB1;GNAQ;NID1;SAP30;IRF7;STAT6;RUNX3;MFGE8;PARD6B;SMARCA2;THBS1;GATA6;PGR;MAPK1;PSEN1;REV1;NR1H2;ADAMTS12;ACAN;SOX2;ADAM28;FBLN1;HPS6;GLI1;BAP1;PTPN6;TGM2;NFYA;FAM22F;CAND1;CREBZF;MFAP1;CEBPG;EFEMP2;TP63;FOXP2;ZFP36;EGLN1;LAMA4;VEGFA;CDC20;SNTA1;TAF9;CLEC4A;ZBP1;LTBP1;ITGA4;SLC35F6;POSTN;DECR1;FBLN2;PRKCI;RXRA;BTK;CD2BP2;FZR1;TEK;BATF;CDH5;TRIM28;PTTG1IP;SPP1;HDAC5;STUB1;IL6ST;OTX2;S100A9;EMCN;SIN3A;FOS;SERPINA10;ELFN2;GLI2;CBFB;FSTL1;TSKU;NFKBIZ;UBR1;COPS3;FOSL1;HDAC9;SPI1;KRT31;LCP2;NCOA1;LAMA5;PALD1;ERG;FGFR2;CRELD2;FGF7;STAT4;HNRNPA2B1;COL17A1;ZNF148;FBXW5;NR4A2;FOXM1;PTTG1;JUN;YWHAB;PDGFRB;SERPINA1;GDF9;COL16A1;EGFR;CD7;PDCD6;CHD1L;GTF2B;SEMA4B;YWHAZ;NCSTN;TAF11;SERINC1;CTBP1;RASA1;NANOG;FOXO1;ITIH4;PLEKHF2;CDH1;JUNB;GDF6;ZNF350;IL4R;FABP5;MUC1;BGN;ILF3;SPDEF;ADAM9;CDK6;GOT1;FUT11;HDAC11;FHL1;NFIC;DLG3;ADAM22;IGFBP3;ETV4;SDC2;FRS2;IL9;NCOR1;ARNT;RUNX1;FN1;FGF2;GSDMB;SP1;HMGA1;BRF1;ESR1;SMAD1;CSF2RB;DNMT3L;AR;NR1I2;IRF9;NF1;CDC27;CDC34;MED12;COL6A3;ATF1;ANXA1;HSF1;IGFBP7;SUFU;NFIB;PPP1R13L;CST3;MUC5B;STAT2;DDIT3;CTBP2;LMO1;RBX1;NID2;ANXA11;NCOA3;STK11;MED31;FUS;SUMO1;ERBB3;PLXND1;FOXA1;CREB1;TWIST1;CHRDL1;CCNB1;HDAC4;ANXA5;NRIP1;ANGPT2;LGALS1;FST;KRT40;ATP5C1;PBX1;POLH;NKX2-1;CSNK2A1;SP4,,[]
poorest,below_1,687,171,169,516,COMMD1;OSGEP;IRF1;DMBT1;EGR2;PARK7;CRADD;KCND2;PLXNB2;TCHHL1;SDC1;NCOR2;HSPG2;ANXA2;SP3;DNMT3A;MEF2A;DCC;SDC4;ING4;IFNGR1;RAF1;CD1A;S100P;F2;RFWD2;LAMA1;NFKBIA;RNF187;LIFR;MMP9;ETS2;MAD2L1;RELA;YY1;FLNC;CEBPZ;MMP2;FGF1;PLXDC2;HGF;PIAS3;POU5F1;HDAC3;PRG4;EPAS1;CDC25A;ATF3;PAK7;PITX2;THBS2;HOXB7;RANBP9;MEPE;TRIM42;SNAI1;EGR1;F13B;ZNF76;ELANE;HIST1H3D;ABI3BP;ANKRA2;PHF1;HRAS;RUVBL2;IGF2;SIRT2;GTF2I;PRKCD;TIAM1;VCAN;CREBBP;S100A7;COL6A2;SALL4;NOTCH2NL;TGFBI;SRF;PPARD;CDKN2D;CLCF1;PAPPA;TBP;SNAI2;KAT5;MEN1;IL9R;BMPR1A;PPARG;PARP2;REL;FOSL2;VWA5A;ELK1;FYN;USF1;NFE4;ZFP91;S100A14;ANXA3;IGSF21;TXN;SPARCL1;PLCG1;PLOD2;LILRB2;DYSF;KNG1;S100A4;SEMA6D;IGFBP5;SOX9;MYB;S100A3;SEMA4F;CRLF1;GATA4;MSC;TFAP2C;IKBKB;PBRM1;ADAM10;SMAD4;CEBPD;ELF4;HMGB2;CTF1;PIAS2;COL20A1;VDR;HOXA10;SPOCK2;MED1;CREM;CEBPA;HDAC2;KDR;S100A16;MATN3;CEP57L1;HCFC1;TP53;GDF15;TWIST2;S100B;SKP1;HIF1A;MAD1L1;BMP4;PLXNA1;CTSH;PCOLCE;ITIH2;PLXNC1;GALNT12;FBN1;PLAT;NRP1;TRIB3;VTN;MXRA5;EZH2;TNXB;PPP1R8;UHRF1;F9;CUL2;SMARCC2;CD72;XBP1;CPNE2;ATF7IP;MAP3K14;LEF1;WWP2;DNMT1;STAT1;MAP2K1;COL3A1;IRF8;COL19A1;ALG2;SATB1;JUND;RARA;NR5A1;ANXA6;FGB;MAGEA6;SEMA4C;SEMA7A;PCNA;S100A11;JARID2;S100A1;KY;SEMA4A;SFTPB;NR0B1;SERPINB6;ELF3;SERPINC1;CTNND1;ADAMTSL3;COPS7A;MUC5AC;OS9;PIAS1;ETS1;TAF7;FGA;TRAPPC3;TNC;AIP;ASXL1;NTN1;CXCR2;SMOC1;CIITA;TXNIP;NR3C1;RFX1;HRNR;SERPIND1;ANGPTL2;GRIN2A;WISP2;SKP2;SRC;PPP1CA;PRELP;ARHGEF11;IGFBP1;MAPK8;TFAP2A;CUL9;BTRC;NCOA4;NRG1;XRCC1;FGFR1;ANXA7;S100A13;TRAPPC2L;WT1;ATF4;CTSD;ZEB1;FAM9B;NR4A1;SKI;CTSB;LTBP2;IL16;E2F1;ANXA4;ADAM17;GATA3;KLF5;CDX1;B2M;LAMC1;CCNA2;ATF2;MAF;CEBPE;EIF1B;XRN1;PPP1R12C;PTPRC;MEF2C;ITIH1;DLG4;CDK2AP1;GABPB1;PTPN3;CXCL8;FOXA2;CTNNB1;CBX1;USF2;KLF4;ADAM12;PPARA;CHUK;POU2F2;BRCA1;MET;SELL;RCOR1;EP300;SERPINH1;CHEK1;SETD7;RUNX2;MAZ;VWA1;PAX5;F13A1;SH3GL2;MAD2L2;GRB2;POU2F1;TBX21;PPBP;PDIA3;CASP3;RXRG;PLG;CASP9;SFTPA1;TIMP3;SKIL;MAP2K4;AMY1C;SIRT1;TCF3;MDFI;HIF1AN;IRF3;ABL1;PARP1;AEBP1;FLI1;S100A6;TNIP2;PLXNB1;SMAD3;IGF1;HDAC1;ZFYVE9;TCF4;HOXA5;KRTAP10-8;MTA1;CITED2;GFAP;PDGFB;NFIL3;S100A8;TFCP2;TK1;KHDRBS2;STAT3;COL1A1;AHR;SEMA4D;TCEB1;GATA1;HBA2;LAMB2;PLXNB3;ASAP3;ITGB1BP2;CNTFR;TGFA;CEBPB;LDOC1;NFKB1;NID1;IRF7;SAP30;STAT6;RUNX3;MFGE8;PARD6B;SMARCA2;THBS1;GATA6;MAPK1;PSEN1;REV1;SOX2;ADAM28;FBLN1;GLI1;BAP1;PTPN6;TGM2;FAM22F;CAND1;MFAP1;CREBZF;EFEMP2;TP63;FOXP2;ZFP36;EGLN1;LAMA4;VEGFA;CDC20;SNTA1;CLEC4A;ZBP1;LTBP1;ITGA4;POSTN;FBLN2;PRKCI;RXRA;FZR1;TEK;BATF;CDH5;SPP1;HDAC5;STUB1;IL6ST;S100A9;EMCN;FOS;SERPINA10;ELFN2;GLI2;CBFB;TSKU;NFKBIZ;UBR1;FOSL1;HDAC9;SPI1;KRT31;NCOA1;ERG;FGFR2;CRELD2;FGF7;STAT4;COL17A1;ZNF148;NR4A2;FOXM1;PTTG1;JUN;PDGFRB;SERPINA1;GDF9;COL16A1;EGFR;CD7;SEMA4B;YWHAZ;CTBP1;NANOG;FOXO1;ITIH4;PLEKHF2;CDH1;JUNB;GDF6;IL4R;BGN;MUC1;ILF3;FABP5;SPDEF;ADAM9;CDK6;GOT1;NFIC;DLG3;ADAM22;IGFBP3;ETV4;SDC2;FRS2;IL9;NCOR1;RUNX1;ARNT;FN1;FGF2;SP1;ESR1;SMAD1;DNMT3L;AR;NR1I2;IRF9;CDC27;COL6A3;MED12;ANXA1;HSF1;IGFBP7;SUFU;PPP1R13L;CST3;MUC5B;STAT2;DDIT3;CTBP2;NID2;ANXA11;NCOA3;STK11;FUS;SUMO1;ERBB3;PLXND1;CREB1;TWIST1;CHRDL1;HDAC4;ANXA5;NRIP1;ANGPT2;LGALS1;FST;KRT40;ATP5C1;PBX1;POLH;NKX2-1;CSNK2A1,2.0,"[{'FSTL1', 'APPBP2'}]"
poorest,below_2,687,255,251,429,COMMD1;OSGEP;IRF1;DMBT1;EGR2;PARK7;CRADD;KCND2;SDC1;NCOR2;HSPG2;ANXA2;SP3;DNMT3A;MEF2A;DCC;ING4;IFNGR1;CD1A;RAF1;S100P;F2;RFWD2;LAMA1;NFKBIA;LIFR;MMP9;ETS2;MAD2L1;RELA;YY1;FLNC;MMP2;FGF1;HGF;PIAS3;POU5F1;HDAC3;PRG4;EPAS1;CDC25A;ATF3;PAK7;THBS2;HOXB7;MEPE;TRIM42;SNAI1;EGR1;ZNF76;HIST1H3D;ABI3BP;ANKRA2;PHF1;HRAS;IGF2;PRKCD;VCAN;CREBBP;S100A7;NOTCH2NL;TGFBI;SRF;CDKN2D;CLCF1;PAPPA;TBP;SNAI2;KAT5;IL9R;BMPR1A;PPARG;REL;PARP2;VWA5A;ELK1;FYN;USF1;NFE4;ZFP91;S100A14;ANXA3;IGSF21;SPARCL1;PLCG1;LILRB2;KNG1;S100A4;IGFBP5;SOX9;MYB;S100A3;SEMA4F;CRLF1;GATA4;MSC;TFAP2C;ADAM10;SMAD4;CEBPD;HMGB2;CTF1;COL20A1;VDR;HOXA10;SPOCK2;CEBPA;HDAC2;KDR;S100A16;MATN3;HCFC1;TP53;GDF15;TWIST2;S100B;HIF1A;MAD1L1;BMP4;CTSH;PCOLCE;ITIH2;PLXNC1;GALNT12;FBN1;PLAT;NRP1;TRIB3;VTN;MXRA5;EZH2;TNXB;PPP1R8;UHRF1;F9;CUL2;XBP1;ATF7IP;MAP3K14;LEF1;WWP2;DNMT1;STAT1;COL3A1;COL19A1;SATB1;JUND;RARA;NR5A1;ANXA6;FGB;SEMA4C;SEMA7A;PCNA;S100A11;JARID2;S100A1;KY;SFTPB;SEMA4A;NR0B1;SERPINB6;ELF3;SERPINC1;CTNND1;ADAMTSL3;MUC5AC;OS9;PIAS1;ETS1;FGA;TRAPPC3;TNC;AIP;NTN1;SMOC1;CIITA;NR3C1;HRNR;RFX1;SERPIND1;ANGPTL2;GRIN2A;WISP2;PPP1CA;PRELP;ARHGEF11;IGFBP1;MAPK8;TFAP2A;CUL9;BTRC;NCOA4;NRG1;XRCC1;FGFR1;ANXA7;S100A13;TRAPPC2L;WT1;ATF4;ZEB1;FAM9B;NR4A1;SKI;CTSB;LTBP2;IL16;E2F1;ADAM17;GATA3;B2M;LAMC1;CCNA2;ATF2;MAF;CEBPE;EIF1B;XRN1;PPP1R12C;PTPRC;MEF2C;ITIH1;DLG4;CDK2AP1;GABPB1;FOXA2;CTNNB1;CBX1;USF2;KLF4;ADAM12;PPARA;CHUK;POU2F2;MET;SELL;EP300;SERPINH1;CHEK1;SETD7;RUNX2;MAZ;VWA1;PAX5;F13A1;SH3GL2;MAD2L2;GRB2;POU2F1;TBX21;PPBP;PDIA3;RXRG;PLG;SFTPA1;SKIL;MAP2K4;AMY1C;SIRT1;TCF3;MDFI;HIF1AN;IRF3;ABL1;PARP1;AEBP1;FLI1;S100A6;PLXNB1;SMAD3;IGF1;HDAC1;HOXA5;TCF4;KRTAP10-8;MTA1;CITED2;PDGFB;NFIL3;S100A8;TFCP2;KHDRBS2;STAT3;COL1A1;AHR;SEMA4D;TCEB1;GATA1;LAMB2;PLXNB3;ASAP3;CNTFR;TGFA;CEBPB;LDOC1;NFKB1;NID1;IRF7;SAP30;STAT6;RUNX3;MFGE8;PARD6B;GATA6;MAPK1;PSEN1;REV1;SOX2;ADAM28;FBLN1;GLI1;PTPN6;TGM2;CAND1;CREBZF;MFAP1;EFEMP2;TP63;FOXP2;ZFP36;EGLN1;LAMA4;VEGFA;CDC20;SNTA1;CLEC4A;LTBP1;ITGA4;POSTN;FBLN2;PRKCI;RXRA;FZR1;BATF;CDH5;SPP1;HDAC5;S100A9;EMCN;FOS;SERPINA10;ELFN2;GLI2;CBFB;NFKBIZ;UBR1;FOSL1;HDAC9;SPI1;KRT31;NCOA1;ERG;FGFR2;FGF7;COL17A1;ZNF148;NR4A2;FOXM1;PTTG1;JUN;PDGFRB;SERPINA1;GDF9;EGFR;CD7;SEMA4B;CTBP1;NANOG;FOXO1;ITIH4;PLEKHF2;CDH1;JUNB;GDF6;IL4R;FABP5;MUC1;SPDEF;ADAM9;CDK6;GOT1;NFIC;DLG3;ADAM22;IGFBP3;ETV4;SDC2;FRS2;IL9;RUNX1;ARNT;FN1;FGF2;SP1;ESR1;SMAD1;DNMT3L;AR;IRF9;CDC27;COL6A3;ANXA1;SUFU;PPP1R13L;CST3;MUC5B;STAT2;DDIT3;CTBP2;NID2;ANXA11;NCOA3;STK11;FUS;ERBB3;PLXND1;CREB1;TWIST1;CHRDL1;HDAC4;ANXA5;NRIP1;LGALS1;FST;KRT40;ATP5C1;POLH;NKX2-1,3.0,"[{'COL16A1', 'GFAP', 'SUMO1'}]"
poorest,below_3,687,330,321,348,COMMD1;OSGEP;IRF1;CRADD;PARK7;KCND2;SDC1;NCOR2;HSPG2;ANXA2;SP3;DNMT3A;MEF2A;DCC;ING4;IFNGR1;CD1A;S100P;F2;NFKBIA;LIFR;MMP9;ETS2;MAD2L1;RELA;YY1;FLNC;FGF1;MMP2;HGF;PIAS3;POU5F1;HDAC3;PRG4;THBS2;HOXB7;SNAI1;EGR1;HIST1H3D;ABI3BP;ANKRA2;PHF1;PRKCD;VCAN;CREBBP;S100A7;NOTCH2NL;TGFBI;SRF;CDKN2D;CLCF1;PAPPA;TBP;SNAI2;KAT5;IL9R;BMPR1A;PPARG;REL;PARP2;VWA5A;ELK1;FYN;USF1;NFE4;ZFP91;ANXA3;SPARCL1;LILRB2;KNG1;S100A4;IGFBP5;SOX9;MYB;CRLF1;GATA4;SMAD4;CEBPD;HMGB2;COL20A1;VDR;HOXA10;SPOCK2;CEBPA;HDAC2;KDR;HCFC1;TP53;TWIST2;S100B;HIF1A;MAD1L1;BMP4;PCOLCE;ITIH2;PLXNC1;GALNT12;FBN1;PLAT;NRP1;VTN;MXRA5;EZH2;TNXB;PPP1R8;UHRF1;F9;XBP1;LEF1;DNMT1;STAT1;COL3A1;JUND;RARA;NR5A1;ANXA6;FGB;SEMA4C;SEMA7A;PCNA;S100A11;S100A1;KY;SEMA4A;SERPINB6;NR0B1;ELF3;SERPINC1;CTNND1;ADAMTSL3;MUC5AC;OS9;PIAS1;ETS1;FGA;TNC;NTN1;SMOC1;CIITA;NR3C1;RFX1;HRNR;SERPIND1;GRIN2A;ANGPTL2;WISP2;PPP1CA;PRELP;ARHGEF11;IGFBP1;MAPK8;TFAP2A;CUL9;BTRC;NRG1;XRCC1;FGFR1;ANXA7;S100A13;TRAPPC2L;WT1;ATF4;ZEB1;FAM9B;NR4A1;LTBP2;CTSB;SKI;IL16;ADAM17;GATA3;B2M;ATF2;MAF;EIF1B;PPP1R12C;PTPRC;MEF2C;ITIH1;DLG4;CTNNB1;CBX1;USF2;KLF4;ADAM12;PPARA;CHUK;POU2F2;MET;SELL;EP300;SERPINH1;SETD7;RUNX2;MAZ;VWA1;PAX5;F13A1;SH3GL2;MAD2L2;GRB2;POU2F1;PDIA3;RXRG;PLG;SKIL;MAP2K4;TCF3;MDFI;HIF1AN;IRF3;ABL1;AEBP1;PARP1;FLI1;S100A6;PLXNB1;SMAD3;IGF1;HDAC1;TCF4;KRTAP10-8;MTA1;CITED2;PDGFB;NFIL3;TFCP2;KHDRBS2;STAT3;AHR;SEMA4D;GATA1;LAMB2;PLXNB3;ASAP3;CNTFR;CEBPB;LDOC1;NFKB1;NID1;SAP30;STAT6;MFGE8;GATA6;MAPK1;REV1;SOX2;ADAM28;FBLN1;GLI1;PTPN6;TGM2;CREBZF;MFAP1;EFEMP2;TP63;ZFP36;EGLN1;LAMA4;VEGFA;CDC20;SNTA1;CLEC4A;LTBP1;ITGA4;POSTN;FBLN2;RXRA;FZR1;BATF;CDH5;SPP1;HDAC5;EMCN;FOS;SERPINA10;ELFN2;GLI2;CBFB;NFKBIZ;UBR1;FOSL1;HDAC9;SPI1;NCOA1;ERG;FGFR2;COL17A1;NR4A2;PTTG1;JUN;PDGFRB;SERPINA1;EGFR;CD7;SEMA4B;FOXO1;ITIH4;PLEKHF2;CDH1;JUNB;GDF6;FABP5;MUC1;SPDEF;ADAM9;NFIC;IGFBP3;ETV4;SDC2;FRS2;IL9;RUNX1;ARNT;FN1;FGF2;SP1;ESR1;DNMT3L;AR;IRF9;CDC27;COL6A3;ANXA1;SUFU;PPP1R13L;CST3;STAT2;DDIT3;CTBP2;NID2;ANXA11;NCOA3;FUS;ERBB3;PLXND1;CREB1;TWIST1;CHRDL1;HDAC4;ANXA5;NRIP1;LGALS1;FST;KRT40;ATP5C1;POLH;NKX2-1,3.0,"[{'CTSH', 'SFTPB', 'XRN1'}, {'DMBT1', 'SFTPA1', 'CDK6'}]"
poorest,below_4,687,375,369,306,EFEMP2;FAM9B;COMMD1;ZFP36;OSGEP;NR4A1;SKI;CTSB;LTBP2;EGLN1;IL16;LAMA4;IRF1;CEBPD;CRADD;PARK7;CDC20;KCND2;MFAP1;VEGFA;ADAM17;GATA3;CLEC4A;B2M;HMGB2;LTBP1;NCOR2;ATF2;POSTN;COL20A1;FBLN2;VDR;EIF1B;HSPG2;SPOCK2;RXRA;ANXA2;CEBPA;PPP1R12C;SP3;HDAC2;DNMT3A;MEF2C;PTPRC;KDR;FZR1;DLG4;HCFC1;CDH5;MEF2A;DCC;TP53;SPP1;HDAC5;TWIST2;ING4;S100B;HIF1A;CD1A;MAD1L1;S100P;F2;EMCN;NFKBIA;FOS;PCOLCE;ITIH2;CTNNB1;CBX1;LIFR;PLXNC1;KLF4;USF2;MMP9;PPARA;ADAM12;CBFB;ETS2;PLAT;FBN1;GLI2;CHUK;POU2F2;ELFN2;NRP1;VTN;MET;NFKBIZ;UBR1;FOSL1;MXRA5;RELA;YY1;MAD2L1;SELL;EZH2;TNXB;FLNC;HDAC9;EP300;SPI1;PPP1R8;MMP2;SERPINH1;NCOA1;SETD7;UHRF1;F9;HGF;RUNX2;MAZ;VWA1;PIAS3;PAX5;POU5F1;F13A1;MAD2L2;HDAC3;GRB2;PRG4;ERG;XBP1;POU2F1;LEF1;PDIA3;THBS2;HOXB7;DNMT1;STAT1;RXRG;COL17A1;PLG;COL3A1;SNAI1;EGR1;SERPINA10;SKIL;NR4A2;HIST1H3D;ABI3BP;JUN;PTTG1;ANKRA2;MAP2K4;PDGFRB;SERPINA1;EGFR;WT1;CD7;JUND;SEMA4B;RARA;NR5A1;FGB;ABL1;AEBP1;PARP1;PRKCD;FLI1;FOXO1;ITIH4;S100A6;SEMA4C;SEMA7A;VCAN;PCNA;S100A1;S100A11;CREBBP;S100A7;PLXNB1;JUNB;GDF6;SMAD3;KY;IGF1;FABP5;MUC1;NR0B1;SEMA4A;HDAC1;ELF3;KRTAP10-8;TCF4;SERPINC1;ADAM9;CTNND1;ADAMTSL3;TGFBI;NOTCH2NL;SRF;NFIC;MTA1;CLCF1;OS9;CITED2;PAPPA;NFIL3;PDGFB;IGFBP3;ETV4;TBP;SDC2;SNAI2;KAT5;IL9;IL9R;BMPR1A;TFCP2;PPARG;RUNX1;ARNT;PIAS1;FN1;STAT3;REL;PARP2;FGF2;ETS1;SP1;FGA;ESR1;VWA5A;ELK1;TNC;DNMT3L;FYN;AHR;SEMA4D;AR;USF1;NFE4;GATA1;ZFP91;IRF9;NTN1;SMOC1;LAMB2;CIITA;PLXNB3;COL6A3;ASAP3;ANXA1;ANXA3;SUFU;NR3C1;SPARCL1;CNTFR;PPP1R13L;CEBPB;LDOC1;SERPIND1;STAT2;DDIT3;GRIN2A;SAP30;NFKB1;NID1;ANGPTL2;STAT6;LILRB2;KNG1;MFGE8;ANXA11;NCOA3;S100A4;PPP1CA;PRELP;ARHGEF11;FUS;ERBB3;PLXND1;MAPK8;GATA6;CREB1;MAPK1;TFAP2A;CUL9;SOX9;REV1;TWIST1;IGFBP5;CHRDL1;SOX2;MYB;FBLN1;HDAC4;BTRC;NRG1;GATA4;ANXA5;NRIP1;CRLF1;GLI1;LGALS1;FST;S100A13;ANXA7;PTPN6;TRAPPC2L;ATP5C1;POLH;TGM2;NKX2-1;ATF4;CREBZF,3.0,"[{'CTSH', 'SFTPB', 'XRN1'}, {'DMBT1', 'SFTPA1', 'CDK6'}]"
