,prize,Category,terminal,type,degree
TSACC,0.0,,False,protein,3
SLC1A5,0.0,,False,protein,25
AFP,0.0,,False,protein,12
PTTG1IP,0.0,,False,protein,5
EMILIN1,0.0,,False,protein,20
MAST3,0.0,,False,protein,6
FBXL8,0.0,,False,protein,5
DDRGK1,0.0,,False,protein,5
NFASC,0.0,,False,protein,15
TMIGD3,0.0,,False,protein,2
ZNF626,0.0,,False,protein,2
FUT9,0.0,,False,protein,2
PHYHIP,0.0,,False,protein,24
ORFNAMES=HSPC069,0.0,,False,protein,1
CPNE2,0.0,,False,protein,21
HGD,0.0,,False,protein,6
TTC30B,0.0,,False,protein,1
HBEGF,0.0,,False,protein,9
ZNF521,0.0,,False,protein,6
VIPR2,0.0,,False,protein,4
CAMTA1,0.0,,False,protein,1
GNL2,0.0,,False,protein,17
GCGR,0.0,,False,protein,4
EXTL1,0.0,,False,protein,2
RNPS1,0.0,,False,protein,157
RCC1,0.0,,False,protein,78
PPFIA1,0.0,,False,protein,43
RAB17,0.0,,False,protein,10
ORC2,0.0,,False,protein,39
ATP8A2,0.0,,False,protein,3
SIX3,0.0,,False,protein,8
TRIM68,0.0,,False,protein,10
UPP1,0.0,,False,protein,8
TTR,0.0,,False,protein,50
LTA4H,0.0,,False,protein,14
GLRX5,0.0,,False,protein,3
PEG3,0.0,,False,protein,7
DNMBP,0.0,,False,protein,24
NCRNA00085,0.0,,False,protein,1
NT5DC4,0.0,,False,protein,1
CREB3L4,0.0,,False,protein,10
ZFP36L1,0.0,,False,protein,12
GATAD2B,0.0,,False,protein,42
CDKN1B,0.0,,False,protein,77
TRADD,0.0,,False,protein,74
PDE3A,0.0,,False,protein,16
IMPDH1,0.0,,False,protein,7
ALKBH4,0.0,,False,protein,2
ZNF146,0.0,,False,protein,4
EXOC2,0.0,,False,protein,21
BET1,0.0,,False,protein,10
ERV3-1,0.0,,False,protein,1
COL4A2,0.0,,False,protein,25
ZFPM2,0.0,,False,protein,17
UBE3C,0.0,,False,protein,29
CDA,0.0,,False,protein,10
DAZL,0.0,,False,protein,5
CRTC2,0.0,,False,protein,21
DGCR14,0.0,,False,protein,19
ACAA1,0.0,,False,protein,17
H1FX,0.0,,False,protein,35
SIK3,0.0,,False,protein,16
GSTM4,0.0,,False,protein,12
PRKD3,0.0,,False,protein,11
MYO7B,0.0,,False,protein,3
HDAC10,0.0,,False,protein,20
XPNPEP3,0.0,,False,protein,5
RHPN1,0.0,,False,protein,9
OTX1,0.0,,False,protein,42
GATA1,0.0,,False,protein,61
PTEN,0.0,,False,protein,117
VLDLR,0.0,,False,protein,9
UPF1,0.0,,False,protein,105
RTN4RL2,0.0,,False,protein,1
PDP2,0.0,,False,protein,1
DPP8,0.0,,False,protein,16
ITIH3,0.0,,False,protein,2
EXOC7,0.0,,False,protein,29
ZZZ3,0.0,,False,protein,24
KRT85,0.0,,False,protein,19
UBXN2B,0.0,,False,protein,7
HMOX1,0.0,,False,protein,13
SREBF2,0.0,,False,protein,61
MAP2K5,0.0,,False,protein,21
GPM6B,0.0,,False,protein,3
NCK2,0.0,,False,protein,92
MAGEA1,0.0,,False,protein,23
OR6B3,0.0,,False,protein,1
ZMYND11,0.0,,False,protein,34
GPHN,0.0,,False,protein,22
CSNK2A1,0.0,,False,protein,427
SYNPR,0.0,,False,protein,1
PDGFD,0.0,,False,protein,1
ZNF93,0.0,,False,protein,1
CRYL1,0.0,,False,protein,1
PIK3R3,0.0,,False,protein,51
BMI1,0.0,,False,protein,5
DET1,0.0,,False,protein,18
RNF185,0.0,,False,protein,51
DLG4,0.0,,False,protein,119
DEGS1,0.0,,False,protein,15
TBC1D2B,0.0,,False,protein,8
PSMA8,0.0,,False,protein,32
LRPAP1,0.0,,False,protein,24
GFER,0.0,,False,protein,9
BABAM1,0.0,,False,protein,53
REM2,0.0,,False,protein,1
SH2D5,0.0,,False,protein,2
DGAT1,0.0,,False,protein,4
CD86,0.0,,False,protein,7
MMP27,0.0,,False,protein,1
MAG,0.0,,False,protein,17
LAMP2,0.0,,False,protein,44
WDR35,0.0,,False,protein,2
UBE2G2,0.0,,False,protein,47
HIST1H2AJ,0.0,,False,protein,8
TIMELESS,0.0,,False,protein,16
ADCY5,0.0,,False,protein,7
SIGLEC7,0.0,,False,protein,4
FN3KRP,0.0,,False,protein,3
ANKRD35,0.0,,False,protein,1
LDHAL6A,0.0,,False,protein,2
RIT1,0.0,,False,protein,18
UQCRC2,0.0,,False,protein,34
RAX2,0.0,,False,protein,1
HINFP,0.0,,False,protein,36
TTC3,0.0,,False,protein,10
UQCRC1,0.0,,False,protein,33
FAM117B,0.0,,False,protein,6
NDUFB11,0.0,,False,protein,18
ARHGAP11A,0.0,,False,protein,1
PHACTR1,0.0,,False,protein,2
ADRA1D,0.0,,False,protein,16
RNF186,0.0,,False,protein,4
MYRIP,0.0,,False,protein,7
ADGRG4,0.0,,False,protein,1
NBEAL2,0.0,,False,protein,1
LSG1,0.0,,False,protein,2
SDR39U1,0.0,,False,protein,1
ARID1B,0.0,,False,protein,24
PARVG,0.0,,False,protein,9
ADAMTS13,0.0,,False,protein,2
TBL1XR1,0.0,,False,protein,33
RAP1B,0.0,,False,protein,40
P2RX7,0.0,,False,protein,12
EPX,0.0,,False,protein,3
CEACAM1,0.0,,False,protein,20
VSX2,0.0,,False,protein,3
ADGRA3,0.0,,False,protein,2
LRP11,0.0,,False,protein,1
SCGB2A1,0.0,,False,protein,2
MAGEA8,0.0,,False,protein,8
SCAMP5,0.0,,False,protein,4
CCDC160,0.0,,False,protein,1
CCNG2,0.0,,False,protein,9
LIMS3L,0.0,,False,protein,2
KRTAP10-4,0.0,,False,protein,7
LETM1,0.0,,False,protein,10
AKAP9,0.0,,False,protein,60
INSRR,0.0,,False,protein,4
PSMC3IP,0.0,,False,protein,21
TROAP,0.0,,False,protein,15
SULT1B1,0.0,,False,protein,4
RTEL1,0.0,,False,protein,6
ZKSCAN7,0.0,,False,protein,11
PRG2,0.0,,False,protein,7
NOD1,0.0,,False,protein,36
COX7A2L,0.0,,False,protein,2
MROH5,0.0,,False,protein,1
ECE2,0.0,,False,protein,5
SF3B2,0.0,,False,protein,92
GAB1,0.0,,False,protein,79
DYRK1A,0.0,,False,protein,59
DNER,0.0,,False,protein,4
SEMG1,0.0,,False,protein,9
SENP8,0.0,,False,protein,15
IGSF1,0.0,,False,protein,12
VTI1B,0.0,,False,protein,14
CBWD1,0.0,,False,protein,5
PLAU,0.0,,False,protein,24
UBE2L6,0.0,,False,protein,46
UBE2I,0.0,,False,protein,406
DLX1,0.0,,False,protein,1
WSB1,0.0,,False,protein,11
KDM4A,0.0,,False,protein,17
RAB7B,0.0,,False,protein,3
TIFA,0.0,,False,protein,17
SNRPE,0.0,,False,protein,50
EFTUD2,0.0,,False,protein,118
NUMA1,0.0,,False,protein,65
GMPPA,0.0,,False,protein,7
MMP24,0.0,,False,protein,1
SLC25A22,0.0,,False,protein,14
PTPRN2,0.0,,False,protein,5
RNF111,0.0,,False,protein,50
RGS17,0.0,,False,protein,18
AVP,0.0,,False,protein,8
SCARB2,0.0,,False,protein,11
MYOC,0.0,,False,protein,44
GSTCD,0.0,,False,protein,3
TOMM22,0.0,,False,protein,27
NFS1,0.0,,False,protein,4
RWDD2B,0.0,,False,protein,12
TRIM50,0.0,,False,protein,12
CSF1R,0.0,,False,protein,24
FAM214A,0.0,,False,protein,9
PLIN4,0.0,,False,protein,1
BANK1,0.0,,False,protein,4
PRB4,0.0,,False,protein,1
ZBTB37,0.0,,False,protein,2
RPL26L1,0.0,,False,protein,23
FAM189A2,0.0,,False,protein,10
HNRNPH2,0.0,,False,protein,60
HSPD1,0.0,,False,protein,163
CUTC,0.0,,False,protein,17
THEM4,0.0,,False,protein,1
CD47,0.0,,False,protein,15
FBN2,0.0,,False,protein,13
KRT14,0.0,,False,protein,39
STAC,0.0,,False,protein,13
KRT3,0.0,,False,protein,13
USP3,0.0,,False,protein,28
CYP1A2,0.0,,False,protein,2
OR8B2,0.0,,False,protein,1
POM121C,0.0,,False,protein,4
HOMEZ,0.0,,False,protein,31
TBCE,0.0,,False,protein,9
ACSL4,0.0,,False,protein,11
ZNF646,0.0,,False,protein,7
KHK,0.0,,False,protein,13
SEMA4G,0.0,,False,protein,8
POU5F1,3.920525000000001,TF,True,protein,29
TMED4,0.0,,False,protein,8
KIR3DS1,0.0,,False,protein,2
PRDM14,0.0,,False,protein,27
RRAD,0.0,,False,protein,13
PRDX5,0.0,,False,protein,34
PLXNB1,2.1002,ECM-affiliated Proteins,True,protein,21
POFUT2,0.0,,False,protein,1
WDR11,0.0,,False,protein,3
MAGI3,0.0,,False,protein,20
KAT6B,0.0,,False,protein,6
ZSCAN20,0.0,,False,protein,2
FAM71D,0.0,,False,protein,1
C4ORF42,0.0,,False,protein,2
SETX,0.0,,False,protein,13
TBL1Y,0.0,,False,protein,2
PAX2,0.0,,False,protein,25
HIST3H3,0.0,,False,protein,223
AKT2,0.0,,False,protein,53
DSTYK,0.0,,False,protein,14
LSP1,0.0,,False,protein,17
PEX11G,0.0,,False,protein,3
CLUAP1,0.0,,False,protein,4
ACADSB,0.0,,False,protein,3
NBAS,0.0,,False,protein,4
KCNK17,0.0,,False,protein,1
TNFRSF12A,0.0,,False,protein,10
PPP1R3F,0.0,,False,protein,2
MYO3B,0.0,,False,protein,3
TMEM184A,0.0,,False,protein,1
PXN,0.0,,False,protein,223
SRSF1,0.0,,False,protein,143
OR10J1,0.0,,False,protein,1
ADAM8,0.0,,False,protein,2
MORC4,0.0,,False,protein,6
TAF6,0.0,,False,protein,51
CRMP1,0.0,,False,protein,89
FSHR,0.0,,False,protein,20
FAM60A,0.0,,False,protein,5
BCL7B,0.0,,False,protein,3
APPBP2,0.0,,False,protein,83
MYL4,0.0,,False,protein,5
TWIST2,0.0,,False,protein,7
KIF20A,0.0,,False,protein,11
MAP2K1,0.0,,False,protein,86
MBD3,0.0,,False,protein,65
ORMDL1,0.0,,False,protein,2
DDX3X,0.0,,False,protein,148
ZNF107,0.0,,False,protein,3
MAP3K15,0.0,,False,protein,4
KPNA2,0.0,,False,protein,149
CDKL2,0.0,,False,protein,2
ZNF318,0.0,,False,protein,8
ATP2B2,0.0,,False,protein,12
CGNL1,0.0,,False,protein,5
ZC3H4,0.0,,False,protein,15
DTD2,0.0,,False,protein,1
MAP3K10,0.0,,False,protein,31
EBPL,0.0,,False,protein,2
SLC18A2,0.0,,False,protein,4
FAM161A,0.0,,False,protein,67
DNAJC8,0.0,,False,protein,17
CLCN2,0.0,,False,protein,9
LYAR,0.0,,False,protein,100
TNFAIP2,0.0,,False,protein,4
MTMR11,0.0,,False,protein,1
IFI27,0.0,,False,protein,5
BAIAP2,0.0,,False,protein,46
FOXP4,0.0,,False,protein,5
LVRN,0.0,,False,protein,1
DHFR,0.0,,False,protein,11
GPX1,0.0,,False,protein,8
EXD2,0.0,,False,protein,3
ZNF774,0.0,,False,protein,4
NUDT3,0.0,,False,protein,38
CLP1,0.0,,False,protein,11
SEMA3A,0.0,,False,protein,3
MMAA,0.0,,False,protein,1
TMEM39B,0.0,,False,protein,2
PBRM1,0.0,,False,protein,31
LBR,0.0,,False,protein,33
PRKAA1,0.0,,False,protein,106
HNRNPA2B1,0.0,,False,protein,152
WDR73,0.0,,False,protein,8
COG5,0.0,,False,protein,14
C17ORF85,0.0,,False,protein,8
OPHN1,0.0,,False,protein,3
ROBO1,0.0,,False,protein,12
SUMO4,0.0,,False,protein,96
SS18,0.0,,False,protein,25
WBP2,0.0,,False,protein,15
FNDC4,0.0,,False,protein,1
STK31,0.0,,False,protein,1
TULP4,0.0,,False,protein,5
CDS1,0.0,,False,protein,2
PIK3R2,0.0,,False,protein,109
HDAC9,0.0,,False,protein,63
C20ORF24,0.0,,False,protein,44
CYSRT1,0.0,,False,protein,4
HLA-DPA1,0.0,,False,protein,3
FGR,0.0,,False,protein,34
POLR3G,0.0,,False,protein,6
CLEC4M,0.0,,False,protein,7
NUP98,0.0,,False,protein,45
DPH1,0.0,,False,protein,8
NDUFA1,0.0,,False,protein,4
GRHL3,0.0,,False,protein,5
THPO,0.0,,False,protein,4
UNK,0.0,,False,protein,33
YTHDC2,0.0,,False,protein,11
KLHL11,0.0,,False,protein,3
IDH2,0.0,,False,protein,9
LYPLA1,0.0,,False,protein,7
CUL4B,0.0,,False,protein,299
NCR2,0.0,,False,protein,1
BAG6,0.0,,False,protein,140
C10ORF10,0.0,,False,protein,8
ZNF346,0.0,,False,protein,26
RUSC1-AS1,0.0,,False,protein,2
KRTAP4-11,0.0,,False,protein,15
DCLRE1C,0.0,,False,protein,13
EIF3I,0.0,,False,protein,82
ATP2A1,0.0,,False,protein,12
RNF38,0.0,,False,protein,13
UXT,0.0,,False,protein,31
TNS4,0.0,,False,protein,7
SLC8A2,0.0,,False,protein,4
DNAI1,0.0,,False,protein,1
NLGN1,0.0,,False,protein,6
MTERF4,0.0,,False,protein,4
DALRD3,0.0,,False,protein,5
PPIL3,0.0,,False,protein,17
DYRK4,0.0,,False,protein,15
SHMT2,0.0,,False,protein,53
RAB3IL1,0.0,,False,protein,13
SUSD2,0.0,,False,protein,2
SLC2A1,0.0,,False,protein,16
MED22,0.0,,False,protein,27
NR1H3,0.0,,False,protein,38
UCHL3,0.0,,False,protein,57
LRRK1,0.0,,False,protein,72
GTF2B,0.0,,False,protein,73
TESC,0.0,,False,protein,6
THTPA,0.0,,False,protein,5
TMEM62,0.0,,False,protein,8
KRT6B,0.0,,False,protein,24
UBE2N,0.0,,False,protein,124
ZNF148,3.1111500000000003,TF,True,protein,22
A2ML1,0.0,,False,protein,1
HAO2,0.0,,False,protein,1
DDN,0.0,,False,protein,4
CNN1,0.0,,False,protein,10
KLK9,0.0,,False,protein,10
SLC8A3,0.0,,False,protein,4
SPINK5,0.0,,False,protein,1
RNF103-CHMP3,0.0,,False,protein,18
AMDHD2,0.0,,False,protein,2
TCEANC,0.0,,False,protein,35
IL34,0.0,,False,protein,2
LAMTOR4,0.0,,False,protein,6
CR1,0.0,,False,protein,7
EHD3,0.0,,False,protein,4
EXOC1,0.0,,False,protein,35
KCNAB1,0.0,,False,protein,10
PALLD,0.0,,False,protein,15
AR,0.0,,False,protein,329
BNIP1,0.0,,False,protein,8
GDF5,0.0,,False,protein,8
RARRES3,0.0,,False,protein,13
SHISA2,0.0,,False,protein,1
MALSU1,0.0,,False,protein,5
HDDC3,0.0,,False,protein,9
TCEA3,0.0,,False,protein,1
NSA2,0.0,,False,protein,3
PIN1,0.0,,False,protein,228
SEMA3F,0.0,,False,protein,6
RERE,0.0,,False,protein,26
FRY,0.0,,False,protein,3
KRTAP8-1,0.0,,False,protein,5
RND2,0.0,,False,protein,10
RPL10L,0.0,,False,protein,76
F12,0.0,,False,protein,16
SLC43A2,0.0,,False,protein,1
HHIPL2,0.0,,False,protein,1
ARIH1,0.0,,False,protein,33
TROVE2,0.0,,False,protein,26
IQSEC1,0.0,,False,protein,8
PRSS3,0.0,,False,protein,4
TRDMT1,0.0,,False,protein,16
PDYN,0.0,,False,protein,1
MKRN3,0.0,,False,protein,57
YES1,0.0,,False,protein,79
NAGLU,0.0,,False,protein,1
GOSR1,0.0,,False,protein,17
TFDP1,0.0,,False,protein,34
CD320,0.0,,False,protein,4
BEGAIN,0.0,,False,protein,23
PCDH12,0.0,,False,protein,1
SERPINB12,0.0,,False,protein,11
PLXDC1,0.0,,False,protein,1
POLN,0.0,,False,protein,10
QTRTD1,0.0,,False,protein,7
CHTF18,0.0,,False,protein,23
PSMD6,0.0,,False,protein,86
ZNF740,0.0,,False,protein,3
KIF2C,0.0,,False,protein,13
PSEN1,0.0,,False,protein,111
DPF2,0.0,,False,protein,34
ST3GAL4,0.0,,False,protein,2
THRB,0.0,,False,protein,67
ZWILCH,0.0,,False,protein,4
KLHL12,0.0,,False,protein,48
AMD1,0.0,,False,protein,1
AIF1L,0.0,,False,protein,2
DUSP12,0.0,,False,protein,11
ZC3H14,0.0,,False,protein,15
PIGO,0.0,,False,protein,1
PAGE1,0.0,,False,protein,1
KIAA0368,0.0,,False,protein,88
GLA,0.0,,False,protein,14
TLR3,0.0,,False,protein,22
ZNF250,0.0,,False,protein,44
GJC2,0.0,,False,protein,1
SNCA,0.0,,False,protein,150
LDHB,0.0,,False,protein,60
CHD9,0.0,,False,protein,7
ZSCAN16,0.0,,False,protein,2
ATP5D,0.0,,False,protein,11
ENY2,0.0,,False,protein,9
TXNDC2,0.0,,False,protein,1
LTC4S,0.0,,False,protein,3
NFKBIA,3.90394,TF,True,protein,128
RASSF6,0.0,,False,protein,5
C2ORF50,0.0,,False,protein,2
SRP68,0.0,,False,protein,23
ARAP3,0.0,,False,protein,2
ALG10B,0.0,,False,protein,1
UNC45A,0.0,,False,protein,38
CTSA,0.0,,False,protein,20
L1CAM,0.0,,False,protein,23
ZNF44,0.0,,False,protein,2
IRS1,0.0,,False,protein,90
RNGTT,0.0,,False,protein,7
ZNF641,0.0,,False,protein,3
KLK1,0.0,,False,protein,3
MRFAP1,0.0,,False,protein,22
CCL4L1,0.0,,False,protein,10
TAF4B,0.0,,False,protein,7
GDPD2,0.0,,False,protein,4
HRH3,0.0,,False,protein,1
DKC1,0.0,,False,protein,43
AIFM3,0.0,,False,protein,1
CCNB2,0.0,,False,protein,10
REST,0.0,,False,protein,33
MGAM,0.0,,False,protein,1
IGHG1,0.0,,False,protein,9
SNTG1,0.0,,False,protein,10
AGO1,0.0,,False,protein,40
ARL6IP1,0.0,,False,protein,43
ZC3H11A,0.0,,False,protein,30
MATK,0.0,,False,protein,18
CTC1,0.0,,False,protein,5
SLC38A5,0.0,,False,protein,1
PSME4,0.0,,False,protein,21
TRIM39,0.0,,False,protein,62
CLDN8,0.0,,False,protein,3
PNRC1,0.0,,False,protein,17
PTPN12,0.0,,False,protein,75
ASCL1,0.0,,False,protein,9
MOB2,0.0,,False,protein,9
TUT1,0.0,,False,protein,19
OOSP2,0.0,,False,protein,1
IKBKB,0.0,,False,protein,159
ZNF383,0.0,,False,protein,1
TMC1,0.0,,False,protein,2
CCDC68,0.0,,False,protein,3
GAS2L3,0.0,,False,protein,6
GPATCH1,0.0,,False,protein,4
PTMS,0.0,,False,protein,31
MINOS1,0.0,,False,protein,23
B4GALT7,0.0,,False,protein,3
TFR2,0.0,,False,protein,5
KDR,0.0,,False,protein,60
PTHLH,0.0,,False,protein,7
CDK3,0.0,,False,protein,34
THEM6,0.0,,False,protein,4
PIGX,0.0,,False,protein,1
WDR61,0.0,,False,protein,41
TRIAP1,0.0,,False,protein,6
MAPK8IP2,0.0,,False,protein,54
CRIPT,0.0,,False,protein,7
RPS4Y1,0.0,,False,protein,5
ACOT2,0.0,,False,protein,2
MTNR1B,0.0,,False,protein,21
GPX3,0.0,,False,protein,1
NUDT4,0.0,,False,protein,1
IGDCC4,0.0,,False,protein,1
UPF2,0.0,,False,protein,89
DTX1,0.0,,False,protein,23
IL5,0.0,,False,protein,3
SDSL,0.0,,False,protein,1
ZNF513,0.0,,False,protein,4
SEPT4,0.0,,False,protein,14
ZC3H10,0.0,,False,protein,7
EPHA7,0.0,,False,protein,12
ZFAND6,0.0,,False,protein,8
BVES,0.0,,False,protein,1
CCNT1,0.0,,False,protein,61
TIMM8A,0.0,,False,protein,9
PDZK1,0.0,,False,protein,31
MYO1D,0.0,,False,protein,28
STXBP5,0.0,,False,protein,4
TMEM2,0.0,,False,protein,1
MORN2,0.0,,False,protein,2
DSG3,0.0,,False,protein,5
THOC3,0.0,,False,protein,20
IL15,0.0,,False,protein,6
GOPC,0.0,,False,protein,70
NDUFAB1,0.0,,False,protein,4
ISYNA1,0.0,,False,protein,6
POLK,0.0,,False,protein,13
NOTCH2,0.0,,False,protein,42
SPSB1,0.0,,False,protein,18
INTS2,0.0,,False,protein,16
LECT1,0.0,,False,protein,3
CHRNG,0.0,,False,protein,7
PPY,0.0,,False,protein,1
PIP4K2A,0.0,,False,protein,6
DHX30,0.0,,False,protein,48
ZKSCAN5,0.0,,False,protein,6
MSN,0.0,,False,protein,87
CTSB,0.0,,False,protein,45
ARPC5,0.0,,False,protein,27
ARRB2,0.0,,False,protein,332
LSR,0.0,,False,protein,8
KRTAP10-7,0.0,,False,protein,213
NDFIP1,0.0,,False,protein,7
VPS53,0.0,,False,protein,11
PHF11,0.0,,False,protein,5
NR2C2AP,0.0,,False,protein,5
ZNF639,0.0,,False,protein,5
MED18,0.0,,False,protein,37
FAM98B,0.0,,False,protein,13
STMN4,0.0,,False,protein,3
H3F3C,0.0,,False,protein,13
HDGFRP2,0.0,,False,protein,9
TMSB10,0.0,,False,protein,10
ERAP2,0.0,,False,protein,1
HINT2,0.0,,False,protein,1
MORN4,0.0,,False,protein,16
ZNF317,0.0,,False,protein,6
CDON,0.0,,False,protein,6
YLPM1,0.0,,False,protein,28
C9ORF78,0.0,,False,protein,14
ALDH9A1,0.0,,False,protein,14
KRT37,0.0,,False,protein,3
KCNG3,0.0,,False,protein,4
PARP14,0.0,,False,protein,11
RBP4,0.0,,False,protein,5
DUSP4,0.0,,False,protein,8
JAGN1,0.0,,False,protein,4
PSMF1,0.0,,False,protein,26
KANK1,0.0,,False,protein,14
NOL12,0.0,,False,protein,11
LOC102724560,0.0,,False,protein,44
ACTN2,0.0,,False,protein,65
PPP1R1B,0.0,,False,protein,10
ANO9,0.0,,False,protein,1
C1QL3,0.0,,False,protein,1
DIS3L2,0.0,,False,protein,8
SH3GLB1,0.0,,False,protein,59
AFF2,0.0,,False,protein,4
NDUFS2,0.0,,False,protein,25
ARRDC2,0.0,,False,protein,1
CLDN1,0.0,,False,protein,14
NEK8,0.0,,False,protein,13
ZNF8,0.0,,False,protein,17
NCAPG2,0.0,,False,protein,9
DYSTROPHIN,0.0,,False,protein,2
KCNA1,0.0,,False,protein,9
C16ORF13,0.0,,False,protein,1
DEFA3,0.0,,False,protein,1
HAAO,0.0,,False,protein,5
YY2,0.0,,False,protein,4
TOX3,0.0,,False,protein,1
KIAA1377,0.0,,False,protein,99
FOLH1,0.0,,False,protein,3
SLC6A2,0.0,,False,protein,5
HELB,0.0,,False,protein,4
C16ORF72,0.0,,False,protein,2
NR4A3,0.0,,False,protein,6
PITPNA,0.0,,False,protein,13
KLRC2,0.0,,False,protein,4
MORC1,0.0,,False,protein,1
FAM114A1,0.0,,False,protein,17
CD99L2,0.0,,False,protein,1
EXOSC3,0.0,,False,protein,19
PRKAR2A,0.0,,False,protein,49
CYP39A1,0.0,,False,protein,4
ADORA2A,0.0,,False,protein,12
ZNF708,0.0,,False,protein,2
RDH11,0.0,,False,protein,4
EIF2S1,0.0,,False,protein,63
R3HCC1L,0.0,,False,protein,4
DEK,0.0,,False,protein,49
GADD45A,0.0,,False,protein,83
RNF182,0.0,,False,protein,3
PPP1R12B,0.0,,False,protein,8
NBPF11,0.0,,False,protein,1
VPS37C,0.0,,False,protein,35
ENAH,0.0,,False,protein,33
STRBP,0.0,,False,protein,23
ANAPC10,0.0,,False,protein,22
SBF2,0.0,,False,protein,3
LBH,0.0,,False,protein,2
POF1B,0.0,,False,protein,3
IFI27L2,0.0,,False,protein,2
TLX2,0.0,,False,protein,9
TSPAN3,0.0,,False,protein,2
OTUD6A,0.0,,False,protein,6
VPREB1,0.0,,False,protein,4
UGDH,0.0,,False,protein,26
GSDMB,0.0,,False,protein,6
DFFB,0.0,,False,protein,13
PPBP,2.5057,Secreted Factors,True,protein,23
CENPA,0.0,,False,protein,72
CFAP53,0.0,,False,protein,8
TWF2,0.0,,False,protein,50
LRRC61,0.0,,False,protein,1
PRKAG2,0.0,,False,protein,16
TRIM55,0.0,,False,protein,91
MICALCL,0.0,,False,protein,1
SGK3,0.0,,False,protein,8
AUNIP,0.0,,False,protein,1
CCBL2,0.0,,False,protein,5
PTCHD2,0.0,,False,protein,5
LCE2A,0.0,,False,protein,14
DPYD,0.0,,False,protein,3
ZBTB17,0.0,,False,protein,30
BZW2,0.0,,False,protein,21
MICAL3,0.0,,False,protein,5
RNF175,0.0,,False,protein,2
SCN3A,0.0,,False,protein,4
MS4A2,0.0,,False,protein,9
SSH3,0.0,,False,protein,3
MICU2,0.0,,False,protein,1
MIF,0.0,,False,protein,43
ADCY8,0.0,,False,protein,3
ARHGDIA,0.0,,False,protein,70
CDKN1A,0.0,,False,protein,267
CDH1,0.0,,False,protein,152
SSX3,0.0,,False,protein,15
CYB561,0.0,,False,protein,3
CYP27A1,0.0,,False,protein,1
BCE1,0.0,,False,protein,1
ANAPC2,0.0,,False,protein,40
SLC17A9,0.0,,False,protein,1
PMVK,0.0,,False,protein,9
HIST1H2AE,0.0,,False,protein,49
POLD3,0.0,,False,protein,20
BTN3A3,0.0,,False,protein,2
C1QTNF1,0.0,,False,protein,6
RAP1A,0.0,,False,protein,64
RNPC4,0.0,,False,protein,7
MBOAT7,0.0,,False,protein,4
LOXL1,0.0,,False,protein,8
ATP6V1H,0.0,,False,protein,32
SHH,0.0,,False,protein,9
HENMT1,0.0,,False,protein,1
MAPK10,0.0,,False,protein,44
EXOSC2,0.0,,False,protein,32
SMCP,0.0,,False,protein,22
MRPS18A,0.0,,False,protein,1
RHOA,0.0,,False,protein,132
CCKAR,0.0,,False,protein,2
B-RAF,0.0,,False,protein,1
CRISPLD2,0.0,,False,protein,1
ANKRD1,0.0,,False,protein,17
SSR3,0.0,,False,protein,26
TOR1AIP2,0.0,,False,protein,17
DCTN1,0.0,,False,protein,85
E2F5,0.0,,False,protein,9
RAP1GDS1,0.0,,False,protein,40
ATP8,0.0,,False,protein,5
IGF2BP3,0.0,,False,protein,66
RNF32,0.0,,False,protein,42
UBN2,0.0,,False,protein,1
OPTN,0.0,,False,protein,100
TTBK1,0.0,,False,protein,8
TSTA3,0.0,,False,protein,13
CYBRD1,0.0,,False,protein,2
BCAP31,0.0,,False,protein,45
ANGPTL1,0.0,,False,protein,2
CD300LD,0.0,,False,protein,1
MED12L,0.0,,False,protein,2
SDC2,6.3627,ECM-affiliated Proteins,True,protein,35
SCAF1,0.0,,False,protein,4
FANCM,0.0,,False,protein,24
RNF115,0.0,,False,protein,30
PCSK2,0.0,,False,protein,2
POLR2B,0.0,,False,protein,79
SYBU,0.0,,False,protein,6
OSGEP,0.0,,False,protein,59
NRP2,0.0,,False,protein,14
VIMP,0.0,,False,protein,21
FKBP1A,0.0,,False,protein,29
USP17L2,0.0,,False,protein,7
CD68,0.0,,False,protein,2
WIF1,0.0,,False,protein,10
MTHFD1,0.0,,False,protein,56
HELZ2,0.0,,False,protein,5
TOP3B,0.0,,False,protein,24
DNM1,0.0,,False,protein,71
CHRAC1,0.0,,False,protein,21
PPFIA4,0.0,,False,protein,6
LIN54,0.0,,False,protein,13
CACNB1,0.0,,False,protein,8
PRR22,0.0,,False,protein,3
SAG,0.0,,False,protein,5
PCSK6,0.0,,False,protein,5
SQSTM1,0.0,,False,protein,197
C2ORF74,0.0,,False,protein,1
ALG3,0.0,,False,protein,1
ZNF324,0.0,,False,protein,2
GFAP,0.0,,False,protein,52
TSSC4,0.0,,False,protein,14
IGSF21,0.0,,False,protein,31
RNF39,0.0,,False,protein,1
NPEPPS,0.0,,False,protein,49
NFE2L1,0.0,,False,protein,19
UMPS,0.0,,False,protein,18
LEPR,0.0,,False,protein,24
RAD54L2,0.0,,False,protein,15
MRPL24,0.0,,False,protein,26
SLC38A1,0.0,,False,protein,1
SNRPB,0.0,,False,protein,103
BACH1,0.0,,False,protein,33
NKX2-1,3.42065,TF,True,protein,21
DCTN3,0.0,,False,protein,16
CD40,0.0,,False,protein,49
LEPROTL1,0.0,,False,protein,3
SORL1,0.0,,False,protein,13
POP1,0.0,,False,protein,46
MYCBP2,0.0,,False,protein,26
