,prize,Category,terminal,type,degree
MYO1B,0.0,,False,protein,25
RRBP1,0.0,,False,protein,36
CRYBB1,0.0,,False,protein,6
DNTTIP2,0.0,,False,protein,19
PHLPP2,0.0,,False,protein,15
LAPTM5,0.0,,False,protein,27
OPRM1,0.0,,False,protein,25
INPP5D,0.0,,False,protein,56
FOS,3.853171428571428,TF,True,protein,176
MARCKS,0.0,,False,protein,27
DLG1,0.0,,False,protein,88
ITPR1,0.0,,False,protein,41
CRP,0.0,,False,protein,22
RAI2,0.0,,False,protein,6
COL5A1,0.0,,False,protein,12
ZNF462,0.0,,False,protein,7
TNRC6B,0.0,,False,protein,37
ACOX3,0.0,,False,protein,2
PEAK1,0.0,,False,protein,3
PPIF,0.0,,False,protein,30
EPB41L3,0.0,,False,protein,35
RNASEH2C,0.0,,False,protein,3
WDR1,0.0,,False,protein,37
SOX9,0.0,,False,protein,18
UIMC1,0.0,,False,protein,63
DNAJB12,0.0,,False,protein,10
SFI1,0.0,,False,protein,15
BRICD5,0.0,,False,protein,1
HLA-DOA,0.0,,False,protein,3
CCDC43,0.0,,False,protein,4
MTHFS,0.0,,False,protein,1
GPI,0.0,,False,protein,22
VEPH1,0.0,,False,protein,7
MAFB,0.0,,False,protein,18
PLEKHM1,0.0,,False,protein,9
TCP1,0.0,,False,protein,114
COASY,0.0,,False,protein,13
IL6,0.0,,False,protein,7
GRIPAP1,0.0,,False,protein,15
POT1,0.0,,False,protein,202
SP4,0.0,,False,protein,16
SON,0.0,,False,protein,68
MYLK,0.0,,False,protein,22
CNTNAP1,0.0,,False,protein,15
SOX10,0.0,,False,protein,28
SEPT11,0.0,,False,protein,31
MARCH9,0.0,,False,protein,4
TFAM,0.0,,False,protein,23
AMOTL2,0.0,,False,protein,72
KAT5,0.0,,False,protein,211
POM121,0.0,,False,protein,24
TXNL1,0.0,,False,protein,50
ATP6V0D1,0.0,,False,protein,8
CRX,0.0,,False,protein,47
APOBEC1,0.0,,False,protein,7
USP43,0.0,,False,protein,10
CCDC146,0.0,,False,protein,35
EPHA1,0.0,,False,protein,6
TAGLN2,0.0,,False,protein,39
ATG9A,0.0,,False,protein,17
ZNF385A,0.0,,False,protein,3
KHDRBS2,0.0,,False,protein,71
EIF2B3,0.0,,False,protein,32
SMURF2,0.0,,False,protein,143
MAP3K3,0.0,,False,protein,191
PTPN5,0.0,,False,protein,12
CEBPA,4.028700000000001,TF,True,protein,109
AP4M1,0.0,,False,protein,14
RGPD6,0.0,,False,protein,8
SLC25A12,0.0,,False,protein,17
GAS2L2,0.0,,False,protein,1
RGS20,0.0,,False,protein,48
ATP8B1,0.0,,False,protein,2
FAM110C,0.0,,False,protein,4
TRIM65,0.0,,False,protein,10
RBM25,0.0,,False,protein,48
MAGI1,0.0,,False,protein,37
PCDHA4,0.0,,False,protein,16
POLD2,0.0,,False,protein,23
MT-RNR2,0.0,,False,protein,17
PLEKHB1,0.0,,False,protein,8
SEC14L4,0.0,,False,protein,5
MEA1,0.0,,False,protein,10
CDKN3,0.0,,False,protein,7
THAP11,0.0,,False,protein,18
ACOT8,0.0,,False,protein,7
DBNL,0.0,,False,protein,43
BATF,0.0,,False,protein,26
CNOT6,0.0,,False,protein,15
PPIG,0.0,,False,protein,30
PHKA1,0.0,,False,protein,7
CTNNBL1,0.0,,False,protein,44
TMEM30B,0.0,,False,protein,3
BMF,0.0,,False,protein,16
TIAL1,0.0,,False,protein,40
LRRC26,0.0,,False,protein,1
EIF3E,0.0,,False,protein,97
ABHD5,0.0,,False,protein,3
DBF4B,0.0,,False,protein,11
HTR2C,0.0,,False,protein,8
RBCK1,0.0,,False,protein,65
COLQ,0.0,,False,protein,3
GGT7,0.0,,False,protein,9
KCTD2,0.0,,False,protein,3
DDA1,0.0,,False,protein,72
DHRS2,0.0,,False,protein,9
MLLT11,0.0,,False,protein,2
SFRP4,0.0,,False,protein,19
OTUD7A,0.0,,False,protein,2
ZNF775,0.0,,False,protein,7
CHRNA4,0.0,,False,protein,7
CWC27,0.0,,False,protein,11
KIFC2,0.0,,False,protein,6
CNTNAP2,0.0,,False,protein,9
ADH5,0.0,,False,protein,12
ADAP2,0.0,,False,protein,7
CCDC170,0.0,,False,protein,2
BRAT1,0.0,,False,protein,4
JAKMIP1,0.0,,False,protein,5
GJD4,0.0,,False,protein,1
POLA2,0.0,,False,protein,42
CBFA2T2,0.0,,False,protein,25
RBBP7,0.0,,False,protein,117
BLM,0.0,,False,protein,68
PPP2R2A,0.0,,False,protein,55
FASTK,0.0,,False,protein,9
MATR3,0.0,,False,protein,72
CD4,0.0,,False,protein,96
SIAH1,0.0,,False,protein,153
DUSP1,0.0,,False,protein,19
COG2,0.0,,False,protein,8
MAP3K12,0.0,,False,protein,17
LOC101929829,0.0,,False,protein,3
SLC16A9,0.0,,False,protein,3
PIM1,0.0,,False,protein,41
TIMM23,0.0,,False,protein,11
VKORC1L1,0.0,,False,protein,1
TRIM29,0.0,,False,protein,42
MAPRE3,0.0,,False,protein,18
SRP9,0.0,,False,protein,35
ECHS1,0.0,,False,protein,51
VPREB3,0.0,,False,protein,2
PPIL4,0.0,,False,protein,7
ATF5,0.0,,False,protein,17
CCDC114,0.0,,False,protein,8
AKAP10,0.0,,False,protein,9
NFATC1,0.0,,False,protein,32
GKAP1,0.0,,False,protein,12
SND1,0.0,,False,protein,75
STAT1,3.5629,TF,True,protein,170
WRAP73,0.0,,False,protein,56
UBAP2,0.0,,False,protein,17
TPST1,0.0,,False,protein,6
SMARCD1,0.0,,False,protein,78
SRMS,0.0,,False,protein,3
PSMC4,0.0,,False,protein,90
UBAP2L,0.0,,False,protein,35
EYA3,0.0,,False,protein,8
PPIL2,0.0,,False,protein,7
DLG5,0.0,,False,protein,10
TFE3,0.0,,False,protein,47
RPL36,0.0,,False,protein,73
FUBP3,0.0,,False,protein,29
FBXO15,0.0,,False,protein,5
PLCB3,0.0,,False,protein,18
SAP130,0.0,,False,protein,31
HSPA4,0.0,,False,protein,278
RPL41,0.0,,False,protein,7
CTR9,0.0,,False,protein,30
NPY,0.0,,False,protein,8
PAG1,0.0,,False,protein,18
USO1,0.0,,False,protein,48
SLC9A3,0.0,,False,protein,11
SLC25A4,0.0,,False,protein,30
AKIP1,0.0,,False,protein,7
CHML,0.0,,False,protein,5
FER,0.0,,False,protein,22
MT2A,0.0,,False,protein,18
GLI1,3.79835,TF,True,protein,24
INTS12,0.0,,False,protein,8
TOR1A,0.0,,False,protein,19
DHX9,0.0,,False,protein,208
RGL2,0.0,,False,protein,15
PDCD1LG2,0.0,,False,protein,1
GPATCH8,0.0,,False,protein,11
IFIT1B,0.0,,False,protein,2
MED7,0.0,,False,protein,42
UGGT1,0.0,,False,protein,34
USP6,0.0,,False,protein,12
ILVBL,0.0,,False,protein,18
MED30,0.0,,False,protein,35
PPP1CB,0.0,,False,protein,74
AGO3,0.0,,False,protein,55
HOXB4,0.0,,False,protein,6
NOA1,0.0,,False,protein,18
BRE,0.0,,False,protein,38
EXOSC9,0.0,,False,protein,26
RAB2B,0.0,,False,protein,10
JAK2,0.0,,False,protein,113
PACRG,0.0,,False,protein,18
RPS15,0.0,,False,protein,70
ZNRF4,0.0,,False,protein,10
RND1,0.0,,False,protein,14
DRD1,0.0,,False,protein,13
DCUN1D4,0.0,,False,protein,8
AP3D1,0.0,,False,protein,25
MCL1,0.0,,False,protein,51
TBX22,0.0,,False,protein,4
KATNB1,0.0,,False,protein,11
MRPL44,0.0,,False,protein,45
VRK2,0.0,,False,protein,21
NUPR1,0.0,,False,protein,24
HNRNPD,0.0,,False,protein,170
PGLS,0.0,,False,protein,16
NGDN,0.0,,False,protein,3
FXYD6,0.0,,False,protein,15
PPID,0.0,,False,protein,40
NNMT,0.0,,False,protein,2
SRSF3,0.0,,False,protein,106
LRRK2,0.0,,False,protein,272
ASB5,0.0,,False,protein,22
KRT18,0.0,,False,protein,113
GRID1,0.0,,False,protein,3
THBD,0.0,,False,protein,5
DRD2,0.0,,False,protein,23
DDX50,0.0,,False,protein,20
DUT,0.0,,False,protein,18
HAGHL,0.0,,False,protein,1
HNRNPUL2,0.0,,False,protein,29
MIB2,0.0,,False,protein,11
MYDGF,0.0,,False,protein,8
CRYGD,0.0,,False,protein,3
SAT2,0.0,,False,protein,6
CCDC106,0.0,,False,protein,13
RPH3A,0.0,,False,protein,15
DCXR,0.0,,False,protein,4
PUS1,0.0,,False,protein,23
HOOK1,0.0,,False,protein,19
RNF126,0.0,,False,protein,34
ADRB3,0.0,,False,protein,3
EID2B,0.0,,False,protein,6
CBWD5,0.0,,False,protein,1
SF3A1,0.0,,False,protein,125
METTL21B,0.0,,False,protein,53
PDIA6,0.0,,False,protein,58
SPTAN1,0.0,,False,protein,121
YOD1,0.0,,False,protein,18
HGF,0.0,,False,protein,20
HIPK3,0.0,,False,protein,31
CDCA8,0.0,,False,protein,21
UBLCP1,0.0,,False,protein,5
CLIC2,0.0,,False,protein,4
JPH1,0.0,,False,protein,4
PDX1,0.0,,False,protein,15
HBP1,0.0,,False,protein,20
ASMTL,0.0,,False,protein,8
BECN1,0.0,,False,protein,70
APIP,0.0,,False,protein,21
PTOV1,0.0,,False,protein,13
PLCB2,0.0,,False,protein,14
TRIM74,0.0,,False,protein,13
SSX2B,0.0,,False,protein,20
LSM14A,0.0,,False,protein,11
TTC4,0.0,,False,protein,30
PSMG1,0.0,,False,protein,23
RHPN2,0.0,,False,protein,15
ZBTB43,0.0,,False,protein,24
TUB,0.0,,False,protein,10
UBE3D,0.0,,False,protein,3
PSMB8,0.0,,False,protein,39
KHSRP,0.0,,False,protein,65
MRPL42,0.0,,False,protein,25
FAP,0.0,,False,protein,13
NDUFAF3,0.0,,False,protein,17
HMX3,0.0,,False,protein,2
KRT15,0.0,,False,protein,120
RPS17,0.0,,False,protein,81
LMNA,0.0,,False,protein,222
RPS29,0.0,,False,protein,54
SPAG9,0.0,,False,protein,30
VIL1,0.0,,False,protein,9
ABCC5,0.0,,False,protein,4
CC2D1B,0.0,,False,protein,5
TMEM256,0.0,,False,protein,9
GEMIN2,0.0,,False,protein,37
ARSA,0.0,,False,protein,8
CTTNBP2,0.0,,False,protein,25
INIP,0.0,,False,protein,6
RGS7,0.0,,False,protein,17
IL11RA,0.0,,False,protein,1
FATE1,0.0,,False,protein,54
RAB3D,0.0,,False,protein,14
CACNG2,0.0,,False,protein,11
KAT8,0.0,,False,protein,34
BRCA2,0.0,,False,protein,56
FOXN3,0.0,,False,protein,4
PRKCG,0.0,,False,protein,63
RPL6,0.0,,False,protein,159
INSR,0.0,,False,protein,95
ELP5,0.0,,False,protein,7
KATNAL1,0.0,,False,protein,7
ALAD,0.0,,False,protein,17
STAM,0.0,,False,protein,54
HOXA2,0.0,,False,protein,6
CDK8,0.0,,False,protein,88
DNAJC19,0.0,,False,protein,8
RAD23B,0.0,,False,protein,84
RBBP9,0.0,,False,protein,5
TYMSOS,0.0,,False,protein,10
PSD,0.0,,False,protein,8
DCDC2B,0.0,,False,protein,5
CLHC1,0.0,,False,protein,3
PCF11,0.0,,False,protein,7
ZNF662,0.0,,False,protein,2
SLC2A4RG,0.0,,False,protein,1
TNR,0.0,,False,protein,15
GRIK1,0.0,,False,protein,6
PCK1,0.0,,False,protein,69
SERPINB9,0.0,,False,protein,31
DDX51,0.0,,False,protein,4
USP20,0.0,,False,protein,58
ATP6V0D2,0.0,,False,protein,5
YARS,0.0,,False,protein,20
ESRRA,0.0,,False,protein,44
GP1BA,0.0,,False,protein,15
EEF1DP3,0.0,,False,protein,1
BMPR1B,0.0,,False,protein,68
RIBC2,0.0,,False,protein,25
AP2B1,0.0,,False,protein,78
CTLA4,0.0,,False,protein,14
TXNIP,0.0,,False,protein,20
TM7SF2,0.0,,False,protein,4
HSD17B4,0.0,,False,protein,27
KCNQ5,0.0,,False,protein,4
MVK,0.0,,False,protein,6
THOC5,0.0,,False,protein,30
PYGL,0.0,,False,protein,29
TNS2,0.0,,False,protein,35
SPSB4,0.0,,False,protein,8
HOXC4,0.0,,False,protein,14
FAM122A,0.0,,False,protein,2
ITIH1,0.0,,False,protein,3
MTMR6,0.0,,False,protein,7
BEX1,0.0,,False,protein,16
ACAT2,0.0,,False,protein,31
NEDD4L,0.0,,False,protein,160
NECAP1,0.0,,False,protein,9
POP7,0.0,,False,protein,18
ATP5B,0.0,,False,protein,99
POLR2J,0.0,,False,protein,41
RBFOX1,0.0,,False,protein,36
PRICKLE1,0.0,,False,protein,6
SCML2,0.0,,False,protein,10
TARS2,0.0,,False,protein,9
IL12B,0.0,,False,protein,4
KLK2,0.0,,False,protein,15
ZNHIT6,0.0,,False,protein,6
ZNF121,0.0,,False,protein,3
FYN,0.0,,False,protein,294
PRMT5,0.0,,False,protein,131
C19ORF43,0.0,,False,protein,4
ANKLE2,0.0,,False,protein,8
SRXN1,0.0,,False,protein,35
ETV5,0.0,,False,protein,14
GSG1,0.0,,False,protein,1
SAMD1,0.0,,False,protein,3
F7,0.0,,False,protein,17
HDGF,0.0,,False,protein,178
TMOD2,0.0,,False,protein,7
SRM,0.0,,False,protein,9
DBN1,0.0,,False,protein,66
LGALS3,0.0,,False,protein,37
RDX,0.0,,False,protein,41
FREM1,0.0,,False,protein,1
SP8,0.0,,False,protein,3
COMMD3-BMI1,0.0,,False,protein,358
SSBP4,0.0,,False,protein,7
CBLC,0.0,,False,protein,38
ANAPC4,0.0,,False,protein,38
COPB1,0.0,,False,protein,65
PFN1,0.0,,False,protein,52
GGN,0.0,,False,protein,6
AP3B2,0.0,,False,protein,9
BYSL,0.0,,False,protein,89
ACTL6A,0.0,,False,protein,61
PIP4K2C,0.0,,False,protein,3
TUBG1,0.0,,False,protein,183
CSNK2B,0.0,,False,protein,249
ACADVL,0.0,,False,protein,10
HMGN3,0.0,,False,protein,9
DLGAP3,0.0,,False,protein,19
HYLS1,0.0,,False,protein,2
ATP12A,0.0,,False,protein,4
CPSF1,0.0,,False,protein,48
TPM2,0.0,,False,protein,39
PTDSS1,0.0,,False,protein,3
SNX8,0.0,,False,protein,15
RNASET2,0.0,,False,protein,8
RASD1,0.0,,False,protein,11
TMEM79,0.0,,False,protein,14
CCT2,0.0,,False,protein,123
ZNF232,0.0,,False,protein,7
DARS,0.0,,False,protein,56
CAPZA1,0.0,,False,protein,59
IL1RL1,0.0,,False,protein,8
APLNR,0.0,,False,protein,1
KEL,0.0,,False,protein,6
YBX1,0.0,,False,protein,156
FGF1,0.0,,False,protein,15
BIRC8,0.0,,False,protein,15
TRIM47,0.0,,False,protein,14
RPIA,0.0,,False,protein,14
MCF2L2,0.0,,False,protein,2
CALU,0.0,,False,protein,85
SRCAP,0.0,,False,protein,25
CAPNS2,0.0,,False,protein,1
RFX6,0.0,,False,protein,25
S100A11,0.0,,False,protein,17
ITGA11,0.0,,False,protein,2
AKT1S1,0.0,,False,protein,18
MYL6,0.0,,False,protein,47
P2RX6,0.0,,False,protein,2
PTPRE,0.0,,False,protein,11
POLRMT,0.0,,False,protein,11
DYNLT1,0.0,,False,protein,24
RFC3,0.0,,False,protein,31
ICAM3,0.0,,False,protein,10
VPS18,0.0,,False,protein,25
GNPDA1,0.0,,False,protein,28
TUBA1C,0.0,,False,protein,77
LAMP3,0.0,,False,protein,4
MCCC1,0.0,,False,protein,9
EIF4EBP1,0.0,,False,protein,40
NXF2B,0.0,,False,protein,10
CAPN7,0.0,,False,protein,10
PCYT2,0.0,,False,protein,18
MAGEC1,0.0,,False,protein,9
C22ORF23,0.0,,False,protein,1
TUBB6,0.0,,False,protein,54
JDP2,0.0,,False,protein,20
DMC1,0.0,,False,protein,12
NDUFB10,0.0,,False,protein,20
SRP72,0.0,,False,protein,24
FN1,0.0,,False,protein,754
TXNDC17,0.0,,False,protein,29
ZC3H18,0.0,,False,protein,33
LIMA1,0.0,,False,protein,31
GSS,0.0,,False,protein,27
SPAG11B,0.0,,False,protein,1
CYHR1,0.0,,False,protein,16
TTC9C,0.0,,False,protein,29
CEP192,0.0,,False,protein,19
SLC39A13,0.0,,False,protein,2
ZNF83,0.0,,False,protein,3
GPRASP1,0.0,,False,protein,48
SCLT1,0.0,,False,protein,5
SYT2,0.0,,False,protein,8
POLR2I,0.0,,False,protein,21
ATXN3,0.0,,False,protein,62
SH3BP2,0.0,,False,protein,29
TBC1D25,0.0,,False,protein,8
CTBP1,0.0,,False,protein,122
PLS3,0.0,,False,protein,27
YIPF3,0.0,,False,protein,13
NDUFV1,0.0,,False,protein,35
PPT1,0.0,,False,protein,12
ATP6V1A,0.0,,False,protein,46
SH3D19,0.0,,False,protein,12
ZSCAN22,0.0,,False,protein,5
FRG1,0.0,,False,protein,8
CDV3,0.0,,False,protein,31
NOL9,0.0,,False,protein,12
GDAP1,0.0,,False,protein,6
TNFRSF10D,0.0,,False,protein,47
SERPINB4,0.0,,False,protein,10
CCDC112,0.0,,False,protein,7
USP22,0.0,,False,protein,45
FBXL5,0.0,,False,protein,20
ARNT2,0.0,,False,protein,59
C1QTNF9,0.0,,False,protein,17
KRTAP4-12,0.0,,False,protein,109
HDAC5,2.6257,TF,True,protein,341
PPP6C,0.0,,False,protein,33
TMEM165,0.0,,False,protein,6
FGF4,0.0,,False,protein,5
GLCCI1,0.0,,False,protein,4
CBY1,0.0,,False,protein,10
THOC1,0.0,,False,protein,40
SHFM1,0.0,,False,protein,133
HLA-G,0.0,,False,protein,11
KIF4A,0.0,,False,protein,11
C10ORF35,0.0,,False,protein,2
NPHS2,0.0,,False,protein,6
ZC4H2,0.0,,False,protein,8
NOC2L,0.0,,False,protein,29
KLHL5,0.0,,False,protein,6
THRAP3,0.0,,False,protein,91
PIGR,0.0,,False,protein,10
ZMYM2,0.0,,False,protein,37
GOLGA2,0.0,,False,protein,305
PLP1,0.0,,False,protein,9
SCNN1D,0.0,,False,protein,5
BACE2,0.0,,False,protein,2
COL4A3BP,0.0,,False,protein,18
RPRD1B,0.0,,False,protein,39
CDC34,0.0,,False,protein,59
DVL2,0.0,,False,protein,98
FBN1,0.0,,False,protein,35
OTUD6B,0.0,,False,protein,13
CSNK2A2,0.0,,False,protein,180
MARK2,0.0,,False,protein,62
EFNB1,0.0,,False,protein,20
CDCA3,0.0,,False,protein,10
IL1B,0.0,,False,protein,15
VDAC2,0.0,,False,protein,53
IER2,0.0,,False,protein,3
ZHX2,0.0,,False,protein,14
GSC,0.0,,False,protein,4
SMYD1,0.0,,False,protein,19
DUSP23,0.0,,False,protein,25
LRRC3,0.0,,False,protein,1
FOXJ3,0.0,,False,protein,7
SMAP2,0.0,,False,protein,7
ZMYM3,0.0,,False,protein,14
MAPK9,0.0,,False,protein,95
CYFIP1,0.0,,False,protein,39
UNG,0.0,,False,protein,15
NUTM1,0.0,,False,protein,23
KIN,0.0,,False,protein,5
RASGRF2,0.0,,False,protein,5
SPI1,2.906085714285714,TF,True,protein,50
TTC25,0.0,,False,protein,11
DYNC2H1,0.0,,False,protein,4
IREB2,0.0,,False,protein,13
TLE4,0.0,,False,protein,14
TFDP3,0.0,,False,protein,11
PRCC,0.0,,False,protein,11
PSMD2,0.0,,False,protein,193
EIF1AY,0.0,,False,protein,5
TBX2,0.0,,False,protein,7
ANXA3,3.3679,ECM-affiliated Proteins,True,protein,13
NFKBIE,0.0,,False,protein,52
SLX4IP,0.0,,False,protein,13
TULP3,0.0,,False,protein,64
CCL7,0.0,,False,protein,17
SCAF11,0.0,,False,protein,15
AHCY,0.0,,False,protein,58
PIK3R1,0.0,,False,protein,279
MMGT1,0.0,,False,protein,22
EXOSC7,0.0,,False,protein,25
AVPI1,0.0,,False,protein,8
VAMP2,0.0,,False,protein,63
INTS10,0.0,,False,protein,20
GLOD4,0.0,,False,protein,6
CPT1A,0.0,,False,protein,28
HRSP12,0.0,,False,protein,20
EFHC1,0.0,,False,protein,6
SARM1,0.0,,False,protein,19
UBL7,0.0,,False,protein,28
SEZ6,0.0,,False,protein,2
HLA-DRB3,0.0,,False,protein,13
UBE4A,0.0,,False,protein,15
VRK1,0.0,,False,protein,20
SASS6,0.0,,False,protein,8
ITGB5,0.0,,False,protein,45
PLXNA2,0.0,,False,protein,9
RTCA,0.0,,False,protein,27
RECQL5,0.0,,False,protein,35
MOCS2,0.0,,False,protein,7
DMAP1,0.0,,False,protein,43
MAP2K6,0.0,,False,protein,20
UBAC1,0.0,,False,protein,33
RIN3,0.0,,False,protein,15
TSC1,0.0,,False,protein,52
MED1,0.0,,False,protein,87
TMEM234,0.0,,False,protein,2
CLU,0.0,,False,protein,78
RELN,0.0,,False,protein,7
DDX39A,0.0,,False,protein,30
CRHR2,0.0,,False,protein,4
IL4,0.0,,False,protein,8
CTTNBP2NL,0.0,,False,protein,26
COPS4,0.0,,False,protein,75
JADE1,0.0,,False,protein,21
CYTIP,0.0,,False,protein,4
C4ORF46,0.0,,False,protein,4
SLC15A3,0.0,,False,protein,10
TMEM120A,0.0,,False,protein,4
PRPF31,0.0,,False,protein,88
DERL1,0.0,,False,protein,54
RBPMS,0.0,,False,protein,177
PPM1B,0.0,,False,protein,41
TAOK3,0.0,,False,protein,7
CENPH,0.0,,False,protein,16
CCL20,0.0,,False,protein,5
ANKS1A,0.0,,False,protein,13
EVI5,0.0,,False,protein,7
SPG20,0.0,,False,protein,29
EIF5,0.0,,False,protein,48
RBBP4,0.0,,False,protein,163
FCAR,0.0,,False,protein,7
SNRNP27,0.0,,False,protein,5
PSMD3,0.0,,False,protein,91
EFS,0.0,,False,protein,24
TFPT,0.0,,False,protein,37
FGD4,0.0,,False,protein,1
GTF3C2,0.0,,False,protein,19
CEBPG,0.0,,False,protein,32
HMP19,0.0,,False,protein,13
FGF6,0.0,,False,protein,4
CAB39L,0.0,,False,protein,5
EZH2,0.0,,False,protein,237
CALML5,0.0,,False,protein,13
DNMT3B,0.0,,False,protein,67
RGS18,0.0,,False,protein,4
KRTAP9-3,0.0,,False,protein,3
KCNE3,0.0,,False,protein,10
LMX1A,0.0,,False,protein,5
SPRYD7,0.0,,False,protein,4
POLR3B,0.0,,False,protein,12
STAU1,0.0,,False,protein,292
REL,3.398425,TF,True,protein,226
ASB7,0.0,,False,protein,17
ZBTB49,0.0,,False,protein,7
NPHP4,0.0,,False,protein,7
AHSA1,0.0,,False,protein,41
NACC2,0.0,,False,protein,9
TNKS2,0.0,,False,protein,31
CHD2,0.0,,False,protein,11
CRLF3,0.0,,False,protein,11
MAEL,0.0,,False,protein,1
SEPT12,0.0,,False,protein,2
APOD,0.0,,False,protein,12
DOK3,0.0,,False,protein,12
TUBB,0.0,,False,protein,228
UNC13B,0.0,,False,protein,15
TUBGCP2,0.0,,False,protein,58
SPSB2,0.0,,False,protein,10
ZNF446,0.0,,False,protein,25
RAB2A,0.0,,False,protein,30
CNTROB,0.0,,False,protein,11
CREB3L1,0.0,,False,protein,30
RUNX1T1,0.0,,False,protein,64
ADD3,0.0,,False,protein,7
PJA2,0.0,,False,protein,18
LINC01588,0.0,,False,protein,4
ACTR1B,0.0,,False,protein,16
MYOZ2,0.0,,False,protein,14
MEPCE,0.0,,False,protein,171
ASTE1,0.0,,False,protein,2
C19ORF66,0.0,,False,protein,33
TMEM65,0.0,,False,protein,7
TACR1,0.0,,False,protein,5
LCP1,0.0,,False,protein,8
ONECUT1,0.0,,False,protein,7
NLRP1,0.0,,False,protein,15
PKIG,0.0,,False,protein,6
ISL1,0.0,,False,protein,20
ATF6,0.0,,False,protein,20
PRKDC,0.0,,False,protein,237
RHBDL3,0.0,,False,protein,4
GNB2,0.0,,False,protein,79
WNK1,0.0,,False,protein,81
KCNN2,0.0,,False,protein,4
PEX14,0.0,,False,protein,61
NKD1,0.0,,False,protein,4
TRPC1,0.0,,False,protein,21
LIPF,0.0,,False,protein,3
LGALS2,0.0,,False,protein,8
BTRC,0.0,,False,protein,173
PRMT3,0.0,,False,protein,34
ZC3H12A,0.0,,False,protein,14
TNC,6.7182,ECM Glycoproteins,True,protein,14
EPAS1,0.0,,False,protein,114
CYP2C9,0.0,,False,protein,9
RBMS1,0.0,,False,protein,28
RAB7A,0.0,,False,protein,60
FAM63B,0.0,,False,protein,1
PARP2,0.0,,False,protein,67
TAZ,0.0,,False,protein,10
MYL12B,0.0,,False,protein,19
RPL26,0.0,,False,protein,57
PDHA1,0.0,,False,protein,32
MYEF2,0.0,,False,protein,18
SSX2IP,0.0,,False,protein,96
CDC14B,0.0,,False,protein,14
NXF3,0.0,,False,protein,7
DCAF12,0.0,,False,protein,7
TFG,0.0,,False,protein,56
FYTTD1,0.0,,False,protein,20
SURF1,0.0,,False,protein,18
NCAPH,0.0,,False,protein,19
MRPL49,0.0,,False,protein,22
EDN1,0.0,,False,protein,10
CRELD1,0.0,,False,protein,11
RPL29,0.0,,False,protein,59
MAPK8IP1,0.0,,False,protein,32
WDR92,0.0,,False,protein,16
CAMK2N2,0.0,,False,protein,4
NOC4L,0.0,,False,protein,25
PCSK9,0.0,,False,protein,25
APOA1BP,0.0,,False,protein,5
MED26,0.0,,False,protein,82
RPL10A,0.0,,False,protein,106
MAP3K14,0.0,,False,protein,135
IRF7,0.0,,False,protein,45
PRMT2,0.0,,False,protein,25
MBD3L2,0.0,,False,protein,10
STAT6,4.141925,TF,True,protein,64
GLTSCR1,0.0,,False,protein,8
GFI1,0.0,,False,protein,19
CYB5R2,0.0,,False,protein,8
EMC10,0.0,,False,protein,5
PLA2G7,0.0,,False,protein,1
FYCO1,0.0,,False,protein,26
ARHGEF28,0.0,,False,protein,9
RAD51AP1,0.0,,False,protein,8
RAPGEF3,0.0,,False,protein,14
PLXNA3,0.0,,False,protein,8
CEP350,0.0,,False,protein,15
HABP4,0.0,,False,protein,33
RPS24,0.0,,False,protein,145
PIP,0.0,,False,protein,11
SIRT7,0.0,,False,protein,658
SSBP2,0.0,,False,protein,13
TULP1,0.0,,False,protein,3
CDC7,0.0,,False,protein,27
LDLRAP1,0.0,,False,protein,7
SEPT5,0.0,,False,protein,20
SLN,0.0,,False,protein,6
OGT,0.0,,False,protein,60
ID4,0.0,,False,protein,11
LDB1,0.0,,False,protein,34
PELP1,0.0,,False,protein,51
SFXN1,0.0,,False,protein,40
VAMP8,0.0,,False,protein,27
MGA,0.0,,False,protein,21
KIAA1279,0.0,,False,protein,36
GTF3C3,0.0,,False,protein,30
RBBP8,0.0,,False,protein,47
AK2,0.0,,False,protein,24
FBLIM1,0.0,,False,protein,6
ARFGAP3,0.0,,False,protein,5
CD101,0.0,,False,protein,4
ZNF592,0.0,,False,protein,10
KLK5,0.0,,False,protein,12
RILP,0.0,,False,protein,8
IFI35,0.0,,False,protein,7
ARRDC3,0.0,,False,protein,22
NPVF,0.0,,False,protein,3
ZKSCAN4,0.0,,False,protein,9
ARAP1,0.0,,False,protein,18
SEC22B,0.0,,False,protein,51
HECW2,0.0,,False,protein,285
RBMS2,0.0,,False,protein,10
KRT10,0.0,,False,protein,44
PFDN6,0.0,,False,protein,25
APPL1,0.0,,False,protein,61
DLGAP5,0.0,,False,protein,8
P2RY4,0.0,,False,protein,2
SMAD6,0.0,,False,protein,53
ZSWIM7,0.0,,False,protein,7
CASP3,0.0,,False,protein,171
DLG2,0.0,,False,protein,44
SMC3,0.0,,False,protein,91
ATP6V1D,0.0,,False,protein,24
KCNB1,0.0,,False,protein,15
GIT2,0.0,,False,protein,46
CTH,0.0,,False,protein,9
DNAJC11,0.0,,False,protein,9
ALDH2,0.0,,False,protein,16
NR2F2,0.0,,False,protein,23
UHRF1,0.0,,False,protein,36
LRRCC1,0.0,,False,protein,3
DOCK7,0.0,,False,protein,42
CIAO1,0.0,,False,protein,111
YWHAH,0.0,,False,protein,157
MUSTN1,0.0,,False,protein,1
NPHS1,0.0,,False,protein,14
DSN1,0.0,,False,protein,14
HES1,0.0,,False,protein,40
