name	prize	Category	Division
CELA2B	2.139	ECM Regulators	Matrisome-associated
NTNG1	2.804	ECM Glycoproteins	Core matrisome
FNDC7	2.2984	ECM Glycoproteins	Core matrisome
BCAN	2.9306	Proteoglycans	Core matrisome
PAPPA2	2.1154	ECM Regulators	Matrisome-associated
PRG4	3.0185000000000004	Proteoglycans	Core matrisome
IL19	5.9538	Secreted Factors	Matrisome-associated
IL20	4.0639	Secreted Factors	Matrisome-associated
WNT3A	2.6609	Secreted Factors	Matrisome-associated
FCN3	2.6757	ECM-affiliated Proteins	Matrisome-associated
COL9A2	3.3617	Collagens	Core matrisome
COL11A1	5.0277	Collagens	Core matrisome
TCHH	3.5671	Secreted Factors	Matrisome-associated
S100A12	2.2836999999999996	Secreted Factors	Matrisome-associated
S100A8	2.7571000000000003	Secreted Factors	Matrisome-associated
S100A3	2.2636000000000003	Secreted Factors	Matrisome-associated
S100A2	3.0111	Secreted Factors	Matrisome-associated
ITLN1	2.4257	ECM-affiliated Proteins	Matrisome-associated
ITLN2	3.3377999999999997	ECM-affiliated Proteins	Matrisome-associated
BRINP3	2.5737	Secreted Factors	Matrisome-associated
LEFTY1	2.1464	Secreted Factors	Matrisome-associated
VIT	3.3548	ECM Glycoproteins	Core matrisome
VWC2L	2.2394999999999996	Secreted Factors	Matrisome-associated
INHA	4.0639	Secreted Factors	Matrisome-associated
EFEMP1	2.2024	ECM Glycoproteins	Core matrisome
IHH	4.9305	Secreted Factors	Matrisome-associated
CLEC3B	3.2942	ECM-affiliated Proteins	Matrisome-associated
SEMA3B	2.2211	ECM-affiliated Proteins	Matrisome-associated
ZPLD1	4.2244	ECM Glycoproteins	Core matrisome
COL6A6	2.0065	Collagens	Core matrisome
VWA5B2	2.1780999999999997	ECM Glycoproteins	Core matrisome
WNT7A	2.9777	Secreted Factors	Matrisome-associated
HYAL1	2.1756	ECM Regulators	Matrisome-associated
SEMA3G	2.1921999999999997	ECM-affiliated Proteins	Matrisome-associated
ABI3BP	2.4248999999999996	ECM Glycoproteins	Core matrisome
SEMA5B	3.7932	ECM-affiliated Proteins	Matrisome-associated
MUC13	9.3118	ECM-affiliated Proteins	Matrisome-associated
PCOLCE2	2.7228000000000003	ECM Glycoproteins	Core matrisome
PLOD2	2.0949	ECM Regulators	Matrisome-associated
IGSF10	2.4615	ECM Glycoproteins	Core matrisome
MASP1	2.7993	ECM Regulators	Matrisome-associated
MUC4	4.5214	ECM-affiliated Proteins	Matrisome-associated
HGFAC	4.2244	Secreted Factors	Matrisome-associated
S100P	3.0475999999999996	Secreted Factors	Matrisome-associated
C1QTNF7	2.8357	ECM-affiliated Proteins	Matrisome-associated
SLIT2	2.4032000000000004	ECM Glycoproteins	Core matrisome
CXCL1	2.0519	Secreted Factors	Matrisome-associated
EREG	2.9369	Secreted Factors	Matrisome-associated
AREG	2.3467	Secreted Factors	Matrisome-associated
CXCL13	4.0935	Secreted Factors	Matrisome-associated
MEPE	3.2983999999999996	ECM Glycoproteins	Core matrisome
SPP1	3.9279	ECM Glycoproteins	Core matrisome
FGF2	2.2264	Secreted Factors	Matrisome-associated
HHIP	2.8819	Secreted Factors	Matrisome-associated
ADAM29	3.111	ECM Regulators	Matrisome-associated
FGFBP1	4.0679	Secreted Factors	Matrisome-associated
FGFBP2	3.2799	Secreted Factors	Matrisome-associated
PF4	2.1109999999999998	Secreted Factors	Matrisome-associated
PPBP	2.5654	Secreted Factors	Matrisome-associated
CXCL3	2.7620999999999998	Secreted Factors	Matrisome-associated
CXCL2	2.519	Secreted Factors	Matrisome-associated
CXCL11	2.9777	Secreted Factors	Matrisome-associated
EMCN	2.2293000000000003	ECM-affiliated Proteins	Matrisome-associated
COL25A1	4.6527	Collagens	Core matrisome
NDNF	2.3116	ECM Glycoproteins	Core matrisome
FST	2.1902	Secreted Factors	Matrisome-associated
FGF18	2.2252	Secreted Factors	Matrisome-associated
SEMA5A	2.1555	ECM-affiliated Proteins	Matrisome-associated
FGF10	2.7749	Secreted Factors	Matrisome-associated
CXCL14	3.0891	Secreted Factors	Matrisome-associated
NRG2	2.6008999999999993	Secreted Factors	Matrisome-associated
C1QTNF2	2.3693	ECM-affiliated Proteins	Matrisome-associated
SLIT3	2.308	ECM Glycoproteins	Core matrisome
F12	2.1464	ECM Regulators	Matrisome-associated
BMP6	2.7685000000000004	Secreted Factors	Matrisome-associated
MUC22	2.1934999999999993	ECM-affiliated Proteins	Matrisome-associated
MEP1A	2.2243	ECM Regulators	Matrisome-associated
FNDC1	3.03	ECM Glycoproteins	Core matrisome
PLG	2.0234999999999994	ECM Regulators	Matrisome-associated
SFTA2	2.0523000000000002	ECM-affiliated Proteins	Matrisome-associated
TNXB	3.1352	ECM Glycoproteins	Core matrisome
BMPER	2.6276	ECM Glycoproteins	Core matrisome
ZP3	3.5	ECM Glycoproteins	Core matrisome
COL26A1	3.1988	Collagens	Core matrisome
PRSS1	2.7134	ECM Regulators	Matrisome-associated
SEMA3E	4.0649	ECM-affiliated Proteins	Matrisome-associated
SEMA3D	2.9355	ECM-affiliated Proteins	Matrisome-associated
GPC2	3.0999	ECM-affiliated Proteins	Matrisome-associated
FGF17	2.6203000000000003	Secreted Factors	Matrisome-associated
SFTPC	2.9105000000000008	ECM-affiliated Proteins	Matrisome-associated
CTHRC1	2.6753000000000005	ECM Glycoproteins	Core matrisome
NOV	3.8909000000000002	ECM Glycoproteins	Core matrisome
FGL1	7.4283	ECM Glycoproteins	Core matrisome
LGI3	2.9427000000000003	ECM Glycoproteins	Core matrisome
ADAM2	6.484299999999999	ECM Regulators	Matrisome-associated
SBSPON	2.3196999999999997	ECM Glycoproteins	Core matrisome
ANXA13	2.1464	ECM-affiliated Proteins	Matrisome-associated
COL22A1	6.8773	Collagens	Core matrisome
ADAMTSL1	2.019	ECM Regulators	Matrisome-associated
PRSS3	2.2984	ECM Regulators	Matrisome-associated
ANXA1	2.2658000000000005	ECM-affiliated Proteins	Matrisome-associated
HMCN2	2.4912	ECM Glycoproteins	Core matrisome
NTNG2	2.1789	ECM Glycoproteins	Core matrisome
FCN2	2.9764	ECM-affiliated Proteins	Matrisome-associated
IFNE	7.5763	Secreted Factors	Matrisome-associated
IGFBPL1	3.4227	ECM Glycoproteins	Core matrisome
OGN	3.3402000000000003	Proteoglycans	Core matrisome
OMD	2.2455000000000003	Proteoglycans	Core matrisome
CTSV	4.446	ECM Regulators	Matrisome-associated
SVEP1	2.2742	ECM Glycoproteins	Core matrisome
FCN1	2.7775999999999996	ECM-affiliated Proteins	Matrisome-associated
ANXA8L1	2.2329	ECM-affiliated Proteins	Matrisome-associated
SFTPA1	2.6083	ECM-affiliated Proteins	Matrisome-associated
NRG3	2.9391	Secreted Factors	Matrisome-associated
LGI1	3.6085	ECM Glycoproteins	Core matrisome
ANXA8	3.1109999999999998	ECM-affiliated Proteins	Matrisome-associated
SFTPA2	2.6364	ECM-affiliated Proteins	Matrisome-associated
SFTPD	2.4086	ECM-affiliated Proteins	Matrisome-associated
TLL2	2.9764999999999997	ECM Regulators	Matrisome-associated
MUC5B	3.6183	ECM-affiliated Proteins	Matrisome-associated
ZP1	2.6769000000000003	ECM Glycoproteins	Core matrisome
LGALS12	2.2459000000000002	ECM-affiliated Proteins	Matrisome-associated
CST6	2.1889000000000003	ECM Regulators	Matrisome-associated
IGF2	2.1548000000000003	Secreted Factors	Matrisome-associated
MUC15	3.2127	ECM-affiliated Proteins	Matrisome-associated
ANGPTL5	4.6234	Secreted Factors	Matrisome-associated
MMP1	3.7665	ECM Regulators	Matrisome-associated
MMP3	3.1464000000000003	ECM Regulators	Matrisome-associated
MMP12	5.5552	ECM Regulators	Matrisome-associated
MMP13	4.9307	ECM Regulators	Matrisome-associated
ADAMTS8	2.0114	ECM Regulators	Matrisome-associated
CLEC12A	2.0778	ECM-affiliated Proteins	Matrisome-associated
CLEC12B	2.3003	ECM-affiliated Proteins	Matrisome-associated
CLEC9A	2.1445	ECM-affiliated Proteins	Matrisome-associated
IGFBP6	2.7306000000000004	ECM Glycoproteins	Core matrisome
INHBE	6.198799999999999	Secreted Factors	Matrisome-associated
VWF	2.2663	ECM Glycoproteins	Core matrisome
CLEC4C	2.2866	ECM-affiliated Proteins	Matrisome-associated
CLEC4E	2.3095	ECM-affiliated Proteins	Matrisome-associated
MFAP5	4.1044	ECM Glycoproteins	Core matrisome
PZP	2.0494000000000003	ECM Regulators	Matrisome-associated
CLEC1B	2.2385	ECM-affiliated Proteins	Matrisome-associated
MMP19	2.0076	ECM Regulators	Matrisome-associated
WIF1	3.5515	Secreted Factors	Matrisome-associated
NTN4	2.3375999999999997	ECM Glycoproteins	Core matrisome
TNFSF11	3.3733	Secreted Factors	Matrisome-associated
SERPINE3	2.7491	ECM Regulators	Matrisome-associated
GPC5	2.5261	ECM-affiliated Proteins	Matrisome-associated
F7	4.5412	ECM Regulators	Matrisome-associated
F10	2.4713000000000003	ECM Regulators	Matrisome-associated
POSTN	2.0868	ECM Glycoproteins	Core matrisome
COCH	4.5169999999999995	ECM Glycoproteins	Core matrisome
SMOC1	3.5113	ECM Glycoproteins	Core matrisome
CTSG	2.3916	ECM Regulators	Matrisome-associated
BMP4	2.569	Secreted Factors	Matrisome-associated
SERPINA11	3.2243999999999993	ECM Regulators	Matrisome-associated
GREM1	3.4587	ECM-affiliated Proteins	Matrisome-associated
SEMA6D	2.0486	ECM-affiliated Proteins	Matrisome-associated
GLDN	2.2511	ECM Glycoproteins	Core matrisome
WFIKKN1	2.5126	Secreted Factors	Matrisome-associated
CX3CL1	2.6947	Secreted Factors	Matrisome-associated
CLEC18A	2.3454999999999995	ECM-affiliated Proteins	Matrisome-associated
