name	prize	Category	Division
AGRN	2.5411	ECM Glycoproteins	Core matrisome
VWA5B1	2.4199	ECM Glycoproteins	Core matrisome
BMP8A	2.9017	Secreted Factors	Matrisome-associated
CYR61	2.0172	ECM Glycoproteins	Core matrisome
NTNG1	3.4737999999999998	ECM Glycoproteins	Core matrisome
BCAN	5.763400000000001	Proteoglycans	Core matrisome
XCL1	3.8658	Secreted Factors	Matrisome-associated
PAPPA2	3.0048	ECM Regulators	Matrisome-associated
WNT3A	2.3425	Secreted Factors	Matrisome-associated
FCN3	4.5419	ECM-affiliated Proteins	Matrisome-associated
RSPO1	3.638	ECM Glycoproteins	Core matrisome
COL9A2	2.4480000000000004	Collagens	Core matrisome
COL11A1	8.2914	Collagens	Core matrisome
TCHH	2.3494	Secreted Factors	Matrisome-associated
S100A12	3.638	Secreted Factors	Matrisome-associated
ITLN1	2.6237	ECM-affiliated Proteins	Matrisome-associated
ITLN2	4.1919	ECM-affiliated Proteins	Matrisome-associated
XCL2	3.3017000000000003	Secreted Factors	Matrisome-associated
TNR	5.0739	ECM Glycoproteins	Core matrisome
ANGPTL1	2.7068000000000003	Secreted Factors	Matrisome-associated
LEFTY2	3.2418	Secreted Factors	Matrisome-associated
VIT	3.0849	ECM Glycoproteins	Core matrisome
VWA3B	3.8893	ECM Glycoproteins	Core matrisome
INHBB	3.7764000000000006	Secreted Factors	Matrisome-associated
COL3A1	4.2448	Collagens	Core matrisome
VWC2L	2.6380000000000003	Secreted Factors	Matrisome-associated
INHA	4.3876	Secreted Factors	Matrisome-associated
GPC1	2.3075	ECM-affiliated Proteins	Matrisome-associated
PXDN	2.3598	ECM Glycoproteins	Core matrisome
TGFA	2.0454	Secreted Factors	Matrisome-associated
SFTPB	2.660399999999999	ECM-affiliated Proteins	Matrisome-associated
IL1A	3.0334	Secreted Factors	Matrisome-associated
COL5A2	2.6401999999999997	Collagens	Core matrisome
MSTN	2.7824	Secreted Factors	Matrisome-associated
IHH	3.6755	Secreted Factors	Matrisome-associated
SERPINE2	2.025	ECM Regulators	Matrisome-associated
TGM4	2.2755	ECM Regulators	Matrisome-associated
CLEC3B	3.5979	ECM-affiliated Proteins	Matrisome-associated
ITIH3	2.9688	ECM Regulators	Matrisome-associated
ZPLD1	2.9725000000000006	ECM Glycoproteins	Core matrisome
CSTA	2.8808000000000002	ECM Regulators	Matrisome-associated
COL6A6	3.3002	Collagens	Core matrisome
CHRD	2.7735	Secreted Factors	Matrisome-associated
TIMP4	3.0340000000000003	ECM Regulators	Matrisome-associated
WNT7A	2.7823	Secreted Factors	Matrisome-associated
HYAL1	2.8389	ECM Regulators	Matrisome-associated
SEMA3G	2.1948999999999996	ECM-affiliated Proteins	Matrisome-associated
ABI3BP	3.5625000000000004	ECM Glycoproteins	Core matrisome
KY	2.1233999999999997	ECM Regulators	Matrisome-associated
PCOLCE2	2.7963000000000005	ECM Glycoproteins	Core matrisome
SERPINI2	2.8591	ECM Regulators	Matrisome-associated
TNFSF10	2.3921	Secreted Factors	Matrisome-associated
THPO	2.4656	Secreted Factors	Matrisome-associated
MASP1	2.8202	ECM Regulators	Matrisome-associated
FGF12	2.4453	Secreted Factors	Matrisome-associated
MUC4	2.6237	ECM-affiliated Proteins	Matrisome-associated
HGFAC	2.5193999999999996	Secreted Factors	Matrisome-associated
S100P	2.7943	Secreted Factors	Matrisome-associated
C1QTNF7	2.7531999999999996	ECM-affiliated Proteins	Matrisome-associated
SLIT2	2.3629	ECM Glycoproteins	Core matrisome
PF4V1	2.5194	Secreted Factors	Matrisome-associated
EPGN	2.2754000000000003	Secreted Factors	Matrisome-associated
IBSP	3.8026	ECM Glycoproteins	Core matrisome
MMRN1	3.1263	ECM Glycoproteins	Core matrisome
FGF2	2.6593	Secreted Factors	Matrisome-associated
IL15	2.2218	Secreted Factors	Matrisome-associated
HHIP	2.2012	Secreted Factors	Matrisome-associated
FGB	4.0656	ECM Glycoproteins	Core matrisome
ADAM29	2.2418	ECM Regulators	Matrisome-associated
FGFBP1	2.2011000000000003	Secreted Factors	Matrisome-associated
FGFBP2	5.2849	Secreted Factors	Matrisome-associated
LGI2	2.2287	ECM Glycoproteins	Core matrisome
PF4	2.9344	Secreted Factors	Matrisome-associated
PPBP	3.975	Secreted Factors	Matrisome-associated
CXCL3	3.9105000000000003	Secreted Factors	Matrisome-associated
CXCL2	3.2605000000000004	Secreted Factors	Matrisome-associated
BTC	2.6568	Secreted Factors	Matrisome-associated
SPARCL1	2.1144	ECM Glycoproteins	Core matrisome
EMCN	2.8731	ECM-affiliated Proteins	Matrisome-associated
PRSS12	2.7071	ECM Regulators	Matrisome-associated
FGA	2.118	ECM Glycoproteins	Core matrisome
FGG	2.8815000000000004	ECM Glycoproteins	Core matrisome
SPOCK3	3.9179000000000004	Proteoglycans	Core matrisome
ADAMTS16	2.9959	ECM Regulators	Matrisome-associated
CRHBP	2.3674	Secreted Factors	Matrisome-associated
VCAN	2.8751999999999995	Proteoglycans	Core matrisome
CSF2	2.0339	Secreted Factors	Matrisome-associated
SEMA5A	2.3006	ECM-affiliated Proteins	Matrisome-associated
GDNF	2.3875	Secreted Factors	Matrisome-associated
CCL28	3.3716	Secreted Factors	Matrisome-associated
FGF10	2.058	Secreted Factors	Matrisome-associated
HAPLN1	2.5634	Proteoglycans	Core matrisome
