name	prize	Category	Division
MMP23B	3.1957000000000004	ECM Regulators	Matrisome-associated
NTNG1	4.3543	ECM Glycoproteins	Core matrisome
WNT2B	2.0756	Secreted Factors	Matrisome-associated
ECM1	2.3784	ECM Glycoproteins	Core matrisome
S100A9	2.5263	Secreted Factors	Matrisome-associated
BCAN	5.6043	Proteoglycans	Core matrisome
TNN	4.7318	ECM Glycoproteins	Core matrisome
PAPPA2	2.8850000000000002	ECM Regulators	Matrisome-associated
BRINP2	4.7468	Secreted Factors	Matrisome-associated
HMCN1	2.8438999999999997	ECM Glycoproteins	Core matrisome
PRELP	2.6996000000000002	Proteoglycans	Core matrisome
TGFB2	2.3075	Secreted Factors	Matrisome-associated
WNT3A	4.1015999999999995	Secreted Factors	Matrisome-associated
MEGF6	2.4397	Secreted Factors	Matrisome-associated
FCN3	5.2433	ECM-affiliated Proteins	Matrisome-associated
COL16A1	2.3041	Collagens	Core matrisome
RSPO1	5.6655	ECM Glycoproteins	Core matrisome
COL24A1	2.0763	Collagens	Core matrisome
COL11A1	2.4919000000000002	Collagens	Core matrisome
SEMA6C	2.6463	ECM-affiliated Proteins	Matrisome-associated
S100A12	2.4072	Secreted Factors	Matrisome-associated
S100A4	2.751100000000001	Secreted Factors	Matrisome-associated
S100A3	5.9591	Secreted Factors	Matrisome-associated
S100A2	2.1706	Secreted Factors	Matrisome-associated
ITLN1	3.1957	ECM-affiliated Proteins	Matrisome-associated
ITLN2	6.7389	ECM-affiliated Proteins	Matrisome-associated
ADAMTS4	3.6173	ECM Regulators	Matrisome-associated
DPT	4.4145	ECM Glycoproteins	Core matrisome
SERPINC1	2.8738	ECM Regulators	Matrisome-associated
TNR	7.6027000000000005	ECM Glycoproteins	Core matrisome
ANGPTL1	2.8567	Secreted Factors	Matrisome-associated
BRINP3	2.4043	Secreted Factors	Matrisome-associated
FMOD	2.3327999999999998	Proteoglycans	Core matrisome
LEFTY1	2.1955999999999998	Secreted Factors	Matrisome-associated
LEFTY2	2.7318	Secreted Factors	Matrisome-associated
EMILIN1	3.14	ECM Glycoproteins	Core matrisome
VIT	3.7529000000000003	ECM Glycoproteins	Core matrisome
INHBB	3.7925	Secreted Factors	Matrisome-associated
COL3A1	2.386	Collagens	Core matrisome
IGFBP2	2.9396000000000004	ECM Glycoproteins	Core matrisome
COL4A3	2.2487999999999997	Collagens	Core matrisome
CCL20	3.2537000000000003	Secreted Factors	Matrisome-associated
MATN3	3.2254	ECM Glycoproteins	Core matrisome
EFEMP1	3.2353000000000005	ECM Glycoproteins	Core matrisome
TGFA	4.8794	Secreted Factors	Matrisome-associated
C1QL2	9.597900000000001	ECM-affiliated Proteins	Matrisome-associated
FN1	4.1267000000000005	ECM Glycoproteins	Core matrisome
COL6A3	3.1376999999999997	Collagens	Core matrisome
TGM4	3.003	ECM Regulators	Matrisome-associated
CLEC3B	4.747400000000001	ECM-affiliated Proteins	Matrisome-associated
SEMA3B	3.1808999999999994	ECM-affiliated Proteins	Matrisome-associated
ZPLD1	2.4482	ECM Glycoproteins	Core matrisome
COL6A5	4.7764	Collagens	Core matrisome
COL6A6	5.9908	Collagens	Core matrisome
