name	prize	Category	Division
CELA2A	3.3526	ECM Regulators	Matrisome-associated
CELA2B	2.5453	ECM Regulators	Matrisome-associated
VWA5B1	2.3617	ECM Glycoproteins	Core matrisome
NTNG1	3.7752	ECM Glycoproteins	Core matrisome
FNDC7	2.0397	ECM Glycoproteins	Core matrisome
ECM1	3.2634000000000003	ECM Glycoproteins	Core matrisome
PRG4	3.1889	Proteoglycans	Core matrisome
WNT3A	5.81	Secreted Factors	Matrisome-associated
FCN3	4.4384999999999994	ECM-affiliated Proteins	Matrisome-associated
RSPO1	2.0971	ECM Glycoproteins	Core matrisome
COL9A2	3.1271999999999998	Collagens	Core matrisome
COL11A1	4.763199999999999	Collagens	Core matrisome
NGF	2.4833	Secreted Factors	Matrisome-associated
FLG2	2.0427999999999997	Secreted Factors	Matrisome-associated
S100A12	2.8584	Secreted Factors	Matrisome-associated
S100A8	2.2500000000000004	Secreted Factors	Matrisome-associated
S100A4	2.202400000000001	Secreted Factors	Matrisome-associated
S100A3	2.5047	Secreted Factors	Matrisome-associated
ITLN1	6.012300000000001	ECM-affiliated Proteins	Matrisome-associated
ITLN2	6.298299999999999	ECM-affiliated Proteins	Matrisome-associated
ADAMTS4	3.2037	ECM Regulators	Matrisome-associated
TNFSF18	2.2032000000000003	Secreted Factors	Matrisome-associated
TNR	4.0945	ECM Glycoproteins	Core matrisome
VIT	2.6608	ECM Glycoproteins	Core matrisome
COL3A1	2.9346999999999994	Collagens	Core matrisome
WNT10A	2.1250999999999998	Secreted Factors	Matrisome-associated
INHA	2.2821999999999996	Secreted Factors	Matrisome-associated
CCL20	2.935	Secreted Factors	Matrisome-associated
IL1A	5.0417000000000005	Secreted Factors	Matrisome-associated
IHH	4.632700000000001	Secreted Factors	Matrisome-associated
TGM4	4.514900000000001	ECM Regulators	Matrisome-associated
CLEC3B	3.4223	ECM-affiliated Proteins	Matrisome-associated
SEMA3B	3.0098	ECM-affiliated Proteins	Matrisome-associated
ZPLD1	3.584	ECM Glycoproteins	Core matrisome
COL6A6	2.8564000000000007	Collagens	Core matrisome
WNT7A	4.3043	Secreted Factors	Matrisome-associated
HYAL1	3.0255	ECM Regulators	Matrisome-associated
SEMA3G	3.4266	ECM-affiliated Proteins	Matrisome-associated
PCOLCE2	2.6450000000000005	ECM Glycoproteins	Core matrisome
IGSF10	2.5937	ECM Glycoproteins	Core matrisome
MASP1	3.0021	ECM Regulators	Matrisome-associated
FGF12	2.1827	Secreted Factors	Matrisome-associated
HGFAC	2.3616	Secreted Factors	Matrisome-associated
C1QTNF7	2.0818	ECM-affiliated Proteins	Matrisome-associated
SLIT2	2.4326999999999996	ECM Glycoproteins	Core matrisome
EPGN	2.2498	Secreted Factors	Matrisome-associated
AREG	2.1250999999999998	Secreted Factors	Matrisome-associated
CXCL13	6.341799999999999	Secreted Factors	Matrisome-associated
FRAS1	2.3641	ECM Glycoproteins	Core matrisome
ANXA3	2.9351	ECM-affiliated Proteins	Matrisome-associated
DSPP	5.5315	ECM Glycoproteins	Core matrisome
MEPE	3.0397	ECM Glycoproteins	Core matrisome
SPP1	4.4782	ECM Glycoproteins	Core matrisome
FGF2	2.0385	Secreted Factors	Matrisome-associated
HHIP	3.1079	Secreted Factors	Matrisome-associated
FGB	4.4197	ECM Glycoproteins	Core matrisome
ADAM29	2.3061	ECM Regulators	Matrisome-associated
FGFBP2	2.8154000000000003	Secreted Factors	Matrisome-associated
LGI2	3.1882	ECM Glycoproteins	Core matrisome
CXCL2	2.8407	Secreted Factors	Matrisome-associated
CXCL9	3.5781	Secreted Factors	Matrisome-associated
CXCL10	2.2621000000000002	Secreted Factors	Matrisome-associated
CXCL11	2.921	Secreted Factors	Matrisome-associated
EMCN	2.7157999999999998	ECM-affiliated Proteins	Matrisome-associated
PRSS12	2.3957	ECM Regulators	Matrisome-associated
FREM3	2.566	ECM-affiliated Proteins	Matrisome-associated
SFRP2	2.2777999999999996	Secreted Factors	Matrisome-associated
FGA	5.324400000000001	ECM Glycoproteins	Core matrisome
FGG	5.2833000000000006	ECM Glycoproteins	Core matrisome
SPOCK3	3.2823	Proteoglycans	Core matrisome
ADAMTS16	4.8956	ECM Regulators	Matrisome-associated
EGFLAM	2.7429	ECM Glycoproteins	Core matrisome
THBS4	4.5382	ECM Glycoproteins	Core matrisome
MEGF10	2.1917	Secreted Factors	Matrisome-associated
IL13	4.004700000000001	Secreted Factors	Matrisome-associated
IL4	2.6246	Secreted Factors	Matrisome-associated
SEMA5A	2.7964999999999995	ECM-affiliated Proteins	Matrisome-associated
FGF10	2.4838999999999998	Secreted Factors	Matrisome-associated
SEMA6A	2.4141	ECM-affiliated Proteins	Matrisome-associated
CXCL14	8.3534	Secreted Factors	Matrisome-associated
SPOCK1	2.881	Proteoglycans	Core matrisome
HBEGF	2.694	Secreted Factors	Matrisome-associated
IL17B	3.2821999999999996	Secreted Factors	Matrisome-associated
SLIT3	2.0052	ECM Glycoproteins	Core matrisome
MUC21	6.2684	ECM-affiliated Proteins	Matrisome-associated
MUC22	4.6596	ECM-affiliated Proteins	Matrisome-associated
LTA	3.5841000000000003	Secreted Factors	Matrisome-associated
SCUBE3	2.6065	Secreted Factors	Matrisome-associated
PLG	2.5452000000000004	ECM Regulators	Matrisome-associated
LTB	2.1035	Secreted Factors	Matrisome-associated
TNXB	2.3406000000000002	ECM Glycoproteins	Core matrisome
COL10A1	2.6635	Collagens	Core matrisome
THBS2	2.5095000000000005	ECM Glycoproteins	Core matrisome
IL6	4.4788	Secreted Factors	Matrisome-associated
BMPER	4.229	ECM Glycoproteins	Core matrisome
VWC2	2.5562000000000005	Secreted Factors	Matrisome-associated
ZP3	4.1366	ECM Glycoproteins	Core matrisome
MUC3A	4.4491	ECM-affiliated Proteins	Matrisome-associated
HYAL4	3.9602999999999997	ECM Regulators	Matrisome-associated
LEP	2.7401999999999997	Secreted Factors	Matrisome-associated
GRIFIN	2.6246	ECM-affiliated Proteins	Matrisome-associated
IGFBP3	2.1129999999999995	ECM Glycoproteins	Core matrisome
CCL24	2.6738	Secreted Factors	Matrisome-associated
GPC2	3.1917	ECM-affiliated Proteins	Matrisome-associated
PTN	2.2799000000000005	Secreted Factors	Matrisome-associated
SFTPC	5.366199999999999	ECM-affiliated Proteins	Matrisome-associated
ADAMDEC1	3.5959	ECM Regulators	Matrisome-associated
CRISPLD1	2.2557	ECM Glycoproteins	Core matrisome
CTHRC1	3.8335	ECM Glycoproteins	Core matrisome
COLEC10	4.9261	ECM-affiliated Proteins	Matrisome-associated
LGI3	4.5641	ECM Glycoproteins	Core matrisome
SBSPON	3.0134000000000003	ECM Glycoproteins	Core matrisome
GDF6	2.2822	Secreted Factors	Matrisome-associated
ANGPT1	2.1706	Secreted Factors	Matrisome-associated
RSPO2	2.2721	ECM Glycoproteins	Core matrisome
LAMC3	2.0758	ECM Glycoproteins	Core matrisome
CCL19	3.1745000000000005	Secreted Factors	Matrisome-associated
IGFBPL1	4.3914	ECM Glycoproteins	Core matrisome
SVEP1	2.1039999999999996	ECM Glycoproteins	Core matrisome
ITIH2	2.1357	ECM Regulators	Matrisome-associated
ANXA8L1	6.3388	ECM-affiliated Proteins	Matrisome-associated
GDF10	3.947	Secreted Factors	Matrisome-associated
ADAMTS14	2.6129000000000002	ECM Regulators	Matrisome-associated
NRG3	4.1479	Secreted Factors	Matrisome-associated
WNT8B	3.4991	Secreted Factors	Matrisome-associated
HABP2	3.3716	ECM Regulators	Matrisome-associated
DMBT1	2.889500000000001	ECM Glycoproteins	Core matrisome
ANXA8	4.2308	ECM-affiliated Proteins	Matrisome-associated
SPOCK2	2.2363	Proteoglycans	Core matrisome
SFTPD	3.413900000000001	ECM-affiliated Proteins	Matrisome-associated
TLL2	2.7767000000000004	ECM Regulators	Matrisome-associated
SFRP5	2.9646	Secreted Factors	Matrisome-associated
HPSE2	2.854	ECM Regulators	Matrisome-associated
FGF8	4.287599999999999	Secreted Factors	Matrisome-associated
COL17A1	4.5552	Collagens	Core matrisome
ADAM12	2.0881	ECM Regulators	Matrisome-associated
ADAM8	2.9594000000000005	ECM Regulators	Matrisome-associated
MUC5AC	2.4962999999999997	ECM-affiliated Proteins	Matrisome-associated
NELL1	7.019399999999999	ECM Glycoproteins	Core matrisome
MDK	2.0786	Secreted Factors	Matrisome-associated
ADAMTS15	2.6068	ECM Regulators	Matrisome-associated
P4HA3	3.5974	ECM Regulators	Matrisome-associated
CHRDL2	2.7559	Secreted Factors	Matrisome-associated
WNT11	2.4837999999999996	Secreted Factors	Matrisome-associated
MMP7	2.5930999999999997	ECM Regulators	Matrisome-associated
MMP8	2.4991999999999996	ECM Regulators	Matrisome-associated
MMP1	7.300800000000001	ECM Regulators	Matrisome-associated
MMP3	7.2781	ECM Regulators	Matrisome-associated
MMP12	3.8367	ECM Regulators	Matrisome-associated
MMP13	7.6082	ECM Regulators	Matrisome-associated
C1QTNF5	2.5453	ECM-affiliated Proteins	Matrisome-associated
ADAMTS8	3.3198	ECM Regulators	Matrisome-associated
CLEC9A	2.1016	ECM-affiliated Proteins	Matrisome-associated
IGFBP6	2.079	ECM Glycoproteins	Core matrisome
CLEC1B	2.1974	ECM-affiliated Proteins	Matrisome-associated
CLEC1A	2.6368	ECM-affiliated Proteins	Matrisome-associated
MMP19	2.2379999999999995	ECM Regulators	Matrisome-associated
WIF1	4.4542	Secreted Factors	Matrisome-associated
EPYC	2.3617000000000004	Proteoglycans	Core matrisome
NTN4	2.0228	ECM Glycoproteins	Core matrisome
TNFSF11	3.4992000000000005	Secreted Factors	Matrisome-associated
POSTN	2.7371999999999996	ECM Glycoproteins	Core matrisome
COCH	2.791	ECM Glycoproteins	Core matrisome
SERPINA4	2.0397000000000007	ECM Regulators	Matrisome-associated
SERPINA3	2.9739999999999998	ECM Regulators	Matrisome-associated
TGM1	2.5547	ECM Regulators	Matrisome-associated
SERPINA1	2.6053999999999995	ECM Regulators	Matrisome-associated
GREM1	6.997299999999999	ECM-affiliated Proteins	Matrisome-associated
SEMA6D	2.0317000000000003	ECM-affiliated Proteins	Matrisome-associated
GLDN	2.3992000000000004	ECM Glycoproteins	Core matrisome
ADAMTSL3	2.6132999999999997	ECM Regulators	Matrisome-associated
TGM5	2.8469999999999995	ECM Regulators	Matrisome-associated
CILP	4.7621	ECM Glycoproteins	Core matrisome
VWA3A	3.3333	ECM Glycoproteins	Core matrisome
CCL17	2.6826999999999996	Secreted Factors	Matrisome-associated
SERPINF2	2.6470000000000002	ECM Regulators	Matrisome-associated
FGF11	2.328	Secreted Factors	Matrisome-associated
CCL2	2.1366999999999994	Secreted Factors	Matrisome-associated
CSF3	5.2709	Secreted Factors	Matrisome-associated
WFIKKN2	2.7152000000000003	Secreted Factors	Matrisome-associated
MFAP4	2.3316	ECM Glycoproteins	Core matrisome
CCL23	2.7045	Secreted Factors	Matrisome-associated
COL1A1	3.9221	Collagens	Core matrisome
LAMA3	3.7628000000000004	ECM Glycoproteins	Core matrisome
MEP1B	2.1826999999999996	ECM Regulators	Matrisome-associated
SERPINB2	5.3179	ECM Regulators	Matrisome-associated
LAMA1	2.2679	ECM Glycoproteins	Core matrisome
CCBE1	3.8022	Secreted Factors	Matrisome-associated
CCL25	3.6247	Secreted Factors	Matrisome-associated
CLEC17A	2.5422000000000002	ECM-affiliated Proteins	Matrisome-associated
CILP2	6.017	ECM Glycoproteins	Core matrisome
FBN3	2.4813	ECM Glycoproteins	Core matrisome
MUC16	5.2179	ECM-affiliated Proteins	Matrisome-associated
PODNL1	4.4168	Proteoglycans	Core matrisome
CPAMD8	2.2523	ECM Regulators	Matrisome-associated
INSL3	2.7026	Secreted Factors	Matrisome-associated
COMP	4.4984	ECM Glycoproteins	Core matrisome
BMP2	4.0517	Secreted Factors	Matrisome-associated
PI3	5.0896	ECM Regulators	Matrisome-associated
MMP9	3.6181	ECM Regulators	Matrisome-associated
ANGPT4	3.6511	Secreted Factors	Matrisome-associated
CST2	2.9002999999999997	ECM Regulators	Matrisome-associated
GDF5	3.2333000000000003	Secreted Factors	Matrisome-associated
SLPI	4.2227	ECM Regulators	Matrisome-associated
ADAMTS1	2.5046999999999997	ECM Regulators	Matrisome-associated
TSPEAR	3.0135	ECM Glycoproteins	Core matrisome
MMP11	5.9749	ECM Regulators	Matrisome-associated
SCUBE1	3.7263	Secreted Factors	Matrisome-associated
AMELX	3.0543	ECM Glycoproteins	Core matrisome
EDA	2.4254000000000002	Secreted Factors	Matrisome-associated
COL4A5	2.5542000000000002	Collagens	Core matrisome
PLXNB3	4.0002	ECM-affiliated Proteins	Matrisome-associated
ITIH6	3.2096	ECM Regulators	Matrisome-associated
GPC3	3.1842	ECM-affiliated Proteins	Matrisome-associated
