name	prize	Category	Division
MMP23B	3.0017	ECM Regulators	Matrisome-associated
PLOD1	2.0191999999999997	ECM Regulators	Matrisome-associated
VWA5B1	2.0947	ECM Glycoproteins	Core matrisome
ARTN	5.2107	Secreted Factors	Matrisome-associated
PODN	3.004	Proteoglycans	Core matrisome
CYR61	3.1257	ECM Glycoproteins	Core matrisome
NTNG1	5.4984	ECM Glycoproteins	Core matrisome
FNDC7	2.4902	ECM Glycoproteins	Core matrisome
WNT2B	2.2093	Secreted Factors	Matrisome-associated
HAPLN2	2.3172	Proteoglycans	Core matrisome
BCAN	2.0428	Proteoglycans	Core matrisome
XCL1	2.0181999999999998	Secreted Factors	Matrisome-associated
TNN	6.1608	ECM Glycoproteins	Core matrisome
PAPPA2	3.5235000000000003	ECM Regulators	Matrisome-associated
LAMC2	2.8461	ECM Glycoproteins	Core matrisome
HMCN1	2.9617	ECM Glycoproteins	Core matrisome
PRG4	3.8646000000000003	Proteoglycans	Core matrisome
PRELP	3.7974	Proteoglycans	Core matrisome
OPTC	2.7126	Proteoglycans	Core matrisome
WNT3A	6.6183	Secreted Factors	Matrisome-associated
MFAP2	2.1065	ECM Glycoproteins	Core matrisome
FCN3	8.492	ECM-affiliated Proteins	Matrisome-associated
RSPO1	5.714300000000001	ECM Glycoproteins	Core matrisome
BMP8B	2.2681	Secreted Factors	Matrisome-associated
CDCP2	2.9022000000000006	ECM Glycoproteins	Core matrisome
COL11A1	4.3907	Collagens	Core matrisome
NGF	3.8496	Secreted Factors	Matrisome-associated
CTSK	2.0746000000000002	ECM Regulators	Matrisome-associated
HRNR	3.0237	Secreted Factors	Matrisome-associated
FLG	2.5860999999999996	Secreted Factors	Matrisome-associated
FLG2	3.0016000000000003	Secreted Factors	Matrisome-associated
S100A4	2.5999999999999996	Secreted Factors	Matrisome-associated
S100A3	2.5604	Secreted Factors	Matrisome-associated
S100A2	2.0656	Secreted Factors	Matrisome-associated
MUC1	3.2012	ECM-affiliated Proteins	Matrisome-associated
ITLN1	9.3945	ECM-affiliated Proteins	Matrisome-associated
ITLN2	4.4002	ECM-affiliated Proteins	Matrisome-associated
DPT	2.7237	ECM Glycoproteins	Core matrisome
TNR	7.477399999999999	ECM Glycoproteins	Core matrisome
BRINP3	3.5210999999999997	Secreted Factors	Matrisome-associated
IL10	2.0267	Secreted Factors	Matrisome-associated
PLXNA2	2.9844	ECM-affiliated Proteins	Matrisome-associated
WNT9A	3.5935	Secreted Factors	Matrisome-associated
NID1	2.0405	ECM Glycoproteins	Core matrisome
TPO	2.2874000000000003	Secreted Factors	Matrisome-associated
VIT	4.139200000000001	ECM Glycoproteins	Core matrisome
VWA3B	9.1536	ECM Glycoproteins	Core matrisome
COL3A1	2.3538000000000006	Collagens	Core matrisome
VWC2L	2.8172000000000006	Secreted Factors	Matrisome-associated
INHA	3.5572999999999997	Secreted Factors	Matrisome-associated
COL4A3	2.4715	Collagens	Core matrisome
SNED1	2.4949	ECM Glycoproteins	Core matrisome
EFEMP1	3.0328	ECM Glycoproteins	Core matrisome
TGFA	2.2849	Secreted Factors	Matrisome-associated
CLEC4F	4.3876	ECM-affiliated Proteins	Matrisome-associated
SFTPB	4.526400000000001	ECM-affiliated Proteins	Matrisome-associated
SERPINE2	2.5991999999999997	ECM Regulators	Matrisome-associated
CLEC3B	6.8572999999999995	ECM-affiliated Proteins	Matrisome-associated
SEMA3B	2.0536000000000003	ECM-affiliated Proteins	Matrisome-associated
ITIH3	3.151	ECM Regulators	Matrisome-associated
COL8A1	2.4333	Collagens	Core matrisome
ZPLD1	3.1531	ECM Glycoproteins	Core matrisome
CSTA	2.4589	ECM Regulators	Matrisome-associated
COL6A6	5.799200000000001	Collagens	Core matrisome
MUC20	2.2453000000000003	ECM-affiliated Proteins	Matrisome-associated
TIMP4	2.1916	ECM Regulators	Matrisome-associated
HYAL2	2.1959999999999997	ECM Regulators	Matrisome-associated
SEMA3G	3.3939000000000004	ECM-affiliated Proteins	Matrisome-associated
ABI3BP	3.5624999999999996	ECM Glycoproteins	Core matrisome
MUC13	8.4438	ECM-affiliated Proteins	Matrisome-associated
PCOLCE2	2.2347	ECM Glycoproteins	Core matrisome
PLOD2	2.0826000000000002	ECM Regulators	Matrisome-associated
IGSF10	5.1913	ECM Glycoproteins	Core matrisome
SERPINI2	5.9809	ECM Regulators	Matrisome-associated
TNFSF10	3.2428999999999997	Secreted Factors	Matrisome-associated
THPO	3.1224999999999996	Secreted Factors	Matrisome-associated
MASP1	4.7402	ECM Regulators	Matrisome-associated
FGF12	2.219	Secreted Factors	Matrisome-associated
MUC4	2.6258	ECM-affiliated Proteins	Matrisome-associated
HGFAC	2.0947999999999998	Secreted Factors	Matrisome-associated
S100P	4.6163	Secreted Factors	Matrisome-associated
C1QTNF7	4.1583	ECM-affiliated Proteins	Matrisome-associated
SLIT2	2.379	ECM Glycoproteins	Core matrisome
CXCL8	2.9814	Secreted Factors	Matrisome-associated
CXCL6	5.7314	Secreted Factors	Matrisome-associated
PF4V1	2.0947999999999998	Secreted Factors	Matrisome-associated
EPGN	2.5542000000000002	Secreted Factors	Matrisome-associated
EREG	3.1774	Secreted Factors	Matrisome-associated
PARM1	2.6829	ECM-affiliated Proteins	Matrisome-associated
CXCL13	7.1952	Secreted Factors	Matrisome-associated
FRAS1	3.7058999999999997	ECM Glycoproteins	Core matrisome
ANXA3	3.2497999999999996	ECM-affiliated Proteins	Matrisome-associated
BMP3	5.5532	Secreted Factors	Matrisome-associated
MEPE	3.487	ECM Glycoproteins	Core matrisome
SPP1	6.742	ECM Glycoproteins	Core matrisome
MMRN1	3.2974999999999994	ECM Glycoproteins	Core matrisome
NPNT	2.1319999999999997	ECM Glycoproteins	Core matrisome
FGF2	4.003	Secreted Factors	Matrisome-associated
HHIP	5.5001999999999995	Secreted Factors	Matrisome-associated
FGB	15.3281	ECM Glycoproteins	Core matrisome
ADAM29	5.8225999999999996	ECM Regulators	Matrisome-associated
