name	prize	Category	Division
MMP23B	2.1316	ECM Regulators	Matrisome-associated
ARTN	2.9168	Secreted Factors	Matrisome-associated
NTNG1	2.9913	ECM Glycoproteins	Core matrisome
ADAMTSL4	2.3413999999999997	ECM Regulators	Matrisome-associated
S100A9	2.3515000000000015	Secreted Factors	Matrisome-associated
BCAN	4.2435	Proteoglycans	Core matrisome
FASLG	2.4714	Secreted Factors	Matrisome-associated
BRINP2	3.4534000000000002	Secreted Factors	Matrisome-associated
PRG4	3.3667999999999996	Proteoglycans	Core matrisome
IL20	2.3279	Secreted Factors	Matrisome-associated
WNT3A	3.3659999999999997	Secreted Factors	Matrisome-associated
MFAP2	2.3857	ECM Glycoproteins	Core matrisome
FCN3	4.359999999999999	ECM-affiliated Proteins	Matrisome-associated
RSPO1	3.0964	ECM Glycoproteins	Core matrisome
COL24A1	2.6303	Collagens	Core matrisome
COL11A1	8.8093	Collagens	Core matrisome
CTSK	2.6062000000000003	ECM Regulators	Matrisome-associated
TCHHL1	2.5688999999999997	Secreted Factors	Matrisome-associated
S100A12	2.2522	Secreted Factors	Matrisome-associated
S100A2	3.3398	Secreted Factors	Matrisome-associated
ITLN1	2.0701	ECM-affiliated Proteins	Matrisome-associated
ITLN2	4.3085	ECM-affiliated Proteins	Matrisome-associated
TNR	4.256600000000001	ECM Glycoproteins	Core matrisome
LEFTY1	2.1904	Secreted Factors	Matrisome-associated
AGT	2.4981999999999998	ECM Regulators	Matrisome-associated
TPO	2.6858	Secreted Factors	Matrisome-associated
VWA3B	4.2608	ECM Glycoproteins	Core matrisome
INHBB	2.0389	Secreted Factors	Matrisome-associated
COL3A1	4.196299999999999	Collagens	Core matrisome
INHA	3.423	Secreted Factors	Matrisome-associated
COL4A3	2.3760000000000003	Collagens	Core matrisome
CLEC4F	2.8197	ECM-affiliated Proteins	Matrisome-associated
SFTPB	3.1028000000000002	ECM-affiliated Proteins	Matrisome-associated
ASTL	2.4535	ECM Regulators	Matrisome-associated
IL1B	2.1808	Secreted Factors	Matrisome-associated
COL5A2	2.9303	Collagens	Core matrisome
IHH	4.0191	Secreted Factors	Matrisome-associated
SERPINE2	4.3660000000000005	ECM Regulators	Matrisome-associated
COL4A4	2.0060000000000002	Collagens	Core matrisome
CLEC3B	3.3984000000000005	ECM-affiliated Proteins	Matrisome-associated
TDGF1	2.0701	Secreted Factors	Matrisome-associated
SEMA3B	2.5005999999999995	ECM-affiliated Proteins	Matrisome-associated
COL6A6	2.8922	Collagens	Core matrisome
KNG1	2.1902999999999997	ECM Regulators	Matrisome-associated
WNT7A	3.6272	Secreted Factors	Matrisome-associated
HYAL1	3.3023	ECM Regulators	Matrisome-associated
HYAL2	2.0013000000000005	ECM Regulators	Matrisome-associated
SEMA3G	3.3232999999999997	ECM-affiliated Proteins	Matrisome-associated
ITIH4	2.0189000000000004	ECM Regulators	Matrisome-associated
ABI3BP	3.1481	ECM Glycoproteins	Core matrisome
MUC13	3.9488	ECM-affiliated Proteins	Matrisome-associated
KY	2.1316	ECM Regulators	Matrisome-associated
PCOLCE2	2.542	ECM Glycoproteins	Core matrisome
PLOD2	2.4566	ECM Regulators	Matrisome-associated
IGSF10	4.4346	ECM Glycoproteins	Core matrisome
SERPINI2	2.9439	ECM Regulators	Matrisome-associated
MASP1	2.7416	ECM Regulators	Matrisome-associated
S100P	2.8213000000000004	Secreted Factors	Matrisome-associated
C1QTNF7	2.354	ECM-affiliated Proteins	Matrisome-associated
SLIT2	2.2363000000000004	ECM Glycoproteins	Core matrisome
CXCL6	2.6679	Secreted Factors	Matrisome-associated
CXCL13	4.8149	Secreted Factors	Matrisome-associated
DSPP	2.3202	ECM Glycoproteins	Core matrisome
DMP1	4.6233	ECM Glycoproteins	Core matrisome
IBSP	2.4534	ECM Glycoproteins	Core matrisome
SPP1	9.128499999999999	ECM Glycoproteins	Core matrisome
NPNT	2.1601	ECM Glycoproteins	Core matrisome
HHIP	3.2397	Secreted Factors	Matrisome-associated
FGB	12.210999999999999	ECM Glycoproteins	Core matrisome
ADAM29	3.984	ECM Regulators	Matrisome-associated
FGFBP2	4.0024	Secreted Factors	Matrisome-associated
LGI2	3.803	ECM Glycoproteins	Core matrisome
PF4	2.5857	Secreted Factors	Matrisome-associated
PPBP	2.4637000000000002	Secreted Factors	Matrisome-associated
CXCL5	2.181	Secreted Factors	Matrisome-associated
CXCL10	2.8331	Secreted Factors	Matrisome-associated
CXCL11	2.1663	Secreted Factors	Matrisome-associated
