name	prize	Category	Division
C1QA	2.7413	ECM-affiliated Proteins	Matrisome-associated
C1QB	2.5885000000000007	ECM-affiliated Proteins	Matrisome-associated
BMP8A	3.2275	Secreted Factors	Matrisome-associated
ARTN	5.5449	Secreted Factors	Matrisome-associated
NTNG1	2.9134	ECM Glycoproteins	Core matrisome
CSF1	2.2798	Secreted Factors	Matrisome-associated
BCAN	3.0462	Proteoglycans	Core matrisome
WNT3A	3.84	Secreted Factors	Matrisome-associated
MEGF6	2.5245	Secreted Factors	Matrisome-associated
MFAP2	2.106	ECM Glycoproteins	Core matrisome
FCN3	4.5175	ECM-affiliated Proteins	Matrisome-associated
COL8A2	2.0191	Collagens	Core matrisome
RSPO1	4.9766	ECM Glycoproteins	Core matrisome
BMP8B	3.7166	Secreted Factors	Matrisome-associated
COL9A2	4.5485	Collagens	Core matrisome
COL11A1	8.66	Collagens	Core matrisome
NGF	2.4224	Secreted Factors	Matrisome-associated
REG4	2.223	ECM-affiliated Proteins	Matrisome-associated
S100A4	2.7802999999999995	Secreted Factors	Matrisome-associated
S100A3	3.4387	Secreted Factors	Matrisome-associated
ITLN2	3.4734000000000003	ECM-affiliated Proteins	Matrisome-associated
TNFSF4	2.0388	Secreted Factors	Matrisome-associated
SERPINC1	3.2230000000000003	ECM Regulators	Matrisome-associated
TNR	4.071899999999999	ECM Glycoproteins	Core matrisome
LEFTY2	2.6098	Secreted Factors	Matrisome-associated
AGT	2.7636000000000003	ECM Regulators	Matrisome-associated
NID1	2.3431999999999995	ECM Glycoproteins	Core matrisome
VIT	3.0989	ECM Glycoproteins	Core matrisome
COL3A1	3.8767999999999994	Collagens	Core matrisome
IGFBP2	2.0477	ECM Glycoproteins	Core matrisome
WNT6	2.6380999999999997	Secreted Factors	Matrisome-associated
INHA	2.545	Secreted Factors	Matrisome-associated
COL4A3	2.2837999999999994	Collagens	Core matrisome
CCL20	4.702	Secreted Factors	Matrisome-associated
CLEC4F	2.3254	ECM-affiliated Proteins	Matrisome-associated
ASTL	2.6380999999999997	ECM Regulators	Matrisome-associated
COL5A2	3.2435	Collagens	Core matrisome
IGFBP5	3.1432	ECM Glycoproteins	Core matrisome
IHH	3.428	Secreted Factors	Matrisome-associated
