name	prize	Category	Division
NTNG1	2.2485	ECM Glycoproteins	Core matrisome
BGLAP	2.2591	ECM Glycoproteins	Core matrisome
BCAN	3.4913	Proteoglycans	Core matrisome
PAPPA2	2.338	ECM Regulators	Matrisome-associated
LAMC2	3.1849000000000003	ECM Glycoproteins	Core matrisome
PRG4	4.0929	Proteoglycans	Core matrisome
IL20	2.2433999999999994	Secreted Factors	Matrisome-associated
IL24	2.1829	Secreted Factors	Matrisome-associated
WNT3A	2.0956	Secreted Factors	Matrisome-associated
FCN3	2.4880000000000004	ECM-affiliated Proteins	Matrisome-associated
RSPO1	3.8188	ECM Glycoproteins	Core matrisome
COL11A1	8.566099999999999	Collagens	Core matrisome
TCHHL1	4.5653	Secreted Factors	Matrisome-associated
S100A5	2.0369	Secreted Factors	Matrisome-associated
S100A2	4.2146	Secreted Factors	Matrisome-associated
ITLN1	8.364799999999999	ECM-affiliated Proteins	Matrisome-associated
XCL2	2.2041	Secreted Factors	Matrisome-associated
SERPINC1	2.4004	ECM Regulators	Matrisome-associated
TNR	3.5484	ECM Glycoproteins	Core matrisome
LAMB3	2.9865000000000004	ECM Glycoproteins	Core matrisome
COLEC11	2.5147	ECM-affiliated Proteins	Matrisome-associated
COL3A1	2.6214999999999993	Collagens	Core matrisome
TGFA	2.2984	Secreted Factors	Matrisome-associated
SFTPB	2.5228	ECM-affiliated Proteins	Matrisome-associated
COL5A2	2.8337000000000003	Collagens	Core matrisome
IHH	3.7790000000000004	Secreted Factors	Matrisome-associated
TGM4	3.7790000000000004	ECM Regulators	Matrisome-associated
CLEC3B	2.2244	ECM-affiliated Proteins	Matrisome-associated
COL6A6	2.3907999999999996	Collagens	Core matrisome
IL12A	2.3318	Secreted Factors	Matrisome-associated
KNG1	2.0785	ECM Regulators	Matrisome-associated
MUC20	3.4311	ECM-affiliated Proteins	Matrisome-associated
COL7A1	4.0508999999999995	Collagens	Core matrisome
MUC13	2.7695000000000003	ECM-affiliated Proteins	Matrisome-associated
PLOD2	2.7524	ECM Regulators	Matrisome-associated
IGSF10	2.7709	ECM Glycoproteins	Core matrisome
FGF12	3.6732	Secreted Factors	Matrisome-associated
S100P	3.4587999999999997	Secreted Factors	Matrisome-associated
AMBN	3.0785	ECM Glycoproteins	Core matrisome
CXCL8	5.1357	Secreted Factors	Matrisome-associated
CXCL6	5.4613	Secreted Factors	Matrisome-associated
CXCL1	4.2561	Secreted Factors	Matrisome-associated
PARM1	2.1193000000000004	ECM-affiliated Proteins	Matrisome-associated
BMP3	2.6871	Secreted Factors	Matrisome-associated
DMP1	6.9658	ECM Glycoproteins	Core matrisome
IBSP	6.8163	ECM Glycoproteins	Core matrisome
SPP1	8.5566	ECM Glycoproteins	Core matrisome
FGB	9.3372	ECM Glycoproteins	Core matrisome
