name	prize	Category	Division
TINAGL1	2.1416	ECM Glycoproteins	Core matrisome
BMP8A	2.1134999999999997	Secreted Factors	Matrisome-associated
CYR61	2.1146000000000003	ECM Glycoproteins	Core matrisome
NTNG1	3.7248	ECM Glycoproteins	Core matrisome
HAPLN2	3.2745	Proteoglycans	Core matrisome
BCAN	2.1685	Proteoglycans	Core matrisome
PAPPA2	3.0520999999999994	ECM Regulators	Matrisome-associated
LAMC2	2.229	ECM Glycoproteins	Core matrisome
PRG4	3.186	Proteoglycans	Core matrisome
IL24	3.1003	Secreted Factors	Matrisome-associated
WNT3A	6.564	Secreted Factors	Matrisome-associated
FCN3	4.3223	ECM-affiliated Proteins	Matrisome-associated
COL8A2	2.0259	Collagens	Core matrisome
RSPO1	2.0319	ECM Glycoproteins	Core matrisome
COL11A1	9.0826	Collagens	Core matrisome
CTSK	3.2749	ECM Regulators	Matrisome-associated
TCHH	2.1452999999999998	Secreted Factors	Matrisome-associated
S100A12	5.6209999999999996	Secreted Factors	Matrisome-associated
S100A3	3.0306999999999995	Secreted Factors	Matrisome-associated
S100A2	3.0473	Secreted Factors	Matrisome-associated
ITLN1	7.2440999999999995	ECM-affiliated Proteins	Matrisome-associated
ITLN2	7.700200000000001	ECM-affiliated Proteins	Matrisome-associated
ADAMTS4	4.4633	ECM Regulators	Matrisome-associated
TNR	3.9734	ECM Glycoproteins	Core matrisome
IL10	3.9858	Secreted Factors	Matrisome-associated
LEFTY2	3.3296	Secreted Factors	Matrisome-associated
TPO	2.0838	Secreted Factors	Matrisome-associated
VIT	2.125	ECM Glycoproteins	Core matrisome
VWA3B	5.5367	ECM Glycoproteins	Core matrisome
TNFAIP6	3.2355	ECM Glycoproteins	Core matrisome
COL3A1	4.0117	Collagens	Core matrisome
WNT6	3.4398000000000004	Secreted Factors	Matrisome-associated
WNT10A	3.4557	Secreted Factors	Matrisome-associated
COL4A3	3.2473	Collagens	Core matrisome
CCL20	3.6786000000000003	Secreted Factors	Matrisome-associated
EFEMP1	2.0945	ECM Glycoproteins	Core matrisome
