name	prize	Category	Division
MMP23B	2.6272	ECM Regulators	Matrisome-associated
CELA2B	3.7792000000000003	ECM Regulators	Matrisome-associated
NTNG1	2.5133	ECM Glycoproteins	Core matrisome
BCAN	3.3161	Proteoglycans	Core matrisome
BRINP2	3.2106999999999997	Secreted Factors	Matrisome-associated
LAMC2	2.0820999999999996	ECM Glycoproteins	Core matrisome
HMCN1	2.1686000000000005	ECM Glycoproteins	Core matrisome
PRG4	4.1595	Proteoglycans	Core matrisome
PRELP	2.1311	Proteoglycans	Core matrisome
IL20	5.1067	Secreted Factors	Matrisome-associated
WNT3A	5.428599999999999	Secreted Factors	Matrisome-associated
FCN3	4.3865	ECM-affiliated Proteins	Matrisome-associated
RSPO1	3.6575	ECM Glycoproteins	Core matrisome
COL11A1	6.0171	Collagens	Core matrisome
TCHHL1	3.1436	Secreted Factors	Matrisome-associated
S100A12	3.1747	Secreted Factors	Matrisome-associated
S100A8	2.5808	Secreted Factors	Matrisome-associated
S100A5	2.0732000000000004	Secreted Factors	Matrisome-associated
S100A2	3.8524	Secreted Factors	Matrisome-associated
ITLN1	6.0575	ECM-affiliated Proteins	Matrisome-associated
ITLN2	8.1912	ECM-affiliated Proteins	Matrisome-associated
ADAMTS4	3.8655999999999997	ECM Regulators	Matrisome-associated
DPT	2.5376	ECM Glycoproteins	Core matrisome
LAMB3	2.3448	ECM Glycoproteins	Core matrisome
LEFTY1	2.8337000000000003	Secreted Factors	Matrisome-associated
LEFTY2	2.5453	Secreted Factors	Matrisome-associated
WNT9A	2.5456000000000003	Secreted Factors	Matrisome-associated
VIT	2.9565	ECM Glycoproteins	Core matrisome
VWA3B	4.046200000000001	ECM Glycoproteins	Core matrisome
COL3A1	2.4501999999999997	Collagens	Core matrisome
WNT10A	2.1222	Secreted Factors	Matrisome-associated
CCL20	2.9665000000000004	Secreted Factors	Matrisome-associated
SDC1	2.3937	ECM-affiliated Proteins	Matrisome-associated
SFTPB	2.7052000000000005	ECM-affiliated Proteins	Matrisome-associated
ASTL	4.3916	ECM Regulators	Matrisome-associated
IL1A	3.3619	Secreted Factors	Matrisome-associated
IL1B	3.1845	Secreted Factors	Matrisome-associated
IHH	4.9211	Secreted Factors	Matrisome-associated
CLEC3B	4.2099	ECM-affiliated Proteins	Matrisome-associated
TDGF1	3.3985000000000003	Secreted Factors	Matrisome-associated
ZPLD1	4.9992	ECM Glycoproteins	Core matrisome
COL6A6	4.3378000000000005	Collagens	Core matrisome
VWA5B2	2.2028999999999996	ECM Glycoproteins	Core matrisome
KNG1	2.8337000000000003	ECM Regulators	Matrisome-associated
MUC20	2.4543	ECM-affiliated Proteins	Matrisome-associated
COL7A1	2.2432000000000003	Collagens	Core matrisome
SEMA3G	2.7793	ECM-affiliated Proteins	Matrisome-associated
ADAMTS9	3.6071999999999997	ECM Regulators	Matrisome-associated
ABI3BP	2.4982999999999995	ECM Glycoproteins	Core matrisome
SEMA5B	3.4314	ECM-affiliated Proteins	Matrisome-associated
MUC13	4.5587	ECM-affiliated Proteins	Matrisome-associated
KY	2.8843	ECM Regulators	Matrisome-associated
IGSF10	4.8104000000000005	ECM Glycoproteins	Core matrisome
SERPINI2	2.7866999999999997	ECM Regulators	Matrisome-associated
MASP1	3.5205	ECM Regulators	Matrisome-associated
FGF12	2.1851	Secreted Factors	Matrisome-associated
MUC4	2.6348	ECM-affiliated Proteins	Matrisome-associated
S100P	4.3593	Secreted Factors	Matrisome-associated
C1QTNF7	2.4028	ECM-affiliated Proteins	Matrisome-associated
SLIT2	3.0115999999999996	ECM Glycoproteins	Core matrisome
CXCL6	2.758	Secreted Factors	Matrisome-associated
EPGN	2.3799	Secreted Factors	Matrisome-associated
CXCL13	4.7781	Secreted Factors	Matrisome-associated
FRAS1	3.5472	ECM Glycoproteins	Core matrisome
DSPP	3.1828	ECM Glycoproteins	Core matrisome
DMP1	4.3059	ECM Glycoproteins	Core matrisome
IBSP	3.5471	ECM Glycoproteins	Core matrisome
SPP1	6.715400000000001	ECM Glycoproteins	Core matrisome
MMRN1	2.7677000000000005	ECM Glycoproteins	Core matrisome
EGF	3.6078	Secreted Factors	Matrisome-associated
FGF2	2.2398	Secreted Factors	Matrisome-associated
HHIP	5.4509	Secreted Factors	Matrisome-associated
FGB	8.179	ECM Glycoproteins	Core matrisome
TLL1	2.1514	ECM Regulators	Matrisome-associated
ADAM29	3.7812	ECM Regulators	Matrisome-associated
FGFBP1	3.9485	Secreted Factors	Matrisome-associated
FGFBP2	3.3573	Secreted Factors	Matrisome-associated
ADAMTS3	2.1704	ECM Regulators	Matrisome-associated
PF4	2.2487	Secreted Factors	Matrisome-associated
CXCL5	2.7974	Secreted Factors	Matrisome-associated
CXCL2	2.292	Secreted Factors	Matrisome-associated
SPARCL1	2.070500000000001	ECM Glycoproteins	Core matrisome
EMCN	2.9954	ECM-affiliated Proteins	Matrisome-associated
COL25A1	2.6926	Collagens	Core matrisome
PRSS12	3.0086	ECM Regulators	Matrisome-associated
FREM3	3.2227	ECM-affiliated Proteins	Matrisome-associated
FGG	2.0676999999999994	ECM Glycoproteins	Core matrisome
SPOCK3	3.5239000000000003	Proteoglycans	Core matrisome
FST	2.8266	Secreted Factors	Matrisome-associated
THBS4	2.0529	ECM Glycoproteins	Core matrisome
MEGF10	3.6709000000000005	Secreted Factors	Matrisome-associated
ADAMTS19	3.2487000000000004	ECM Regulators	Matrisome-associated
IL13	6.1373999999999995	Secreted Factors	Matrisome-associated
FGF18	3.5327	Secreted Factors	Matrisome-associated
SEMA5A	2.4931	ECM-affiliated Proteins	Matrisome-associated
FGF10	3.6958	Secreted Factors	Matrisome-associated
ESM1	2.3034	Proteoglycans	Core matrisome
SEMA6A	2.7344999999999997	ECM-affiliated Proteins	Matrisome-associated
IL5	2.8426	Secreted Factors	Matrisome-associated
