name	prize	Category	Division
CELA2B	2.0192	ECM Regulators	Matrisome-associated
ARTN	3.3883	Secreted Factors	Matrisome-associated
PODN	3.1102999999999996	Proteoglycans	Core matrisome
CYR61	2.6317000000000004	ECM Glycoproteins	Core matrisome
NTNG1	4.083600000000001	ECM Glycoproteins	Core matrisome
BCAN	2.9656999999999996	Proteoglycans	Core matrisome
XCL1	2.9637000000000002	Secreted Factors	Matrisome-associated
TNN	2.1303	ECM Glycoproteins	Core matrisome
HMCN1	2.3083999999999993	ECM Glycoproteins	Core matrisome
PRG4	3.2982	Proteoglycans	Core matrisome
PRELP	3.4145	Proteoglycans	Core matrisome
WNT3A	2.8095	Secreted Factors	Matrisome-associated
FCN3	4.2601	ECM-affiliated Proteins	Matrisome-associated
RSPO1	4.7152	ECM Glycoproteins	Core matrisome
BMP8B	2.1256	Secreted Factors	Matrisome-associated
COL9A2	2.5630999999999995	Collagens	Core matrisome
COL11A1	4.9953	Collagens	Core matrisome
CTSK	2.6259999999999994	ECM Regulators	Matrisome-associated
TCHH	3.643	Secreted Factors	Matrisome-associated
CRNN	2.6041999999999996	Secreted Factors	Matrisome-associated
S100A12	2.7417	Secreted Factors	Matrisome-associated
S100A8	2.0632	Secreted Factors	Matrisome-associated
S100A4	2.8308999999999997	Secreted Factors	Matrisome-associated
ITLN1	4.017	ECM-affiliated Proteins	Matrisome-associated
ITLN2	5.5517	ECM-affiliated Proteins	Matrisome-associated
ADAMTS4	2.3614	ECM Regulators	Matrisome-associated
XCL2	2.5365	Secreted Factors	Matrisome-associated
DPT	4.3096	ECM Glycoproteins	Core matrisome
TNFSF18	2.6904000000000003	Secreted Factors	Matrisome-associated
TNR	3.5046999999999997	ECM Glycoproteins	Core matrisome
BRINP3	3.0637000000000003	Secreted Factors	Matrisome-associated
PLXNA2	2.2312000000000003	ECM-affiliated Proteins	Matrisome-associated
LEFTY1	5.7559000000000005	Secreted Factors	Matrisome-associated
TPO	3.8688	Secreted Factors	Matrisome-associated
VIT	3.7197	ECM Glycoproteins	Core matrisome
VWA3B	2.8778	ECM Glycoproteins	Core matrisome
IL1RN	2.8803	Secreted Factors	Matrisome-associated
COL3A1	2.5362999999999998	Collagens	Core matrisome
ADAM23	3.0448	ECM Regulators	Matrisome-associated
VWC2L	2.3697	Secreted Factors	Matrisome-associated
INHA	6.3324	Secreted Factors	Matrisome-associated
COL4A3	2.4904	Collagens	Core matrisome
CCL20	3.2477	Secreted Factors	Matrisome-associated
PXDN	3.1571	ECM Glycoproteins	Core matrisome
EFEMP1	2.4659000000000004	ECM Glycoproteins	Core matrisome
ASTL	3.1402	ECM Regulators	Matrisome-associated
IL1A	3.0048	Secreted Factors	Matrisome-associated
IL1B	2.8226	Secreted Factors	Matrisome-associated
FRZB	2.4457	Secreted Factors	Matrisome-associated
MSTN	2.4522	Secreted Factors	Matrisome-associated
IHH	4.2596	Secreted Factors	Matrisome-associated
CLEC3B	4.3857	ECM-affiliated Proteins	Matrisome-associated
ZPLD1	5.1271	ECM Glycoproteins	Core matrisome
COL6A5	2.6195	Collagens	Core matrisome
COL6A6	3.3955	Collagens	Core matrisome
VWA5B2	2.5113	ECM Glycoproteins	Core matrisome
KNG1	4.624599999999999	ECM Regulators	Matrisome-associated
WNT7A	4.9261	Secreted Factors	Matrisome-associated
COL7A1	2.9379	Collagens	Core matrisome
HYAL1	3.1035	ECM Regulators	Matrisome-associated
SEMA3G	2.7114	ECM-affiliated Proteins	Matrisome-associated
ADAMTS9	3.3244	ECM Regulators	Matrisome-associated
ABI3BP	3.8566000000000003	ECM Glycoproteins	Core matrisome
SEMA5B	4.2941	ECM-affiliated Proteins	Matrisome-associated
KY	2.6042	ECM Regulators	Matrisome-associated
PCOLCE2	2.6385	ECM Glycoproteins	Core matrisome
IGSF10	2.3042	ECM Glycoproteins	Core matrisome
SERPINI2	4.3322	ECM Regulators	Matrisome-associated
MASP1	2.6494999999999997	ECM Regulators	Matrisome-associated
MUC4	4.165	ECM-affiliated Proteins	Matrisome-associated
HGFAC	2.7620999999999998	Secreted Factors	Matrisome-associated
S100P	3.3289999999999997	Secreted Factors	Matrisome-associated
C1QTNF7	3.4441	ECM-affiliated Proteins	Matrisome-associated
SLIT2	3.5359	ECM Glycoproteins	Core matrisome
CXCL8	2.3595	Secreted Factors	Matrisome-associated
PF4V1	3.0397	Secreted Factors	Matrisome-associated
EPGN	3.0843	Secreted Factors	Matrisome-associated
EREG	4.0665000000000004	Secreted Factors	Matrisome-associated
AREG	4.977	Secreted Factors	Matrisome-associated
PARM1	2.5614999999999997	ECM-affiliated Proteins	Matrisome-associated
CXCL13	5.1579	Secreted Factors	Matrisome-associated
FRAS1	3.2436	ECM Glycoproteins	Core matrisome
BMP3	3.4928999999999997	Secreted Factors	Matrisome-associated
MMRN1	4.3331	ECM Glycoproteins	Core matrisome
EGF	2.158	Secreted Factors	Matrisome-associated
FGF2	3.4783999999999997	Secreted Factors	Matrisome-associated
HHIP	2.5025000000000004	Secreted Factors	Matrisome-associated
FGB	5.9018999999999995	ECM Glycoproteins	Core matrisome
TLL1	3.0747	ECM Regulators	Matrisome-associated
ADAM29	3.7417	ECM Regulators	Matrisome-associated
FGFBP1	2.3866	Secreted Factors	Matrisome-associated
FGFBP2	3.0072	Secreted Factors	Matrisome-associated
LGI2	4.3026	ECM Glycoproteins	Core matrisome
PF4	2.2298	Secreted Factors	Matrisome-associated
PPBP	6.0571	Secreted Factors	Matrisome-associated
CXCL3	3.1191999999999998	Secreted Factors	Matrisome-associated
CXCL2	3.4269	Secreted Factors	Matrisome-associated
BTC	3.036	Secreted Factors	Matrisome-associated
