name	prize	Category	Division
CELA2B	2.8264	ECM Regulators	Matrisome-associated
TINAGL1	2.9639	ECM Glycoproteins	Core matrisome
NTNG1	2.4768	ECM Glycoproteins	Core matrisome
FNDC7	3.2502999999999997	ECM Glycoproteins	Core matrisome
HAPLN2	2.8085000000000004	Proteoglycans	Core matrisome
PRG4	2.7100999999999997	Proteoglycans	Core matrisome
PRELP	2.0403	Proteoglycans	Core matrisome
IL19	2.7358000000000002	Secreted Factors	Matrisome-associated
WNT3A	3.936	Secreted Factors	Matrisome-associated
FCN3	4.1942	ECM-affiliated Proteins	Matrisome-associated
RSPO1	3.8499999999999996	ECM Glycoproteins	Core matrisome
COL9A2	2.0803000000000003	Collagens	Core matrisome
CDCP2	2.5309999999999997	ECM Glycoproteins	Core matrisome
COL11A1	6.142	Collagens	Core matrisome
S100A12	2.8674	Secreted Factors	Matrisome-associated
S100A14	3.0008	Secreted Factors	Matrisome-associated
ITLN1	4.0971	ECM-affiliated Proteins	Matrisome-associated
ITLN2	5.006	ECM-affiliated Proteins	Matrisome-associated
TNFSF18	2.3495	Secreted Factors	Matrisome-associated
LEFTY2	4.463900000000001	Secreted Factors	Matrisome-associated
WNT9A	2.0529	Secreted Factors	Matrisome-associated
AGT	2.8146	ECM Regulators	Matrisome-associated
COLEC11	2.2091	ECM-affiliated Proteins	Matrisome-associated
VIT	5.2009	ECM Glycoproteins	Core matrisome
VWA3B	6.874599999999999	ECM Glycoproteins	Core matrisome
COL3A1	3.5513999999999992	Collagens	Core matrisome
WNT6	2.5134000000000003	Secreted Factors	Matrisome-associated
COL4A3	2.9930000000000003	Collagens	Core matrisome
CCL20	2.1356	Secreted Factors	Matrisome-associated
MATN3	2.6582	ECM Glycoproteins	Core matrisome
COL5A2	2.4689999999999994	Collagens	Core matrisome
IHH	6.241499999999999	Secreted Factors	Matrisome-associated
COL4A4	2.6399999999999997	Collagens	Core matrisome
CLEC3B	4.543800000000001	ECM-affiliated Proteins	Matrisome-associated
TDGF1	2.1304999999999996	Secreted Factors	Matrisome-associated
SEMA3B	2.1030999999999995	ECM-affiliated Proteins	Matrisome-associated
ITIH3	2.8883	ECM Regulators	Matrisome-associated
ZPLD1	3.0577	ECM Glycoproteins	Core matrisome
COL6A6	2.149	Collagens	Core matrisome
IL12A	3.0455	Secreted Factors	Matrisome-associated
TIMP4	3.4979	ECM Regulators	Matrisome-associated
WNT7A	5.0228	Secreted Factors	Matrisome-associated
HYAL2	2.0284000000000004	ECM Regulators	Matrisome-associated
SEMA3G	2.5688	ECM-affiliated Proteins	Matrisome-associated
ABI3BP	3.3351	ECM Glycoproteins	Core matrisome
PCOLCE2	3.891	ECM Glycoproteins	Core matrisome
IGSF10	3.7837	ECM Glycoproteins	Core matrisome
SERPINI2	3.0056000000000003	ECM Regulators	Matrisome-associated
MASP1	3.4964	ECM Regulators	Matrisome-associated
S100P	3.4671	Secreted Factors	Matrisome-associated
C1QTNF7	3.1748000000000003	ECM-affiliated Proteins	Matrisome-associated
SLIT2	2.5956	ECM Glycoproteins	Core matrisome
CXCL6	4.1483	Secreted Factors	Matrisome-associated
EREG	2.8086	Secreted Factors	Matrisome-associated
CXCL13	5.301	Secreted Factors	Matrisome-associated
FRAS1	3.6804	ECM Glycoproteins	Core matrisome
ANXA3	2.7255000000000003	ECM-affiliated Proteins	Matrisome-associated
BMP3	2.0463000000000005	Secreted Factors	Matrisome-associated
DSPP	2.7515	ECM Glycoproteins	Core matrisome
MEPE	3.6107	ECM Glycoproteins	Core matrisome
