nodes,C3L.00001_mem,C3L.00001_trx,C3L.00009_mem,C3L.00009_trx,C3L.00080_mem,C3L.00080_trx,C3L.00083_mem,C3L.00083_trx,C3L.00093_mem,C3L.00093_trx,C3L.00094_mem,C3L.00094_trx,C3L.00095_mem,C3L.00095_trx,C3L.00140_mem,C3L.00140_trx,C3L.00144_mem,C3L.00144_trx,C3L.00263_mem,C3L.00263_trx,C3L.00279_mem,C3L.00279_trx,C3L.00368_mem,C3L.00368_trx,C3L.00412_mem,C3L.00412_trx,C3L.00422_mem,C3L.00422_trx,C3L.00510_mem,C3L.00510_trx,C3L.00604_mem,C3L.00604_trx,C3L.00893_mem,C3L.00893_trx,C3L.00913_mem,C3L.00913_trx,C3L.00973_mem,C3L.00973_trx,C3L.01330_mem,C3L.01330_trx,C3L.01632_mem,C3L.01632_trx,C3L.01682_mem,C3L.01682_trx,C3L.01683_mem,C3L.01683_trx,C3L.01889_mem,C3L.01889_trx,C3L.01890_mem,C3L.01890_trx,C3L.01924_mem,C3L.01924_trx,C3L.02219_mem,C3L.02219_trx,C3L.02345_mem,C3L.02345_trx,C3L.02348_mem,C3L.02348_trx,C3L.02350_mem,C3L.02350_trx,C3L.02365_mem,C3L.02365_trx,C3L.02508_mem,C3L.02508_trx,C3L.02549_mem,C3L.02549_trx,C3N.00167_mem,C3N.00167_trx,C3N.00169_mem,C3N.00169_trx,C3N.00175_mem,C3N.00175_trx,C3N.00180_mem,C3N.00180_trx,C3N.00199_mem,C3N.00199_trx,C3N.00203_mem,C3N.00203_trx,C3N.00217_mem,C3N.00217_trx,C3N.00223_mem,C3N.00223_trx,C3N.00293_mem,C3N.00293_trx,C3N.00433_mem,C3N.00433_trx,C3N.00546_mem,C3N.00546_trx,C3N.00547_mem,C3N.00547_trx,C3N.00549_mem,C3N.00549_trx,C3N.00550_mem,C3N.00550_trx,C3N.00551_mem,C3N.00551_trx,C3N.00552_mem,C3N.00552_trx,C3N.00556_mem,C3N.00556_trx,C3N.00559_mem,C3N.00559_trx,C3N.00560_mem,C3N.00560_trx,C3N.00572_mem,C3N.00572_trx,C3N.00574_mem,C3N.00574_trx,C3N.00578_mem,C3N.00578_trx,C3N.00579_mem,C3N.00579_trx,C3N.00580_mem,C3N.00580_trx,C3N.00704_mem,C3N.00704_trx,C3N.00737_mem,C3N.00737_trx,C3N.00738_mem,C3N.00738_trx,C3N.00959_mem,C3N.00959_trx,C3N.01016_mem,C3N.01016_trx,C3N.01021_mem,C3N.01021_trx,C3N.01023_mem,C3N.01023_trx,C3N.01024_mem,C3N.01024_trx,C3N.01030_mem,C3N.01030_trx,C3N.01071_mem,C3N.01071_trx,C3N.01072_mem,C3N.01072_trx,C3N.01405_mem,C3N.01405_trx,C3N.01410_mem,C3N.01410_trx,C3N.01413_mem,C3N.01413_trx,C3N.01414_mem,C3N.01414_trx,C3N.01415_mem,C3N.01415_trx,C3N.01416_mem,C3N.01416_trx,C3N.01488_mem,C3N.01488_trx,C3N.01489_mem,C3N.01489_trx,C3N.01799_mem,C3N.01799_trx,C3N.01823_mem,C3N.01823_trx,C3N.02000_mem,C3N.02000_trx,C3N.02002_mem,C3N.02002_trx,C3N.02003_mem,C3N.02003_trx,C3N.02067_mem,C3N.02067_trx,C3N.02087_mem,C3N.02087_trx,C3N.02089_mem,C3N.02089_trx,C3N.02145_mem,C3N.02145_trx,C3N.02149_mem,C3N.02149_trx,C3N.02155_mem,C3N.02155_trx,C3N.02158_mem,C3N.02158_trx,C3N.02379_mem,C3N.02379_trx,C3N.02380_mem,C3N.02380_trx,C3N.02421_mem,C3N.02421_trx,C3N.02423_mem,C3N.02423_trx,C3N.02424_mem,C3N.02424_trx,C3N.02433_mem,C3N.02433_trx,C3N.02529_mem,C3N.02529_trx,C3N.02572_mem,C3N.02572_trx,C3N.02582_mem,C3N.02582_trx,C3N.02586_mem,C3N.02586_trx,C3N.02587_mem,C3N.02587_trx,C3N.02588_mem,C3N.02588_trx,C3N.02729_mem,C3N.02729_trx
SDC2,1,0.749944759371105,0,NA,1,0.9322334441630596,0,NA,1,-0.27966079419487944,1,-1.2056439108702,1,-0.7319103407501568,0,NA,1,-1.6824156257367755,1,-0.06113138278357225,1,0.6359058262066143,1,-0.55765103850261,1,0.5887060774658406,1,2.0791330859791057,1,0.398822030807555,1,3.093764926151465,1,1.7245381919909466,1,-0.4564157153413637,0,NA,1,-0.6647456408178831,1,0.6531581481601388,1,0.26818180670665437,0,NA,1,-0.6749451267526709,0,NA,1,0.23845139025844317,1,-0.21564274417865767,0,NA,1,-0.9866804787808168,1,0.36768104715559646,0,NA,0,NA,0,NA,1,-0.3640778160806776,1,0.17519287642885423,1,-0.9413253179218664,1,1.0417151602077512,1,0.6302635573916259,1,-2.232102814520133,1,-0.4003185427000303,1,0.4640336376884866,1,-1.4380619839799416,1,-0.3639693109111584,1,0.9103153999202174,1,0.2189204597450192,1,1.9393784276386077,1,1.0056914439274367,1,-0.04409607116908623,1,0.16097869922186245,1,0.3684405833422293,1,1.760995928949337,1,-1.95997184936643,1,1.3619139154583804,1,0.8688664251639518,0,NA,1,-0.79798998898724,1,-1.312087482168359,1,-0.962592331147594,1,-0.5705631536753731,1,0.8702769923676986,1,-0.83900494306543,1,0.637858919257957,1,1.6803765879967052,0,NA,1,0.2917274284922819,1,-0.25785125512155654,1,-0.36961157972614733,1,-0.7361420423613985,1,-1.429598580757458,1,-0.5491876352801264,1,0.16900808176627002,1,-0.8067789077182809,1,-0.2656636273269261,1,0.13103127243461274,1,-0.8410665412862914,1,-0.8622250493425002,1,-2.114049190083439,0,NA,1,1.0240288175761507,1,0.1328758603164361,1,-0.44957988966166545,0,NA,0,NA,1,-2.0698875860891977,1,0.5058081279533094,1,-0.4130136475337555,1,0.5818702517861428,1,0.2065508704198508,1,1.2949662258651446,1,-0.4327615883862175,1,-0.01686127361981197,1,-0.6695198682767199,1,-0.4805038629745865,1,0.12224235370357232,0,NA,1,0.5520313301684123,1,1.1549945571856086,1,1.8581080556688607,1,1.311350506462517,1,0.4346287367488317,1,0.3157070709559854
MAD1L1,1,0.8069977848573896,1,-0.4072699101149447,0,NA,1,2.087684049400439,1,0.3800212661884966,0,NA,0,NA,1,-0.4892591333579164,1,1.045423419213808,1,-0.9544324118165628,1,-0.4812305150581597,1,-0.766124818967718,0,NA,1,-1.1040566619483976,1,-0.4140820710965558,1,0.23745246850190269,1,-0.764665070185943,0,NA,0,NA,1,-0.7218457725872396,1,-1.2882282999155494,1,-0.4802573492036439,1,0.0090017841542725,0,NA,1,1.7110688637027494,1,-0.20241849773932744,0,NA,1,-1.004307161860507,1,0.06690515249797435,0,NA,0,NA,0,NA,1,1.102353621702994,0,NA,1,-0.10412874643321196,1,0.3583683259255153,0,NA,1,0.9561354520619652,1,0.01605723659951432,1,-2.1689433982525257,0,NA,1,0.04865829272579982,0,NA,1,-0.4369514686776826,0,NA,1,1.5646074025980918,1,1.3495377487500568,1,-0.3887797588791406,0,NA,0,NA,1,1.1544179949195996,1,1.3213159389690927,0,NA,0,NA,0,NA,0,NA,1,0.5087224504482363,0,NA,0,NA,0,NA,0,NA,1,-0.23453297093835504,0,NA,0,NA,1,-0.4148119454874433,0,NA,1,0.4478995845409868,1,-0.915505777635923,1,-0.6641856957071673,1,-0.4989907919030763,0,NA,1,-2.827533390296225,1,-0.1396493001230451,1,0.4997206662939638,1,-0.788264342157956,0,NA,1,0.01897673416306198,0,NA,1,-1.446611042738028,0,NA,0,NA,1,0.33087639053543877,1,1.300392873096999,1,2.1339094274899493,0,NA,1,0.4963145858031582,1,2.0195624395843206,0,NA,0,NA,0,NA,0,NA,1,-0.4999639577575933,0,NA,0,NA,1,0.5009371236121092,0,NA,1,0.5235632297296052,0,NA,1,-0.4347618455050212,0,NA,0,NA
COL1A1,1,1.7145387732956885,0,NA,0,NA,1,2.5019727307566804,0,NA,1,0.951564961973804,1,0.5413654997099147,0,NA,0,NA,0,NA,1,0.9379291333790136,0,NA,0,NA,0,NA,0,NA,1,0.6411038542254145,0,NA,1,0.00127422691421159,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.4166749846214738,0,NA,0,NA,1,0.8246252380449858,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.5880887770410168,1,1.5315796916862112,0,NA,1,1.961038004645835,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.35557681316696865,1,1.2916875113046746,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.6081388871586284,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.4943429773907674,0,NA,1,0.7865995510873497,1,0.6424393219743888,0,NA,0,NA,0,NA,0,NA,1,0.8710854581540374,0,NA,1,0.6478514807465482,0,NA,0,NA,0,NA,1,0.3196075656039224,0,NA,0,NA,0,NA,0,NA
THBS2,1,1.522295057072897,1,0.8518742968532786,0,NA,1,1.3952453902929538,1,0.8882477328523987,1,0.13341314946501273,0,NA,1,-1.9935749924268893,1,0.1844560608317014,0,NA,1,1.3029392178046226,0,NA,0,NA,1,-2.5248502026687443,0,NA,1,0.5049540723711117,0,NA,0,NA,1,0.5337783046723005,0,NA,1,1.0301384478112277,0,NA,1,1.905331358337209,0,NA,0,NA,0,NA,0,NA,1,1.5530923767042268,0,NA,0,NA,0,NA,1,1.5910957544108535,0,NA,0,NA,1,0.27959318470675665,0,NA,0,NA,1,0.05877897654229078,0,NA,0,NA,1,0.23026600145323375,0,NA,0,NA,1,-0.3036685873640282,0,NA,0,NA,1,-0.8586208455675743,1,0.5919414877086283,1,0.4304914722597067,1,1.7950958270662922,1,-0.00967857517303268,0,NA,0,NA,0,NA,1,0.4733846750888576,1,-0.3439024116177711,0,NA,1,-0.8134114097856494,0,NA,0,NA,0,NA,1,0.5746126337656516,1,0.77157822115711,0,NA,0,NA,1,0.8878188008241066,1,-0.27527328709113064,1,1.3832352935007923,0,NA,0,NA,0,NA,1,-0.12077197050053191,0,NA,1,0.573325837680777,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.4712094376146894,1,0.3307218824791034,0,NA,1,1.0142679627644418,1,0.6726664954330891,0,NA,0,NA,0,NA,1,-2.290996460844217,1,1.244776034768295,0,NA,1,0.06778654913641267,1,0.6172484773778274,1,-0.15345659105634443,1,0.771406648345793,1,-0.02683585630469241,1,0.08691691759821328,0,NA,1,0.4049271233735333,1,0.7930248225716845
S100A1,1,3.522167285090368,0,NA,0,NA,0,NA,1,-1.0119694307374745,0,NA,1,-1.0783226509691015,1,1.071861957459877,1,-1.0207031024602695,1,-0.2173187282711866,1,0.2477209348906435,1,1.9843605160298576,1,-1.5198834823566634,1,-1.0439550856183613,1,0.6452731347399638,1,0.7397555833774773,1,0.7754842404252762,1,-0.4719562999293105,1,2.0304107851136877,1,1.6877559503790809,1,0.8206271150444006,0,NA,0,NA,1,0.12692404677665595,1,-0.14223183631676423,0,NA,0,NA,1,-2.2726806151383867,1,0.3862120150663982,0,NA,1,-1.27171109625957,1,-0.11251466759764243,1,0.9495905533407418,0,NA,1,-0.31803951385355367,1,-0.4975901935572553,1,-1.906773797245688,1,0.2110848833781384,1,-0.0830243474946971,1,0.48874758957817727,1,0.9552617687451542,0,NA,0,NA,0,NA,1,-1.0039163048632087,0,NA,1,-0.8832328410573094,0,NA,1,-0.20881190516456768,0,NA,1,-0.26767912106237013,1,-0.5650776568697647,1,-1.05507066781101,1,1.3098261558290278,1,-0.2274134916910409,1,0.27993343838770685,0,NA,1,0.6389213734870219,0,NA,0,NA,1,1.1895963892554815,1,-1.0704963737110125,1,0.03765911631120225,1,-1.4161002404559135,1,0.890950186059116,1,-0.2964888953167858,1,0.17728443956783949,0,NA,0,NA,1,-1.228496434877946,1,-1.219876187463239,0,NA,1,-0.6170259899741838,1,0.3397080487502152,0,NA,0,NA,1,0.02971941474502453,0,NA,1,-0.00158569428733262,1,-0.2962620467006093,0,NA,0,NA,0,NA,1,-0.7159319866271389,1,-0.4660582359087214,1,-0.2741443066234005,1,-0.47263684577784,1,-0.6819046942006635,0,NA,0,NA,1,0.2180037661715217,1,-0.655476830416101,0,NA,1,0.1649211899862199,1,1.0808224777988484,1,0.5353649802024484,1,1.335346625148884,1,0.6518517446090825,1,0.08336911247076749,1,-0.5017868929565206,1,0.6349515227039331
IL16,1,0.7251551223844925,1,-0.1489733249000129,1,-0.5997826512964385,1,2.0361224637579034,1,0.8052222236738278,1,-0.02969888132828262,1,1.325282832798928,1,-1.1410242384361653,1,1.582458963019081,1,1.9527505290194775,1,1.0449728684351387,1,0.19593111142327707,1,0.7750280635253165,1,-0.7722348694580835,1,-1.1796307019096348,1,0.03219163599105322,1,0.5073365541489653,1,0.625108800698381,1,1.486618792995449,1,0.2732942580724469,1,-1.1709179591802137,1,1.2372540872913285,1,2.0963605643526937,1,-0.5311322473766894,1,0.7556497219374659,1,0.5466941161335912,1,0.3000333650696361,1,0.08461831206981103,1,1.47595319413702,1,1.9978164396888969,1,-1.9592709564905904,1,1.458377488975946,1,-0.06740402658836372,1,-0.8563579027076661,1,-1.1515396175923631,1,0.4030840808003752,1,-2.0019333519243077,1,-0.1138219145778656,1,-0.3646888173043004,1,-0.7481997171010597,1,1.2944877938414912,1,0.907972500000104,1,2.1436797705555843,1,-0.5198657697093345,1,-0.29288379963769207,1,-2.44703432963594,1,-0.3523708017213258,1,-0.5502101495600769,1,-0.08738324698513947,1,0.0296379010531194,1,-0.39097726519479514,1,-1.059304720422285,1,-0.49958610990809565,1,-0.43288856211735494,1,-0.3531219002324827,1,-0.17481111368381316,1,-1.6489170516805225,1,-0.44806075204272616,1,1.3560778717563642,1,0.632169126703257,1,0.03444493152452427,1,-0.5948254011228022,1,-0.02999932073274539,1,-0.4201198874276862,1,-1.9278750387242285,1,0.19623155082773985,1,-0.4775038136800802,1,0.46407327990632274,1,-0.5339864217190861,1,-0.8700278956107235,1,0.5809442082423503,1,-1.1492863220588925,1,-0.5626783848452829,1,0.4475491126608688,1,-0.34020300584058255,1,0.4391368093359107,1,1.8228104865893184,1,0.18196067911575725,1,0.6695738325588754,1,-0.2056061526412497,1,0.5959661784654904,1,-0.9066815029551846,1,0.5665231168281363,1,-0.5715413472769354,1,-0.03225261626621645,1,-1.025355067717989,1,-2.9166211188112907,1,-0.4331890015218181,1,-0.7827502486142811,1,-0.02068569919439874,1,0.3578679504287243,1,0.4848035988142554,1,0.7391255546920126,1,0.9485318196025811,1,0.42111044506814294,1,-0.2650931547248835,1,-0.5242221410740452,1,0.03204141628882184,1,-0.1916357203337299,1,-1.6815147270647357,1,-0.5123547845977647
LGALS1,1,0.3590088236195355,0,NA,1,-1.7223435395247726,0,NA,0,NA,1,-0.7828165506583782,0,NA,1,-1.8146344526249367,0,NA,0,NA,0,NA,1,-0.39593633904653314,0,NA,1,-0.4591116664662881,1,-2.4682244160827884,1,0.38400427925083,1,-1.0883928626343655,0,NA,1,0.15780913955444545,1,-1.0381272760351694,0,NA,1,0.2638338194849919,0,NA,1,-1.415668526202355,0,NA,0,NA,0,NA,0,NA,1,-0.7388684968011575,1,-0.17756944644346845,1,-0.1849856805318742,1,1.7811403789055325,0,NA,0,NA,1,0.8585059232405081,0,NA,0,NA,1,-1.435307812769801,0,NA,0,NA,0,NA,1,-1.232872089689978,0,NA,1,1.5087997826590689,1,-0.4728454332966693,0,NA,0,NA,1,1.977533244579988,0,NA,0,NA,0,NA,1,-1.7782399705244252,0,NA,0,NA,1,0.6606023432147117,1,-0.5485184885320715,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.05533892165307303,1,1.5215721858113231,0,NA,0,NA,1,0.8762224824517004,0,NA,1,-0.6682769352929967,1,0.41463057928258,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.8801889574857825,1,-0.2724697752414038,0,NA,1,-0.9706944808979964,0,NA,1,-0.6278996608116755,0,NA,1,-1.8907195208652496,0,NA,0,NA,0,NA,1,-1.1754649443389833,0,NA,1,-1.4270675526715717,0,NA,0,NA,1,1.3531962044708463,0,NA,1,-0.02691002431418383,0,NA,1,-0.3767090654839988,0,NA,1,-0.46845062791094766,0,NA,1,-0.3286408815776635
PARP2,1,0.30396317730385414,0,NA,0,NA,1,-1.793257349966772,1,-0.2970626804310185,1,0.229022297287037,0,NA,1,-0.5441802322864736,0,NA,0,NA,1,-0.03383283937194874,0,NA,1,0.855528054227628,0,NA,1,0.01993724204011784,1,0.276422403897674,1,-0.5822127288950079,0,NA,1,-1.326750371862086,0,NA,0,NA,1,-1.028673021595196,0,NA,0,NA,1,-1.1326534926185294,0,NA,0,NA,1,0.3352509947108756,1,-0.34165250404102476,1,-0.438326239262719,1,0.4251800507310562,0,NA,1,-1.270357359649431,1,-1.324127441061497,1,1.289248397324957,0,NA,0,NA,1,1.9108829970644552,0,NA,0,NA,1,-0.6944366967201911,0,NA,0,NA,1,0.7590416712059762,0,NA,0,NA,1,1.04831346807089,1,-0.3676944598468688,0,NA,1,0.34443125251293594,1,0.3766558309201671,1,1.0042857010610102,1,-0.10034287038687369,0,NA,1,0.6694873195858797,1,0.8369801864234657,1,0.7258803317985346,1,-0.02109288976908957,0,NA,0,NA,0,NA,1,0.7210091745974412,0,NA,0,NA,1,0.1447138072681179,0,NA,0,NA,1,1.1790853037002365,0,NA,1,-0.8480655007546667,0,NA,1,-1.060148191202259,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.17209876300297605,1,0.09675164405735524,0,NA,1,0.6642414579847022,1,-1.2872190576532148,1,0.15351936067009417,1,-0.16610349260163051,1,-0.3320975418388804,1,-0.4874125156737346,0,NA,0,NA,1,0.47145604414144027,0,NA,0,NA,1,0.7751539604095918,0,NA,0,NA,0,NA,1,-0.7036169545222515,1,-1.1596322094245832,0,NA,1,0.07239585805188986,0,NA,1,0.2936588063015417
FST,1,1.09986128873115,1,0.6551626506567977,0,NA,0,NA,1,0.16357924529617612,0,NA,0,NA,1,-1.7454849094217977,0,NA,0,NA,1,1.1312611787485596,1,-0.34459509999536647,0,NA,0,NA,0,NA,0,NA,1,-0.21690631045294495,0,NA,0,NA,1,0.18293534188225055,1,3.9585416867545047,1,0.10489647628125194,1,0.9083281044175178,1,-0.621049317585046,0,NA,1,-0.1956453281710981,1,-0.4381802907908948,0,NA,1,-0.25875234783426787,1,0.4038406346661799,0,NA,1,1.5044344313429416,0,NA,1,0.00946784771562127,1,-0.6660906471012129,0,NA,1,2.7307506839406823,1,-0.10679162765216574,1,-0.5425803165043568,1,0.5093467230417033,1,-0.09818891805835486,1,-0.472345337463458,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.3780842194855588,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.5936532770610499,0,NA,0,NA,1,-0.02297665703817976,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.9403424736916284,0,NA,0,NA,1,0.472723759342337,0,NA,0,NA,1,-0.3928317216463775,0,NA,1,-0.01830661468725385,1,0.17611462213287196,1,-0.4148300790362652,1,0.4599425908029608,0,NA,0,NA,0,NA,0,NA,1,-0.447889063046767,1,-1.1527582184082283,0,NA,1,-0.6070391905322683,0,NA,0,NA,1,0.4603727262826514,1,0.06772048125085493,0,NA,1,-0.4625136693562455,1,-1.3335994636552668,1,-0.36407409243278105,1,0.6753790182022532,0,NA,1,-0.24345181434241855,1,0.7442621428784104,1,0.1664672978026698,0,NA,1,-0.4343705193993499,1,0.06262030342023846,1,-0.8640758636102033,0,NA,0,NA
CEBPB,1,-1.3374593851909178,1,-0.7662747947872078,1,-0.00479723808630302,1,1.931299953951105,1,-0.8423919813060865,1,-1.1460964986012885,1,1.2387558332341635,0,NA,1,0.20918682040050385,1,0.0627605860931029,1,-0.6855722355864691,1,-0.12126570420555034,0,NA,1,0.543613334664169,1,-1.923775705444766,1,-0.8587464772047209,1,-1.6121232088343391,1,2.0722237410402733,1,0.6409760812756655,1,-1.0815955895431222,1,-1.493514902130224,1,0.5084588107699071,1,1.2118549801672511,1,-0.30957167567393923,0,NA,1,-0.4916109711437856,0,NA,1,1.361185283839829,1,-2.240319266249177,1,-0.9036831294869498,1,1.281246953419401,1,-1.161686765719613,1,-0.9932507425392848,1,-0.1449567963951601,1,1.963397562724126,1,-1.1736087346924489,1,-0.503380094360561,1,0.7527063289569909,1,0.07345978901744404,1,-0.07403636558239113,1,-0.12371123630254216,0,NA,0,NA,1,0.6145337654769393,1,0.15874772090004186,1,-0.8040276965345232,1,0.2561104675115384,1,1.3529316130124809,1,0.05282561194907268,1,0.5769337094856856,0,NA,1,0.6362378628377435,1,-0.03490785203051692,1,0.18717703152757492,1,0.2613072232176466,0,NA,1,0.4846148728242357,0,NA,0,NA,1,1.053353931130953,1,-0.8197708094089096,1,-0.47189386861178817,1,-0.7890488124404464,1,1.373107252812666,1,-0.03567208081082788,1,0.03341420092919858,1,0.6282898835225188,1,0.6374606288862394,1,2.098666056838999,1,0.5067775074532263,1,1.8538071556276692,1,2.1627084286289793,1,0.05603537282637544,1,0.17525506255473786,1,2.3316029890774943,1,1.5925937585177043,1,-0.4073929595536221,0,NA,1,-1.7666502682130258,0,NA,1,0.7225957150127756,1,-0.62000140623587,1,-0.34426766230001343,1,-0.6251981619419782,1,-1.1887404645425872,1,0.45771401975732184,1,0.9306187890131632,1,-0.2426252345187813,1,-0.07143798772933634,1,-0.6881706134395238,1,-1.2338299625808793,1,1.5037903742456793,1,0.18717703152757492,1,0.03952803117167808,1,-1.301234941004223,1,-0.4133539440400399,1,-0.9793417787376422,0,NA,1,0.4665790736089191,1,0.8312690475728612,1,-0.776209768931238
CDC20,1,-1.081689914219107,1,0.1117225868659022,0,NA,0,NA,0,NA,0,NA,1,-0.834587859901791,0,NA,0,NA,0,NA,1,-0.17310440615792652,1,-0.91989513780198,0,NA,1,-2.0068032441497414,1,0.6569924769716285,0,NA,1,-1.7365029465806805,1,1.4452139369790236,0,NA,1,-1.3046302199739015,1,-0.7435736659300861,0,NA,1,0.1637518736477724,1,-2.1931303480950723,0,NA,1,-0.07460451707942856,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.980077161828873,0,NA,1,1.28593909752854,1,-0.9267137907705444,0,NA,1,0.48786023703398185,0,NA,1,0.6641075931127393,1,-1.1986446357886102,0,NA,0,NA,0,NA,0,NA,1,0.7048712793378511,0,NA,0,NA,0,NA,0,NA,0,NA,1,1.2920165925657383,1,-0.30895865497725467,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.5284896342477676,0,NA,1,0.668925119666616,1,0.3253243026854894,0,NA,1,-0.5279708236958115,1,1.0590706547375073,0,NA,0,NA,1,-0.18785344899210363,0,NA,0,NA,0,NA,0,NA,1,-0.7721082462876646,1,0.4534705090186144,0,NA,0,NA,0,NA,0,NA,1,1.1601645965757852,1,2.19474695296913,0,NA,0,NA,1,1.5362281309507282,1,0.5410753765060373,0,NA,1,-1.1535822335615773,1,-0.8340690493498351,0,NA,0,NA,1,-1.3061125358366332,0,NA,0,NA,0,NA,1,-1.2138383733816067,1,-1.716121103468124,1,0.3669032626351037,1,-0.626767175946856
RXRA,1,-0.28345308470620323,1,-0.27968970770082363,0,NA,1,1.4776191849613567,1,0.25621517786528514,0,NA,0,NA,0,NA,1,-0.28063055195216813,0,NA,1,-0.01964035662906757,1,1.237327563167845,1,-0.7019406077044563,1,-0.5713514256177714,0,NA,0,NA,1,-0.08154790836756762,1,-0.2638835242782278,1,-0.3432907790917449,1,-1.1392450157296097,1,-0.8357286602457152,1,-0.05445159392883227,1,0.2413498386940338,1,0.6090317721196579,0,NA,1,0.08253532906699879,1,0.4923670849528781,1,-1.0137363926001877,1,0.7906147126292421,0,NA,1,1.5075380321541263,1,-0.038833579356505,1,-0.7273434024907713,1,-1.158438238457048,1,2.530612071066673,1,1.146630177338187,1,-3.720545303719735,1,-0.833658802892756,1,-0.7672351987477997,1,0.15422766101948737,1,0.9669289253312924,1,1.3133477786765209,1,0.32000441810647584,1,0.0353049476494807,1,0.2870748693094009,1,-3.292461169357763,1,-2.786098793283887,1,1.0034336822834784,1,1.3925668646397684,1,0.3602725520640413,1,-0.2371635475400296,1,0.16344793468266855,1,-0.6052218186661916,0,NA,1,0.11452403361272924,1,-0.02660260408902018,1,-0.7190639730789354,1,-2.041514652769459,1,-1.0148654057018014,0,NA,1,-0.8635776500855264,1,-1.9167587050411132,1,0.964859067978335,1,-0.24995902935832176,0,NA,1,0.5591670267983733,1,-1.4100199912666989,1,0.8641887330844197,1,-0.6150065988801793,0,NA,1,0.9674934318821,1,0.05092296222180713,1,0.4255671431073838,1,0.5027163717176731,1,1.062895038968482,1,1.0331643606259813,1,1.083969950198611,1,-0.7405152220096014,1,-0.38468792615092506,0,NA,1,-0.3995532653221756,1,0.21782873241040945,1,1.0077615658396657,1,1.3496643667784365,1,0.11076065660734884,1,0.19844734083270263,1,0.5239794517980706,1,-0.07571467400922888,1,-0.15662727962489864,1,0.9503700665076208,1,0.66510608949982,1,0.16175441503024732,0,NA,1,-0.49457853470802,1,1.1989411177129687,1,0.06861083414709358,0,NA,1,0.5988706542051314,1,0.06936350954816949,1,0.1566738560729845,0,NA
HIST1H3D,1,-0.3344892727256901,0,NA,0,NA,0,NA,0,NA,1,0.8292369312786226,0,NA,1,-1.979674145155515,0,NA,0,NA,0,NA,1,0.03817169703840262,0,NA,1,-0.2741626799288563,1,-1.5848759387303233,0,NA,0,NA,0,NA,1,0.40516721287027113,0,NA,1,-0.15350949433518865,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.22936362753885983,1,-0.4069860998954501,0,NA,1,0.5557214053284566,0,NA,0,NA,0,NA,1,-1.2380242591019197,1,1.39252993428071,0,NA,1,0.7250555284138294,1,0.03607338076720864,0,NA,0,NA,0,NA,1,-1.5617944597471871,1,0.8037423885836127,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.9281725434654295,0,NA,0,NA,0,NA,0,NA,0,NA,1,-0.2224391838439192,0,NA,0,NA,0,NA,0,NA,1,-0.7340086907610687,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0.18043754022537065,1,0.8739310678550596,1,-0.4403493286074386,0,NA,1,-1.715601042425723,0,NA,0,NA,1,0.6611617979559653,0,NA,0,NA,0,NA,1,-0.05300014494498605,0,NA,0,NA,1,-0.03526937245339431,0,NA,1,2.113406489249483,1,-0.627624055811522,0,NA,0,NA,0,NA,0,NA,1,-2.086268611732182,1,-1.1689896537796298,0,NA,0,NA,0,NA,1,-0.33553843086128665,0,NA,1,-0.14102451252158327,1,-0.9160376272871672,1,0.17697531837789987,0,NA,1,-1.5289558101029974
