Hugo_Symbol	C3N-01021	C3L-00893	C3N-02002	C3N-00737	C3L-02345	C3N-02155	C3N-00738	C3N-02588	C3N-01024	C3L-01682	C3N-00223	C3L-02348	C3N-00167	C3N-00294	C3N-02423	C3N-02729	C3N-01071	C3N-01030	C3N-02003	C3N-01016	C3N-02572	C3N-00175	C3L-00412	C3L-01924	C3N-01413	C3N-02586	C3N-01842	C3N-02379	C3L-00279	C3L-00080	C3L-00913	C3N-01415	C3N-02000	C3N-02089	C3N-00559	C3N-01410	C3L-02365	C3N-02149	X11LU013	C3L-00095	C3L-00973	C3L-01330	C3N-01489	C3N-02087	C3N-02433	C3N-00959	C3N-01023	C3N-00560	C3N-02067	C3N-02529	C3N-02380	C3N-02158	C3N-00579	C3N-01416	C3N-00199	X11LU022	C3N-00556	C3N-00293	C3N-01799	C3N-00550	C3N-00203	C3L-00001	C3N-00217	C3L-00093	C3N-01405	C3N-00552	C3L-00009	C3L-00094	C3L-00604	C3N-00546	C3L-01862	C3N-00433	C3N-02421	C3N-02424	X11LU035	C3L-00263	C3L-02219	C3N-01414	C3N-00549	C3N-02587	C3L-01632	C3N-01074	C3N-01823	C3N-00547	C3N-00180	C3N-00578	C3L-00510	C3N-00574	C3N-01488	X11LU016	C3N-00572	C3L-02350	C3N-00704	C3L-01889	C3L-01683	C3L-00422	C3N-00169	C3L-00083	C3N-02145	C3L-01890	C3N-01072	C3N-00551	C3L-02508	C3N-02582	C3N-02422	C3L-02549	C3L-00368
hsa-let-7f-5p	1.5191	1.979	0.7643	0.3568	-1.4917	-2.4456	1.0939	-0.9096	-0.0011	0.4633	0.143	0.1716	1.3795	-1.0543	-0.383	0.5479	0.3037	-0.335	-1.2086	-0.3817	-0.1017	-0.9382	1.8172	-1.2144	0.0426	0.9722	-0.9729	-0.8749	0.1692	-0.4335	0.2233	-2.0162	-0.6011	-2.4691	-0.4706	-1.8969	-1.4565	-0.7829	-0.8498	2.3499	0.1585	1.1156	-2.1608	0.6789	-0.2984	0.8169	-0.0428	-1.5294	-0.4842	-0.0961	0.0501	0.0781	1.0675	0.8692	0.353	-0.2162	-0.6094	0.3186	-0.0489	-0.9256	-0.7466	-0.446	0.2063	-0.2867	2.2242	0.4115	-0.1509	0.029	0.139	1.5244	0.7288	0.3445	-0.3382	-0.8218	-0.979	-0.0438	-0.5605	-0.2744	-0.0817	1.9979	0.9418	-0.3379	-0.5539	-0.8077	-1.4255	-0.2114	0.4003	1.423	-1.1811	-0.5544	0.4403	0.7214	0.9901	-0.4927	-0.1159	1.8279	-0.0033	0.7126	-0.1351	1.8541	1.1769	-0.8031	1.0761	-0.3099	0.0584	0.4956	1.8356
hsa-miR-23a-3p	0.1213	0.8066	1.1034	-0.8241	0.933	-2.0231	0.9473	-0.329	0.2156	0.4101	-0.5291	-0.5556	1.4076	-1.1874	-0.5937	-0.4319	0.5962	1.9859	-0.9634	-0.4492	0.6021	0.1016	1.1475	-1.0501	-0.3792	-0.0524	-0.5318	-0.7935	1.6469	-1.6128	-0.0051	-1.0488	-0.4627	-0.199	-0.6218	-0.8878	-0.1834	-0.491	0.5864	0.4549	0.046	0.7523	-0.5529	0.9192	-0.8665	0.6602	-1.0064	-0.5793	0.3733	-1.1812	0.7931	-0.6496	0.1813	0.3841	0.3771	-1.2138	0.3709	1.0691	-0.1434	-0.1485	0.3582	0.8938	0.7074	0.9073	-6.6949	0.3968	2.1574	-0.7244	-0.3735	0.5624	0.6775	0.5662	0.8501	-0.319	0.1729	0.1888	-0.5931	0.0143	0.0948	-0.5577	0.309	-0.1653	-1.0836	0.8379	-0.1402	-0.1528	-0.6031	0.4662	-0.2336	-0.2185	0.5262	-0.1158	0.8511	-0.3295	0.5848	0.7752	-0.0732	1.5567	0.6099	0.9073	1.091	-0.0286	0.4049	-0.5459	0.0851	-0.5351	-0.5113
hsa-miR-26a-5p	0.5512	1.0225	0.8695	-0.4345	-0.5518	-2.2544	0.5249	-1.3191	-0.2589	1.652	0.6062	0.9533	0.4492	-1.1439	-1.0065	0.4282	-0.1197	-0.6281	-1.6703	-0.7769	-0.212	-0.2569	0.704	-0.4459	-0.5215	0.6042	-1.1869	-0.785	-0.1995	2.84	-0.8721	-0.7774	0.9833	-1.535	1.4615	-1.7742	-1.3811	-0.7243	-0.3065	0.5676	0.1408	1.164	-1.6416	-0.6568	2.4831	0.4058	-1.2156	-1.43	0.5146	-0.4775	1.0846	0.7823	-0.3599	-0.0798	0.3743	-0.7912	-0.3665	0.8989	0.6895	-0.5121	-0.9032	0.7329	0.3931	-0.0655	-1.9564	0.1781	-0.1133	-0.4994	-0.6412	0.0522	0.7367	0.2009	0.3394	-1.2119	-0.6914	0.0901	3.2456	-0.3724	0.2947	0.342	0.4085	-1.5861	0.1355	-0.3556	-1.0073	0.1995	1.2749	0.6089	-0.725	-0.8979	0.5569	1.066	0.3166	2.2941	0.1888	0.3475	-1.6423	1.2297	0.1208	0.8309	1.4224	-0.525	0.5939	0.1171	-0.251	-0.2427	1.2876
hsa-let-7a-5p	1.5383	1.8818	0.6921	0.4117	-1.4446	-2.2459	1.1789	-0.6542	-0.0874	0.4771	0.1419	0.1523	1.443	-1.1434	-0.5413	0.5106	0.4343	-0.2871	-1.2397	-0.4626	-0.1629	-1.0637	2.0799	-1.2966	-0.0736	1.0263	-0.9198	-0.9162	0.2006	-0.4275	0.1769	-1.9288	-0.5568	-2.4866	-0.4587	-1.9112	-1.5446	-0.7217	-0.8554	2.5445	0.1133	1.2023	-2.2838	0.6804	-0.2974	0.7713	-0.159	-1.3399	-0.4875	-0.2029	0.0292	-0.0347	1.0169	0.8237	0.2626	-0.2639	-0.5561	0.3234	-0.1043	-0.8593	-0.8544	-0.2294	0.3164	-0.2073	2.1459	0.4252	0.1718	-0.0116	0.1229	1.4415	0.6508	0.2647	-0.3351	-0.9048	-1.0413	-0.0967	-0.4589	-0.2689	-0.1458	1.9628	0.8095	-0.3187	-0.5885	-0.7581	-1.2584	-0.1227	0.3403	1.5199	-1.1649	-0.6578	0.4556	0.6612	0.8842	-0.4854	-0.1481	1.6998	-0.1214	0.8915	-0.0669	1.8551	1.1062	-0.8201	1.1026	-0.3218	0.0858	0.4556	1.9239
hsa-miR-29c-3p	-0.5101	0.4568	2.0498	0.1432	-0.0292	-1.8345	0.34	-1.4364	0.3541	-0.2118	0.7079	0.0112	0.7972	1.5123	-0.0837	-0.4052	-1.571	0.754	-0.1409	-1.169	0.0046	0.8275	-0.9681	-0.5471	0.4648	0.8707	-0.4671	-0.2221	-0.2127	-0.9797	0.2242	-0.3215	-0.6252	-1.6135	-1.1946	-0.29	1.0901	-0.7679	0.3075	-0.6473	0.56	0.2556	0.8416	0.9658	0.0738	1.2839	-0.1369	-0.0437	1.8148	1.9034	0.8534	-0.8934	0.0319	0.0747	-0.7376	0.5498	-0.7522	0.4803	0.8574	-0.3915	0.9722	-0.534	-1.1989	-0.1166	3.0054	-0.4578	-2.0297	-0.4776	-1.4131	0.5011	-0.53	0.76	-0.1706	1.8808	1.105	0.1238	-1.3775	-0.0129	-3.1815	0.6451	-1.5806	-0.4372	0.3387	-1.0087	-1.7214	1.0112	2.1092	-2.6929	-0.082	0.1272	0.2054	0.3723	1.5112	0.6055	-0.7096	1.1004	-0.5152	0.3039	-0.3744	0.2712	-0.2351	0.293	-0.2072	0.0586	0.8342	-0.1172	0.7876
hsa-let-7f-5p	1.5541	1.9543	0.7622	0.3404	-1.4634	-2.4797	1.1052	-0.8826	-0.0135	0.4514	0.1299	0.1627	1.3446	-1.0361	-0.369	0.5591	0.3388	-0.3147	-1.1878	-0.3887	-0.0814	-0.9009	1.8798	-1.2415	0.003	1.0131	-0.9839	-0.874	0.1286	-0.4659	0.2592	-2.01	-0.5827	-2.4858	-0.4632	-1.9437	-1.4962	-0.7761	-0.8373	2.4066	0.1698	1.0921	-2.155	0.6783	-0.2498	0.751	-0.0635	-1.4773	-0.4818	-0.096	0.0581	0.003	1.0722	0.8628	0.3457	-0.2272	-0.5776	0.2813	-0.0699	-0.9084	-0.7455	-0.4337	0.1549	-0.3065	2.2595	0.4724	-0.0734	0.032	0.1339	1.5439	0.6978	0.3425	-0.295	-0.779	-0.9978	-0.0534	-0.5704	-0.2982	-0.1332	2.0008	0.921	-0.3554	-0.5662	-0.7889	-1.3897	-0.1649	0.3652	1.4253	-1.1542	-0.5497	0.4027	0.7079	0.9676	-0.5217	-0.1093	1.7784	0.0041	0.7513	-0.1577	1.8449	1.1789	-0.7916	1.0594	-0.2833	0.0498	0.4506	1.8513
hsa-miR-106b-5p	-0.2464	-0.0158	-0.1482	1.3572	-0.642	1.6847	-1.18	-0.0939	0.6197	-0.4155	-0.6958	-0.2648	0.6851	0.9085	-0.3263	0.2345	0.0845	0.0136	-0.3413	0.8568	0.2465	-1.1465	-1.1829	0.2117	0.8018	-0.694	1.7608	1.0021	-0.6005	0.8967	0.6988	0.1515	-0.3047	2.2038	0.948	1.1456	1.2761	1.2387	0.8911	-1.3156	-0.5433	-0.2802	-0.4873	-0.1822	-0.4972	-0.2114	0.6462	2.0519	1.009	0.7392	0.0321	1.0964	1.0191	-0.172	0.6597	0.9614	-0.7278	-1.2164	-0.3068	0.3009	0.3004	-2.024	-0.6	-0.5779	1.954	-0.7057	-1.2437	0.4416	0.8255	-0.3237	-0.1366	-0.3985	-0.908	0.3785	0.4043	-0.4355	-1.3395	1.0784	1.7739	-1.2912	-1.9663	2.5055	-0.2148	0.1313	0.9995	-1.8071	1.2302	-0.6556	-1.0206	0.874	0.0935	-0.0485	-1.4721	-1.7924	-1.2618	-0.5855	0.9565	-1.3684	-0.9064	-1.8572	-2.4482	-0.0379	-1.1103	-0.1356	0.7668	-0.1913	-0.0444
hsa-miR-29a-3p	-0.535	0.41	2.051	0.0453	0.1898	-1.7705	0.5474	-1.4108	0.3788	-0.2197	0.663	-0.0312	0.7571	1.471	-0.0716	-0.379	-1.54	0.6796	-0.1597	-1.2738	0.0812	0.9047	-0.963	-0.6054	0.4221	0.8589	-0.477	-0.2268	-0.2344	-0.9842	0.1682	-0.1526	-0.6381	-1.6577	-1.2186	-0.3219	1.0842	-0.7799	0.2448	-0.6316	0.7277	0.2305	1.0762	0.9357	0.0769	1.19	-0.1364	-0.0554	1.7924	1.9004	0.7961	-0.8779	0.0437	0.0623	-0.7463	0.5177	-0.7734	0.4738	0.8327	-0.387	0.9693	-0.2368	-1.2246	-0.1013	3.1679	-0.5203	-1.9997	-0.5309	-1.4337	0.5452	-0.5666	0.7349	-0.1779	1.8089	1.1335	0.0654	-1.3268	0.0329	-3.1556	0.6221	-1.5902	-0.4521	0.3414	-1.0586	-1.7316	0.9954	2.0703	-2.6768	-0.1024	0.0961	0.1407	0.4015	1.4731	0.5693	-0.7167	1.0742	-0.5088	0.2392	-0.3632	0.2989	-0.2612	0.2377	-0.2074	0.0286	0.8231	-0.0244	0.7439
hsa-miR-21-5p	-1.3959	-2.2601	-1.1366	0.0431	1.3729	0.1454	-1.6734	0.794	0.7444	-1.5277	-0.5916	-0.4004	-1.131	1.1627	1.4383	-0.5446	-0.5936	0.6962	1.0724	0.5583	0.7472	1.1188	-1.8338	1.1741	0.8298	0.126	0.5531	1.2848	0.2438	0.1374	0.7867	1.2887	0.0049	0.0252	-0.3326	1.2352	1.0694	0.409	0.516	-1.9341	0.4396	-2.3324	1.5063	0.3591	-0.0654	-1.4552	0.7567	0.7664	0.107	0.8961	-1.1062	-0.2653	-0.738	0.1489	0.2367	1.1506	1.3073	-0.1211	0.4733	0.5456	0.9822	-0.9202	-1.1425	0.8199	0.7888	-0.1887	-0.6467	0.091	0.0925	-0.5729	-0.6057	0.3917	0.5838	0.9058	1.0571	0.6	-0.1552	0.4873	-1.3868	-0.757	-0.7261	0.175	1.0452	0.36	-2.3693	0.0049	-0.5966	-2.1409	1.633	1.3528	-0.5366	-0.9445	-0.4416	-0.3782	1.0321	-1.0425	1.205	-1.082	0.5769	-2.5167	-0.9012	1.0243	-0.1807	0.5035	0.2	-0.9249	-1.5879
hsa-miR-99a-5p	0.222	0.4258	0.2524	0.4589	-0.019	-1.7288	1.045	0.3032	-1.743	0.5112	0.8138	-0.1652	-0.1463	1.3012	-0.6041	0.7549	-0.3606	-1.1813	3.0446	-0.5919	-0.3358	-0.719	0.4728	-0.6168	-0.7092	-0.1672	0.3459	-0.5028	0.1211	-1.6331	-0.1336	0.8916	-0.2896	-0.373	-0.6573	-0.8039	-1.2183	-0.3618	-0.8891	1.1965	-0.0685	-0.0293	-0.6962	0.1603	-0.3868	0.2495	0.04	-0.5633	-0.4926	-0.1739	0.9058	-1.3008	-0.4443	-0.2272	-0.2612	-1.565	0.5209	0.2855	-0.1969	0.8524	2.3087	1.1426	-0.2549	-0.2006	-2.6851	2.9211	0.2022	0.2695	-1.331	1.6197	-0.2384	0.335	-0.3361	1.9845	1.0574	0.3736	-0.6457	-0.5596	0.1089	2.4369	-0.5968	-0.0275	0.4703	-0.6974	-1.657	1.1382	-0.8103	-0.3446	0.1248	-1.3287	-1.2296	0.5902	-0.8594	0.4521	0.0591	2.0953	-1.0059	0.7754	-0.3217	1.1754	2.3329	-1.4051	0.5476	-1.0502	0.1487	-0.1724	0.2694
hsa-miR-199a-3p	1.0134	0.1388	-0.0724	0.2737	0.7725	-2.1095	0.7519	-0.5404	0.1672	0.4008	0.7303	0.516	0.6585	-0.1709	0.4517	1.2347	0.1681	0.3533	-0.8233	-0.4838	0.3111	-0.4231	1.2399	-0.5671	0.0457	-0.207	-0.1355	-0.5452	1.6363	-2.2381	-0.1889	-0.0119	0.4613	-1.6548	-0.2468	-0.7811	-0.4757	-0.2309	1.4439	1.9077	0.6689	0.3005	-0.5541	0.6125	0.9685	-0.8327	0.398	-1.0155	-0.0094	-0.5959	-0.1806	-0.5692	-0.7641	0.9626	0.1786	-0.2785	1.764	0.309	-0.2784	-1.4595	0.1222	1.7975	0.0697	1.5183	-0.2081	0.0265	-0.1614	0.7207	-0.216	-1.8726	0.1679	0.7269	0.8668	0.4639	0.3101	0.8858	-1.1655	-0.206	-0.2187	-1.9209	0.5175	-0.2727	0.2358	-0.5018	-2.0053	0.1686	-2.8523	0.3884	0.9357	-0.0809	-0.7156	0.3797	-0.8291	-1.7377	1.9672	-3.4137	-0.7156	1.7745	1.1627	0.7581	0.6029	-0.0527	2.3185	-0.9501	-0.8737	-0.3197	0.0086
hsa-miR-128-3p	-0.1331	-0.0752	-1.0563	-0.2323	-1.3946	1.3613	-0.4124	1.9126	0.1123	0.1194	-0.8606	-0.6704	1.2495	0.5444	0.2854	-0.482	2.6786	-0.3124	-0.71	-0.1885	-0.9162	-1.5933	0.8517	-0.6165	-0.7126	-0.3148	1.758	1.1788	1.488	0.4711	-0.2792	-0.8264	-1.1783	2.9564	0.4808	-1.0692	1.7753	1.49	1.057	1.9897	-0.1374	-0.7798	-1.5849	1.0027	-0.5889	-0.738	0.4	1.4428	-0.5798	0.6258	-1.3953	1.0245	-0.4107	0.4155	0.6095	0.43	-1.06	-0.7975	-0.2135	0.8077	0.3968	-0.4546	-0.268	-0.3973	-1.2836	-0.0756	0.7547	1.9304	-0.5176	1.0437	0.3414	-0.0907	-1.6239	-0.2835	-0.5693	-1.328	-0.4273	-0.1045	1.3385	-0.2109	-1.1858	0.2761	-0.5303	-0.09	1.8589	0.0278	-1.3601	1.3275	-1.1065	0.1798	1.1124	-0.4844	-0.8113	-1.9801	-0.7945	-0.0586	0.943	-0.5865	0.3739	-1.0873	-1.1781	0.0516	-0.8727	0.3539	-0.3016	-1.0102	0.5638
hsa-miR-151a-3p	0.4589	0.8685	0.1479	-1.4852	-1.6224	1.6943	-0.2481	0.9739	0.1826	0.1377	-0.4801	0.0532	-1.9865	0.0132	0.018	0.3598	-0.4318	0.1819	-0.9793	0.3283	-0.3563	0.6169	-1.0575	1.0102	0.2775	1.2866	0.0907	-1.002	-1.0919	0.9755	-0.8926	1.1319	0.9329	2.4062	2.1783	0.0302	2.432	0.8913	2.9	0.2106	-0.561	0.278	-0.2442	-0.0813	-0.3079	-1.1424	-0.9298	0.4065	0.4837	1.396	0.1301	0.9117	1.1436	-0.0998	0.0332	-0.2617	-0.7191	0.0737	0.4257	0.2718	-0.7069	1.2133	-0.4383	-1.0403	-1.3933	-0.4595	0.6914	-0.4159	1.4289	1.8472	-2.1316	-1.7789	-0.0735	-1.504	-0.2422	-0.5825	-0.2636	1.2396	0.767	0.1046	-1.6044	0.0374	-1.4712	1.2095	0.3043	-0.2401	0.0044	-0.7382	-0.4813	-0.5898	0.2146	0.0135	1.3823	-0.3139	-1.4286	0.4419	-0.5167	-1.063	0.3016	-0.9383	-1.9848	0.7385	-0.8168	0.3473	0.7896	-0.4798	-1.7419
hsa-miR-16-5p	1.3413	-0.4861	0.8294	2.6592	-1.942	-0.5911	0.8456	-0.3033	0.942	0.9849	2.0763	0.8325	-0.9868	1.1001	-0.483	1.2442	1.352	0.5778	1.1886	0.8325	-0.0965	-1.1488	-0.4157	-0.7409	0.0062	-0.2923	0.9464	-0.8257	-2.2465	-0.2714	1.0431	-0.1201	0.5662	0.0219	0.6393	-0.8949	-2.1363	-0.7972	-1.4832	-0.2392	-0.6815	0.6731	0.0457	-0.1468	0.212	-0.1748	0.1955	-0.7011	0.1737	0.4228	1.7283	0.0093	2.0334	1.2326	0.2756	-0.3987	-2.2858	-0.1816	0.5223	0.5128	0.2004	0.4466	-0.8173	-0.639	1.6649	0.1457	-0.678	-0.1853	-0.4146	-2.181	-1.9896	-0.5306	0.296	0.9881	0.4555	-0.0816	0.4864	-0.0981	-0.0999	-0.047	-1.5458	0.1622	0.9273	-0.7954	-2.2714	-0.186	0.6005	-0.9574	-0.3256	-0.6702	1.1818	2.07	0.6862	0.2258	-0.9011	-1.4091	0.4505	0.3882	-1.6204	0.1779	-0.9781	0.6995	-1.0876	0.5869	-0.2923	0.6461	0.3204
hsa-miR-92a-3p	0.2927	-0.1155	0.5289	0.7291	0.1916	2.2636	-1.0362	0.1258	0.0527	-0.8776	0.2177	0.1115	-0.0154	0.5767	0.4319	0.7443	2.8898	-0.427	0.6414	-1.1707	1.4857	-0.2586	0.9813	-0.9344	-0.7712	-0.2805	1.718	-0.4284	-1.6138	-0.1354	-1.0968	-1.6999	-0.2694	0.7151	-1.2534	-0.1986	-1.0677	0.006	-1.2892	0.9332	-0.9069	-0.4818	-0.8268	0.1358	0.2634	0.6241	0.4812	1.1505	-0.6032	-1.4046	-0.3298	0.0129	1.5294	0.2239	0.1472	0.6607	-1.2037	-0.7306	0.3138	-0.411	1.5579	1.6691	2.0153	-0.4154	-0.0454	-1.305	0.8801	-0.6259	-1.0171	3.2426	1.3005	-0.6652	-0.2116	-0.2249	-1.2206	-0.9981	-0.5438	0.3043	1.9705	-0.5888	0.3438	1.6056	0.57	0.3387	-1.4552	-1.452	0.0904	0.6007	-0.8226	-0.276	0.826	-0.1405	1.1594	0.632	-1.6197	-0.474	-0.2003	-0.7424	-0.5737	-0.7341	0.1626	-1.5934	-1.48	1.0148	-0.6773	-0.4715	0.9486
hsa-miR-30a-5p	1.2408	2.4536	1.8872	-0.2321	-1.9193	0.4893	0.4963	-0.3412	-0.1622	1.0106	2.2292	0.242	0.0427	-1.4241	-1.1664	0.8466	-0.5705	-1.807	-1.2678	0.2146	-0.2217	0.2131	-0.1603	0.8985	0.3528	0.874	-0.4578	-0.9746	-0.6313	-0.3841	-0.6159	-0.4533	1.0157	0.5528	1.2672	0.3851	0.1116	-0.038	1.5687	0.339	-0.9906	2.3102	0.7889	-1.53	0.7439	0.1678	-1.0142	0.8917	0.5078	0.6781	1.0693	0.3971	0.5365	0.1437	-0.356	-0.3265	-2.3359	0.8579	-0.0762	-0.3833	-1.8453	1.3612	0.0965	-1.9397	0.2261	-1.1967	0.6964	-0.8392	2.5145	0.3635	-0.9805	-0.7244	0.7917	-1.822	-1.3946	-0.5915	-0.6707	1.2863	-0.3404	-0.7471	-0.7643	-0.3014	-0.1148	0.253	-0.0409	-0.9591	1.2656	0.2019	-1.3988	-1.3371	0.2521	0.4824	1.6583	-0.4049	-1.9122	-0.0933	-0.3358	-0.5265	-0.4979	0.209	-0.4991	0.4462	-0.0736	1.2241	0.0421	0.5221	0.4748
hsa-let-7b-5p	1.1741	0.7798	0.0054	0.1713	-0.8727	-1.4744	1.2963	-0.247	-0.1649	0.5036	-0.2098	0.3887	1.391	-0.768	-1.0684	0.2107	-0.1118	-0.5084	-1.1146	-1.1688	-0.5363	-1.3059	2.9474	-1.474	-0.6891	1.5883	-1.0374	-1.2883	0.5826	-0.2796	0.5181	-1.495	-0.5417	-2.0073	-0.223	-1.489	-1.4531	-0.5752	-0.4803	2.8957	-0.119	1.1567	-1.5394	0.5918	-0.192	1.1764	-0.609	-1.1647	-0.7498	-0.8698	0.2217	-0.7928	0.9646	0.6274	-0.1383	-0.814	-0.2466	1.3878	0.1344	0.3914	-1.2763	1.3252	-0.1708	0.3364	3.37	0.2708	0.9293	-0.426	-0.5538	0.6717	0.2576	0.3214	-0.0215	-0.7918	-0.8015	0.0317	0.1648	-0.3045	-0.8391	1.1413	-0.5536	-0.4592	-0.4292	-0.8613	0.0997	-0.0355	0.5994	0.8381	-0.7109	-0.8645	0.5303	-0.1702	0.3129	-0.4155	-0.0375	0.2405	-1.1421	1.6421	0.4037	1.7187	0.328	0.0038	1.1608	-0.749	0.5254	0.6186	2.4854
hsa-let-7a-5p	1.556	1.8757	0.7184	0.4083	-1.4449	-2.2614	1.1922	-0.6336	-0.0969	0.4519	0.1283	0.1393	1.4227	-1.1172	-0.5039	0.526	0.3956	-0.2772	-1.233	-0.4818	-0.1185	-1.0164	2.0964	-1.3197	-0.0898	1.044	-0.9285	-0.8967	0.1779	-0.4614	0.1871	-1.9324	-0.5517	-2.4924	-0.4463	-1.93	-1.5644	-0.7364	-0.8338	2.5674	0.1268	1.1784	-2.2653	0.6403	-0.2631	0.7264	-0.1801	-1.3486	-0.5094	-0.1592	0.0514	-0.0543	1.0359	0.7896	0.2813	-0.2727	-0.6	0.3173	-0.1096	-0.8226	-0.8635	-0.2051	0.3183	-0.2367	2.2105	0.4626	0.1696	-0.0	0.096	1.4099	0.6487	0.2648	-0.3314	-0.8737	-1.017	-0.0843	-0.4815	-0.2589	-0.129	1.99	0.8303	-0.3121	-0.5947	-0.7685	-1.2518	-0.1112	0.3241	1.4842	-1.2043	-0.6462	0.4303	0.6508	0.8822	-0.4982	-0.1462	1.6604	-0.1052	0.8619	-0.1039	1.849	1.116	-0.7991	1.0949	-0.2954	0.1043	0.4446	1.9333
hsa-miR-100-5p	0.217	0.4101	0.2143	0.4286	0.1825	-1.7936	1.0192	0.275	-1.7409	0.4915	0.7913	-0.1475	-0.1771	1.3194	-0.5777	0.726	-0.3591	-1.1733	3.0581	-0.5789	-0.3731	-0.6678	0.4564	-0.6185	-0.7149	-0.1807	0.3254	-0.4939	0.1239	-1.6413	-0.1621	0.9157	-0.2989	-0.3571	-0.6722	-0.7861	-1.2215	-0.3538	-0.894	1.2203	-0.0118	-0.0653	-0.6189	0.1674	-0.3961	0.2166	0.0341	-0.5192	-0.5059	-0.1641	0.8648	-1.3033	-0.4777	-0.2614	-0.2877	-1.5499	0.5361	0.2774	-0.2041	0.8841	2.3306	1.0981	-0.2507	-0.212	-2.5564	2.9374	0.2129	0.2804	-1.3433	1.6406	-0.2217	0.3536	-0.3386	2.0065	1.0559	0.3685	-0.6665	-0.5854	0.1284	2.4605	-0.568	-0.0107	0.4842	-0.6871	-1.6706	1.1551	-0.879	-0.3423	0.1323	-1.3065	-1.2513	0.5655	-0.8575	0.457	0.0649	2.1091	-0.9949	0.7604	-0.345	1.1861	2.3465	-1.4034	0.4901	-1.0473	0.1073	-0.2239	0.2241
hsa-let-7g-5p	0.5427	0.3858	-0.0156	0.4565	-1.2395	-1.6128	0.8965	-1.0829	-0.0014	0.9697	0.409	1.7712	1.5384	-0.9897	0.1394	-0.0891	-0.844	-0.0721	-0.906	0.5146	-0.9542	0.1172	-0.3839	-0.9567	0.4062	0.4571	-1.0697	-0.4651	0.5467	-0.6822	-0.8325	-1.4754	-0.0779	-1.3219	-0.3635	-1.4006	-1.7289	-0.3781	-0.4086	0.6226	1.0901	-0.2793	-1.0724	-0.2271	-0.0903	1.3185	0.2466	-1.2277	-1.1024	0.6804	0.3802	0.5377	0.2277	-0.2172	-0.5735	-0.8134	-1.3658	0.2533	1.4668	-0.1554	-0.1076	-1.7721	1.3114	-0.2706	0.8381	-0.8081	-1.6103	0.4056	-0.0465	1.4847	2.5387	2.0617	-0.4994	0.6822	-1.2176	1.3605	-1.3028	-0.035	0.731	0.2787	0.9301	-0.9227	-0.4268	-0.215	-1.2376	-0.6331	1.3513	2.5298	-0.7396	-0.4092	-0.2178	1.0354	-0.4954	0.8922	0.5488	0.8786	-0.8718	0.2796	-1.0768	2.5153	2.4341	-1.0684	0.3099	-1.0539	0.249	1.0255	0.8678
hsa-miR-146b-5p	-0.5642	0.6049	0.1245	-0.8568	-0.8361	1.1705	-0.6788	-0.2439	1.5821	0.6121	0.0909	-0.6796	0.1095	0.1647	-0.1958	1.2749	1.9011	0.0183	1.2001	-0.4134	0.1611	0.3261	0.509	0.9569	0.2784	-1.0783	-0.6433	0.6372	0.3021	-0.7774	-0.2758	1.2793	-0.2477	0.5318	0.6442	-0.8445	-0.9556	-0.3268	-0.6526	-0.4062	0.052	1.3381	1.6225	1.4899	-0.0245	-2.0231	-0.378	-0.5045	0.8528	-0.0447	0.4369	0.4624	1.5489	0.8159	-1.5369	-0.0929	0.7787	0.2581	-0.6693	-0.7389	0.6025	2.0478	-0.3052	0.8198	-0.2918	2.277	-0.1748	-0.1368	0.7768	-0.1339	-0.7962	0.8947	0.7374	1.1546	2.1857	0.1188	0.1749	-1.5454	-1.6916	-0.2172	-1.2416	-1.2093	-0.5348	-0.2851	-2.5573	-0.4971	0.1004	-0.3513	-0.5849	-0.3746	-0.3791	-0.8259	2.1235	-1.6517	0.9782	-2.5052	-0.6977	0.6592	-0.6002	-0.514	0.2886	1.163	-2.1915	0.0089	-1.6659	-1.5171	0.9192
hsa-miR-26a-5p	0.5481	1.0139	0.8683	-0.4268	-0.5584	-2.2664	0.5173	-1.321	-0.2495	1.6397	0.6088	0.9605	0.4576	-1.1331	-1.0249	0.4226	-0.0957	-0.641	-1.6695	-0.784	-0.2152	-0.2624	0.6943	-0.4384	-0.5134	0.6008	-1.1805	-0.7905	-0.1931	2.8377	-0.8732	-0.7822	0.9826	-1.5374	1.4554	-1.7777	-1.3713	-0.7195	-0.2987	0.5669	0.1343	1.1621	-1.634	-0.6401	2.4753	0.4045	-1.2078	-1.431	0.5065	-0.478	1.0753	0.7841	-0.3619	-0.0677	0.3723	-0.7925	-0.351	0.8906	0.6915	-0.5147	-0.8889	0.7341	0.4106	-0.0576	-1.972	0.1795	-0.1046	-0.485	-0.6268	0.049	0.7389	0.1994	0.3404	-1.2061	-0.6874	0.086	3.2415	-0.37	0.2904	0.3367	0.4051	-1.6319	0.1437	-0.3593	-1.0196	0.1885	1.2777	0.6088	-0.714	-0.9114	0.5603	1.0661	0.3199	2.2941	0.1931	0.3555	-1.6404	1.2281	0.1315	0.839	1.4285	-0.5282	0.5983	0.124	-0.2565	-0.2611	1.2832
