Hugo_Symbol	C3N-01021	C3L-00893	C3N-02002	C3N-00737	C3L-02345	C3N-02155	C3N-00738	C3N-02588	C3N-01024	C3L-01682	C3N-00223	C3L-02348	C3N-00167	C3N-00294	C3N-02423	C3N-02729	C3N-01071	C3N-01030	C3N-02003	C3N-01016	C3N-02572	C3N-00175	C3L-00412	C3L-01924	C3N-01413	C3N-02586	C3N-01842	C3N-02379	C3L-00279	C3L-00080	C3L-00913	C3N-01415	C3N-02000	C3N-02089	C3N-00559	C3N-01410	C3L-02365	C3N-02149	X11LU013	C3L-00095	C3L-00973	C3L-01330	C3N-01489	C3N-02087	C3N-02433	C3N-00959	C3N-01023	C3N-00560	C3N-02067	C3N-02529	C3N-02380	C3N-02158	C3N-00579	C3N-01416	C3N-00199	X11LU022	C3N-00556	C3N-00293	C3N-01799	C3N-00550	C3N-00203	C3L-00001	C3N-00217	C3L-00093	C3N-01405	C3N-00552	C3L-00009	C3L-00094	C3L-00604	C3N-00546	C3L-01862	C3N-00433	C3N-02421	C3N-02424	X11LU035	C3L-00263	C3L-02219	C3N-01414	C3N-00549	C3N-02587	C3L-01632	C3N-01074	C3N-01823	C3N-00547	C3N-00180	C3N-00578	C3L-00510	C3N-00574	C3N-01488	X11LU016	C3N-00572	C3L-02350	C3N-00704	C3L-01889	C3L-01683	C3L-00422	C3N-00169	C3L-00083	C3N-02145	C3L-01890	C3N-01072	C3N-00551	C3L-02508	C3N-02582	C3N-02422	C3L-02549	C3L-00368
hsa-miR-378f	-5.4905	-7.654	-2.0946	-4.8227	-7.4414	-8.0733	-3.773	-5.8807	-1.7205	-4.2999	-6.4793	-0.14	-3.242	-5.5997	-5.2399	-7.6977	-1.2422	-6.6602	-0.7405	-8.341	-10.4242	-6.0392	-1.0595	-4.5201	-2.9048	-2.4717	-5.2472	-0.343	-1.3493	-5.413	NA	-5.3657	-8.3169	-2.4169	-4.8232	-4.8817	-9.9254	-6.3031	-2.3451	-3.2165	-1.6701	-4.5885	-3.2323	-1.4842	-3.8076	-5.0857	NA	-2.2919	-6.6584	-4.3805	-1.9295	-2.948	-2.2575	-0.8913	-6.5999	-3.4879	-3.9074	-3.0465	-6.4151	-4.2823	1.0783	-4.6503	NA	-3.525	-6.5349	-1.4598	-1.8811	-8.4523	-5.8027	-2.5731	NA	-3.811	-3.3529	-0.1819	-0.6602	-6.9649	-7.2017	-3.2952	-8.4596	-3.3795	-10.836	NA	-2.3386	-4.6334	-4.4226	-6.9646	NA	NA	-3.368	-4.5123	-1.5669	-7.8952	-1.9308	-10.0463	-1.1026	-4.6386	-7.1482	2.3752	-4.832	-6.5076	-6.83	-2.8604	-0.4967	-10.1157	-1.4572	-6.642	-6.66
hsa-miR-202-5p	-0.6105	0.7105	0.6964	0.4216	-5.1044	NA	0.5811	-3.4134	-0.1528	-0.9741	0.0665	-4.1514	0.1974	NA	-3.1529	-0.6419	NA	NA	NA	-2.7387	NA	-1.803	-1.9665	-3.9169	-0.7326	-2.1883	-2.3771	NA	-1.5714	-1.2085	-0.3367	-1.0908	-0.0846	-2.3455	-2.3654	-3.4459	-3.3828	-2.5284	-3.6509	-0.9337	-0.0845	0.8349	-4.7904	-0.6827	0.2993	0.301	-2.4881	-4.0678	-0.1211	-1.9506	0.0127	-2.9378	-1.0876	-2.0033	0.3172	-5.407	-1.5546	-1.0826	1.2351	-1.2684	-2.9328	-4.588	3.4059	-0.4555	-2.0047	-1.9565	NA	-4.4587	-2.1797	NA	0.9492	-3.1902	-1.6073	-4.2668	-2.9661	0.3404	-1.8371	0.4048	-3.405	-0.5614	-0.4034	-3.8787	-1.3556	-2.1276	-3.8773	-2.7973	-3.1344	NA	-4.0667	-3.2956	-1.4993	2.0092	NA	-0.618	-2.5278	NA	-4.9852	1.8407	-2.134	0.7797	NA	NA	1.6712	-1.3469	-1.1023	-0.1384	-1.8205
hsa-miR-675-3p	-2.0576	-3.0124	-2.2819	0.3532	-1.6227	0.3351	-2.5392	NA	NA	-2.8611	-1.6461	-2.195	-1.0857	NA	NA	-1.2184	-1.2059	NA	-1.4587	NA	-0.9622	-0.8205	-0.9011	-2.0793	NA	-2.3576	1.6883	-2.3073	-2.1326	-3.0843	NA	-2.3374	-1.7982	-1.8255	NA	0.1721	-1.9044	-0.2637	-1.9481	NA	-1.4806	-2.919	NA	-1.154	-1.8361	-1.2159	-2.2006	0.7355	-1.5543	NA	-2.2489	-1.1272	-1.3209	-1.4404	-2.8011	-2.5979	-2.2613	-2.0887	NA	-1.599	NA	NA	-1.8875	NA	NA	-1.9384	-0.551	-1.3042	NA	NA	-0.1847	-2.0257	-1.7662	NA	-1.6103	-3.1791	-2.9217	-2.5594	-2.1317	NA	-2.3032	2.1298	NA	-1.5017	1.4988	-1.6642	NA	0.1143	-2.1532	-2.9037	NA	NA	-1.5329	NA	-3.0461	-2.5757	NA	-1.131	-1.3159	NA	NA	-2.5725	-2.2279	-2.9848	-1.9379	NA	-1.3502
hsa-miR-4536-5p	-1.1776	-2.2072	-4.8673	-1.842	-4.1838	-5.6411	-3.9534	-4.9743	-2.7473	-2.9676	-5.8082	-4.4368	-5.5088	NA	-4.5787	-5.2684	-2.5126	-9.3976	-3.5237	NA	-5.3945	-4.3011	-5.9227	-9.8534	-4.841	-3.9895	-9.5044	-9.4729	-7.5374	-8.16	-7.4574	-7.0424	-5.0522	NA	-10.1541	-6.1242	-4.0692	-9.0432	-3.215	-5.9805	-4.8843	-3.9323	-5.3179	NA	-6.07	-1.8464	NA	-7.6424	-8.3254	-4.5562	-2.1242	-4.8838	-3.5204	NA	-1.5998	-10.9114	NA	-7.3207	-2.0948	NA	NA	-8.9122	-0.3354	-10.9483	NA	-5.0677	NA	NA	-6.7976	-1.2542	NA	-3.9911	-2.963	-0.8869	NA	-7.1206	-5.8467	-5.5619	-8.6037	-0.9836	1.6948	-2.022	-3.2088	-1.6542	NA	-7.1203	-6.1941	NA	-7.6395	-4.687	-7.3615	-5.4644	-4.3127	-10.1781	-4.5614	-5.6426	-5.7935	-4.7216	-6.0747	NA	0.5111	NA	-4.9919	-10.247	-1.4154	-2.712	-3.4084
hsa-miR-4676-3p	-4.8121	-4.0987	-13.0555	-3.2547	-5.3078	-4.0049	-12.7823	-9.2207	-2.6755	-11.6374	-8.1584	-7.8089	-4.4284	-7.1449	-12.7203	-12.5571	-3.3673	-11.3618	-10.5313	-5.5563	-5.7492	-12.3981	-1.9138	-5.9011	-10.0299	NA	-0.0827	-8.4543	0.292	-5.9658	-6.114	-4.668	-4.2856	1.5481	-7.4932	-3.8998	-1.0462	1.5388	-5.1469	-4.3991	-12.1112	-2.0208	NA	-0.4505	-4.503	-0.5628	-1.8509	-4.577	-5.3697	-2.7452	-8.1185	-4.6668	-5.3251	-11.2139	NA	-3.6258	-8.1901	-7.1982	NA	-2.632	-4.8636	NA	-3.8342	-2.4254	-8.2225	-9.3291	-3.6482	-10.4316	-7.3788	NA	-2.2454	-12.8261	-6.3084	-6.8927	-9.1958	-5.0568	NA	-8.1509	-5.6932	-7.5818	-4.7699	NA	-11.1297	-10.7787	-7.0317	-4.7585	-7.642	NA	-7.5687	-11.882	-4.2505	-2.8357	-9.4169	NA	-9.7053	-4.5836	-11.924	-5.9322	-7.5034	-1.2367	NA	-3.0244	-7.9978	-4.6063	-4.1238	-8.3459	-6.6148
hsa-miR-500b-5p	-11.1218	-4.7541	-3.4019	2.1716	-4.4202	-12.7896	-6.0374	-11.7345	-8.2104	-5.5508	-6.9912	-4.821	-3.7235	-12.9871	-8.3406	-0.7411	-3.7574	NA	NA	-6.7406	-10.0116	-11.983	-13.2353	-3.1288	0.4193	-7.0023	-8.352	-14.7716	-15.7904	-4.5308	NA	-15.0071	-9.0904	-2.8345	-11.7679	-9.4724	-9.2288	-10.01	-6.1827	-13.3267	-11.592	NA	-6.5027	-9.8206	-9.3867	-3.3235	-9.8541	-3.7117	-6.4863	-8.6855	-16.7014	-0.3035	-2.3439	-6.2876	0.5459	-12.9663	-4.9345	-5.97	-5.1966	-3.8288	-9.8782	-4.4068	-0.9325	-13.0247	-7.9867	-11.8822	-9.5361	-1.1398	-4.0692	NA	NA	-7.1708	-4.47	-4.4802	-11.7006	-11.0492	-7.3394	-10.2765	-1.9378	-7.8071	-17.1275	NA	-7.8667	-13.8577	-11.139	NA	-7.1953	NA	-15.952	-11.2798	-15.512	-16.5916	-3.8386	-9.4182	-8.3133	-7.3965	-15.4185	-13.7218	-7.7002	-4.9353	NA	NA	-14.1496	-3.0582	-7.7965	-2.379	-0.0198
hsa-miR-6887-3p	-1.6092	-2.9595	-1.9137	-2.8453	-2.4426	NA	NA	-5.3958	-1.7296	-1.3074	-3.249	-2.5682	-0.6588	NA	NA	-0.9516	-1.0817	-3.0015	-1.3659	-3.2979	-2.2946	-2.913	-0.7451	-0.519	-5.7418	-2.631	-3.0544	-2.0952	-4.1074	-3.1361	-1.5069	-3.1128	-4.5664	1.3126	-1.8118	-2.8744	-5.3587	NA	-2.9053	-3.3345	-0.1176	-1.6963	NA	-4.7954	-2.3453	0.3349	NA	-4.1595	-3.7495	-5.1883	-0.9356	-3.7338	-0.8329	-4.9675	NA	-3.2215	-4.9552	-1.2214	-2.3493	-0.5497	-3.5331	-2.229	NA	-3.2398	NA	0.2677	-2.1454	NA	-1.1794	-2.0741	-0.0706	-3.6274	-1.8366	NA	NA	-0.8082	-1.7029	-2.7144	-3.3563	-1.1909	NA	-1.3695	-1.6218	-1.4717	-3.1796	1.1626	-0.6622	NA	-4.1581	-3.9728	-1.9906	-2.6662	-3.4503	NA	NA	-0.606	NA	NA	-3.3813	NA	-0.5243	NA	-1.9001	-2.1427	-0.1018	3.1184	-2.4699
hsa-miR-643	-1.8379	-1.4673	-3.3146	-0.8269	-2.8517	-0.5083	-2.7669	-2.1001	-1.7763	-1.2006	-5.6983	-5.7912	0.5078	-0.8896	-0.3512	-1.737	0.5883	-5.0951	-1.8426	0.9143	-0.205	-3.3907	-0.9958	-2.6355	-2.0098	-4.0275	-0.2644	-4.1246	1.7696	1.348	-0.6248	-3.5004	-2.4183	2.6589	-1.8177	-1.1322	-1.0279	-1.6986	-0.0611	-1.7597	-1.0174	-3.141	-1.3112	-1.6175	-3.1785	-2.2908	-0.2738	-0.117	-3.8069	-2.5419	-5.9718	-0.7018	0.4117	-3.9871	-1.2649	0.4377	-3.2456	-2.2787	-1.4375	-1.026	-2.49	-3.0199	2.7874	-2.9887	1.1428	-1.6011	-1.1594	-1.7845	0.2358	-1.6243	-0.4121	-0.4128	-2.873	-0.1802	0.6826	-0.1676	-1.9659	0.0511	0.3453	-1.1444	-0.1122	-1.8475	-1.8032	-3.7334	1.4851	-4.2779	-1.7026	1.9082	-3.9047	-1.3433	-0.3861	-4.9031	-1.9176	-0.9072	-3.5669	-0.3732	-1.93	-3.6754	-2.1203	NA	NA	-0.7956	-4.8799	-2.5138	-2.1615	-1.293	-3.3484
hsa-miR-580-3p	-4.2964	-14.3762	NA	-5.4641	-14.0851	-11.3914	-5.5039	-5.7669	-1.7578	NA	-12.768	-8.7937	-6.5043	-8.0047	-7.5122	-14.436	NA	-13.0157	NA	-6.1171	-6.3463	-7.1293	NA	-13.6445	-6.7285	-3.233	0.3871	-2.4429	-10.449	-1.6977	NA	-2.0436	-2.9718	0.8476	-2.7782	-1.8279	-1.1688	-4.2629	-0.9261	NA	-8.2653	-13.7381	-13.0274	-12.3615	-6.3427	-1.2496	-5.2729	0.6875	-9.4543	-6.3356	-2.4906	-9.4105	NA	-12.8398	-7.2926	-5.1135	NA	-6.5912	-9.1212	NA	-0.1001	-12.3459	NA	NA	-4.5807	-7.0414	NA	NA	-16.5461	NA	-0.2948	-11.1967	NA	2.2861	0.2348	NA	-6.6392	-14.841	-3.6569	NA	-5.1825	-9.9568	-5.6221	-4.059	-9.9522	NA	-15.7133	NA	-7.031	-3.6426	-10.2063	-11.1476	-14.2634	NA	-11.0472	-7.8346	-6.5659	-12.2042	-2.2493	NA	NA	-2.1724	NA	-3.5109	-16.2375	NA	-0.7037
hsa-miR-376c-5p	-3.7473	NA	NA	1.4099	-5.1051	2.481	-5.3076	-3.9222	NA	NA	-3.1339	-5.2194	-5.3286	-0.7848	-3.4371	-3.3735	NA	-2.9087	NA	-0.8484	-1.584	NA	-4.3506	-4.9609	-3.072	-2.088	-4.8033	-3.6241	-2.7499	-5.3611	-2.7138	-2.1513	-0.3023	-4.3933	-1.8262	-3.958	-3.8884	-4.595	-2.3376	NA	NA	NA	-2.0538	-2.6944	-0.9222	-4.0494	-2.2205	NA	-5.4357	-4.8983	-1.029	-1.9264	-3.9469	-3.5325	-4.728	-3.1088	-2.3564	NA	-5.3266	NA	-3.3924	-3.3708	-4.532	NA	-1.9939	-2.1179	NA	-3.2282	-2.2178	-4.7698	NA	-5.3246	-2.7894	-1.8517	-1.2076	-1.8801	NA	-4.1876	-0.5265	-0.9548	NA	-1.0487	-4.6648	NA	-3.7522	-0.34	NA	NA	-2.796	-2.6275	0.4756	NA	NA	0.1623	-2.5707	0.1503	-2.6438	-3.3245	-2.7707	-1.9816	NA	-1.8871	-3.9301	-1.4458	-1.1498	-4.7469	-4.7549
hsa-miR-409-5p	-0.129	-1.1969	-2.6557	2.6848	-0.4792	3.8459	0.3205	0.6263	0.0596	-1.2367	-0.319	-0.9445	-1.1303	0.0065	0.1263	0.0696	-0.2819	0.2349	-0.2727	1.4437	-0.1408	-1.4132	-0.1207	-0.9096	-0.3049	-0.0076	-1.0722	-0.5749	-0.2461	-1.2499	-0.0857	0.1733	2.1968	-1.1976	-0.1391	0.19	-0.6087	-0.0907	0.4907	0.2901	-0.7206	-1.6531	0.007	0.2229	0.6225	-1.3623	0.313	-0.2478	-1.2738	-0.9039	0.4035	1.3984	-0.6858	-0.4967	-0.1876	0.1327	0.339	-0.8076	-1.6139	-0.4071	-0.2867	0.7267	-0.3526	-0.7509	-1.4691	1.2515	0.1092	0.4211	1.3642	0.3065	-0.1121	0.0804	-0.188	0.0438	-0.0642	0.0336	-1.1745	-0.3607	1.5451	1.7704	-0.3055	1.7417	0.1086	-0.3233	-0.3078	2.1717	-3.548	0.9981	0.0683	-0.2364	2.1002	-0.9006	-0.8914	2.1725	-0.1495	2.5085	0.0094	-0.4275	0.1015	-0.9106	-0.971	0.0676	-0.1161	-0.0588	1.3389	-1.0786	-1.2895
hsa-miR-3934-5p	-0.114	0.5486	0.295	1.3374	-2.4618	0.7802	0.3741	0.8178	-1.2451	0.021	-0.9969	1.5829	0.0413	0.8559	-1.7914	0.1704	-0.144	-0.6615	-1.8971	-0.1723	0.6773	-2.76	-0.2949	0.5331	0.5699	1.8579	-1.0829	0.5087	-0.3914	1.0559	-1.0044	-2.1661	0.6871	0.4244	0.973	-1.4627	0.9007	-0.1634	-1.9418	0.1889	0.6363	2.5796	-0.7801	-1.2167	0.1409	0.285	-2.0379	-0.2214	-0.8957	0.4384	-0.0863	1.89	1.1452	-0.4851	1.1098	1.0595	-0.815	-0.7206	-0.2549	-2.3989	-1.4101	1.3383	-1.2062	-1.2833	-1.4046	-0.086	1.4287	1.2609	-0.8241	1.4009	0.1167	0.401	-1.904	0.4208	-0.47	-0.3633	0.7424	-0.9706	-0.4706	0.3838	-0.5484	1.6141	-1.3639	-0.3918	0.838	-0.0892	0.1632	-0.3083	-2.4866	-1.266	-0.0705	1.3058	0.7701	-1.1944	-1.5153	-0.2657	-3.1153	-2.9041	0.9279	-2.7742	1.4788	-1.6417	-1.1409	-1.1173	-0.7041	1.3483	0.4244
hsa-miR-6727-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa-miR-4435	NA	NA	-74.9695	NA	-50.8282	NA	NA	1.0	-8.8282	-65.9332	NA	NA	NA	-26.1431	-34.666	NA	NA	NA	NA	-57.4332	-34.5592	NA	-57.5515	NA	NA	NA	NA	-64.7347	-69.4981	NA	-49.8225	NA	-38.1718	-1.0	-69.7748	-70.2042	-11.813	NA	-43.6603	-38.895	NA	-68.0515	-45.1565	-11.3378	-77.7252	NA	-41.7424	NA	NA	NA	NA	NA	NA	-63.2347	NA	-14.8836	-43.9676	NA	NA	-57.8817	-7.3645	NA	NA	-75.6508	NA	-51.2252	NA	NA	-64.0248	-64.4198	-36.334	NA	-70.145	-16.6164	-20.1279	NA	-49.0687	NA	NA	NA	NA	NA	-62.6985	-60.4618	-66.834	-66.4122	NA	NA	-70.2538	NA	-49.1126	NA	-32.7004	NA	NA	NA	NA	NA	NA	NA	NA	NA	-42.7424	-40.2156	NA	NA	NA
hsa-miR-1197	-4.3875	NA	NA	-2.1569	NA	1.78	NA	-1.9225	NA	-2.9795	-5.0755	-2.8856	NA	-3.9179	-2.9332	-2.8861	NA	NA	-3.166	-0.1659	NA	NA	NA	-4.4236	-2.5153	-4.0205	-4.3066	-4.296	NA	NA	-1.8902	-1.6041	1.0991	-4.0022	-2.5161	-2.1157	NA	NA	-3.3409	-2.6189	-4.4872	-4.4464	-3.4087	-1.8759	-2.4566	NA	NA	NA	NA	-3.0063	-1.2451	0.6054	-1.9408	-2.4981	-2.5208	-1.7862	-1.9839	NA	NA	-2.6146	-3.259	-2.737	NA	-4.7908	-3.3641	-1.0889	NA	-1.9937	0.6178	NA	-1.0865	-1.7014	-2.5329	-2.4741	-3.6452	-3.5072	-3.586	-3.3435	0.0122	-1.3493	NA	-1.2914	-1.7755	NA	-4.3912	0.8177	NA	0.3292	-2.8163	-3.5561	0.7172	-4.6817	NA	1.0965	-3.7924	0.4676	-4.4331	NA	-4.5274	NA	NA	NA	-3.6583	-3.1847	-1.3155	NA	NA
hsa-miR-549a-5p	-1.4829	-1.8465	-2.8776	-0.4593	0.6257	-2.3488	-1.5263	-0.4339	-1.8808	-2.8267	-3.5573	-2.4516	-3.1756	-0.4541	-1.0371	-0.8415	-0.7362	0.1486	-2.5048	1.2186	-0.6902	-0.8672	-0.7009	-2.029	-0.8452	0.5765	-1.911	-2.1297	-1.0527	-1.0951	1.1014	-0.1071	-3.8117	2.4427	-3.0021	1.2406	-1.0329	-0.8837	-1.2998	0.1511	0.0117	-1.4097	0.443	-0.8433	-1.9839	-0.4243	-0.0884	0.0274	-2.6135	-2.2114	-3.184	-1.502	-0.9899	-3.2132	-1.0927	0.9165	0.8422	-0.5309	-1.6603	-1.5875	-3.1084	-1.3493	0.5447	-1.6369	-0.9615	-2.155	-0.5887	0.3325	-1.4301	-0.1965	1.3918	-1.9394	-2.1475	-2.8273	-0.1795	0.6718	-2.0565	-0.6325	3.6222	-2.1564	-0.1506	-0.6161	-1.6136	-0.324	0.2565	-1.3348	-3.9169	1.1395	-0.4631	-1.5166	-1.0863	-1.6468	-4.4333	-1.3766	-0.2835	-1.8395	0.0661	0.7998	-1.262	1.4793	1.9734	1.0608	1.3566	-1.1899	-2.6639	-2.7404	-1.3651
hsa-miR-5091	-15.175	-12.0685	-8.6975	NA	-15.858	NA	NA	-11.6674	NA	-8.4565	-11.9162	-16.2629	-10.1085	NA	-5.8217	-16.265	NA	-10.4907	-13.4734	NA	-8.2125	NA	-13.1849	-15.3471	-12.7825	NA	-10.6616	-8.1973	NA	-5.1787	-7.3863	NA	-10.7066	-13.3364	-15.8283	-15.9212	-15.6748	-9.9236	-7.7668	1.0	-7.3962	-3.0743	-10.5043	NA	NA	-9.7037	NA	NA	-8.7751	-15.1255	-7.1069	-12.851	-15.882	NA	-14.5221	-7.4573	NA	-7.1676	-5.0565	-13.2563	NA	NA	NA	-17.0991	-14.4189	NA	NA	NA	NA	-8.1288	NA	-7.0528	NA	-1.0	NA	-13.3884	NA	-16.7346	NA	NA	NA	NA	-7.7565	-13.8143	NA	NA	-5.3648	NA	NA	-15.3347	NA	-10.0371	-9.5233	NA	-16.4622	-12.7367	NA	NA	NA	NA	NA	NA	-18.2365	-9.4358	-11.8126	-8.0475	-10.4903
hsa-miR-6795-3p	-7.1025	NA	-6.5199	-6.1338	-2.2235	-3.6587	NA	-0.8532	1.0906	-10.7111	-6.331	-5.0523	-15.9912	-12.5964	-5.2597	-15.6398	NA	1.2776	-7.1127	NA	-4.512	-6.6843	-3.0784	-6.0455	-4.2759	-13.0437	-3.705	-2.2922	-11.4154	-7.3412	-3.7571	NA	-8.9965	-6.9879	-15.2409	-6.5704	-2.0561	-9.8461	-5.0965	-5.3687	-15.0783	-7.3589	-3.5614	NA	-9.2703	-3.6689	-3.7254	-7.7982	-10.3615	-5.8434	-16.0278	-6.5444	-5.5429	-13.9486	-4.3004	-5.7624	-3.3268	-6.1138	-6.2379	-12.8909	-13.495	-13.4253	-0.3683	-3.3574	-6.4117	-7.805	-9.4083	-3.2164	-2.7925	NA	NA	-15.9784	-15.314	-6.3023	-11.4079	-10.8061	-6.1651	-5.483	-12.9743	NA	NA	-1.1466	-7.8661	-3.6534	-14.6598	-14.5765	-9.4517	NA	-7.794	NA	-2.9758	-7.1711	-3.5037	NA	-15.82	-12.4162	-7.3012	-7.2989	NA	NA	NA	-3.6379	NA	-4.791	-2.1357	NA	-4.3876
hsa-miR-4443	0.2836	0.1418	-1.2402	0.6632	-0.0681	-0.1392	-1.396	-1.105	1.5927	-1.8092	-0.75	0.4308	1.0225	0.7055	-0.3931	-1.1752	0.9746	0.1643	-0.0897	0.4976	-0.4098	-0.49	1.2058	-2.6471	0.1519	-0.7107	-0.2725	0.2988	0.8134	1.7562	0.059	-2.7003	0.4278	0.4038	-0.8677	0.7238	-1.2293	0.8321	0.8058	1.4468	-0.3103	-1.4287	-1.3491	1.4549	-1.3436	-0.602	0.2727	0.8358	-0.1787	-0.5086	-0.9386	1.3852	1.2942	0.6827	-0.3515	1.0825	0.8103	-1.5057	-0.5927	0.0748	0.5798	0.0419	1.0606	0.881	1.2181	0.1445	0.0799	1.6055	-0.0298	2.1651	1.1856	1.4015	-0.4963	1.238	-0.6732	-0.8748	-1.3537	-0.3859	0.1327	0.5668	0.8557	0.9159	0.2396	0.561	0.386	0.4539	0.1918	-0.3128	-0.0189	0.2029	1.4306	-1.353	-0.1562	-2.2235	-0.5627	0.8747	-0.3748	-0.6065	-0.5756	-1.6242	-0.4677	-0.0018	-1.0844	0.1117	-0.3904	-2.6089	0.9577
hsa-miR-2276-3p	-3.7385	-2.2693	-3.7619	0.2874	-6.3761	-5.2357	-3.1394	-0.7773	NA	-6.062	-7.3252	-1.1223	-1.2635	-3.8018	-2.712	-5.0179	-0.0595	-4.4166	NA	-0.1783	-5.0916	-4.0566	0.0016	-1.9595	-6.7601	-1.9887	-3.5975	NA	-4.8367	-0.1951	NA	-2.1594	-2.1072	3.2948	-2.8667	-1.3938	2.2378	-4.2095	-0.4086	-1.9354	-3.2868	-3.2157	NA	NA	-1.5914	NA	NA	-1.8845	-3.7902	NA	-0.7931	-0.3845	-1.1724	-2.8354	-4.3816	-0.9209	-2.3359	-6.2169	-2.7677	0.6008	NA	-1.7448	-0.6295	-3.3306	NA	-4.9007	0.0344	-2.4418	-2.4127	-1.1662	0.1699	-4.2718	-6.3945	NA	NA	-3.9677	-3.2237	-1.6907	-0.4542	-1.8896	NA	-3.1215	NA	-3.2417	-1.1276	-2.2048	-4.0519	0.7441	-2.9045	NA	-0.2136	-0.4803	-1.9313	NA	-6.5967	-1.3416	-4.6994	-2.0812	-0.9686	NA	-6.0217	-5.2275	-2.032	-1.4142	-1.4006	-0.9073	NA
hsa-miR-124-3p	-2.0753	NA	-1.7961	-1.9493	-2.1564	NA	-1.0579	NA	-2.0124	NA	-2.2617	-1.7144	-3.0272	NA	-3.0082	-2.9815	-1.4777	NA	-1.3831	-2.6127	-3.0055	NA	1.3934	NA	-2.2813	NA	-1.6682	-2.3101	NA	-1.9029	-1.1503	-0.9137	-1.3412	NA	-2.9297	-1.9605	NA	-1.3426	-2.7491	-2.1366	-1.7705	NA	-1.2339	-2.2057	-2.6437	NA	-1.4329	-2.4524	-2.0921	-2.0694	-2.0517	NA	-2.4459	NA	NA	-2.2968	NA	-2.3913	-1.6505	-2.6242	NA	-1.9168	-1.5541	NA	-1.6243	-2.4533	-2.1716	0.7747	-1.8962	NA	-1.5807	NA	NA	NA	-1.9414	-1.5764	-2.3979	-2.5472	-1.8583	-2.4541	-1.2695	-0.1476	-1.9711	-1.5524	1.4319	-2.8433	-3.1574	-0.3304	-2.942	-2.8711	-2.399	-2.2419	-2.9578	-1.954	NA	NA	-2.8779	NA	-2.9313	-1.4902	-1.3476	-1.7828	NA	NA	-2.2494	-2.0057	NA
hsa-miR-5586-5p	-1.9436	-2.4791	-5.0413	0.7783	NA	3.1374	-1.6835	-2.2686	-6.8955	-4.9149	-3.2979	-4.6799	-0.5518	-3.8319	-1.9364	-0.9985	NA	-3.1197	-0.6828	NA	-3.0384	-5.4649	-7.3959	-4.1994	-2.1566	-9.6866	NA	0.4511	-0.291	-2.4098	-3.0865	-4.0049	-3.0313	-1.3961	-2.2864	NA	-3.1047	-3.5192	-1.1207	-2.4163	-1.8251	-3.5593	-1.2904	-0.8853	-3.1885	-2.9222	NA	-1.646	-1.6497	-2.3349	-3.1556	-1.3729	-5.379	0.8108	-5.932	-7.2532	-2.4224	-2.0731	-1.7188	-5.2679	0.6802	-5.5747	-7.7331	-0.4197	-0.8497	-0.5985	NA	-5.3097	-1.266	0.4868	NA	-4.8755	-1.6313	-2.7509	-3.1493	-1.2077	-5.1665	-9.2585	NA	-3.2492	NA	-6.2865	-2.9518	NA	-3.4209	-2.8035	-7.6237	NA	-0.5925	NA	-4.2728	-4.1485	-8.907	NA	0.9407	-2.4618	-8.5543	-3.323	-0.3298	NA	NA	-7.1478	-5.7155	-0.8476	-2.0947	-5.9671	0.8825
hsa-miR-6511b-5p	-5.8457	-2.2045	-5.3222	-2.2397	-9.7945	-7.23	-2.0507	-2.3905	NA	-3.7183	-4.0615	-4.7571	-0.9329	-7.394	-4.9434	-4.7584	0.2675	-8.7764	-11.2249	NA	-2.4271	-5.4699	-1.4764	NA	-3.3059	-5.8141	-12.3047	-12.2634	1.2832	-3.7627	-9.6159	-7.0891	-5.5655	-4.3363	-6.382	-9.8463	-3.5208	-11.6989	-3.1521	-4.2878	-9.6241	-0.3149	-12.1756	-8.1536	-5.8118	-8.1302	NA	-1.992	-7.3679	NA	-7.0891	2.0079	-2.4623	-5.2209	-12.0858	-6.2861	-2.4532	-6.0483	-7.0505	-7.6586	NA	-6.1567	-1.3514	-6.3346	-12.0011	-6.4769	-7.9175	-11.1121	-5.3612	-8.8194	-5.8152	-5.9541	NA	NA	-9.7142	-11.1551	-6.094	-5.144	-5.7518	-4.5002	NA	0.2593	-3.1437	-11.5048	-0.915	NA	-0.8838	-1.3138	-13.2432	-12.753	-4.1198	-10.386	-1.6312	-9.8016	-10.2905	-0.7713	-9.4123	-8.0039	-7.7996	-8.5775	NA	NA	-4.3952	-5.4133	-6.4735	-12.1407	-1.4242
