Hugo_Symbol	C3N-01021	C3L-00893	C3N-02002	C3N-00737	C3L-02345	C3N-02155	C3N-00738	C3N-02588	C3N-01024	C3L-01682	C3N-00223	C3L-02348	C3N-00167	C3N-00294	C3N-02423	C3N-02729	C3N-01071	C3N-01030	C3N-02003	C3N-01016	C3N-02572	C3N-00175	C3L-00412	C3L-01924	C3N-01413	C3N-02586	C3N-01842	C3N-02379	C3L-00279	C3L-00080	C3L-00913	C3N-01415	C3N-02000	C3N-02089	C3N-00559	C3N-01410	C3L-02365	C3N-02149	X11LU013	C3L-00095	C3L-00973	C3L-01330	C3N-01489	C3N-02087	C3N-02433	C3N-00959	C3N-01023	C3N-00560	C3N-02067	C3N-02529	C3N-02380	C3N-02158	C3N-00579	C3N-01416	C3N-00199	X11LU022	C3N-00556	C3N-00293	C3N-01799	C3N-00550	C3N-00203	C3L-00001	C3N-00217	C3L-00093	C3N-01405	C3N-00552	C3L-00009	C3L-00094	C3L-00604	C3N-00546	C3L-01862	C3N-00433	C3N-02421	C3N-02424	X11LU035	C3L-00263	C3L-02219	C3N-01414	C3N-00549	C3N-02587	C3L-01632	C3N-01074	C3N-01823	C3N-00547	C3N-00180	C3N-00578	C3L-00510	C3N-00574	C3N-01488	X11LU016	C3N-00572	C3L-02350	C3N-00704	C3L-01889	C3L-01683	C3L-00422	C3N-00169	C3L-00083	C3N-02145	C3L-01890	C3N-01072	C3N-00551	C3L-02508	C3N-02582	C3N-02422	C3L-02549	C3L-00368
hsa-let-7f-5p	14.4366	14.6089	14.1538	14.0011	13.3085	12.9511	14.2773	13.5266	13.867	14.041	13.921	13.9317	14.3843	13.4724	13.7239	14.0727	13.9812	13.7419	13.4146	13.7244	13.8293	13.5159	14.5483	13.4124	13.8834	14.2317	13.5029	13.5396	13.9308	13.705	13.9511	13.112	13.6422	12.9423	13.6911	13.1567	13.3217	13.5741	13.549	14.7479	13.9268	14.2854	13.0578	14.1218	13.7556	14.1735	13.8514	13.2944	13.686	13.8314	13.8862	13.8967	14.2674	14.1931	13.9997	13.7864	13.6391	13.9868	13.8491	13.5206	13.5877	13.7003	13.9447	13.76	14.7008	14.0216	13.8109	13.8783	13.9195	14.4386	14.1405	13.9965	13.7407	13.5595	13.5006	13.851	13.6574	13.7646	13.8368	14.616	14.2203	13.7408	13.6599	13.5648	13.3333	13.7882	14.0174	14.4006	13.4249	13.6597	14.0324	14.1377	14.2384	13.6828	13.824	14.5523	13.8662	14.1344	13.8168	14.5621	14.3084	13.5665	14.2706	13.7513	13.8893	14.0531	14.5552
hsa-miR-23a-3p	13.6593	13.913	14.0229	13.3093	13.9598	12.8654	13.9651	13.4926	13.6942	13.7662	13.4185	13.4087	14.1355	13.1748	13.3946	13.4545	13.8351	14.3496	13.2577	13.4481	13.8373	13.652	14.0392	13.2256	13.474	13.595	13.4175	13.3206	14.2241	13.0173	13.6125	13.2261	13.4431	13.5407	13.3842	13.2857	13.5465	13.4326	13.8315	13.7828	13.6314	13.8929	13.4097	13.9547	13.2936	13.8588	13.2418	13.3999	13.7526	13.1771	13.908	13.3739	13.6815	13.7566	13.754	13.165	13.7517	14.0102	13.5613	13.5594	13.747	13.9453	13.8763	13.9503	11.1358	13.7613	14.4131	13.3462	13.4761	13.8226	13.8652	13.824	13.9291	13.4963	13.6784	13.6843	13.3948	13.6197	13.6495	13.4079	13.7288	13.5532	13.2132	13.9246	13.5625	13.5578	13.3911	13.787	13.5279	13.5335	13.8092	13.5715	13.9295	13.4924	13.8309	13.9014	13.5873	14.1907	13.8402	13.9503	14.0183	13.6038	13.7643	13.4123	13.6459	13.4163	13.4251
hsa-miR-26a-5p	15.5332	15.7482	15.6784	15.0836	15.0301	14.2535	15.5212	14.6801	15.1637	16.0353	15.5583	15.7166	15.4867	14.76	14.8227	15.4771	15.2272	14.9953	14.5199	14.9274	15.1851	15.1646	15.6029	15.0784	15.0439	15.5574	14.7404	14.9237	15.1908	16.5772	14.884	14.9272	15.7303	14.5816	15.9484	14.4725	14.6518	14.9514	15.142	15.5407	15.346	15.8127	14.533	14.9822	16.4144	15.4669	14.7273	14.6295	15.5165	15.064	15.7765	15.6386	15.1176	15.2454	15.4525	14.9209	15.1146	15.6918	15.5963	15.0482	14.8698	15.6161	15.4611	15.2519	14.3894	15.363	15.2301	15.054	14.9893	15.3056	15.6178	15.3734	15.4366	14.729	14.9664	15.3229	16.7622	15.1119	15.4162	15.4378	15.4681	14.5583	15.3436	15.1196	14.8223	15.3728	15.8633	15.5595	14.9511	14.8722	15.5358	15.768	15.4262	16.3282	15.3679	15.4403	14.5327	15.8427	15.3369	15.6608	15.9306	15.0423	15.5527	15.3352	15.1673	15.1711	15.8691
hsa-let-7a-5p	14.5588	14.6911	14.2329	14.1249	13.41	13.1014	14.4204	13.7144	13.9327	14.1501	14.021	14.025	14.5221	13.526	13.7579	14.163	14.1336	13.8558	13.4889	13.7882	13.9036	13.5567	14.7674	13.467	13.938	14.3616	13.6121	13.6135	14.0436	13.8017	14.0345	13.2235	13.7519	13.0087	13.7897	13.2303	13.3715	13.6884	13.6369	14.9463	14.01	14.4294	13.0868	14.2284	13.8518	14.2634	13.9051	13.4503	13.7786	13.8882	13.9776	13.953	14.358	14.2836	14.0675	13.8647	13.7522	14.0909	13.9262	13.6354	13.6373	13.878	14.0882	13.8865	14.7928	14.1301	14.0325	13.9619	14.0137	14.5215	14.217	14.0683	13.8373	13.6179	13.5653	13.9291	13.7896	13.8628	13.9102	14.7223	14.2781	13.8436	13.7397	13.6744	13.4817	13.9191	14.0974	14.5517	13.5177	13.713	14.1418	14.221	14.3069	13.7794	13.9093	14.621	13.9196	14.3097	13.9406	14.6808	14.3924	13.6505	14.391	13.8424	13.9994	14.1418	14.7073
hsa-miR-29c-3p	11.6067	12.121	12.9684	11.9542	11.8625	10.9022	12.0589	11.114	12.0664	11.7654	12.2546	11.884	12.3021	12.6825	11.8335	11.6625	11.0424	12.2791	11.8031	11.2562	11.8805	12.3182	11.3631	11.587	12.1253	12.3412	11.6296	11.7599	11.7649	11.3569	11.9973	11.707	11.5455	11.0198	11.2426	11.7238	12.4579	11.4696	12.0416	11.5337	12.1759	12.014	12.3257	12.3918	11.9173	12.561	11.8052	11.8548	12.8434	12.8905	12.332	11.4028	11.895	11.9178	11.4857	12.1705	11.4779	12.1335	12.3341	11.6698	12.3952	11.594	11.2403	11.816	13.4767	11.6345	10.7984	11.624	11.1264	12.1446	11.5961	12.2823	11.7873	12.8785	12.4658	11.9439	11.1453	11.8712	10.1857	12.2212	11.0373	11.6455	12.0582	11.3415	10.9624	12.4159	13	10.4456	11.8344	11.9457	11.9873	12.0761	12.6819	12.2001	11.5006	12.4634	11.604	12.0397	11.6789	12.0223	11.753	12.0339	11.7678	11.9092	12.3218	11.8157	12.297
hsa-let-7f-5p	14.5087	14.6591	14.2111	14.0526	13.3747	12.9928	14.34	13.593	13.9196	14.0943	13.9735	13.9858	14.43	13.5353	13.786	14.1348	14.052	13.8064	13.4783	13.7786	13.8941	13.5861	14.6311	13.4581	13.9258	14.3054	13.5549	13.5962	13.973	13.7496	14.0221	13.1693	13.7057	12.9905	13.7506	13.1942	13.3624	13.633	13.61	14.8291	13.9885	14.3351	13.1148	14.1796	13.8308	14.2069	13.9008	13.3695	13.7436	13.8886	13.9465	13.9258	14.3276	14.2489	14.0546	13.8393	13.7076	14.0304	13.8984	13.5833	13.6445	13.7617	13.9829	13.8095	14.7738	14.1022	13.8971	13.9367	13.975	14.5049	14.1869	14.0534	13.8138	13.6319	13.5497	13.9046	13.7103	13.8126	13.8746	14.6766	14.2708	13.7911	13.7119	13.6282	13.4024	13.8627	14.0619	14.4603	13.4909	13.7181	14.076	14.1907	14.2883	13.7286	13.8836	14.593	13.9262	14.207	13.8654	14.618	14.3677	13.6272	14.3228	13.8182	13.9434	14.094	14.6204
hsa-miR-106b-5p	9.758	9.8991	9.8181	10.7393	9.5159	10.9397	9.1867	9.8513	10.288	9.6545	9.483	9.7467	10.328	10.4647	9.7091	10.0523	9.9605	9.9171	9.6999	10.4331	10.0596	9.2072	9.1849	10.0383	10.3994	9.4841	10.9863	10.522	9.5413	10.4575	10.3364	10.0015	9.7223	11.2574	10.4889	10.6098	10.6897	10.6668	10.4541	9.1037	9.5763	9.7373	9.6106	9.7973	9.6045	9.7794	10.3042	11.1644	10.5262	10.3611	9.9284	10.5797	10.5324	9.8035	10.3125	10.4971	9.4634	9.1644	9.721	10.0929	10.0926	8.6702	9.5416	9.5551	11.1045	9.4769	9.1477	10.179	10.4139	9.7107	9.8252	9.6649	9.3531	10.1404	10.1562	9.6423	9.0891	10.5687	10.9943	9.1186	8.7055	11.442	9.7773	9.9891	10.5204	8.8029	10.6616	9.5076	9.2842	10.4436	9.966	9.8791	9.0079	8.8119	9.1366	9.5505	10.4941	9.0714	9.3541	8.7723	8.4106	9.8856	9.2293	9.8258	10.378	9.7917	9.8816
hsa-miR-29a-3p	11.6546	12.163	13.0458	11.9668	12.0445	10.9899	12.2369	11.1834	12.1462	11.8242	12.2991	11.9256	12.3497	12.7338	11.9039	11.7385	11.1139	12.308	11.8565	11.2571	11.9861	12.4291	11.4243	11.6167	12.1695	12.4045	11.6858	11.8204	11.8163	11.4129	12.0329	11.8603	11.5991	11.0506	11.2868	11.7692	12.5257	11.5228	12.0741	11.6026	12.3339	12.0664	12.5214	12.4458	11.9838	12.5826	11.869	11.9126	12.9067	12.9648	12.3707	11.4701	11.9659	11.9759	11.5409	12.2209	11.5263	12.1973	12.3904	11.7342	12.4639	11.815	11.2836	11.8879	13.6467	11.6625	10.8666	11.6568	11.1711	12.2357	11.6376	12.3378	11.8467	12.9156	12.5522	11.9776	11.2286	11.9601	10.2447	12.2771	11.0869	11.6992	12.1261	11.3729	11.0108	12.4779	13.0562	10.5023	11.8873	11.9941	12.0181	12.1584	12.7349	12.2487	11.5568	12.5203	11.6687	12.0711	11.747	12.1032	11.8019	12.0703	11.8308	11.9578	12.3852	11.9293	12.3426
hsa-miR-21-5p	17.6015	17.2011	17.7216	18.2682	18.8843	18.3156	17.4729	18.6161	18.5931	17.5404	17.9741	18.0627	17.7242	18.7869	18.9146	17.9959	17.9732	18.5708	18.7451	18.5069	18.5944	18.7666	17.3986	18.7922	18.6327	18.3066	18.5045	18.8435	18.3612	18.3119	18.6127	18.8453	18.2505	18.2599	18.0941	18.8205	18.7437	18.4377	18.4873	17.3521	18.4519	17.1676	18.9461	18.4146	18.2179	17.574	18.5988	18.6033	18.2978	18.6634	17.7357	18.1253	17.9063	18.3172	18.3579	18.7813	18.8539	18.1921	18.4675	18.501	18.7033	17.8219	17.7189	18.6281	18.6137	18.1608	17.9486	18.2904	18.2911	17.9828	17.9676	18.4297	18.5187	18.6679	18.738	18.5262	18.1763	18.474	17.6057	17.8975	17.9118	18.3293	18.7325	18.415	17.1505	18.2505	17.9718	17.2563	19.0048	18.875	17.9996	17.8106	18.0436	18.073	18.7264	17.7652	18.8065	17.7469	18.5155	17.0822	17.8307	18.7228	18.1645	18.4815	18.3409	17.8197	17.5125
hsa-miR-99a-5p	12.593	12.7686	12.6192	12.7972	12.3852	10.9115	13.3023	12.663	10.8993	12.8422	13.1031	12.2592	12.2755	13.5232	11.8809	13.0523	12.0908	11.3834	15.0259	11.8914	12.1122	11.7819	12.8091	11.87	11.7903	12.2575	12.6998	11.9682	12.506	10.994	12.2865	13.1701	12.152	12.0801	11.8351	11.7087	11.3515	12.0898	11.6353	13.4329	12.3426	12.3764	11.8015	12.5398	12.0682	12.6167	12.4361	11.9161	11.977	12.2517	13.1824	11.2804	12.0187	12.2058	12.1765	11.0527	12.8506	12.6477	12.2319	13.1363	14.3916	13.3865	12.1819	12.2287	10.0872	14.9194	12.5759	12.6339	11.2544	13.7977	12.1961	12.6904	12.1119	14.1121	13.313	12.7236	11.8451	11.9193	12.4955	14.5021	11.8872	12.3779	12.807	11.8005	10.9734	13.3827	11.7032	12.1046	12.5092	11.2564	11.3418	12.9103	11.6609	12.7913	12.4526	14.2076	11.5346	13.07	12.1243	13.4147	14.4124	11.1905	12.8736	11.4964	12.5298	12.253	12.6338
hsa-miR-199a-3p	12.2971	11.787	11.6638	11.8657	12.1566	10.4757	12.1446	11.3909	11.8036	11.9398	12.132	12.007	12.0901	11.6064	11.9695	12.4262	11.8041	11.9121	11.2259	11.4239	11.8875	11.4593	12.4292	11.3753	11.7327	11.5853	11.627	11.3881	12.6604	10.4007	11.5959	11.6991	11.9751	10.7409	11.5621	11.2505	11.4286	11.5714	12.5482	12.8187	12.0962	11.8813	11.3829	12.0633	12.2709	11.2204	11.9382	11.1138	11.7006	11.3585	11.6007	11.3741	11.2604	12.2675	11.8102	11.5436	12.7349	11.8863	11.5437	10.8548	11.7773	12.7544	11.7467	12.5916	11.5847	11.7215	11.6119	12.1264	11.5801	10.6139	11.804	12.13	12.2116	11.9766	11.8869	12.2227	11.0263	11.5859	11.5785	10.5857	12.0079	11.547	11.8436	11.4134	10.5365	11.8044	10.0425	11.9326	12.2518	11.6589	11.2887	11.9275	11.2225	10.6926	12.8534	9.7151	11.2887	12.741	12.3842	12.1482	12.0577	11.6753	13.0583	11.1519	11.1965	11.5196	11.7111
hsa-miR-128-3p	8.3813	8.4082	7.9529	8.3353	7.7959	9.0748	8.2517	9.3306	8.4952	8.4985	8.0437	8.132	9.0229	8.6957	8.5755	8.2194	9.6861	8.2981	8.1136	8.3556	8.0179	7.7037	8.8383	8.157	8.1124	8.297	9.2589	8.9901	9.1336	8.6617	8.3135	8.0596	7.8963	9.815	8.6662	7.9469	9.2669	9.1345	8.9336	9.3664	8.3793	8.0812	7.7076	8.9084	8.1698	8.1006	8.6287	9.1126	8.174	8.7335	7.7956	8.9185	8.2525	8.6359	8.7259	8.6426	7.9512	8.073	8.344	8.8179	8.6272	8.2321	8.3187	8.2587	7.8474	8.408	8.7933	9.3389	8.2029	8.9274	8.6015	8.401	7.6895	8.3115	8.1789	7.8268	8.2448	8.3946	9.0642	8.3452	7.8928	8.5712	8.197	8.4013	9.3057	8.456	7.8119	9.0591	7.9296	8.5265	8.9593	8.2183	8.0666	7.5242	8.0744	8.4159	8.8807	8.1709	8.6166	7.9385	7.8964	8.467	8.0381	8.6073	8.3031	7.9743	8.7047
hsa-miR-151a-3p	10.5516	10.7973	10.3651	9.3856	9.3033	11.2926	10.1276	10.8605	10.3859	10.359	9.9884	10.3083	9.0849	10.2843	10.2872	10.4922	10.0174	10.3855	9.689	10.4733	10.0627	10.6464	9.6421	10.8823	10.4428	11.0481	10.3308	9.6754	9.6215	10.8615	9.741	10.9553	10.8359	11.7196	11.5829	10.2945	11.7351	10.811	12.0158	10.4027	9.9399	10.4431	10.1299	10.2276	10.0917	9.5912	9.7187	10.5202	10.5665	11.1137	10.3544	10.8232	10.9623	10.2165	10.2963	10.1194	9.8451	10.3206	10.5317	10.4394	9.8524	11.0041	10.0135	9.6524	9.4407	10.0008	10.6911	10.0269	11.1334	11.3843	8.9979	9.2094	10.2323	9.3743	10.1311	9.927	10.1183	11.0199	10.7364	10.3391	9.3141	10.2988	9.394	11.0018	10.4589	10.1324	10.279	9.8336	9.9877	9.9226	10.4051	10.2845	11.1055	10.0881	9.4195	10.5414	9.9665	9.6388	10.4573	9.7136	9.0859	10.7193	9.7865	10.4847	10.75	9.9886	9.2316
hsa-miR-16-5p	11.6178	10.9199	11.4223	12.1211	10.3639	10.8798	11.4285	10.9897	11.4653	11.4817	11.8985	11.4235	10.7287	11.5257	10.9211	11.5807	11.6219	11.3262	11.5595	11.4235	11.0687	10.6668	10.9468	10.8226	11.1079	10.9939	11.467	10.7902	10.2476	11.0019	11.5039	11.0597	11.3218	11.1139	11.3497	10.7638	10.2897	10.8011	10.5391	11.0142	10.8453	11.3626	11.123	11.0495	11.1865	11.0388	11.1802	10.8378	11.1719	11.267	11.7656	11.1091	11.8821	11.5763	11.2108	10.9533	10.2326	11.0362	11.305	11.3014	11.1821	11.2761	10.7934	10.8615	11.7414	11.1612	10.8466	11.0348	10.9472	10.2726	10.3457	10.9029	11.2186	11.4829	11.2795	11.0744	11.2913	11.0681	11.0674	11.0876	10.5152	11.1675	11.4597	10.8018	10.2381	11.0345	11.3349	10.7399	10.9812	10.8496	11.5569	11.8961	11.3676	11.1918	10.7614	10.5674	11.2776	11.2538	10.4867	11.1735	10.732	11.3727	10.6902	11.3297	10.9939	11.3523	11.2279
hsa-miR-92a-3p	12.9132	12.671	13.0533	13.1721	12.8532	14.0825	12.1248	12.8142	12.7708	12.2189	12.8687	12.8057	12.7304	13.0817	12.9958	13.1811	14.454	12.4862	13.1201	12.045	13.621	12.5861	13.3217	12.1852	12.282	12.5731	13.7588	12.4854	11.7821	12.6592	12.0888	11.731	12.5797	13.1638	11.9959	12.6217	12.1061	12.7431	11.9747	13.2932	12.2015	12.4537	12.249	12.8201	12.8958	13.1098	13.025	13.4221	12.3817	11.9062	12.5439	12.7472	13.6469	12.8724	12.8269	13.1315	12.0254	12.3061	12.9257	12.4957	13.6638	13.7298	13.9352	12.4931	12.7126	11.9653	13.2617	12.3682	12.1361	14.6633	13.5111	12.3449	12.614	12.6061	12.0154	12.1474	12.4169	12.9201	13.9086	12.3902	12.9435	13.6921	13.0777	12.9405	11.8762	11.8781	12.7932	13.0959	12.2515	12.5758	13.2296	12.6562	13.4274	13.1145	11.7786	12.4583	12.6207	12.2991	12.3992	12.304	12.836	11.7942	11.8615	13.3416	12.3377	12.4598	13.3023
hsa-miR-30a-5p	14.6479	15.4282	15.0638	13.7003	12.6148	14.1644	14.1689	13.6301	13.7453	14.4998	15.2838	14.0053	13.8771	12.9334	13.0992	14.3943	13.4826	12.6871	13.034	13.9877	13.707	13.9867	13.7465	14.4277	14.0766	14.4119	13.5551	13.2226	13.4435	13.6025	13.4534	13.558	14.5031	14.2053	14.6649	14.0974	13.9214	13.8252	14.8589	14.0677	13.2123	15.3359	14.3572	12.8653	14.3282	13.9576	13.1971	14.4233	14.1763	14.2859	14.5376	14.1051	14.1948	13.9421	13.6206	13.6396	12.3468	14.4016	13.8006	13.603	12.6624	14.7254	13.9117	12.6017	13.9951	13.0797	14.2977	13.3097	15.4674	14.0835	13.2188	13.3836	14.359	12.6774	12.9524	13.4691	13.4181	14.6772	13.6306	13.369	13.3579	13.6557	13.7758	14.0124	13.8233	13.2326	14.6639	13.9795	12.9497	12.9894	14.0118	14.16	14.9165	13.5891	12.6194	13.7896	13.6336	13.5109	13.5293	13.9841	13.5285	14.1367	13.8023	14.6372	13.8767	14.1855	14.1551
hsa-let-7b-5p	12.8584	12.5991	12.0899	12.199	11.5125	11.1168	12.9387	11.9239	11.9779	12.4175	11.9484	12.3419	13.001	11.5813	11.3838	12.2249	12.0128	11.752	11.3534	11.3178	11.7337	11.2276	14.0244	11.1171	11.6332	13.1307	11.4042	11.2392	12.4694	11.9025	12.427	11.1033	11.7301	10.7664	11.9397	11.1072	11.1308	11.7081	11.7705	13.9904	12.0081	12.8469	11.0741	12.4755	11.9601	12.8599	11.6859	11.3205	11.5933	11.5144	12.2321	11.565	12.7206	12.4989	11.9954	11.5511	11.9242	12.9989	12.1747	12.3437	11.2471	12.9577	11.974	12.3075	14.3023	12.2644	12.6974	11.8062	11.7222	12.528	12.2557	12.2977	12.0722	11.5657	11.5593	12.1072	12.1947	11.8861	11.5346	12.8368	11.7223	11.7844	11.8041	11.52	12.1519	12.063	12.4805	12.6374	11.6189	11.5179	12.435	11.9744	12.2921	11.8131	12.0617	12.2445	11.3353	13.1661	12.3518	13.2165	12.302	12.0888	12.8496	11.5938	12.4318	12.4931	13.7206
hsa-let-7a-5p	14.6022	14.7247	14.2812	14.1624	13.4522	13.1393	14.4628	13.7631	13.9688	14.1791	14.0551	14.0593	14.5511	13.5778	13.8128	14.2075	14.1575	13.8997	13.5334	13.8213	13.9605	13.6164	14.8093	13.5002	13.9715	14.406	13.6501	13.6623	14.0741	13.8291	14.0776	13.2654	13.7945	13.0508	13.8349	13.2663	13.4064	13.7237	13.6864	14.9898	14.0545	14.4575	13.1378	14.2513	13.9051	14.2843	13.9369	13.4891	13.8107	13.9449	14.0256	13.9851	14.4029	14.3085	14.1137	13.9014	13.776	14.1275	13.9639	13.6907	13.675	13.9273	14.1279	13.9152	14.853	14.1832	14.0709	14.0059	14.0427	14.5462	14.2545	14.1074	13.8789	13.6711	13.6162	13.9736	13.8214	13.9067	13.9565	14.7685	14.3241	13.8863	13.778	13.7114	13.5262	13.9633	14.1301	14.5747	13.5444	13.7583	14.1708	14.2553	14.344	13.815	13.9499	14.6422	13.9656	14.3362	13.9661	14.7145	14.4336	13.6997	14.4255	13.8927	14.0459	14.1763	14.7468
hsa-miR-100-5p	12.5943	12.7617	12.592	12.7777	12.5644	10.852	13.2895	12.6446	10.8977	12.8322	13.092	12.2785	12.2528	13.5497	11.9057	13.0354	12.0951	11.3895	15.0564	11.9046	12.083	11.8276	12.8018	11.8703	11.7868	12.2497	12.6883	11.9783	12.5137	10.984	12.2658	13.1998	12.1473	12.0968	11.8238	11.7251	11.3478	12.0997	11.6316	13.4638	12.3961	12.3497	11.87	12.5514	12.063	12.594	12.4358	11.9564	11.9679	12.2641	13.1557	11.2769	11.9923	12.1798	12.157	11.0632	12.8709	12.6467	12.2294	13.1724	14.4259	13.3579	12.189	12.2226	10.191	14.9518	12.5908	12.6493	11.2422	13.828	12.2142	12.7127	12.1129	14.1451	13.3213	12.7256	11.8287	11.899	12.5176	14.5385	11.9141	12.397	12.8259	11.8109	10.9586	13.4073	11.6446	12.1097	12.5209	11.2741	11.3219	12.8963	11.6632	12.8023	12.4625	14.234	11.5441	13.0652	12.1073	13.4341	14.4397	11.1901	12.831	11.4987	12.4993	12.2123	12.6005
hsa-let-7g-5p	14.5128	14.462	14.332	14.4849	13.9356	13.8147	14.6274	13.9863	14.3366	14.6511	14.4695	14.9107	14.8353	14.0165	14.3822	14.3082	14.0637	14.3137	14.0436	14.5037	14.028	14.375	14.2127	14.0272	14.4686	14.4851	13.9906	14.1864	14.5141	14.1161	14.0674	13.8592	14.3118	13.9089	14.2193	13.8834	13.7771	14.2146	14.2047	14.5387	14.6901	14.2466	13.9897	14.2635	14.3078	14.7641	14.4169	13.9394	13.98	14.5574	14.4602	14.5112	14.4108	14.2667	14.1513	14.0736	13.8947	14.4191	14.8121	14.2867	14.3022	13.7631	14.7618	14.2494	14.6085	14.0753	13.8155	14.4684	14.322	14.8179	15.1593	15.0048	14.1753	14.558	13.9427	14.7777	13.9151	14.3257	14.5738	14.4273	14.6383	14.0382	14.1988	14.2674	13.9362	14.132	14.7747	15.1564	14.0975	14.2045	14.2665	14.6724	14.1766	14.626	14.5148	14.6216	14.0547	14.4276	13.9883	15.1517	15.1254	13.991	14.4374	13.9957	14.4177	14.6692	14.6181
hsa-miR-146b-5p	13.4585	14.3214	13.9668	13.2425	13.2578	14.7389	13.3739	13.6949	15.0427	14.3267	13.942	13.3733	13.9557	13.9965	13.7304	14.8159	15.2781	13.8884	14.7607	13.5698	13.9938	14.1156	14.2506	14.5812	14.0804	13.079	13.4001	14.3452	14.0979	13.3011	13.6713	14.8192	13.6921	14.2674	14.3504	13.2516	13.1696	13.6337	13.3932	13.5751	13.9133	14.8626	15.0725	14.9746	13.8568	12.3816	13.5959	13.5025	14.5044	13.8419	14.1974	14.2162	15.0182	14.4771	12.7405	13.8063	14.4497	14.0654	13.3809	13.3295	14.3196	15.3864	13.6496	14.48	13.6595	15.5556	13.7459	13.7739	14.4483	13.7761	13.2872	14.5353	14.4192	14.7271	15.4882	13.9626	14.004	12.7342	12.6263	13.7146	12.9585	12.9823	13.4802	13.6645	11.9873	13.508	13.949	13.6156	13.4432	13.5984	13.5951	13.2653	15.4423	12.6558	14.5969	12.0258	13.3599	14.3615	13.4319	13.4955	14.0879	14.7333	12.2573	13.8815	12.6453	12.7551	14.5534
hsa-miR-26a-5p	15.529	15.7421	15.6755	15.083	15.0228	14.2414	15.5149	14.6739	15.1641	16.0284	15.5568	15.7177	15.4876	14.7599	14.8094	15.4716	15.2345	14.985	14.5145	14.9196	15.1798	15.1582	15.5959	15.0777	15.0434	15.5531	14.7382	14.9166	15.1899	16.5765	14.8788	14.9204	15.7278	14.5749	15.9441	14.465	14.6509	14.9491	15.1416	15.5376	15.3397	15.8099	14.5307	14.9854	16.4107	15.4633	14.7257	14.6236	15.51	15.0596	15.7702	15.637	15.1127	15.2473	15.4486	14.9157	15.1177	15.6857	15.5946	15.0428	14.8716	15.6141	15.4661	15.2519	14.3761	15.3604	15.2304	15.0564	14.9915	15.3007	15.6163	15.3695	15.434	14.7265	14.9638	15.3176	16.7612	15.109	15.4111	15.4323	15.4636	14.5317	15.344	15.1139	14.8118	15.3645	15.8628	15.5568	14.9516	14.8613	15.5346	15.766	15.4246	16.3278	15.3666	15.4409	14.5278	15.8401	15.3384	15.6621	15.9318	15.0366	15.552	15.335	15.1609	15.1588	15.8653
hsa-miR-103a-3p	11.859	12.505	12.6423	12.1873	11.8216	13.3793	12.309	12.5019	12.0139	12.4114	11.9796	12.4318	12.9212	12.0829	11.8833	11.9138	12.9708	12.4483	11.6225	12.2887	12.3543	11.4198	12.5985	12.4016	12.2057	11.7052	12.2187	11.8344	12.5364	12.6511	11.61	11.7167	12.1818	12.8759	12.3552	12.2052	12.4838	12.113	12.4655	12.2635	12.0411	13.0043	12.0059	12.2477	11.6999	12.6562	11.3809	12.741	12.1653	12.4073	12.285	12.5227	12.541	12.0962	12.8726	11.8513	11.7801	11.7653	12.0269	12.1679	12.0602	12.3123	12.6601	12.2041	12.0222	12.2466	12.4652	11.9863	12.8918	11.765	12.2752	12.6886	12.355	12.0434	11.8821	11.764	11.4295	12.3092	12.8143	12.2856	11.758	11.9791	11.7389	12.3949	12.6242	12.2496	13.518	12.6109	11.5513	12.0098	12.3515	12.0422	11.9933	11.4861	12.0714	12.7545	12.1075	12.0277	12.2588	11.4221	11.6206	12.3536	11.8884	12.6135	12.0727	12.0629	13.0348
hsa-miR-30d-5p	14.6173	15.4242	15.0748	13.5375	12.5943	14.122	14.1844	13.5751	13.6567	14.4625	15.2843	13.938	13.8322	12.8575	13.0185	14.3172	13.4246	12.599	12.9177	13.8477	13.6373	13.9783	13.7385	14.4222	14.0332	14.3849	13.4299	13.1072	13.3612	13.552	13.3461	13.5211	14.468	14.1504	14.6081	14.0331	13.8818	13.7895	14.8563	14.0704	13.142	15.3154	14.3882	12.7572	14.2676	13.9144	13.0891	14.4107	14.1373	14.2521	14.5004	14.057	14.1635	13.8992	13.5107	13.5847	12.2083	14.3948	13.7729	13.5615	12.5388	14.7769	13.8763	12.5318	14.0321	12.9902	14.2965	13.248	15.443	14.071	13.0667	13.2901	14.3538	12.4106	12.8418	13.3793	13.3451	14.6755	13.5889	13.285	13.3093	13.5844	13.726	13.9784	13.7965	13.1419	14.6487	13.9391	12.8398	12.9086	13.9735	14.1132	14.8965	13.5143	12.4971	13.7475	13.5729	13.4471	13.431	13.9407	13.448	14.0942	13.7582	14.6242	13.8229	14.1765	14.1158
