Hugo_Symbol	C3N-01021	C3L-00893	C3N-02002	C3N-00737	C3L-02345	C3N-02155	C3N-00738	C3N-02588	C3N-01024	C3L-01682	C3N-00223	C3L-02348	C3N-00167	C3N-00294	C3N-02423	C3N-02729	C3N-01071	C3N-01030	C3N-02003	C3N-01016	C3N-02572	C3N-00175	C3L-00412	C3L-01924	C3N-01413	C3N-02586	C3N-01842	C3N-02379	C3L-00279	C3L-00080	C3L-00913	C3N-01415	C3N-02000	C3N-02089	C3N-00559	C3N-01410	C3L-02365	C3N-02149	X11LU013	C3L-00095	C3L-00973	C3L-01330	C3N-01489	C3N-02087	C3N-02433	C3N-00959	C3N-01023	C3N-00560	C3N-02067	C3N-02529	C3N-02380	C3N-02158	C3N-00579	C3N-01416	C3N-00199	X11LU022	C3N-00556	C3N-00293	C3N-01799	C3N-00550	C3N-00203	C3L-00001	C3N-00217	C3L-00093	C3N-01405	C3N-00552	C3L-00009	C3L-00094	C3L-00604	C3N-00546	C3L-01862	C3N-00433	C3N-02421	C3N-02424	X11LU035	C3L-00263	C3L-02219	C3N-01414	C3N-00549	C3N-02587	C3L-01632	C3N-01074	C3N-01823	C3N-00547	C3N-00180	C3N-00578	C3L-00510	C3N-00574	C3N-01488	X11LU016	C3N-00572	C3L-02350	C3N-00704	C3L-01889	C3L-01683	C3L-00422	C3N-00169	C3L-00083	C3N-02145	C3L-01890	C3N-01072	C3N-00551	C3L-02508	C3N-02582	C3N-02422	C3L-02549	C3L-00368
hsa-miR-484	10.1828	8.9303	8.4101	9.8094	8.8226	8.6936	8.7199	9.0297	9.2948	9.3941	8.6881	9.2597	9.0683	8.6334	8.8877	8.6064	9.8418	8.7234	9.0208	8.3483	8.5986	8.6203	9.6671	8.329	8.805	8.3525	10.307	9.01	8.6884	9.3707	8.963	8.7357	9.263	9.3411	9.26	8.6471	8.3207	8.9318	8.9522	9.5702	8.6306	9.1452	8.1922	9.4495	8.9209	8.4832	8.4378	9.2763	8.9532	8.4342	8.4083	9.7823	9.4088	8.5174	8.3525	8.3516	8.4653	8.0669	8.7225	8.9301	8.8769	9.6949	8.9411	8.8703	8.3078	8.3844	8.774	8.8379	9.3863	8.4623	8.8548	9.1777	8.458	9.501	8.6082	8.3465	8.4321	8.4841	10.12	8.8459	8.2377	9.4987	8.845	8.8386	8.7904	8.7273	8.3216	9.0645	8.5172	8.0666	9.2085	8.7212	9.213	7.7343	8.7184	8.9148	8.0895	9.4523	8.3468	9.0417	8.8138	8.4904	8.5281	9.1772	8.9251	9.0176	9.4166
hsa-miR-152-3p	9.0362	8.1075	8.5046	9.9117	9.3699	8.3815	9.5176	8.7734	9.2684	9.4434	9.2959	9.6109	8.3403	8.5325	9.1865	9.7009	9.067	9.5169	8.5788	9.4401	8.9457	8.6138	9.2244	8.8903	9.1749	9.0225	9.1694	8.6732	9.3327	8.1735	9.2424	9.6692	9.319	8.4171	9.6266	9.6925	9.1699	9.5183	9.9219	9.588	8.9328	8.8598	9.1679	10.2013	9.6469	7.8855	9.4046	9.6069	9.4346	9.404	9.8201	10.3566	8.8921	9.8141	8.642	9.247	10.0177	9.5193	9.0122	9.9763	9.0878	10.4815	8.4572	9.1563	7.8612	9.1371	9.709	9.9827	9.2369	8.7718	8.1627	8.6241	8.9666	9.2306	9.2395	9.4607	8.6307	9.4654	9.6179	9.2578	8.3185	8.7505	9.083	9.7736	8.3398	9.3242	7.9658	8.6107	9.5883	8.9402	9.8626	9.4794	8.2291	8.5933	10.1589	8.8078	8.8453	9.8286	9.7811	9.2251	8.6378	8.9743	10.1636	8.9464	9.276	8.6659	7.8234
hsa-miR-98-5p	11.266	11.7276	11.2439	11.3451	9.8396	12.1751	11.0429	11.1612	10.3897	11.0572	11.0774	10.6971	12.7489	9.8372	10.5893	11.169	10.3422	10.8664	9.8533	11.5961	11.0557	10.8659	10.5727	11.8295	11.3569	10.4122	11.7679	10.9939	11.3869	12.0819	10.359	10.6834	11.5898	9.9721	12.0255	11.0694	11.6892	10.8111	11.6437	11.0157	10.4676	12.2205	10.3001	11.0206	10.8608	10.1558	10.7408	10.3302	11.6261	11.5026	11.1279	11.483	11.3517	10.963	12.199	11.3489	10.2525	10.2628	11.1814	11.4057	10.2362	10.9403	11.8067	10.3347	10.9055	10.7206	10.7069	10.5947	11.8866	11.0419	11.1549	10.549	10.3636	10.2471	10.7022	10.2749	10.6982	11.082	11.5305	11.2059	11.1852	11.4941	10.2548	11.6141	10.3901	11.385	11.3371	12.1298	9.9671	10.9761	11.294	10.523	11.0532	11.0571	10.3488	11.3288	11.3841	10.6665	11.841	10.9906	10.1605	10.5444	10.4736	11.7238	10.8123	9.9463	10.5858
hsa-miR-3074-5p	9.5861	9.4935	10.3306	9.8408	9.6096	8.8172	9.9238	8.8644	9.0629	9.7202	9.6556	9.9796	9.7681	8.8065	8.9595	9.3444	9.1756	10.2243	8.9389	10.1254	9.7945	9.8758	9.8787	9.488	9.5028	9.1074	9.6073	8.6305	9.921	9.0996	9.5725	8.6806	9.5895	9.6926	9.2417	10.0858	9.4768	9.2009	9.8412	9.6754	9.627	9.9923	9.3514	9.128	9.0533	9.9762	9.4628	9.7848	9.9083	9.0295	9.8282	10.0017	9.5371	9.5268	9.7724	9.4259	9.3085	9.8509	9.4556	9.1256	9.1475	8.9965	9.9044	9.84	8.7797	9.145	9.6152	9.5619	9.3361	8.4693	8.7528	9.2882	9.7278	8.7544	9.1991	9.7831	9.3612	10.6643	9.9823	8.9519	9.3757	10.3949	8.9863	9.8829	10.0083	9.1222	9.2871	8.1624	9.2592	9.6208	9.9791	9.7666	9.7711	8.8797	9.3634	9.4166	9.6626	9.8359	10.0666	8.8849	8.7464	9.2276	9.9358	9.042	9.9903	10.3592	9.3594
hsa-miR-339-5p	8.2015	7.9949	7.9983	9.0106	7.9223	9.55	8.1029	8.8786	8.4003	8.0692	7.5927	8.6183	9.2413	9.8132	8.1077	8.8404	8.5628	8.5372	8.4139	7.9415	8.4374	8.4007	7.7663	7.6447	8.6439	9.1163	8.0002	8.6761	7.6075	7.6296	7.9514	8.6598	8.7343	8.7789	9.3222	8.0572	9.2234	8.6319	8.6294	8.4833	8.093	8.2742	8.3823	9.0961	8.4273	7.1092	7.6515	8.2186	8.5212	9.0235	8.2867	8.2245	8.8278	8.6181	9.2539	8.767	7.9707	7.9485	8.343	9.1539	8.1719	9.6543	7.3769	8.5073	8.4328	8.062	8.1458	8.0363	8.3093	8.3963	8.0401	8.0471	8.1649	8.8055	8.9914	7.7803	8.0574	6.8741	8.625	7.7501	6.7487	7.7686	8.1001	8.8964	7.1381	8.2266	8.479	8.682	7.5375	8.7642	8.4333	7.859	8.0927	7.3198	7.5601	7.9146	8.9127	8.2241	8.3035	8.1312	7.5797	8.2272	7.5212	8.4232	8.8922	7.4041	8.1049
hsa-miR-199b-5p	11.3248	11.3209	11.1063	11.0923	11.2058	8.9878	11.4377	10.8515	10.7952	10.8423	11.2608	11.5519	10.9934	10.5112	11.0079	11.3025	10.9403	10.836	10.612	10.7059	11.105	10.2027	11.5049	10.5167	10.6089	11.0481	10.6433	10.8946	11.6528	9.5262	11.0063	11.2751	11.3945	9.2295	10.6549	10.6417	10.4999	10.2947	11.5963	11.5352	11.3746	10.9724	10.6193	10.6911	11.7669	10.4348	11.1223	10.2773	10.5888	10.4467	11.3662	10.532	10.2481	10.8765	11.1476	10.5812	11.5034	11.2861	10.6636	9.9703	10.2876	11.8445	10.3553	11.126	10.1356	10.5941	10.5023	11.8848	10.9495	10.0591	10.9609	11.5207	11.4683	11.2103	10.939	11.7909	10.1866	10.38	11.6484	10.1421	10.5132	10.498	10.9447	10.993	9.5287	10.8516	9.437	10.6204	11.0536	10.7256	9.8962	11.443	10.0023	9.8619	11.7725	9.3103	10.8786	11.9112	11.2391	11.4722	10.9614	10.9383	12.0289	10.358	10.9044	10.8436	10.9854
hsa-miR-222-3p	10.6651	10.5082	10.48	10.0704	10.4738	10.204	10.2113	10.3036	9.8911	11.1443	10.5793	10.1608	10.9506	11.1457	11.0706	10.8926	10.3246	11.7201	11.2986	8.7362	10.5763	10.4777	10.3249	11.0445	11.1808	10.1769	10.4596	11.489	10.7786	10.213	10.2536	10.5235	10.675	10.4355	10.3048	9.2362	11.4181	9.6458	10.8867	10.32	11.4776	11.4779	10.7122	11.7107	10.4497	10.7639	9.4648	8.9467	10.8704	11.1169	10.3738	10.9423	11.2345	11.3911	10.721	9.9866	11.9098	10.8833	11.3768	10.7737	12.1041	12.5601	9.4059	11.1611	10.4264	11.2792	10.9866	9.6941	9.9546	10.0319	9.9956	10.675	11.0722	11.4177	11.5718	10.8005	11.4139	10.6911	11.0417	11.0963	10.3925	10.0666	10.159	9.424	8.738	11.0627	10.5294	10.4044	11.0811	10.715	11.4032	10.7673	11.5157	9.6248	11.0484	11.3001	9.5076	11.1154	10.7532	10.1466	10.7455	11.2234	11.3283	11.0182	12.5554	10.8102	9.7828
hsa-miR-9-5p	5.3339	5.7016	8.1667	8.104	6.6767	8.5786	6.3796	8.3541	6.1809	5.1292	6.3736	7.9929	10.1985	8.3107	7.3483	6.7019	9.2379	4.6153	5.5109	10.0226	7.5402	7.0648	8.2211	8.1185	6.6344	3.4812	5.7909	8.3386	8.1411	4.6715	6.6034	7.8241	6.6005	12.8346	6.875	7.3735	9.2053	5.9394	8.1984	6.2157	5.4361	7.5899	6.6215	10.7793	5.1626	3.1296	9.182	10.1375	7.8955	8.7382	7.1203	8.7896	7.0935	7.3465	5.9553	8.634	9.1152	8.0644	6.2748	5.5046	8.9679	7.1837	8.0453	7.2473	8.678	5.6509	8.1207	6.7206	6.6374	6.3603	8.2531	6.3406	6.9834	7.1373	6.5224	5.5999	5.1249	5.9206	5.6255	4.6444	10.353	8.7201	5.9125	6.7067	11.685	5.7015	11.6744	7.6265	7.4334	7.0794	4.3066	7.3199	6.1512	4.8418	4.6069	3.7696	5.2565	4.7108	7.7025	5.804	6.0186	9.1257	4.4905	7.8908	5.377	5.4151	6.3768
hsa-miR-101-3p	11.4208	11.4947	11.5482	10.9884	10.3082	10.3716	10.8769	9.8712	10.5321	11.7149	11.5151	12.1456	10.7982	9.6175	10.5923	11.73	9.6153	8.9967	10.6115	10.9605	11.3529	10.6528	10.5304	10.852	11.1673	10.8905	10.5465	10.0734	10.7098	10.8428	10.8975	10.8509	11.2989	11.3599	11.1889	11.6391	10.3107	10.323	10.4606	10.0372	10.8491	11.253	10.6879	10.0203	11.7223	11.2803	10.914	10.6601	11.519	10.4913	11.8615	11.6167	10.7895	10.7847	11.431	10.3208	9.9039	11.0653	10.7994	10.2914	10.1312	9.786	9.1735	10.5545	10.2861	10.3501	10.0574	10.4038	10.3326	11.1589	9.2397	10.6598	10.7063	10.6236	10.2676	11.4012	11.0468	11.1017	10.2897	11.0753	8.7118	10.8977	10.9137	10.5083	9.8879	10.3043	11.8853	8.3337	10.8643	10.5749	10.8851	12.048	10.6092	9.1529	10.9449	10.594	10.4531	10.4453	11.08	8.6254	9.0845	10.219	11.0417	10.7615	11.1204	10.9004	11.1023
hsa-miR-128-3p	8.2867	8.3025	7.9324	8.215	7.66	9.0956	8.1602	9.2509	8.3685	8.4394	7.9726	8.1049	8.9678	8.6432	8.4471	8.1515	9.7157	8.2642	8.1352	8.32	7.9095	7.644	8.791	8.0713	7.9973	8.2007	9.1811	8.8937	9.0449	8.5748	8.3111	7.9177	7.8675	9.7976	8.6759	7.812	9.1943	9.096	8.8957	9.2493	8.2344	8.0403	7.6371	8.8335	8.0533	8.1417	8.5448	9.0351	8.1031	8.6731	7.7171	8.8295	8.1298	8.5842	8.7429	8.5982	7.9215	7.967	8.25	8.6873	8.4564	8.1904	8.3619	8.229	7.6459	8.2987	8.7664	9.2794	8.1247	8.7997	8.5734	8.3242	7.6028	8.1808	8.0525	7.7509	8.2247	8.3447	9.0068	8.2572	7.9196	8.5881	8.1858	8.2877	9.2755	8.2855	7.743	9.0207	7.8871	8.4875	8.881	8.1243	8.0725	7.38	8.003	8.3636	8.7922	8.0595	8.5325	7.9365	7.8489	8.4028	7.9727	8.5171	8.2095	7.909	8.6784
hsa-miR-140-3p	11.3401	12.1585	11.548	12.1663	11.4861	10.6116	12.6375	11.0567	11.3172	12.4088	11.769	11.9492	11.3795	11.3417	11.3685	12.6054	11.6247	10.8975	11.7096	11.7496	11.5555	11.3216	11.9779	11.2479	11.7978	11.1433	11.0288	11.1552	12.3738	10.933	12.0842	11.4108	11.6853	11.8126	12.0863	11.085	11.1169	11.7512	11.6722	11.9235	11.7612	11.7329	11.5791	12.0509	11.6531	11.9143	11.1505	11.2735	11.531	11.5019	13.096	12.108	11.7632	11.5958	12.1352	11.1474	10.9466	12.2257	12.0842	11.6749	11.2524	11.8471	11.4021	11.6131	10.4808	11.3669	12.2214	12.2644	11.4812	11.8943	11.572	12.1188	11.6584	11.8564	11.6255	12.2395	11.2757	11.2708	11.3904	11.1604	10.9616	11.0099	11.2221	11.5491	11.0151	10.8639	10.8496	12.0635	11.0762	11.198	11.5382	12.0943	11.192	10.9625	12.077	11.3571	11.0661	12.7627	11.4621	12.793	11.4423	11.3501	12.248	11.2924	11.2071	11.9395	11.4893
hsa-miR-708-5p	5.4897	4.439	4.783	6.2442	7.4756	6.9819	6.7238	7.0586	6.372	5.5009	5.1489	5.8955	5.2844	6.4168	6.4542	6.5928	6.2417	6.7453	5.1941	7.8354	6.4993	5.4889	6.1658	6.4418	6.1204	6.3078	5.8311	5.8876	6.7901	7.9408	5.6945	6.0241	5.7301	5.1373	5.8707	9.0711	6.479	7.7175	7.1278	6.523	5.931	4.6346	6.4248	6.5436	5.9101	4.1228	6.2934	5.545	5.2343	5.893	4.6982	5.9787	5.6053	6.3035	6.5267	5.3927	7.5058	5.7014	5.5158	6.2182	6.6543	7.1127	7.3917	7.0275	6.922	6.6827	6.3213	6.7004	6.4351	4.6706	7.026	6.9765	6.569	6.5966	6.7817	6.0243	5.7162	7.6895	6.0646	5.9732	6.5148	5.0083	5.3437	6.9079	6.6404	6.3412	4.258	7.0742	6.5751	6.3178	7.0875	4.9072	5.1665	4.6746	7.4486	6.3296	5.5975	6.4533	6.6581	7.327	7.4728	6.2694	6.5806	5.9825	6.0103	4.7724	5.507
hsa-miR-19b-3p	6.9884	6.0222	7.0616	8.4666	6.9019	9.1688	6.6864	6.7488	7.2388	7.1103	7.3043	8.0136	5.7371	7.8986	7.5443	7.8479	8.1579	7.0027	7.3005	7.2325	7.8496	6.851	7.05	6.8429	7.502	7.2548	8.7093	7.2064	5.3333	7.5981	7.1622	6.7816	7.0301	8.2241	7.6351	8.5208	7.6361	7.2597	7.2583	5.9621	6.5095	7.1019	7.6518	6.7525	7.4872	6.1678	8.0665	8.6359	6.7999	6.8517	7.444	7.5586	8.2133	7.1794	7.7857	7.983	6.9525	7.2405	7.7342	7.359	8.2723	7.1994	6.909	6.9006	8.7468	6.262	6.2503	7.5647	7.0156	5.7063	6.6676	6.6986	7.0715	8.615	6.8763	7.2988	6.856	8.3417	8.7608	6.6493	6.1097	8.6335	7.575	8.1933	6.8923	6.3289	6.489	6.36	7.285	7.754	7.3752	7.3136	7.1665	5.844	7.0727	5.8529	7.5525	6.9919	7.1269	6.0086	5.6508	6.9166	6.433	7.6104	7.089	6.3612	6.1812
hsa-miR-3120-5p	4.6972	4.6901	4.1827	3.8351	3.7011	2.7623	3.9375	3.428	3.8843	3.3769	4.4332	3.7325	5.4423	3.3197	3.6325	3.8671	3.844	3.8804	3.7462	3.5281	3.7939	3.4136	5.4243	2.9808	3.0726	3.0941	3.6114	3.245	5.4578	2.3496	3.0265	3.0174	4.7635	2.4148	3.217	2.8064	2.9186	3.7272	4.381	5.9016	4.0945	3.9103	2.9886	4.0851	4.0555	4.0676	3.7909	2.9223	4.3274	3.1351	3.2111	2.8829	3.1199	3.6773	3.9036	4.1842	4.0312	3.5876	3.1744	2.3602	3.2919	5.1505	5.1637	4.9023	2.0005	3.9206	4.8368	4.3784	3.5453	4.6339	5.0183	4.1639	3.9933	3.1815	3.6954	3.9258	3.1133	3.0244	2.9231	2.6093	5.3334	3.3699	3.6928	2.5317	2.0695	3.9691	2.6683	5.1348	3.9797	4.0181	4.1264	3.0887	3.6892	3.8549	4.2181	2.0456	2.8235	5.424	4.4801	5.001	4.9507	4.0256	4.914	3.8539	2.772	3.6963	4.8159
hsa-miR-106a-5p	7.0005	6.2874	7.3057	8.5223	7.2723	10.0574	6.9375	7.4184	7.7573	7.3477	7.1135	7.8871	6.1214	8.4891	7.8121	7.774	9.0578	7.3579	7.5655	7.2073	8.2667	7.2251	7.4992	7.557	7.4175	7.0732	9.3121	7.1315	5.8277	7.3024	7.2088	6.6467	6.9452	9.1754	7.8256	8.8666	8.0866	8.06	7.668	7.0051	6.2533	7.2205	7.4373	7.2825	7.2561	6.8028	7.7344	9.4469	7.2037	6.7796	7.1484	8.0564	8.9311	7.7137	7.988	8.5816	7.2348	7.6504	8.1633	8.0672	8.9251	7.993	8.7136	7.3967	9.0145	6.8811	7.2599	7.7943	7.1424	6.4701	7.951	6.7071	7.26	7.9725	7.2771	6.9375	6.8983	8.7589	9.3133	6.5189	7.2562	9.3293	7.5638	8.7503	7.4246	6.6107	7.1362	7.8859	7.4427	7.9136	7.7964	7.2291	8.1788	5.8892	7.0523	6.1406	7.7839	7.3591	7.1546	7.0198	6.6149	7.2776	6.8341	7.9434	6.8123	6.6978	6.5273
hsa-miR-130b-5p	7.5023	6.4114	7.1476	7.2988	6.0152	7.8387	6.2667	8.1483	7.7839	6.3306	6.2085	6.668	7.8214	6.766	6.7603	6.9702	7.8454	8.0148	7.0095	6.7075	7.1744	6.4448	6.4739	6.3871	6.9702	6.3583	7.7613	7.302	7.3801	7.7979	6.0345	6.7344	7.3871	8.5767	7.3801	6.847	7.8059	6.9184	6.8715	8.6405	6.9062	7.5602	6.0737	8.3122	7.3561	5.5045	7.3801	7.9864	6.9354	7.2368	5.6961	7.4566	6.8876	7.1694	8.1376	7.0133	6.4093	5.6935	6.6559	6.6688	6.68	6.7553	7.6743	6.5398	6.815	7.2588	7.4601	8.0874	7.5811	8.4544	7.2215	6.4747	6.7009	6.6946	6.4714	6.0199	6.8291	5.5824	7.4996	7.6099	6.6344	6.8043	6.7272	7.1051	7.9646	5.8402	6.6234	8.1348	6.7378	6.8145	7.2443	6.3788	7.3267	6.4671	6.3397	6.3003	7.1183	6.2295	7.0995	5.5994	7.0975	7.1541	5.7242	6.6867	5.8079	6.3012	6.2683
hsa-miR-210-3p	9.0752	7.5473	8.9535	9.0116	8.7577	9.0441	7.0721	8.633	9.8344	6.9478	7.7278	7.5761	7.889	9.3784	8.5669	10.1409	8.6431	8.6045	9.4415	8.3207	10.2319	10.6729	8.2058	8.5802	9.0777	9.2145	9.2048	8.5557	9.2839	9.5341	8.7477	8.0481	8.1353	9.5007	9.2344	9.2414	9.436	9.2262	8.8624	7.131	8.7634	6.9919	8.5461	8.9182	7.8717	8.0401	7.1279	7.5609	9.0304	8.4558	7.6887	8.8611	9.2613	8.7041	8.7939	8.1551	8.4376	7.3723	9.0425	9.5562	8.4504	9.1608	7.021	9.4867	9.4742	8.89	9.3797	8.0267	8.8528	9.3257	7.4853	8.7206	9.1355	9.9859	8.7266	7.9572	9.5878	7.6953	9.1053	9.0592	5.4866	8.1318	8.7175	9.3881	8.8225	9.4221	9.2943	6.8676	8.3351	9.2978	8.2247	7.1961	9.5838	5.9916	8.2951	10.5189	8.9161	7.1345	9.2518	6.8732	7.9845	8.3754	6.5138	9.2256	8.7729	7.9309	8.0759
hsa-miR-29b-3p	6.806	6.9804	7.5881	8.6152	6.9798	5.3732	7.7798	5.2917	6.1156	6.7375	7.9726	7.3717	6.8552	6.0359	6.6337	6.4057	6.3981	6.6231	6.5575	6.9734	6.6405	7.6088	6.387	6.473	6.9153	6.7192	6.1483	5.1412	6.7239	5.768	7.4355	6.2424	6.8378	6.3169	5.907	6.2787	5.9733	6.1725	5.8659	7.1296	7.9642	6.6455	6.8358	6.1261	7.044	8.3568	6.8222	6.1282	6.9243	7.3014	7.9523	6.7043	6.2558	6.6663	6.2853	6.4669	5.5862	6.9692	7.6383	6.1594	6.552	6.2948	7.2627	6.6064	8.5465	6.3529	4.3027	7.0545	6.1258	6.2043	7.2129	7.2914	6.4311	8.098	6.2968	7.5013	6.362	6.9508	5.015	7.1874	6.5705	6.6335	7.2241	6.9967	6.5335	6.7686	7.7365	5.9888	5.8776	6.5931	6.7898	7.6588	6.6655	6.7147	6.7417	6.6676	6.0376	7.4314	6.0949	7.4392	7.3327	6.2721	6.4515	6.8216	7.7163	8.6786	6.9821
hsa-miR-335-3p	7.8098	6.5838	7.876	8.7923	8.0475	9.8361	7.2187	7.5887	7.7985	8.1832	6.6746	7.0694	7.4232	8.3255	8.2064	8.5722	8.1521	9.0282	7.8854	7.7413	6.9081	8.9545	7.7146	8.4187	7.879	7.0143	7.9872	8.3353	6.298	8.641	7.1785	7.5299	7.3937	8.9705	8.5613	8.6437	8.4935	8.6237	7.6132	8.563	6.9543	7.5415	7.8758	7.2189	7.6082	6.8475	8.2686	8.8638	8.2965	7.4309	7.6705	7.5942	7.7019	7.3835	7.4239	8.1659	8.0207	7.1063	8.2633	7.5552	8.8347	7.133	8.7511	7.7567	6.8277	6.7419	7.1101	7.6714	6.7612	8.0574	6.8388	6.0434	7.3531	8.189	7.915	7.1809	8.0655	9.1604	11.395	7.1052	6.5413	9.2456	8.875	8.987	8.0473	7.9162	6.1868	7.9878	7.7797	7.5881	7.9566	7.4841	8.5143	7.7819	6.4865	7.0294	8.2094	7.2772	6.7642	7.5597	7.1538	7.3812	7.6121	8.1086	7.2695	7.9322	7.4958
hsa-miR-142-5p	8.5231	8.6093	9.0712	10.2882	8.6496	8.0685	9.2521	8.0413	8.6674	9.803	9.6242	9.5902	8.026	8.876	9.1707	8.0764	9.2138	9.0986	10.1854	8.868	8.3114	8.0451	8.1964	8.9876	9.2737	8.3985	8.8182	8.6232	9.055	8.1387	10.1729	8.6993	9.6249	9.6828	8.9511	8.8056	7.3344	8.7875	8.596	9.5905	10.1485	8.1563	9.5601	9.5365	8.9103	8.6637	9.2486	8.8138	8.4959	9.3907	7.5471	8.9116	8.9571	9.2225	8.8953	8.7771	8.3392	9.1461	10.2846	8.7887	10.123	7.8309	7.3586	9.319	8.7992	8.2924	8.4538	9.6217	8.0792	8.7938	8.8441	10.005	8.0803	9.4244	8.7296	10.5239	9.2073	8.4866	7.3733	8.3218	7.0325	9.1212	9.5649	8.2433	6.8588	7.9203	7.6391	8.3687	8.7433	9.2814	8.8099	10.2385	8.5397	7.5527	10.1517	8.102	8.3166	9.9097	7.9385	8.339	8.5301	8.6959	9.0478	8.22	8.0975	8.677	7.4027
hsa-miR-141-3p	8.2845	7.7511	9.2951	9.6918	7.574	7.6962	8.9164	7.8499	6.3831	7.4594	9.3402	9.8804	8.3592	6.1446	6.4645	9.3663	7.2308	6.7668	7.0066	9.4823	8.2703	8.0879	8.5549	7.5253	7.5802	7.8999	8.6358	7.0558	7.3436	9.3313	9.0149	7.7053	8.3157	8.6584	8.3295	8.6032	7.415	8.0929	7.1962	7.1489	8.6612	9.2051	6.7763	6.2791	8.2947	11.0143	8.7112	8.5457	8.6965	7.3762	9.7282	10.1035	8.5458	7.5244	8.0511	6.7972	5.4852	7.6665	7.8129	8.6788	5.5887	6.9999	10.2458	6.7377	7.9087	8.0433	7.2442	8.0902	7.7066	7.303	8.3573	6.3889	7.5277	6.2914	6.5335	9.5625	8.8526	9.0607	9.9734	8.6506	10.2878	9.7137	8.3692	8.7328	10.9197	8.3377	9.0585	7.6947	6.8509	7.3383	8.821	9.6028	7.4604	9.4308	4.6438	8.8904	7.5626	7.2488	8.5178	9.3285	8.4993	7.1556	8.3552	8.0833	10.5404	12.7406	7.9852
hsa-miR-744-3p	4.1788	3.2203	2.5388	3.7623	2.6717	3.4087	3.3956	3.0209	2.6087	1.9383	2.4959	2.7588	2.7819	2.3197	2.1867	2.7052	3.6741	3.1043	2.6447	2.7208	2.5243	2.3906	1.8845	3.3739	2.134	3.0941	3.3992	3.0386	2.7704	2.9764	3.6844	2.7399	3.052	5.3313	3.1896	3.5	3.8838	2.3121	3.5013	3.336	2.5095	1.9013	3.1885	2.6101	3.6194	2.4756	3.1675	4.0628	3.842	3.1829	2.8502	3.9519	2.5635	3.0216	3.8824	3.1728	2.0508	1.7576	2.8616	2.5385	2.6245	2.8775	3.6463	2.1585	4.4004	2.4153	2.4954	3.6322	2.7211	2.162	2.0487	2.381	1.9933	2.56	2.8275	2.5881	3.6185	2.4394	4.3286	2.9352	-0.502	4.1811	2.7179	2.1866	3.3014	2.1571	1.8573	0.8595	0.8563	2.4416	2.8572	2.7336	3.3744	2.0034	1.1428	2.8676	3.1645	2.565	3.541	1.9286	2.2089	3.2442	2.6605	2.3838	2.6051	3.0374	1.1044
hsa-miR-146a-5p	10.5696	11.5858	10.9607	10.8028	11.1223	10.1281	11.6571	13.1307	10.5662	11.9809	11.3918	11.2763	11.0602	10.3493	10.9879	10.3225	11.0949	10.9148	11.4536	9.8393	11.8135	10.6272	11.6944	11.5896	12.1557	11.5266	9.6883	10.4712	11.2503	10.328	10.0303	10.5657	10.8466	11.2657	12.2272	9.5733	9.7749	10.5361	9.336	10.6385	12.1279	11.1649	11.9898	12.4059	10.5469	10.6801	10.1011	9.5042	10.4865	10.6175	11.0131	11.0773	13.2351	11.9116	10.954	9.0468	10.1706	11.7737	12.3868	10.4914	11.7501	11.9475	9.8877	11.8056	10.9047	12.4029	10.0578	10.0726	10.3109	11.3978	11.0441	11.7181	10.414	10.9012	11.3475	11.5884	10.9321	9.5051	10.3517	10.7895	8.6151	9.1606	10.6753	10.1609	9.8432	10.9498	10.9739	10.4046	10.7669	11.2365	11.757	11.3169	10.4236	8.614	11.7822	12.3377	10.6566	11.2655	10.7466	10.3401	11.5632	10.2963	10.771	10.6118	10.4542	11.7563	10.6164
hsa-miR-223-3p	10.5818	10.5507	10.03	11.2563	11.0299	12.4817	12.1531	12.8888	10.7886	11.3455	9.5843	10.4691	10.331	11.8117	10.5389	10.2412	11.9889	11.2953	11.6681	11.552	10.2467	9.424	11.5855	9.9528	10.5233	9.2921	11.1376	10.9773	9.6412	9.8829	13.9154	10.13	10.0273	14.0876	10.177	11.9962	10.5254	12.9207	9.6392	12.1814	11.1383	11.1592	10.9354	11.6466	9.7633	9.4621	12.6238	10.3076	11.2394	10.0058	10.6341	10.3388	11.0865	10.9515	9.881	10.4143	10.2891	10.0469	10.2959	10.5335	10.8244	10.2208	10.3091	10.5889	11.8331	11.4472	11.3325	11.042	9.9766	10.2738	11.3471	10.386	9.6449	11.2206	11.7182	12.8497	10.0865	11.9212	10.5741	10.6726	9.3172	12.2088	11.9918	10.9892	9.996	9.822	8.6866	11.3661	11.0348	10.7493	11.0468	10.0454	10.1633	8.2928	11.0793	10.3806	12.024	12.6253	10.5151	10.125	9.8365	12.2734	10.193	10.3118	10.0766	11.8857	10.4248
