name	prize	Category	Division
IL16	5.2943999999999996	Secreted Factors	Matrisome-associated
SPP1	2.4045	ECM Glycoproteins	Core matrisome
FGA	5.685699999999999	ECM Glycoproteins	Core matrisome
ANXA2	5.7120999999999995	ECM-affiliated Proteins	Matrisome-associated
HCFC1	2.4472	Secreted Factors	Matrisome-associated
SPARCL1	3.1338999999999997	ECM Glycoproteins	Core matrisome
ANXA1	2.7531999999999996	ECM-affiliated Proteins	Matrisome-associated
PLG	5.1095999999999995	ECM Regulators	Matrisome-associated
ANXA6	2.4187000000000003	ECM-affiliated Proteins	Matrisome-associated
MXRA5	4.8398	ECM Glycoproteins	Core matrisome
ANXA5	4.398	ECM-affiliated Proteins	Matrisome-associated
KNG1	2.1163	ECM Regulators	Matrisome-associated
ADAM9	3.4724	ECM Regulators	Matrisome-associated
LTBP1	2.6691	ECM Glycoproteins	Core matrisome
SEMA4B	2.4408999999999996	ECM-affiliated Proteins	Matrisome-associated
VCAN	6.5731	Proteoglycans	Core matrisome
HSPG2	2.0569	Proteoglycans	Core matrisome
SEMA4C	3.6353	ECM-affiliated Proteins	Matrisome-associated
COL6A3	2.0238	Collagens	Core matrisome
MUC1	2.9787999999999997	ECM-affiliated Proteins	Matrisome-associated
S100A11	3.6392999999999995	Secreted Factors	Matrisome-associated
SERPINC1	2.3709	ECM Regulators	Matrisome-associated
ANXA4	2.127	ECM-affiliated Proteins	Matrisome-associated
SERPINB1	2.3307	ECM Regulators	Matrisome-associated
ANXA3	3.3613999999999997	ECM-affiliated Proteins	Matrisome-associated
TNXB	2.8842999999999996	ECM Glycoproteins	Core matrisome
SFTPB	3.4935	ECM-affiliated Proteins	Matrisome-associated
LGALS1	2.6425	ECM-affiliated Proteins	Matrisome-associated
S100A8	5.27	Secreted Factors	Matrisome-associated
COL3A1	2.5684	Collagens	Core matrisome
EMCN	3.0906000000000002	ECM-affiliated Proteins	Matrisome-associated
ITIH4	2.6374	ECM Regulators	Matrisome-associated
SERPINB6	2.0754	ECM Regulators	Matrisome-associated
SPOCK2	3.5816	Proteoglycans	Core matrisome
VWA1	2.3656	ECM Glycoproteins	Core matrisome
CST3	2.6752000000000002	ECM Regulators	Matrisome-associated
FGB	2.5991	ECM Glycoproteins	Core matrisome
S100A6	7.1151	Secreted Factors	Matrisome-associated
LAMB2	2.5351	ECM Glycoproteins	Core matrisome
F9	3.0918	ECM Regulators	Matrisome-associated
PRELP	2.8784	Proteoglycans	Core matrisome
S100A4	2.1416	Secreted Factors	Matrisome-associated
CRELD2	2.1943	ECM Glycoproteins	Core matrisome
S100P	3.4996	Secreted Factors	Matrisome-associated
ANGPTL2	3.1475	Secreted Factors	Matrisome-associated
SDC2	2.3635	ECM-affiliated Proteins	Matrisome-associated
ADAM28	2.9715	ECM Regulators	Matrisome-associated
IGFBP1	2.3079	ECM Glycoproteins	Core matrisome
SPAM1	5.0617	ECM Regulators	Matrisome-associated
SERPINF2	2.5495	ECM Regulators	Matrisome-associated
FGF16	3.6778000000000004	Secreted Factors	Matrisome-associated
PRG3	5.381600000000001	Proteoglycans	Core matrisome
