name	prize	Category	Division
IL16	5.2462	Secreted Factors	Matrisome-associated
SPP1	4.0205	ECM Glycoproteins	Core matrisome
FGA	5.3411	ECM Glycoproteins	Core matrisome
MFAP1	4.7756	ECM Glycoproteins	Core matrisome
MUC5AC	5.9277	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	3.8357	ECM Glycoproteins	Core matrisome
PLG	5.112299999999999	ECM Regulators	Matrisome-associated
COL17A1	8.7379	Collagens	Core matrisome
VWA5A	3.4251	ECM Glycoproteins	Core matrisome
MXRA5	3.017	ECM Glycoproteins	Core matrisome
SERPINA1	2.6957	ECM Regulators	Matrisome-associated
ANXA5	4.45	ECM-affiliated Proteins	Matrisome-associated
ZFP91	2.8918000000000004	Secreted Factors	Matrisome-associated
KNG1	2.8867000000000003	ECM Regulators	Matrisome-associated
FNDC1	2.0383	ECM Glycoproteins	Core matrisome
ADAM9	3.763	ECM Regulators	Matrisome-associated
SEMA4B	2.0853	ECM-affiliated Proteins	Matrisome-associated
SEMA4C	2.1807	ECM-affiliated Proteins	Matrisome-associated
ECM2	3.5669	ECM Glycoproteins	Core matrisome
TGM2	2.0466	ECM Regulators	Matrisome-associated
VTN	2.9482	ECM Glycoproteins	Core matrisome
S100A11	5.3278	Secreted Factors	Matrisome-associated
ANXA4	2.2949	ECM-affiliated Proteins	Matrisome-associated
SERPINA10	3.2479999999999998	ECM Regulators	Matrisome-associated
EGLN1	2.0482	ECM Regulators	Matrisome-associated
ANXA3	2.1233999999999997	ECM-affiliated Proteins	Matrisome-associated
F13A1	2.0201000000000002	ECM Regulators	Matrisome-associated
PRG4	3.0309	Proteoglycans	Core matrisome
GREM1	2.2493	ECM-affiliated Proteins	Matrisome-associated
LUM	2.0885	Proteoglycans	Core matrisome
COL3A1	7.6031	Collagens	Core matrisome
EMCN	2.7802	ECM-affiliated Proteins	Matrisome-associated
ITIH4	2.5202999999999998	ECM Regulators	Matrisome-associated
SERPINB6	2.4466	ECM Regulators	Matrisome-associated
MFGE8	2.2205	ECM Glycoproteins	Core matrisome
ADAMTSL3	3.3354	ECM Regulators	Matrisome-associated
SPOCK2	3.0896	Proteoglycans	Core matrisome
LAMA4	2.4743	ECM Glycoproteins	Core matrisome
S100A16	5.8768	Secreted Factors	Matrisome-associated
S100A13	4.5243	Secreted Factors	Matrisome-associated
PLXNC1	2.3093	ECM-affiliated Proteins	Matrisome-associated
ADAM22	2.3437	ECM Regulators	Matrisome-associated
CST3	4.1647	ECM Regulators	Matrisome-associated
FSTL1	2.9134	Secreted Factors	Matrisome-associated
NRG1	2.9922	Secreted Factors	Matrisome-associated
S100A6	3.8011	Secreted Factors	Matrisome-associated
ITIH2	2.6976	ECM Regulators	Matrisome-associated
LAMB2	3.3657	ECM Glycoproteins	Core matrisome
FBN1	3.9419	ECM Glycoproteins	Core matrisome
PARM1	2.5676	ECM-affiliated Proteins	Matrisome-associated
CRELD2	4.643800000000001	ECM Glycoproteins	Core matrisome
CHRDL1	4.5846	Secreted Factors	Matrisome-associated
S100P	10.662500000000001	Secreted Factors	Matrisome-associated
CLC	3.1021	ECM-affiliated Proteins	Matrisome-associated
PAPPA	4.371	ECM Regulators	Matrisome-associated
ANGPTL2	2.1639	Secreted Factors	Matrisome-associated
HMCN1	7.1531	ECM Glycoproteins	Core matrisome
PPBP	4.0303	Secreted Factors	Matrisome-associated
PLOD2	4.6196	ECM Regulators	Matrisome-associated
PRG3	2.9663999999999997	Proteoglycans	Core matrisome
GDF9	7.1774	Secreted Factors	Matrisome-associated
GDF15	4.4978	Secreted Factors	Matrisome-associated
NTN1	2.4046000000000003	ECM Glycoproteins	Core matrisome
