name	prize	Category	Division
IL16	4.3338	Secreted Factors	Matrisome-associated
SPP1	2.7514000000000003	ECM Glycoproteins	Core matrisome
FGA	6.9337	ECM Glycoproteins	Core matrisome
ANXA2	5.136699999999999	ECM-affiliated Proteins	Matrisome-associated
HCFC1	2.1831	Secreted Factors	Matrisome-associated
MFAP1	2.4484	ECM Glycoproteins	Core matrisome
MUC5AC	2.7777000000000003	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	5.5244	ECM Glycoproteins	Core matrisome
ANXA1	5.6593	ECM-affiliated Proteins	Matrisome-associated
PLG	4.7328	ECM Regulators	Matrisome-associated
ANXA6	2.6774	ECM-affiliated Proteins	Matrisome-associated
COL17A1	6.7703	Collagens	Core matrisome
MXRA5	5.4447	ECM Glycoproteins	Core matrisome
SERPINA1	2.8528000000000002	ECM Regulators	Matrisome-associated
TNC	3.939	ECM Glycoproteins	Core matrisome
ZFP91	2.4194999999999998	Secreted Factors	Matrisome-associated
KNG1	3.6658999999999997	ECM Regulators	Matrisome-associated
FNDC1	6.4068	ECM Glycoproteins	Core matrisome
ADAM9	4.4437	ECM Regulators	Matrisome-associated
LTBP1	2.3482000000000003	ECM Glycoproteins	Core matrisome
LTBP2	5.9318	ECM Glycoproteins	Core matrisome
ADAM17	3.3809	ECM Regulators	Matrisome-associated
VCAN	3.6121	Proteoglycans	Core matrisome
HSPG2	2.0187	Proteoglycans	Core matrisome
S100A9	2.5358	Secreted Factors	Matrisome-associated
ELFN2	3.0492999999999997	ECM-affiliated Proteins	Matrisome-associated
FBLN2	3.5478	ECM Glycoproteins	Core matrisome
TGM2	2.3373	ECM Regulators	Matrisome-associated
THBS2	3.6046000000000005	ECM Glycoproteins	Core matrisome
MUC1	4.6649	ECM-affiliated Proteins	Matrisome-associated
SERPINC1	5.1881	ECM Regulators	Matrisome-associated
SERPINA10	2.9101999999999997	ECM Regulators	Matrisome-associated
FBLN1	3.8411000000000004	ECM Glycoproteins	Core matrisome
SERPINH1	3.0302	ECM Regulators	Matrisome-associated
SFTPA1	2.7724	ECM-affiliated Proteins	Matrisome-associated
TNXB	3.1639	ECM Glycoproteins	Core matrisome
PRG4	2.7289000000000003	Proteoglycans	Core matrisome
SFTPB	2.0975	ECM-affiliated Proteins	Matrisome-associated
LGALS1	3.0563	ECM-affiliated Proteins	Matrisome-associated
COL3A1	2.3983	Collagens	Core matrisome
EMCN	5.3575	ECM-affiliated Proteins	Matrisome-associated
ITIH4	3.1209	ECM Regulators	Matrisome-associated
ADAMTSL3	3.4095	ECM Regulators	Matrisome-associated
SPOCK2	5.4843	Proteoglycans	Core matrisome
ABI3BP	3.0601000000000003	ECM Glycoproteins	Core matrisome
LAMA4	2.8282	ECM Glycoproteins	Core matrisome
MUC21	5.3892	ECM-affiliated Proteins	Matrisome-associated
S100A16	3.0751	Secreted Factors	Matrisome-associated
VWA1	2.2003	ECM Glycoproteins	Core matrisome
SERPIND1	2.1779	ECM Regulators	Matrisome-associated
PLXND1	2.6170999999999998	ECM-affiliated Proteins	Matrisome-associated
FGB	4.2669999999999995	ECM Glycoproteins	Core matrisome
POSTN	2.793	ECM Glycoproteins	Core matrisome
AEBP1	2.9467000000000003	ECM Glycoproteins	Core matrisome
NRG1	3.5202	Secreted Factors	Matrisome-associated
S100A6	3.925	Secreted Factors	Matrisome-associated
LAMB2	2.0671	ECM Glycoproteins	Core matrisome
F9	2.781	ECM Regulators	Matrisome-associated
SDC1	2.7866	ECM-affiliated Proteins	Matrisome-associated
PARM1	2.1954000000000002	ECM-affiliated Proteins	Matrisome-associated
S100P	6.3345	Secreted Factors	Matrisome-associated
PAPPA	3.2019	ECM Regulators	Matrisome-associated
TECTA	4.2386	ECM Glycoproteins	Core matrisome
GDF6	6.0288	Secreted Factors	Matrisome-associated
FGF16	3.7601000000000004	Secreted Factors	Matrisome-associated
PRG3	3.3537	Proteoglycans	Core matrisome
FST	2.1971	Secreted Factors	Matrisome-associated
CRLF1	2.7431	Secreted Factors	Matrisome-associated
KY	3.7	ECM Regulators	Matrisome-associated
FREM3	3.2652	ECM-affiliated Proteins	Matrisome-associated
