name	prize	Category	Division
IL16	6.5028	Secreted Factors	Matrisome-associated
FGA	7.397	ECM Glycoproteins	Core matrisome
ANXA2	4.0607999999999995	ECM-affiliated Proteins	Matrisome-associated
MFAP1	2.7741	ECM Glycoproteins	Core matrisome
SPARCL1	2.1913	ECM Glycoproteins	Core matrisome
ANXA1	2.2344999999999997	ECM-affiliated Proteins	Matrisome-associated
PLG	5.8909	ECM Regulators	Matrisome-associated
SERPINA1	2.1317	ECM Regulators	Matrisome-associated
ANXA5	2.9648	ECM-affiliated Proteins	Matrisome-associated
ZFP91	2.9207	Secreted Factors	Matrisome-associated
KNG1	3.6706	ECM Regulators	Matrisome-associated
FNDC1	3.7552000000000003	ECM Glycoproteins	Core matrisome
LTBP1	2.5233	ECM Glycoproteins	Core matrisome
LTBP2	2.2898	ECM Glycoproteins	Core matrisome
SEMA4B	2.6358	ECM-affiliated Proteins	Matrisome-associated
ADAM17	3.0618999999999996	ECM Regulators	Matrisome-associated
VCAN	4.3777	Proteoglycans	Core matrisome
THBS2	2.3364000000000003	ECM Glycoproteins	Core matrisome
MUC1	3.5126	ECM-affiliated Proteins	Matrisome-associated
VTN	3.7966	ECM Glycoproteins	Core matrisome
S100A11	2.9773000000000005	Secreted Factors	Matrisome-associated
HRNR	2.901699999999999	Secreted Factors	Matrisome-associated
F13A1	3.3288	ECM Regulators	Matrisome-associated
PRG4	4.7787	Proteoglycans	Core matrisome
EMCN	2.6426	ECM-affiliated Proteins	Matrisome-associated
ABI3BP	2.8312	ECM Glycoproteins	Core matrisome
S100A13	2.8011	Secreted Factors	Matrisome-associated
ANXA11	3.6028000000000002	ECM-affiliated Proteins	Matrisome-associated
FGB	3.9367	ECM Glycoproteins	Core matrisome
COL20A1	8.6555	Collagens	Core matrisome
S100A6	3.802	Secreted Factors	Matrisome-associated
ITIH2	2.1721	ECM Regulators	Matrisome-associated
FBN1	7.635800000000001	ECM Glycoproteins	Core matrisome
CHRDL1	2.2592	Secreted Factors	Matrisome-associated
PAPPA	3.7638	ECM Regulators	Matrisome-associated
ANGPTL2	2.2579000000000002	Secreted Factors	Matrisome-associated
SDC2	2.7175	ECM-affiliated Proteins	Matrisome-associated
PPBP	3.1769999999999996	Secreted Factors	Matrisome-associated
IGFBP1	3.6867	ECM Glycoproteins	Core matrisome
SPAM1	6.5405999999999995	ECM Regulators	Matrisome-associated
SERPINF2	2.8402	ECM Regulators	Matrisome-associated
PRG3	4.5978	Proteoglycans	Core matrisome
FST	2.6279	Secreted Factors	Matrisome-associated
IL9	2.6010999999999997	Secreted Factors	Matrisome-associated
FREM3	3.3545	ECM-affiliated Proteins	Matrisome-associated
ANGPTL7	3.4166	Secreted Factors	Matrisome-associated
