name	prize	Category	Division
IL16	5.2818000000000005	Secreted Factors	Matrisome-associated
SPP1	10.6365	ECM Glycoproteins	Core matrisome
FGA	5.5315	ECM Glycoproteins	Core matrisome
ANXA2	4.3064	ECM-affiliated Proteins	Matrisome-associated
MFAP1	2.0423	ECM Glycoproteins	Core matrisome
SPARCL1	3.831	ECM Glycoproteins	Core matrisome
MUC16	2.1326	ECM-affiliated Proteins	Matrisome-associated
ANXA1	4.2659	ECM-affiliated Proteins	Matrisome-associated
PLG	3.8938	ECM Regulators	Matrisome-associated
ANXA6	2.1935	ECM-affiliated Proteins	Matrisome-associated
COL17A1	3.7698	Collagens	Core matrisome
MXRA5	3.9434	ECM Glycoproteins	Core matrisome
SERPINA1	3.2009	ECM Regulators	Matrisome-associated
TNC	6.7181999999999995	ECM Glycoproteins	Core matrisome
ZFP91	2.5084999999999997	Secreted Factors	Matrisome-associated
KNG1	2.8644999999999996	ECM Regulators	Matrisome-associated
FNDC1	2.2333	ECM Glycoproteins	Core matrisome
ADAM9	5.3012	ECM Regulators	Matrisome-associated
LTBP1	4.4483	ECM Glycoproteins	Core matrisome
LTBP2	5.1604	ECM Glycoproteins	Core matrisome
SEMA4B	5.7296	ECM-affiliated Proteins	Matrisome-associated
ADAM17	4.9406	ECM Regulators	Matrisome-associated
VCAN	4.5334	Proteoglycans	Core matrisome
IGFBP3	3.2376000000000005	ECM Glycoproteins	Core matrisome
S100A9	6.3713	Secreted Factors	Matrisome-associated
ELFN2	6.6166	ECM-affiliated Proteins	Matrisome-associated
SEMA4C	2.2739	ECM-affiliated Proteins	Matrisome-associated
FBLN2	3.2854	ECM Glycoproteins	Core matrisome
COL6A3	2.808	Collagens	Core matrisome
TGM2	4.3133	ECM Regulators	Matrisome-associated
THBS2	2.0980000000000003	ECM Glycoproteins	Core matrisome
MUC1	3.5254	ECM-affiliated Proteins	Matrisome-associated
VTN	2.4134	ECM Glycoproteins	Core matrisome
SERPINC1	2.8205	ECM Regulators	Matrisome-associated
SERPINA10	2.143	ECM Regulators	Matrisome-associated
EGLN1	2.406	ECM Regulators	Matrisome-associated
PLXNB2	2.9111	ECM-affiliated Proteins	Matrisome-associated
ANXA3	3.3679	ECM-affiliated Proteins	Matrisome-associated
SFTPA1	3.7675	ECM-affiliated Proteins	Matrisome-associated
TNXB	3.3219000000000003	ECM Glycoproteins	Core matrisome
PRG4	2.7464	Proteoglycans	Core matrisome
CTSD	4.4154	ECM Regulators	Matrisome-associated
LUM	2.9469000000000003	Proteoglycans	Core matrisome
COL3A1	4.7726	Collagens	Core matrisome
ADAM10	3.3872999999999998	ECM Regulators	Matrisome-associated
EMCN	8.4423	ECM-affiliated Proteins	Matrisome-associated
ITIH4	5.2501999999999995	ECM Regulators	Matrisome-associated
ADAMTSL3	3.3069	ECM Regulators	Matrisome-associated
SPOCK2	5.8532	Proteoglycans	Core matrisome
AGRN	3.4339	ECM Glycoproteins	Core matrisome
MUC21	6.6467	ECM-affiliated Proteins	Matrisome-associated
S100A13	4.003	Secreted Factors	Matrisome-associated
PLXNC1	3.4312000000000005	ECM-affiliated Proteins	Matrisome-associated
CTF1	4.1884	Secreted Factors	Matrisome-associated
SERPIND1	3.7921000000000005	ECM Regulators	Matrisome-associated
FGB	3.4212999999999996	ECM Glycoproteins	Core matrisome
POSTN	4.5439	ECM Glycoproteins	Core matrisome
FSTL1	3.0935	Secreted Factors	Matrisome-associated
COL20A1	4.002	Collagens	Core matrisome
NRG1	3.752	Secreted Factors	Matrisome-associated
CLEC4A	5.7198	ECM-affiliated Proteins	Matrisome-associated
F9	4.6693	ECM Regulators	Matrisome-associated
PRELP	2.8062	Proteoglycans	Core matrisome
MEPE	2.0616	ECM Glycoproteins	Core matrisome
CHRDL1	2.4312	Secreted Factors	Matrisome-associated
S100P	3.3979	Secreted Factors	Matrisome-associated
ANGPTL2	3.1404	Secreted Factors	Matrisome-associated
SDC2	6.3627	ECM-affiliated Proteins	Matrisome-associated
TECTA	5.5927	ECM Glycoproteins	Core matrisome
PPBP	2.5057	Secreted Factors	Matrisome-associated
FNDC7	5.867999999999999	ECM Glycoproteins	Core matrisome
COL6A2	2.3312999999999997	Collagens	Core matrisome
PLXNB1	2.1002	ECM-affiliated Proteins	Matrisome-associated
HTRA3	2.8745000000000003	ECM Regulators	Matrisome-associated
COL19A1	2.8355	Collagens	Core matrisome
FGF16	3.0471999999999997	Secreted Factors	Matrisome-associated
PRG3	3.3553999999999995	Proteoglycans	Core matrisome
FST	3.4226	Secreted Factors	Matrisome-associated
ADAMTS3	2.0416	ECM Regulators	Matrisome-associated
