name	prize	Category	Division
IL16	5.3429	Secreted Factors	Matrisome-associated
SPP1	7.7449	ECM Glycoproteins	Core matrisome
ANXA2	3.1663	ECM-affiliated Proteins	Matrisome-associated
MFAP1	2.0444	ECM Glycoproteins	Core matrisome
SPARCL1	2.3112	ECM Glycoproteins	Core matrisome
PLG	2.2713	ECM Regulators	Matrisome-associated
ANXA6	2.3054	ECM-affiliated Proteins	Matrisome-associated
COL17A1	7.1008	Collagens	Core matrisome
MXRA5	6.0271	ECM Glycoproteins	Core matrisome
TNC	4.1788	ECM Glycoproteins	Core matrisome
FNDC1	7.0226	ECM Glycoproteins	Core matrisome
LTBP1	2.4417999999999997	ECM Glycoproteins	Core matrisome
SEMA4B	6.5834	ECM-affiliated Proteins	Matrisome-associated
VCAN	5.8901	Proteoglycans	Core matrisome
S100A9	5.2453	Secreted Factors	Matrisome-associated
ELFN2	4.5375000000000005	ECM-affiliated Proteins	Matrisome-associated
ECM2	5.6776	ECM Glycoproteins	Core matrisome
SERPINC1	3.4737	ECM Regulators	Matrisome-associated
FBLN1	2.4072	ECM Glycoproteins	Core matrisome
ANXA3	4.095	ECM-affiliated Proteins	Matrisome-associated
SEMA4D	3.8113	ECM-affiliated Proteins	Matrisome-associated
GREM1	2.3232	ECM-affiliated Proteins	Matrisome-associated
EMCN	4.946	ECM-affiliated Proteins	Matrisome-associated
ITIH4	2.15	ECM Regulators	Matrisome-associated
MFGE8	2.7481999999999998	ECM Glycoproteins	Core matrisome
ADAMTSL3	4.2349	ECM Regulators	Matrisome-associated
MUC21	5.68	ECM-affiliated Proteins	Matrisome-associated
CTF1	2.0488	Secreted Factors	Matrisome-associated
ADAMTSL4	5.6951	ECM Regulators	Matrisome-associated
POSTN	2.7746000000000004	ECM Glycoproteins	Core matrisome
COL16A1	2.3326000000000002	Collagens	Core matrisome
LAMB2	2.3455	ECM Glycoproteins	Core matrisome
TGFBI	2.0501	ECM Glycoproteins	Core matrisome
FBN1	4.3197	ECM Glycoproteins	Core matrisome
S100A7	7.6067	Secreted Factors	Matrisome-associated
PAPPA	2.1306	ECM Regulators	Matrisome-associated
SDC2	4.547	ECM-affiliated Proteins	Matrisome-associated
TECTA	3.2352	ECM Glycoproteins	Core matrisome
HMCN1	2.7578	ECM Glycoproteins	Core matrisome
ANXA7	2.3249	ECM-affiliated Proteins	Matrisome-associated
IGFBP1	2.2808	ECM Glycoproteins	Core matrisome
SPAM1	4.8977	ECM Regulators	Matrisome-associated
FGF16	3.7066	Secreted Factors	Matrisome-associated
PRG3	2.6741	Proteoglycans	Core matrisome
CRLF1	4.4002	Secreted Factors	Matrisome-associated
ADAMTS3	3.7614	ECM Regulators	Matrisome-associated
ANGPTL7	3.3335999999999997	Secreted Factors	Matrisome-associated
