name	prize	Category	Division
IL16	4.2517	Secreted Factors	Matrisome-associated
SPP1	8.5544	ECM Glycoproteins	Core matrisome
FGA	7.4015	ECM Glycoproteins	Core matrisome
ANXA2	3.0092999999999996	ECM-affiliated Proteins	Matrisome-associated
MFAP1	2.5945	ECM Glycoproteins	Core matrisome
SPARCL1	6.0899	ECM Glycoproteins	Core matrisome
ANXA1	2.6776999999999997	ECM-affiliated Proteins	Matrisome-associated
PLG	4.383	ECM Regulators	Matrisome-associated
COL17A1	5.2903	Collagens	Core matrisome
MXRA5	10.9772	ECM Glycoproteins	Core matrisome
SERPINA1	3.3529	ECM Regulators	Matrisome-associated
TNC	5.2237	ECM Glycoproteins	Core matrisome
KNG1	4.4046	ECM Regulators	Matrisome-associated
LTBP1	6.827400000000001	ECM Glycoproteins	Core matrisome
LTBP2	7.724	ECM Glycoproteins	Core matrisome
ADAM17	2.3155	ECM Regulators	Matrisome-associated
VCAN	6.8862	Proteoglycans	Core matrisome
HSPG2	2.0071	Proteoglycans	Core matrisome
S100A9	3.2575000000000003	Secreted Factors	Matrisome-associated
FBLN2	4.2034	ECM Glycoproteins	Core matrisome
COL6A3	2.2279	Collagens	Core matrisome
TGM2	2.9401	ECM Regulators	Matrisome-associated
THBS2	2.6270000000000002	ECM Glycoproteins	Core matrisome
FN1	2.4758	ECM Glycoproteins	Core matrisome
MUC1	3.6828000000000003	ECM-affiliated Proteins	Matrisome-associated
VTN	2.6694	ECM Glycoproteins	Core matrisome
SERPINC1	4.2254000000000005	ECM Regulators	Matrisome-associated
SERPINA10	2.2556	ECM Regulators	Matrisome-associated
FBLN1	5.4125000000000005	ECM Glycoproteins	Core matrisome
SERPINH1	2.2868	ECM Regulators	Matrisome-associated
IGFBP5	2.1287000000000003	ECM Glycoproteins	Core matrisome
F13A1	2.9494000000000002	ECM Regulators	Matrisome-associated
SEMA4D	3.521	ECM-affiliated Proteins	Matrisome-associated
PRG4	2.9567	Proteoglycans	Core matrisome
GREM1	3.58	ECM-affiliated Proteins	Matrisome-associated
SFTPB	2.0864000000000003	ECM-affiliated Proteins	Matrisome-associated
COL3A1	8.535	Collagens	Core matrisome
EMCN	6.082599999999999	ECM-affiliated Proteins	Matrisome-associated
ADAMTSL3	4.577500000000001	ECM Regulators	Matrisome-associated
SPOCK2	6.3163	Proteoglycans	Core matrisome
LAMA4	4.1987	ECM Glycoproteins	Core matrisome
S100A16	2.4739	Secreted Factors	Matrisome-associated
ADAM8	2.3568	ECM Regulators	Matrisome-associated
LAMA3	3.2288	ECM Glycoproteins	Core matrisome
VWA1	2.2398	ECM Glycoproteins	Core matrisome
LAMB1	2.1759	ECM Glycoproteins	Core matrisome
FGB	4.439500000000001	ECM Glycoproteins	Core matrisome
POSTN	7.074	ECM Glycoproteins	Core matrisome
FSTL1	2.2662	Secreted Factors	Matrisome-associated
AEBP1	5.6609	ECM Glycoproteins	Core matrisome
S100A6	3.2359999999999998	Secreted Factors	Matrisome-associated
LAMB2	5.1515	ECM Glycoproteins	Core matrisome
IGFBP7	3.2629	ECM Glycoproteins	Core matrisome
CLEC4A	4.305	ECM-affiliated Proteins	Matrisome-associated
F9	2.3499	ECM Regulators	Matrisome-associated
FBN1	4.8103	ECM Glycoproteins	Core matrisome
PRELP	3.2336	Proteoglycans	Core matrisome
PLXNB3	2.625	ECM-affiliated Proteins	Matrisome-associated
MEPE	3.0873	ECM Glycoproteins	Core matrisome
VWA3B	6.3247	ECM Glycoproteins	Core matrisome
CLC	2.8703	ECM-affiliated Proteins	Matrisome-associated
PAPPA	2.2363999999999997	ECM Regulators	Matrisome-associated
ANGPTL2	4.0604	Secreted Factors	Matrisome-associated
TECTA	6.8763	ECM Glycoproteins	Core matrisome
COL6A2	2.3438	Collagens	Core matrisome
PLOD2	2.6454	ECM Regulators	Matrisome-associated
ADAM28	6.0447	ECM Regulators	Matrisome-associated
HTRA3	2.1445999999999996	ECM Regulators	Matrisome-associated
IGFBP1	3.0824999999999996	ECM Glycoproteins	Core matrisome
SPAM1	3.362	ECM Regulators	Matrisome-associated
S100A3	4.8934	Secreted Factors	Matrisome-associated
SERPINF2	2.2728	ECM Regulators	Matrisome-associated
FGF1	3.05	Secreted Factors	Matrisome-associated
FGF16	8.1082	Secreted Factors	Matrisome-associated
PRG3	2.8564999999999996	Proteoglycans	Core matrisome
SVEP1	5.65	ECM Glycoproteins	Core matrisome
IL9	4.239	Secreted Factors	Matrisome-associated
COL6A6	4.4864999999999995	Collagens	Core matrisome
ADAMTS3	3.2614	ECM Regulators	Matrisome-associated
FREM3	2.1062	ECM-affiliated Proteins	Matrisome-associated
ANGPTL7	2.1729000000000003	Secreted Factors	Matrisome-associated
NTN1	2.7103	ECM Glycoproteins	Core matrisome
