name	prize	Category	Division
IL16	4.4428	Secreted Factors	Matrisome-associated
SPP1	9.5341	ECM Glycoproteins	Core matrisome
FGA	4.5184999999999995	ECM Glycoproteins	Core matrisome
ANXA2	3.3689	ECM-affiliated Proteins	Matrisome-associated
HCFC1	2.1904	Secreted Factors	Matrisome-associated
MUC5AC	3.5367999999999995	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	3.6885	ECM Glycoproteins	Core matrisome
ANXA1	2.2264	ECM-affiliated Proteins	Matrisome-associated
PLG	3.1042	ECM Regulators	Matrisome-associated
COL17A1	7.0418	Collagens	Core matrisome
TNC	5.1674999999999995	ECM Glycoproteins	Core matrisome
ANXA5	2.1997999999999998	ECM-affiliated Proteins	Matrisome-associated
MUC5B	3.3583	ECM-affiliated Proteins	Matrisome-associated
ZFP91	4.484500000000001	Secreted Factors	Matrisome-associated
KNG1	2.8277	ECM Regulators	Matrisome-associated
ADAM9	2.5808	ECM Regulators	Matrisome-associated
LTBP1	2.2695	ECM Glycoproteins	Core matrisome
SEMA4B	6.1957	ECM-affiliated Proteins	Matrisome-associated
ADAM17	2.9204	ECM Regulators	Matrisome-associated
VCAN	2.4973	Proteoglycans	Core matrisome
IGFBP3	5.5993	ECM Glycoproteins	Core matrisome
S100A9	3.2012	Secreted Factors	Matrisome-associated
ELFN2	4.8645	ECM-affiliated Proteins	Matrisome-associated
SEMA4C	2.7299	ECM-affiliated Proteins	Matrisome-associated
FBLN2	2.7859	ECM Glycoproteins	Core matrisome
ECM2	4.0785	ECM Glycoproteins	Core matrisome
FN1	3.1212999999999997	ECM Glycoproteins	Core matrisome
MUC1	3.0502	ECM-affiliated Proteins	Matrisome-associated
HRNR	2.9344	Secreted Factors	Matrisome-associated
SERPINC1	3.1419	ECM Regulators	Matrisome-associated
SERPINA10	3.0161999999999995	ECM Regulators	Matrisome-associated
EGLN1	3.8696	ECM Regulators	Matrisome-associated
FBLN1	6.2317	ECM Glycoproteins	Core matrisome
SERPINH1	3.6948000000000003	ECM Regulators	Matrisome-associated
SERPINB1	2.8895	ECM Regulators	Matrisome-associated
F13A1	2.2086	ECM Regulators	Matrisome-associated
TNXB	4.4414	ECM Glycoproteins	Core matrisome
PRG4	5.275799999999999	Proteoglycans	Core matrisome
SFTPB	3.0107	ECM-affiliated Proteins	Matrisome-associated
COL3A1	3.8404000000000003	Collagens	Core matrisome
EMCN	4.3822	ECM-affiliated Proteins	Matrisome-associated
ITIH4	2.4773	ECM Regulators	Matrisome-associated
SERPINB6	2.2875	ECM Regulators	Matrisome-associated
ADAMTSL3	4.4787	ECM Regulators	Matrisome-associated
SPOCK2	5.3637	Proteoglycans	Core matrisome
ABI3BP	2.1195	ECM Glycoproteins	Core matrisome
MUC21	6.0945	ECM-affiliated Proteins	Matrisome-associated
S100A13	2.3912999999999998	Secreted Factors	Matrisome-associated
CTF1	2.2566	Secreted Factors	Matrisome-associated
SEMA6D	2.2821	ECM-affiliated Proteins	Matrisome-associated
COL20A1	2.7058999999999997	Collagens	Core matrisome
ITIH2	2.2537000000000003	ECM Regulators	Matrisome-associated
CLEC4A	2.9141000000000004	ECM-affiliated Proteins	Matrisome-associated
F9	2.1233	ECM Regulators	Matrisome-associated
FBN1	2.0888999999999998	ECM Glycoproteins	Core matrisome
CHRDL1	3.2234	Secreted Factors	Matrisome-associated
PAPPA	6.5308	ECM Regulators	Matrisome-associated
ANGPT2	3.1007000000000002	Secreted Factors	Matrisome-associated
SDC2	6.3511999999999995	ECM-affiliated Proteins	Matrisome-associated
TECTA	4.843500000000001	ECM Glycoproteins	Core matrisome
TCHHL1	2.9647	Secreted Factors	Matrisome-associated
BMP4	4.1948	Secreted Factors	Matrisome-associated
S100A3	3.2596	Secreted Factors	Matrisome-associated
PRG3	2.9364000000000003	Proteoglycans	Core matrisome
FST	2.6229	Secreted Factors	Matrisome-associated
CRLF1	4.1986	Secreted Factors	Matrisome-associated
