name	prize	Category	Division
IL16	4.7696000000000005	Secreted Factors	Matrisome-associated
SPP1	4.525	ECM Glycoproteins	Core matrisome
FGA	5.886	ECM Glycoproteins	Core matrisome
ANXA2	4.1792	ECM-affiliated Proteins	Matrisome-associated
MFAP1	4.574299999999999	ECM Glycoproteins	Core matrisome
MUC5AC	5.5754	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	2.9096	ECM Glycoproteins	Core matrisome
ANXA1	3.6385	ECM-affiliated Proteins	Matrisome-associated
PLG	4.5306999999999995	ECM Regulators	Matrisome-associated
COL17A1	4.3555	Collagens	Core matrisome
MXRA5	4.1498	ECM Glycoproteins	Core matrisome
ANXA5	2.5088	ECM-affiliated Proteins	Matrisome-associated
ZFP91	2.2096	Secreted Factors	Matrisome-associated
KNG1	4.1596	ECM Regulators	Matrisome-associated
FNDC1	3.682	ECM Glycoproteins	Core matrisome
ADAM9	7.6333	ECM Regulators	Matrisome-associated
LTBP1	2.1836	ECM Glycoproteins	Core matrisome
LTBP2	2.2551	ECM Glycoproteins	Core matrisome
SEMA4B	2.0856	ECM-affiliated Proteins	Matrisome-associated
ADAM17	3.9725	ECM Regulators	Matrisome-associated
VCAN	2.3526	Proteoglycans	Core matrisome
S100A9	3.0555999999999996	Secreted Factors	Matrisome-associated
TGM2	2.0494000000000003	ECM Regulators	Matrisome-associated
MUC1	2.9302	ECM-affiliated Proteins	Matrisome-associated
VTN	4.1271	ECM Glycoproteins	Core matrisome
HRNR	5.297599999999999	Secreted Factors	Matrisome-associated
SERPINC1	5.5537	ECM Regulators	Matrisome-associated
SERPINA10	2.2739	ECM Regulators	Matrisome-associated
EGLN1	2.6285000000000003	ECM Regulators	Matrisome-associated
ANXA3	2.1358	ECM-affiliated Proteins	Matrisome-associated
SFTPA1	3.8286	ECM-affiliated Proteins	Matrisome-associated
PRG4	3.7614	Proteoglycans	Core matrisome
GREM1	2.3889	ECM-affiliated Proteins	Matrisome-associated
COL3A1	5.8079	Collagens	Core matrisome
EMCN	2.9119	ECM-affiliated Proteins	Matrisome-associated
MFGE8	2.4188	ECM Glycoproteins	Core matrisome
ADAMTSL3	3.6995	ECM Regulators	Matrisome-associated
MUC21	2.1243	ECM-affiliated Proteins	Matrisome-associated
S100A16	5.2348	Secreted Factors	Matrisome-associated
S100A13	6.9065	Secreted Factors	Matrisome-associated
SERPIND1	3.5322	ECM Regulators	Matrisome-associated
FGB	3.5709	ECM Glycoproteins	Core matrisome
POSTN	2.5252	ECM Glycoproteins	Core matrisome
COL20A1	2.8859	Collagens	Core matrisome
SFTA2	2.1189	ECM-affiliated Proteins	Matrisome-associated
S100A6	5.2403	Secreted Factors	Matrisome-associated
ITIH2	5.5146	ECM Regulators	Matrisome-associated
FBN1	4.4719	ECM Glycoproteins	Core matrisome
PRELP	2.6214999999999997	Proteoglycans	Core matrisome
S100P	5.6991000000000005	Secreted Factors	Matrisome-associated
CLC	3.3811	ECM-affiliated Proteins	Matrisome-associated
ANGPTL2	3.7302	Secreted Factors	Matrisome-associated
SDC2	3.8813999999999997	ECM-affiliated Proteins	Matrisome-associated
HMCN2	2.2441	ECM Glycoproteins	Core matrisome
TECTA	4.4144	ECM Glycoproteins	Core matrisome
PPBP	7.2865	Secreted Factors	Matrisome-associated
ANXA7	7.5829	ECM-affiliated Proteins	Matrisome-associated
PLXNB1	3.2852	ECM-affiliated Proteins	Matrisome-associated
COL19A1	3.8117	Collagens	Core matrisome
SULF2	7.177300000000001	ECM Regulators	Matrisome-associated
SPAM1	5.8171	ECM Regulators	Matrisome-associated
SERPINF2	5.1391	ECM Regulators	Matrisome-associated
FGF16	5.2221	Secreted Factors	Matrisome-associated
PRG3	4.0656	Proteoglycans	Core matrisome
SVEP1	4.9237	ECM Glycoproteins	Core matrisome
IL9	2.8175	Secreted Factors	Matrisome-associated
ADAMTS3	3.6728	ECM Regulators	Matrisome-associated
