name	prize	Category	Division
IL16	5.1251	Secreted Factors	Matrisome-associated
SPP1	10.474	ECM Glycoproteins	Core matrisome
FGA	4.7417	ECM Glycoproteins	Core matrisome
ANXA2	4.122	ECM-affiliated Proteins	Matrisome-associated
MFAP1	4.6408	ECM Glycoproteins	Core matrisome
MUC5AC	2.2743	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	3.4825999999999997	ECM Glycoproteins	Core matrisome
PLG	3.2473	ECM Regulators	Matrisome-associated
COL17A1	6.751799999999999	Collagens	Core matrisome
VWA5A	2.1113999999999997	ECM Glycoproteins	Core matrisome
MXRA5	7.6252	ECM Glycoproteins	Core matrisome
TNC	4.9979	ECM Glycoproteins	Core matrisome
LTBP1	5.3027	ECM Glycoproteins	Core matrisome
ADAM17	3.6956	ECM Regulators	Matrisome-associated
VCAN	6.8163	Proteoglycans	Core matrisome
IGFBP3	6.7751	ECM Glycoproteins	Core matrisome
S100A9	2.1908	Secreted Factors	Matrisome-associated
COL6A3	4.395099999999999	Collagens	Core matrisome
ECM2	2.9406999999999996	ECM Glycoproteins	Core matrisome
THBS2	6.3618	ECM Glycoproteins	Core matrisome
MUC1	2.3796999999999997	ECM-affiliated Proteins	Matrisome-associated
VTN	2.6433	ECM Glycoproteins	Core matrisome
SERPINC1	3.5169	ECM Regulators	Matrisome-associated
SERPINA10	4.1013	ECM Regulators	Matrisome-associated
EGLN1	3.5046	ECM Regulators	Matrisome-associated
FBLN1	3.3913	ECM Glycoproteins	Core matrisome
PLXNB2	2.1527	ECM-affiliated Proteins	Matrisome-associated
ANXA3	3.5651	ECM-affiliated Proteins	Matrisome-associated
SFTPA1	3.2274	ECM-affiliated Proteins	Matrisome-associated
IGFBP5	3.7615999999999996	ECM Glycoproteins	Core matrisome
TNXB	2.8634	ECM Glycoproteins	Core matrisome
PRG4	3.8815999999999997	Proteoglycans	Core matrisome
FGG	2.7382999999999997	ECM Glycoproteins	Core matrisome
COL3A1	5.9288	Collagens	Core matrisome
ADAM10	2.5215	ECM Regulators	Matrisome-associated
ITIH4	3.2305	ECM Regulators	Matrisome-associated
SPOCK2	5.4460999999999995	Proteoglycans	Core matrisome
S100A13	3.0755999999999997	Secreted Factors	Matrisome-associated
SEMA6D	2.3971	ECM-affiliated Proteins	Matrisome-associated
POSTN	7.0649	ECM Glycoproteins	Core matrisome
FSTL1	5.1678999999999995	Secreted Factors	Matrisome-associated
COL20A1	2.7272	Collagens	Core matrisome
NRG1	4.987299999999999	Secreted Factors	Matrisome-associated
S100A6	5.249700000000001	Secreted Factors	Matrisome-associated
LAMB2	2.0216	ECM Glycoproteins	Core matrisome
FBN1	2.6674	ECM Glycoproteins	Core matrisome
S100A4	2.1825	Secreted Factors	Matrisome-associated
S100P	2.1471	Secreted Factors	Matrisome-associated
ANGPTL2	7.2332	Secreted Factors	Matrisome-associated
SDC2	2.3411	ECM-affiliated Proteins	Matrisome-associated
TECTA	2.2423	ECM Glycoproteins	Core matrisome
HMCN1	4.3399	ECM Glycoproteins	Core matrisome
ANXA7	2.3115	ECM-affiliated Proteins	Matrisome-associated
ADAM28	2.7835	ECM Regulators	Matrisome-associated
SULF2	4.734	ECM Regulators	Matrisome-associated
PRG3	5.1219	Proteoglycans	Core matrisome
IL9	4.0946	Secreted Factors	Matrisome-associated
ADAMTS3	2.3002000000000002	ECM Regulators	Matrisome-associated
ANGPTL7	3.5553999999999997	Secreted Factors	Matrisome-associated
NTN1	5.3186	ECM Glycoproteins	Core matrisome
