name	prize	Category	Division
IL16	4.3601	Secreted Factors	Matrisome-associated
SPP1	5.6472	ECM Glycoproteins	Core matrisome
FGA	10.2021	ECM Glycoproteins	Core matrisome
ANXA2	5.4317	ECM-affiliated Proteins	Matrisome-associated
HCFC1	4.8338	Secreted Factors	Matrisome-associated
MUC5AC	2.4814	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	5.204000000000001	ECM Glycoproteins	Core matrisome
ANXA1	3.2121	ECM-affiliated Proteins	Matrisome-associated
PLG	5.3217	ECM Regulators	Matrisome-associated
COL17A1	6.6186	Collagens	Core matrisome
VWA5A	3.503	ECM Glycoproteins	Core matrisome
MXRA5	3.4173999999999998	ECM Glycoproteins	Core matrisome
TNC	4.6087	ECM Glycoproteins	Core matrisome
ZFP91	6.0786999999999995	Secreted Factors	Matrisome-associated
KNG1	3.8565	ECM Regulators	Matrisome-associated
FNDC1	5.7170000000000005	ECM Glycoproteins	Core matrisome
ADAM9	2.516	ECM Regulators	Matrisome-associated
LTBP1	2.5818000000000003	ECM Glycoproteins	Core matrisome
LTBP2	2.0948	ECM Glycoproteins	Core matrisome
SEMA4B	2.066	ECM-affiliated Proteins	Matrisome-associated
ADAM17	5.2875	ECM Regulators	Matrisome-associated
VCAN	5.2189000000000005	Proteoglycans	Core matrisome
HSPG2	2.6623	Proteoglycans	Core matrisome
IGFBP3	4.0084	ECM Glycoproteins	Core matrisome
S100A9	2.7264	Secreted Factors	Matrisome-associated
ELFN2	2.7364	ECM-affiliated Proteins	Matrisome-associated
COL6A3	2.7276	Collagens	Core matrisome
TGM2	3.669	ECM Regulators	Matrisome-associated
THBS2	2.8396	ECM Glycoproteins	Core matrisome
MUC1	3.8187	ECM-affiliated Proteins	Matrisome-associated
S100A11	5.2562999999999995	Secreted Factors	Matrisome-associated
SERPINC1	4.9933	ECM Regulators	Matrisome-associated
SERPINA10	3.9228000000000005	ECM Regulators	Matrisome-associated
EGLN1	3.7946	ECM Regulators	Matrisome-associated
FBLN1	3.8141	ECM Glycoproteins	Core matrisome
SERPINB1	3.1136999999999997	ECM Regulators	Matrisome-associated
ANXA3	5.4307	ECM-affiliated Proteins	Matrisome-associated
IGFBP5	3.0479	ECM Glycoproteins	Core matrisome
TNXB	5.1312999999999995	ECM Glycoproteins	Core matrisome
PRG4	4.4538	Proteoglycans	Core matrisome
FGG	3.069	ECM Glycoproteins	Core matrisome
COL3A1	5.2458	Collagens	Core matrisome
EMCN	4.255800000000001	ECM-affiliated Proteins	Matrisome-associated
SERPINB6	3.7146	ECM Regulators	Matrisome-associated
MFGE8	2.9593	ECM Glycoproteins	Core matrisome
ADAMTSL3	6.963	ECM Regulators	Matrisome-associated
SPOCK2	5.3237000000000005	Proteoglycans	Core matrisome
ABI3BP	4.4382	ECM Glycoproteins	Core matrisome
LAMA4	2.021	ECM Glycoproteins	Core matrisome
MUC21	4.069699999999999	ECM-affiliated Proteins	Matrisome-associated
PLXNC1	2.1539	ECM-affiliated Proteins	Matrisome-associated
COL1A1	2.5237	Collagens	Core matrisome
VWA1	3.2286	ECM Glycoproteins	Core matrisome
DCN	2.4956	Proteoglycans	Core matrisome
FGB	2.3133999999999997	ECM Glycoproteins	Core matrisome
PLXNA4	2.0541	ECM-affiliated Proteins	Matrisome-associated
SEMA4A	2.699	ECM-affiliated Proteins	Matrisome-associated
S100A6	5.465199999999999	Secreted Factors	Matrisome-associated
ITIH2	3.2079999999999997	ECM Regulators	Matrisome-associated
LAMB2	2.7233	ECM Glycoproteins	Core matrisome
FBN1	2.9843	ECM Glycoproteins	Core matrisome
S100A4	2.9082	Secreted Factors	Matrisome-associated
PLXNB3	2.0862	ECM-affiliated Proteins	Matrisome-associated
CHRDL1	4.6128	Secreted Factors	Matrisome-associated
S100P	2.8628	Secreted Factors	Matrisome-associated
PAPPA	6.8881	ECM Regulators	Matrisome-associated
ANGPT2	2.2132	Secreted Factors	Matrisome-associated
SDC2	6.2601	ECM-affiliated Proteins	Matrisome-associated
LAMC1	2.896	ECM Glycoproteins	Core matrisome
TECTA	2.8727	ECM Glycoproteins	Core matrisome
FNDC7	2.0096	ECM Glycoproteins	Core matrisome
ANXA7	5.413	ECM-affiliated Proteins	Matrisome-associated
COL6A2	2.6725	Collagens	Core matrisome
PLXNB1	2.3821	ECM-affiliated Proteins	Matrisome-associated
ADAM28	2.83	ECM Regulators	Matrisome-associated
COL19A1	2.0386	Collagens	Core matrisome
S100A3	3.5248999999999997	Secreted Factors	Matrisome-associated
PRG3	8.6129	Proteoglycans	Core matrisome
FST	3.4793000000000003	Secreted Factors	Matrisome-associated
CRLF1	7.8607000000000005	Secreted Factors	Matrisome-associated
IL9	3.1914000000000002	Secreted Factors	Matrisome-associated
ANGPTL7	4.808400000000001	Secreted Factors	Matrisome-associated
TLL2	2.5543	ECM Regulators	Matrisome-associated
