name	prize	Category	Division
IL16	6.0502	Secreted Factors	Matrisome-associated
SPP1	9.2516	ECM Glycoproteins	Core matrisome
FGA	5.951700000000001	ECM Glycoproteins	Core matrisome
ANXA2	3.5972999999999997	ECM-affiliated Proteins	Matrisome-associated
MUC5AC	6.6844	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	3.3869	ECM Glycoproteins	Core matrisome
ANXA1	2.0068	ECM-affiliated Proteins	Matrisome-associated
PLG	4.2292000000000005	ECM Regulators	Matrisome-associated
ANXA6	2.7800000000000002	ECM-affiliated Proteins	Matrisome-associated
COL17A1	10.470500000000001	Collagens	Core matrisome
VWA5A	2.6028000000000002	ECM Glycoproteins	Core matrisome
MXRA5	6.8614	ECM Glycoproteins	Core matrisome
ANXA5	3.5972	ECM-affiliated Proteins	Matrisome-associated
KNG1	3.0956	ECM Regulators	Matrisome-associated
ADAM9	2.6881	ECM Regulators	Matrisome-associated
LTBP1	3.9912	ECM Glycoproteins	Core matrisome
SEMA4B	4.231199999999999	ECM-affiliated Proteins	Matrisome-associated
VCAN	3.1018	Proteoglycans	Core matrisome
HSPG2	2.4613	Proteoglycans	Core matrisome
S100A9	4.3622000000000005	Secreted Factors	Matrisome-associated
THBS2	3.3132	ECM Glycoproteins	Core matrisome
FN1	2.1109	ECM Glycoproteins	Core matrisome
VTN	2.1311999999999998	ECM Glycoproteins	Core matrisome
S100A11	4.0543	Secreted Factors	Matrisome-associated
SERPINC1	2.6025	ECM Regulators	Matrisome-associated
SERPINA10	3.3033	ECM Regulators	Matrisome-associated
SERPINH1	4.5623	ECM Regulators	Matrisome-associated
ANXA3	2.9249	ECM-affiliated Proteins	Matrisome-associated
SFTPA1	2.0616000000000003	ECM-affiliated Proteins	Matrisome-associated
SEMA4D	2.0073000000000003	ECM-affiliated Proteins	Matrisome-associated
PRG4	3.4428	Proteoglycans	Core matrisome
LGALS1	2.1131	ECM-affiliated Proteins	Matrisome-associated
ADAM10	3.1012	ECM Regulators	Matrisome-associated
EMCN	6.842499999999999	ECM-affiliated Proteins	Matrisome-associated
ABI3BP	2.6334	ECM Glycoproteins	Core matrisome
LAMA4	2.9511	ECM Glycoproteins	Core matrisome
MUC21	2.3198	ECM-affiliated Proteins	Matrisome-associated
S100A16	2.864	Secreted Factors	Matrisome-associated
S100A13	4.2577	Secreted Factors	Matrisome-associated
PLXNC1	2.1706000000000003	ECM-affiliated Proteins	Matrisome-associated
ADAMTSL4	3.7748	ECM Regulators	Matrisome-associated
SERPIND1	3.8076	ECM Regulators	Matrisome-associated
FGB	2.9915000000000003	ECM Glycoproteins	Core matrisome
FSTL1	4.512700000000001	Secreted Factors	Matrisome-associated
S100A6	2.0468	Secreted Factors	Matrisome-associated
ITIH2	2.7999	ECM Regulators	Matrisome-associated
TGFBI	3.057	ECM Glycoproteins	Core matrisome
CLEC4A	3.9612999999999996	ECM-affiliated Proteins	Matrisome-associated
S100A4	2.3449	Secreted Factors	Matrisome-associated
CRELD2	2.2157	ECM Glycoproteins	Core matrisome
S100A7	4.7508	Secreted Factors	Matrisome-associated
CHRDL1	2.7636	Secreted Factors	Matrisome-associated
S100P	3.2311	Secreted Factors	Matrisome-associated
ANGPTL2	3.9175	Secreted Factors	Matrisome-associated
TECTA	2.5237	ECM Glycoproteins	Core matrisome
PPBP	9.4786	Secreted Factors	Matrisome-associated
PLOD2	3.8219000000000003	ECM Regulators	Matrisome-associated
ADAM28	7.0858	ECM Regulators	Matrisome-associated
SPAM1	9.775300000000001	ECM Regulators	Matrisome-associated
PRG3	2.5437	Proteoglycans	Core matrisome
GDF15	3.0524	Secreted Factors	Matrisome-associated
ANGPTL7	2.1767000000000003	Secreted Factors	Matrisome-associated
