name	prize	Category	Division
IL16	4.967499999999999	Secreted Factors	Matrisome-associated
SPP1	6.9222	ECM Glycoproteins	Core matrisome
FGA	3.2389	ECM Glycoproteins	Core matrisome
ANXA2	4.3669	ECM-affiliated Proteins	Matrisome-associated
HCFC1	2.4538	Secreted Factors	Matrisome-associated
MFAP1	2.084	ECM Glycoproteins	Core matrisome
ANXA1	2.7205	ECM-affiliated Proteins	Matrisome-associated
PLG	2.3283	ECM Regulators	Matrisome-associated
COL17A1	6.9228	Collagens	Core matrisome
VWA5A	2.0306	ECM Glycoproteins	Core matrisome
MXRA5	6.8849	ECM Glycoproteins	Core matrisome
MUC5B	4.9662	ECM-affiliated Proteins	Matrisome-associated
KNG1	2.3752	ECM Regulators	Matrisome-associated
FNDC1	3.4072	ECM Glycoproteins	Core matrisome
ADAM9	3.7267	ECM Regulators	Matrisome-associated
LTBP1	2.4629	ECM Glycoproteins	Core matrisome
SEMA4B	5.0305	ECM-affiliated Proteins	Matrisome-associated
ADAM17	2.3828	ECM Regulators	Matrisome-associated
VCAN	2.5937	Proteoglycans	Core matrisome
HSPG2	2.2251	Proteoglycans	Core matrisome
IGFBP3	4.042	ECM Glycoproteins	Core matrisome
S100A9	3.2830999999999997	Secreted Factors	Matrisome-associated
SEMA4C	3.2408	ECM-affiliated Proteins	Matrisome-associated
THBS2	2.3732	ECM Glycoproteins	Core matrisome
MUC1	5.6872	ECM-affiliated Proteins	Matrisome-associated
EGLN1	2.6875	ECM Regulators	Matrisome-associated
ANXA3	3.0216000000000003	ECM-affiliated Proteins	Matrisome-associated
TNXB	2.2544	ECM Glycoproteins	Core matrisome
LUM	2.4587	Proteoglycans	Core matrisome
LGALS1	2.4112999999999998	ECM-affiliated Proteins	Matrisome-associated
S100A8	11.333699999999999	Secreted Factors	Matrisome-associated
COL3A1	4.5867000000000004	Collagens	Core matrisome
EMCN	3.2954999999999997	ECM-affiliated Proteins	Matrisome-associated
ITIH4	2.0067	ECM Regulators	Matrisome-associated
ADAMTSL3	2.1839	ECM Regulators	Matrisome-associated
ABI3BP	2.2313	ECM Glycoproteins	Core matrisome
LAMA4	2.0178	ECM Glycoproteins	Core matrisome
COL1A1	2.6138000000000003	Collagens	Core matrisome
FSTL1	3.1851000000000003	Secreted Factors	Matrisome-associated
SEMA4F	2.105	ECM-affiliated Proteins	Matrisome-associated
S100A6	3.7676000000000003	Secreted Factors	Matrisome-associated
ITIH2	2.1204	ECM Regulators	Matrisome-associated
FBN1	4.5954	ECM Glycoproteins	Core matrisome
PRELP	2.6871	Proteoglycans	Core matrisome
S100A4	2.3886	Secreted Factors	Matrisome-associated
CRELD2	3.6235	ECM Glycoproteins	Core matrisome
CHRDL1	3.1973000000000003	Secreted Factors	Matrisome-associated
S100P	2.3499999999999996	Secreted Factors	Matrisome-associated
VWA3B	2.9507	ECM Glycoproteins	Core matrisome
ANGPTL2	2.9972	Secreted Factors	Matrisome-associated
SDC2	2.5169	ECM-affiliated Proteins	Matrisome-associated
BGN	3.2459	Proteoglycans	Core matrisome
FNDC7	2.7489	ECM Glycoproteins	Core matrisome
ADAM28	2.708	ECM Regulators	Matrisome-associated
PRG3	2.1424	Proteoglycans	Core matrisome
FST	2.4664	Secreted Factors	Matrisome-associated
GDF9	6.1112	Secreted Factors	Matrisome-associated
FREM3	2.3529	ECM-affiliated Proteins	Matrisome-associated
