name	prize	Category	Division
IL16	5.3037	Secreted Factors	Matrisome-associated
SPP1	7.250299999999999	ECM Glycoproteins	Core matrisome
FGA	7.0961	ECM Glycoproteins	Core matrisome
ANXA2	4.7281	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	6.2977	ECM Glycoproteins	Core matrisome
PLG	4.9223	ECM Regulators	Matrisome-associated
ANXA6	2.2194	ECM-affiliated Proteins	Matrisome-associated
COL17A1	10.9919	Collagens	Core matrisome
VWA5A	3.5114	ECM Glycoproteins	Core matrisome
MXRA5	5.763	ECM Glycoproteins	Core matrisome
SERPINA1	3.3791	ECM Regulators	Matrisome-associated
TNC	5.527699999999999	ECM Glycoproteins	Core matrisome
ZFP91	2.1611	Secreted Factors	Matrisome-associated
KNG1	3.7104999999999997	ECM Regulators	Matrisome-associated
FNDC1	3.9246999999999996	ECM Glycoproteins	Core matrisome
ADAM9	5.456200000000001	ECM Regulators	Matrisome-associated
LTBP1	2.6266	ECM Glycoproteins	Core matrisome
SEMA4B	5.6886	ECM-affiliated Proteins	Matrisome-associated
ADAM17	3.4952	ECM Regulators	Matrisome-associated
VCAN	4.0016	Proteoglycans	Core matrisome
ELFN2	4.5461	ECM-affiliated Proteins	Matrisome-associated
SEMA4C	2.7293000000000003	ECM-affiliated Proteins	Matrisome-associated
COL6A3	4.6459	Collagens	Core matrisome
THBS2	4.0507	ECM Glycoproteins	Core matrisome
MUC1	3.2179	ECM-affiliated Proteins	Matrisome-associated
SERPINC1	4.0093	ECM Regulators	Matrisome-associated
SERPINA10	3.3985	ECM Regulators	Matrisome-associated
SERPINH1	3.2741	ECM Regulators	Matrisome-associated
PLXNB2	2.0914	ECM-affiliated Proteins	Matrisome-associated
ANXA3	3.7318	ECM-affiliated Proteins	Matrisome-associated
SFTPA1	3.4514	ECM-affiliated Proteins	Matrisome-associated
TNXB	5.3702	ECM Glycoproteins	Core matrisome
PRG4	5.0672	Proteoglycans	Core matrisome
CTSD	2.3750999999999998	ECM Regulators	Matrisome-associated
LGALS1	2.6285	ECM-affiliated Proteins	Matrisome-associated
COL3A1	5.2436	Collagens	Core matrisome
ITIH4	6.2763	ECM Regulators	Matrisome-associated
ADAMTSL3	7.264200000000001	ECM Regulators	Matrisome-associated
MUC21	9.2573	ECM-affiliated Proteins	Matrisome-associated
S100A16	4.6854	Secreted Factors	Matrisome-associated
S100A13	7.501099999999999	Secreted Factors	Matrisome-associated
CTF1	3.4663000000000004	Secreted Factors	Matrisome-associated
COL1A1	3.1090999999999998	Collagens	Core matrisome
ADAMTSL4	2.4392	ECM Regulators	Matrisome-associated
VWA1	2.5858	ECM Glycoproteins	Core matrisome
FGB	4.4607	ECM Glycoproteins	Core matrisome
POSTN	4.1834	ECM Glycoproteins	Core matrisome
COL20A1	3.4215000000000004	Collagens	Core matrisome
ITIH2	2.1517999999999997	ECM Regulators	Matrisome-associated
LAMB2	2.1112	ECM Glycoproteins	Core matrisome
CLEC4A	2.8178	ECM-affiliated Proteins	Matrisome-associated
F9	4.8586	ECM Regulators	Matrisome-associated
PRELP	2.8847	Proteoglycans	Core matrisome
MEPE	3.2647000000000004	ECM Glycoproteins	Core matrisome
S100A7	8.1525	Secreted Factors	Matrisome-associated
CHRDL1	5.666500000000001	Secreted Factors	Matrisome-associated
PAPPA	6.7637	ECM Regulators	Matrisome-associated
ANGPTL2	3.4724000000000004	Secreted Factors	Matrisome-associated
SDC2	7.817	ECM-affiliated Proteins	Matrisome-associated
ADAMTS12	2.0849	ECM Regulators	Matrisome-associated
FNDC7	2.5667	ECM Glycoproteins	Core matrisome
TCHHL1	4.2041	Secreted Factors	Matrisome-associated
PLOD2	2.8275	ECM Regulators	Matrisome-associated
ADAM28	2.5456	ECM Regulators	Matrisome-associated
BMP4	4.574400000000001	Secreted Factors	Matrisome-associated
HTRA3	3.78	ECM Regulators	Matrisome-associated
COL19A1	4.1051	Collagens	Core matrisome
IGFBP1	3.9175	ECM Glycoproteins	Core matrisome
FGF16	3.4659999999999997	Secreted Factors	Matrisome-associated
PRG3	3.3647	Proteoglycans	Core matrisome
FST	3.8550999999999997	Secreted Factors	Matrisome-associated
CRLF1	2.3812	Secreted Factors	Matrisome-associated
FREM3	3.847	ECM-affiliated Proteins	Matrisome-associated
GDF15	7.0646	Secreted Factors	Matrisome-associated
