name	prize	Category	Division
IL16	5.5824	Secreted Factors	Matrisome-associated
SPP1	10.4979	ECM Glycoproteins	Core matrisome
FGA	5.4236	ECM Glycoproteins	Core matrisome
ANXA2	3.8400999999999996	ECM-affiliated Proteins	Matrisome-associated
MFAP1	4.4094	ECM Glycoproteins	Core matrisome
MUC5AC	8.728299999999999	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	5.1035	ECM Glycoproteins	Core matrisome
ANXA1	2.1334999999999997	ECM-affiliated Proteins	Matrisome-associated
PLG	3.0735	ECM Regulators	Matrisome-associated
ANXA6	2.1944999999999997	ECM-affiliated Proteins	Matrisome-associated
COL17A1	5.0862	Collagens	Core matrisome
VWA5A	3.6212	ECM Glycoproteins	Core matrisome
MXRA5	2.4627	ECM Glycoproteins	Core matrisome
TNC	5.4422	ECM Glycoproteins	Core matrisome
ANXA5	2.2382	ECM-affiliated Proteins	Matrisome-associated
MUC5B	4.4115	ECM-affiliated Proteins	Matrisome-associated
FNDC1	4.3766	ECM Glycoproteins	Core matrisome
ADAM9	2.6936	ECM Regulators	Matrisome-associated
SEMA4B	5.9684	ECM-affiliated Proteins	Matrisome-associated
ADAM17	3.7559000000000005	ECM Regulators	Matrisome-associated
VCAN	2.6829	Proteoglycans	Core matrisome
HSPG2	2.5476	Proteoglycans	Core matrisome
IGFBP3	2.4508	ECM Glycoproteins	Core matrisome
S100A9	3.7072000000000003	Secreted Factors	Matrisome-associated
SEMA4C	3.4642	ECM-affiliated Proteins	Matrisome-associated
COL6A3	3.5970000000000004	Collagens	Core matrisome
ECM2	2.3022	ECM Glycoproteins	Core matrisome
THBS2	2.7015	ECM Glycoproteins	Core matrisome
MUC1	2.0655	ECM-affiliated Proteins	Matrisome-associated
VTN	2.7452	ECM Glycoproteins	Core matrisome
S100A11	2.7042	Secreted Factors	Matrisome-associated
SERPINC1	2.2226999999999997	ECM Regulators	Matrisome-associated
ANXA4	3.195	ECM-affiliated Proteins	Matrisome-associated
SERPINA10	3.7024999999999997	ECM Regulators	Matrisome-associated
FBLN1	2.4524999999999997	ECM Glycoproteins	Core matrisome
SERPINH1	4.6948	ECM Regulators	Matrisome-associated
ANXA3	4.0069	ECM-affiliated Proteins	Matrisome-associated
SEMA4D	2.7696	ECM-affiliated Proteins	Matrisome-associated
CTSD	3.6591	ECM Regulators	Matrisome-associated
SFTPB	5.48	ECM-affiliated Proteins	Matrisome-associated
LGALS1	3.8632	ECM-affiliated Proteins	Matrisome-associated
EMCN	6.0252	ECM-affiliated Proteins	Matrisome-associated
ITIH4	4.2193	ECM Regulators	Matrisome-associated
ADAMTSL3	3.1115	ECM Regulators	Matrisome-associated
ABI3BP	2.0986	ECM Glycoproteins	Core matrisome
CST3	5.9185	ECM Regulators	Matrisome-associated
PLXND1	2.0441000000000003	ECM-affiliated Proteins	Matrisome-associated
FSTL1	4.6727	Secreted Factors	Matrisome-associated
SEMA4F	2.0287	ECM-affiliated Proteins	Matrisome-associated
IGFBP2	7.337	ECM Glycoproteins	Core matrisome
TGFBI	2.9602000000000004	ECM Glycoproteins	Core matrisome
FBN1	3.7812	ECM Glycoproteins	Core matrisome
S100A4	3.2188	Secreted Factors	Matrisome-associated
ANGPT2	3.6454	Secreted Factors	Matrisome-associated
SDC2	2.8232000000000004	ECM-affiliated Proteins	Matrisome-associated
TECTA	3.4593	ECM Glycoproteins	Core matrisome
BGN	3.5844	Proteoglycans	Core matrisome
FNDC7	2.1665	ECM Glycoproteins	Core matrisome
ANXA7	2.0048000000000004	ECM-affiliated Proteins	Matrisome-associated
ADAM28	6.725300000000001	ECM Regulators	Matrisome-associated
