name	prize	Category	Division
IL16	5.375100000000001	Secreted Factors	Matrisome-associated
SPP1	3.8893999999999997	ECM Glycoproteins	Core matrisome
FGA	7.9362	ECM Glycoproteins	Core matrisome
ANXA2	3.0359	ECM-affiliated Proteins	Matrisome-associated
MFAP1	3.5751	ECM Glycoproteins	Core matrisome
SPARCL1	3.3726	ECM Glycoproteins	Core matrisome
PLG	2.4841	ECM Regulators	Matrisome-associated
COL17A1	11.0133	Collagens	Core matrisome
MXRA5	4.4661	ECM Glycoproteins	Core matrisome
SERPINA1	3.9	ECM Regulators	Matrisome-associated
TNC	5.6636	ECM Glycoproteins	Core matrisome
ZFP91	7.7121	Secreted Factors	Matrisome-associated
KNG1	4.482	ECM Regulators	Matrisome-associated
LTBP2	5.3921	ECM Glycoproteins	Core matrisome
ADAM17	3.6036	ECM Regulators	Matrisome-associated
IGFBP3	3.8766	ECM Glycoproteins	Core matrisome
ELFN2	4.7728	ECM-affiliated Proteins	Matrisome-associated
FBLN2	3.1239	ECM Glycoproteins	Core matrisome
ECM2	5.3121	ECM Glycoproteins	Core matrisome
TGM2	3.2691999999999997	ECM Regulators	Matrisome-associated
MUC1	2.2401999999999997	ECM-affiliated Proteins	Matrisome-associated
VTN	2.6775	ECM Glycoproteins	Core matrisome
SERPINC1	4.4123	ECM Regulators	Matrisome-associated
SERPINA10	2.6457	ECM Regulators	Matrisome-associated
ANXA3	2.0058	ECM-affiliated Proteins	Matrisome-associated
IGFBP5	3.2655	ECM Glycoproteins	Core matrisome
F13A1	2.9966	ECM Regulators	Matrisome-associated
SEMA4D	2.4741999999999997	ECM-affiliated Proteins	Matrisome-associated
PRG4	3.1090999999999998	Proteoglycans	Core matrisome
LGALS1	2.0887000000000002	ECM-affiliated Proteins	Matrisome-associated
ADAMTSL3	4.6596	ECM Regulators	Matrisome-associated
SPOCK2	3.6042	Proteoglycans	Core matrisome
LAMB1	3.2133	ECM Glycoproteins	Core matrisome
SERPIND1	3.791	ECM Regulators	Matrisome-associated
POSTN	6.4927	ECM Glycoproteins	Core matrisome
COL20A1	2.0358	Collagens	Core matrisome
SEMA4A	2.0768	ECM-affiliated Proteins	Matrisome-associated
ITIH2	3.1191999999999998	ECM Regulators	Matrisome-associated
LAMB2	2.3152	ECM Glycoproteins	Core matrisome
IGFBP7	3.3016	ECM Glycoproteins	Core matrisome
FBN1	3.1169	ECM Glycoproteins	Core matrisome
PRELP	2.013	Proteoglycans	Core matrisome
PARM1	2.7579	ECM-affiliated Proteins	Matrisome-associated
CHRDL1	2.6677999999999997	Secreted Factors	Matrisome-associated
ANGPT2	4.7035	Secreted Factors	Matrisome-associated
SDC2	10.6612	ECM-affiliated Proteins	Matrisome-associated
LAMC1	2.6928	ECM Glycoproteins	Core matrisome
HMCN2	2.0774000000000004	ECM Glycoproteins	Core matrisome
GDF6	2.3857	Secreted Factors	Matrisome-associated
IGFBP1	2.0504999999999995	ECM Glycoproteins	Core matrisome
SPAM1	3.8007	ECM Regulators	Matrisome-associated
SVEP1	3.5975	ECM Glycoproteins	Core matrisome
FST	5.303599999999999	Secreted Factors	Matrisome-associated
COL6A6	4.8107	Collagens	Core matrisome
NTN1	4.1114	ECM Glycoproteins	Core matrisome
