name	prize	Category	Division
IL16	4.4411	Secreted Factors	Matrisome-associated
SPP1	4.8629999999999995	ECM Glycoproteins	Core matrisome
FGA	8.3101	ECM Glycoproteins	Core matrisome
ANXA2	4.9747	ECM-affiliated Proteins	Matrisome-associated
SPARCL1	3.5119	ECM Glycoproteins	Core matrisome
COL17A1	2.9287	Collagens	Core matrisome
TNC	2.8798000000000004	ECM Glycoproteins	Core matrisome
ZFP91	5.1008	Secreted Factors	Matrisome-associated
KNG1	3.0981	ECM Regulators	Matrisome-associated
ADAM9	2.9686	ECM Regulators	Matrisome-associated
LTBP2	8.2838	ECM Glycoproteins	Core matrisome
SEMA4B	2.7938	ECM-affiliated Proteins	Matrisome-associated
ADAM17	3.1839999999999997	ECM Regulators	Matrisome-associated
HSPG2	2.2652	Proteoglycans	Core matrisome
S100A9	3.8893	Secreted Factors	Matrisome-associated
ELFN2	5.5672	ECM-affiliated Proteins	Matrisome-associated
FBLN2	3.9946	ECM Glycoproteins	Core matrisome
COL6A3	2.9987	Collagens	Core matrisome
TGM2	3.4488000000000003	ECM Regulators	Matrisome-associated
THBS2	4.5297	ECM Glycoproteins	Core matrisome
MUC1	3.1083000000000003	ECM-affiliated Proteins	Matrisome-associated
S100A11	2.2447999999999997	Secreted Factors	Matrisome-associated
SERPINC1	2.8415999999999997	ECM Regulators	Matrisome-associated
SERPINA10	2.4295999999999998	ECM Regulators	Matrisome-associated
FBLN1	2.865	ECM Glycoproteins	Core matrisome
SERPINH1	2.0311	ECM Regulators	Matrisome-associated
ANXA3	3.6112	ECM-affiliated Proteins	Matrisome-associated
IGFBP5	2.3003	ECM Glycoproteins	Core matrisome
F13A1	2.3196	ECM Regulators	Matrisome-associated
TNXB	2.3983	ECM Glycoproteins	Core matrisome
PRG4	3.1962	Proteoglycans	Core matrisome
S100A8	3.751	Secreted Factors	Matrisome-associated
SERPINB6	3.8648000000000002	ECM Regulators	Matrisome-associated
SPOCK2	8.4689	Proteoglycans	Core matrisome
S100A13	4.3738	Secreted Factors	Matrisome-associated
CTF1	2.0459	Secreted Factors	Matrisome-associated
CST3	2.0199	ECM Regulators	Matrisome-associated
SEMA6D	2.2096999999999998	ECM-affiliated Proteins	Matrisome-associated
FGB	2.3899	ECM Glycoproteins	Core matrisome
FSTL1	2.5501	Secreted Factors	Matrisome-associated
COL20A1	2.7	Collagens	Core matrisome
SEMA4A	2.6693000000000002	ECM-affiliated Proteins	Matrisome-associated
LAMB2	2.5218	ECM Glycoproteins	Core matrisome
TGFBI	2.2716000000000003	ECM Glycoproteins	Core matrisome
IGFBP7	3.2155	ECM Glycoproteins	Core matrisome
CLEC4A	2.2688	ECM-affiliated Proteins	Matrisome-associated
F9	3.0038	ECM Regulators	Matrisome-associated
S100A4	2.6869	Secreted Factors	Matrisome-associated
S100A7	2.274099999999999	Secreted Factors	Matrisome-associated
CHRDL1	2.0501	Secreted Factors	Matrisome-associated
PAPPA	6.6992	ECM Regulators	Matrisome-associated
ANGPTL2	3.0006000000000004	Secreted Factors	Matrisome-associated
SDC2	11.171899999999999	ECM-affiliated Proteins	Matrisome-associated
TECTA	3.3688	ECM Glycoproteins	Core matrisome
ANXA7	4.2564	ECM-affiliated Proteins	Matrisome-associated
COL19A1	2.344	Collagens	Core matrisome
S100A3	2.1067	Secreted Factors	Matrisome-associated
FST	3.0377	Secreted Factors	Matrisome-associated
ADAMTS3	5.2847	ECM Regulators	Matrisome-associated
NTN1	4.8015	ECM Glycoproteins	Core matrisome
