name	prize	Category	Division
IL16	3.6657	Secreted Factors	Matrisome-associated
SPP1	8.2503	ECM Glycoproteins	Core matrisome
FGA	7.4503	ECM Glycoproteins	Core matrisome
ANXA2	3.1778000000000004	ECM-affiliated Proteins	Matrisome-associated
MFAP1	2.532	ECM Glycoproteins	Core matrisome
SPARCL1	5.150399999999999	ECM Glycoproteins	Core matrisome
ANXA1	2.9066	ECM-affiliated Proteins	Matrisome-associated
PLG	3.9733	ECM Regulators	Matrisome-associated
MXRA5	4.1855	ECM Glycoproteins	Core matrisome
SERPINA1	4.2467	ECM Regulators	Matrisome-associated
TNC	3.0445	ECM Glycoproteins	Core matrisome
ANXA5	2.0193	ECM-affiliated Proteins	Matrisome-associated
ZFP91	2.1032	Secreted Factors	Matrisome-associated
KNG1	4.6312	ECM Regulators	Matrisome-associated
LTBP1	3.6189999999999998	ECM Glycoproteins	Core matrisome
LTBP2	5.3388	ECM Glycoproteins	Core matrisome
SEMA4B	4.718299999999999	ECM-affiliated Proteins	Matrisome-associated
VCAN	2.9564	Proteoglycans	Core matrisome
HSPG2	2.4732000000000003	Proteoglycans	Core matrisome
COL6A3	2.45	Collagens	Core matrisome
ECM2	2.7689	ECM Glycoproteins	Core matrisome
VTN	2.4538	ECM Glycoproteins	Core matrisome
S100A11	4.6034	Secreted Factors	Matrisome-associated
SERPINC1	4.4587	ECM Regulators	Matrisome-associated
SERPINA10	4.4855	ECM Regulators	Matrisome-associated
FBLN1	5.9364	ECM Glycoproteins	Core matrisome
PLXDC2	2.008	ECM-affiliated Proteins	Matrisome-associated
SERPINH1	5.8137	ECM Regulators	Matrisome-associated
IGFBP5	2.107	ECM Glycoproteins	Core matrisome
TNXB	6.546900000000001	ECM Glycoproteins	Core matrisome
SEMA4D	2.5335	ECM-affiliated Proteins	Matrisome-associated
PRG4	4.79	Proteoglycans	Core matrisome
SFTPB	2.753	ECM-affiliated Proteins	Matrisome-associated
LGALS1	2.0061	ECM-affiliated Proteins	Matrisome-associated
ITIH4	6.1121	ECM Regulators	Matrisome-associated
MFGE8	3.1189	ECM Glycoproteins	Core matrisome
SPOCK2	4.462400000000001	Proteoglycans	Core matrisome
LAMA4	3.3712	ECM Glycoproteins	Core matrisome
CST3	2.1513999999999998	ECM Regulators	Matrisome-associated
SERPIND1	3.3264	ECM Regulators	Matrisome-associated
FGB	4.2205	ECM Glycoproteins	Core matrisome
COL20A1	2.1851000000000003	Collagens	Core matrisome
ITIH2	3.0056000000000003	ECM Regulators	Matrisome-associated
TGFBI	2.9153	ECM Glycoproteins	Core matrisome
F9	3.1928	ECM Regulators	Matrisome-associated
PRELP	3.6454	Proteoglycans	Core matrisome
CHRDL1	3.1818999999999997	Secreted Factors	Matrisome-associated
ANGPTL2	2.2236	Secreted Factors	Matrisome-associated
SDC2	4.8712	ECM-affiliated Proteins	Matrisome-associated
TECTA	2.6047000000000002	ECM Glycoproteins	Core matrisome
FNDC7	4.252000000000001	ECM Glycoproteins	Core matrisome
PLOD2	2.8779	ECM Regulators	Matrisome-associated
BMP4	2.2795	Secreted Factors	Matrisome-associated
IGFBP1	2.6932	ECM Glycoproteins	Core matrisome
FGF16	2.7634	Secreted Factors	Matrisome-associated
PRG3	5.5923	Proteoglycans	Core matrisome
NTN1	5.0474	ECM Glycoproteins	Core matrisome
