name	prize	Category	Division
IL16	4.221400000000001	Secreted Factors	Matrisome-associated
SPP1	4.1403	ECM Glycoproteins	Core matrisome
FGA	4.0104	ECM Glycoproteins	Core matrisome
ANXA2	4.0386	ECM-affiliated Proteins	Matrisome-associated
HCFC1	2.3324	Secreted Factors	Matrisome-associated
MFAP1	3.493	ECM Glycoproteins	Core matrisome
SPARCL1	2.8496	ECM Glycoproteins	Core matrisome
ANXA1	2.6089	ECM-affiliated Proteins	Matrisome-associated
PLG	4.633	ECM Regulators	Matrisome-associated
ANXA6	3.3361	ECM-affiliated Proteins	Matrisome-associated
COL17A1	3.3880999999999997	Collagens	Core matrisome
MXRA5	7.263599999999999	ECM Glycoproteins	Core matrisome
TNC	4.9327	ECM Glycoproteins	Core matrisome
ZFP91	2.0111	Secreted Factors	Matrisome-associated
KNG1	3.9778	ECM Regulators	Matrisome-associated
FNDC1	7.1672	ECM Glycoproteins	Core matrisome
LTBP1	2.8255	ECM Glycoproteins	Core matrisome
LTBP2	2.8849	ECM Glycoproteins	Core matrisome
SEMA4B	3.1497	ECM-affiliated Proteins	Matrisome-associated
VCAN	6.0275	Proteoglycans	Core matrisome
HSPG2	2.9594	Proteoglycans	Core matrisome
IGFBP3	2.4324999999999997	ECM Glycoproteins	Core matrisome
S100A9	3.0492	Secreted Factors	Matrisome-associated
ELFN2	3.0548	ECM-affiliated Proteins	Matrisome-associated
SEMA4C	2.5093	ECM-affiliated Proteins	Matrisome-associated
FBLN2	2.9919000000000002	ECM Glycoproteins	Core matrisome
ECM2	4.5746	ECM Glycoproteins	Core matrisome
TGM2	3.3014	ECM Regulators	Matrisome-associated
VTN	3.5581	ECM Glycoproteins	Core matrisome
SERPINC1	4.7393	ECM Regulators	Matrisome-associated
SERPINA10	3.9133	ECM Regulators	Matrisome-associated
FBLN1	7.072699999999999	ECM Glycoproteins	Core matrisome
SERPINH1	4.1795	ECM Regulators	Matrisome-associated
ANXA3	3.3257	ECM-affiliated Proteins	Matrisome-associated
SFTPA1	4.1553	ECM-affiliated Proteins	Matrisome-associated
IGFBP5	2.1676	ECM Glycoproteins	Core matrisome
PRG4	3.5763	Proteoglycans	Core matrisome
GREM1	3.2617	ECM-affiliated Proteins	Matrisome-associated
LGALS1	2.5861	ECM-affiliated Proteins	Matrisome-associated
COL3A1	2.888	Collagens	Core matrisome
EMCN	2.8449	ECM-affiliated Proteins	Matrisome-associated
MFGE8	3.5546999999999995	ECM Glycoproteins	Core matrisome
ADAMTSL3	3.2018	ECM Regulators	Matrisome-associated
SPOCK2	2.8211	Proteoglycans	Core matrisome
MUC21	3.2733	ECM-affiliated Proteins	Matrisome-associated
S100A16	2.3401	Secreted Factors	Matrisome-associated
PLXNC1	3.7053	ECM-affiliated Proteins	Matrisome-associated
DCN	3.6014	Proteoglycans	Core matrisome
POSTN	3.8193	ECM Glycoproteins	Core matrisome
NRG1	3.3752	Secreted Factors	Matrisome-associated
ITIH2	5.0426	ECM Regulators	Matrisome-associated
LAMB2	2.4497	ECM Glycoproteins	Core matrisome
F9	2.9181	ECM Regulators	Matrisome-associated
PARM1	3.9241	ECM-affiliated Proteins	Matrisome-associated
CHRDL1	3.7969	Secreted Factors	Matrisome-associated
S100P	2.0066	Secreted Factors	Matrisome-associated
PAPPA	2.5715	ECM Regulators	Matrisome-associated
ANGPTL2	4.694	Secreted Factors	Matrisome-associated
TSKU	2.3929	ECM Glycoproteins	Core matrisome
HMCN2	2.4491	ECM Glycoproteins	Core matrisome
PPBP	2.9824	Secreted Factors	Matrisome-associated
FNDC7	2.8632	ECM Glycoproteins	Core matrisome
ANXA7	3.6572999999999998	ECM-affiliated Proteins	Matrisome-associated
PLXNB1	2.4324999999999997	ECM-affiliated Proteins	Matrisome-associated
PLOD2	2.2136	ECM Regulators	Matrisome-associated
SULF2	4.5916999999999994	ECM Regulators	Matrisome-associated
FGF16	3.2672	Secreted Factors	Matrisome-associated
PRG3	3.6643000000000003	Proteoglycans	Core matrisome
CRLF1	2.5244999999999997	Secreted Factors	Matrisome-associated
ADAMTS3	4.6762	ECM Regulators	Matrisome-associated
GDF9	6.486000000000001	Secreted Factors	Matrisome-associated
NTN1	4.7651	ECM Glycoproteins	Core matrisome
