dc_pair,d,z,mean,sd
DB00244_poorest,1.1428571428571428,-0.027501186014222453,1.1464285714285716,0.12986452910001003
DB00244_richest,1.1428571428571428,-0.31332313924732047,1.1861428571428572,0.1381503912851676
DB00244_rich,1.1428571428571428,-0.1656986042669854,1.1657142857142855,0.13794408805226643
DB00248_poor,1.65,1.1001310829903121,1.5309,0.10825982634384741
DB00248_poorest,1.65,1.0808529359957277,1.5296999999999998,0.11130098831546827
DB00248_richest,1.7,0.8785498192361996,1.6000999999999999,0.11371011388614471
DB00248_rich,1.75,1.7471295293076505,1.563,0.10703270528207721
DB00719_poor,3.0,1.6791778334595657,2.115,0.5270436414567584
DB00719_poorest,3.0,1.547267127860908,2.128,0.5635743074342549
DB00719_richest,3.0,1.518883216057227,2.147,0.5615968304753864
DB00719_rich,3.0,1.4994603692475623,2.161,0.5595346280615705
DB03441_poor,2.0,-0.26222904668436214,2.141,0.537697870555575
DB03441_poorest,2.0,-0.26342943879083375,2.147,0.5580241930239226
DB03441_richest,2.0,-0.3434669406054534,2.193,0.5619172536948835
DB03441_rich,2.0,-0.3138101000073746,2.172,0.5481021802547404
DB06162_poor,2.0,0.5675572835641672,1.731,0.4739609688571412
DB06162_poorest,2.0,0.563790922647973,1.727,0.4842220564988754
DB06162_richest,2.0,0.4706632311299308,1.794,0.4376802485833694
DB06162_rich,2.0,0.4875664278957298,1.78,0.45122056690713913
DB03443_poor,1.0,-0.8391820719466606,1.455,0.5421946145066364
DB03443_poorest,1.0,-0.8207048061419557,1.434,0.5288137668404634
DB03443_richest,1.0,-1.1018421763917055,1.562,0.5100548990059796
DB03443_rich,1.0,-1.0226327033349816,1.521,0.509469331756093
DB03444_poor,1.0,0.3950561531755324,0.865,0.34172357249683555
DB03444_poorest,1.0,0.433224288859106,0.84,0.3693237062523877
DB03444_richest,1.0,0.3831305140884606,0.872,0.33408980828513757
DB03444_rich,1.0,0.362245385694578,0.884,0.32022492095400695
DB03447_poor,1.0,-2.049137114217137,1.965,0.47092993109378806
DB03447_poorest,1.0,-1.9965440353944182,1.958,0.47982913625581347
DB03447_richest,1.0,-2.2279453444856467,2.02,0.45782092569038385
DB03447_rich,1.0,-2.288266921307479,1.992,0.43351585899480083
DB03448_poor,1.5,-1.5507928562695448,2.0535,0.35691420537714663
DB03448_poorest,1.5,-1.4757619170219984,2.046,0.3699783777465921
DB03448_richest,1.5,-1.6054988866430553,2.102,0.37496133133964626
DB03448_rich,1.5,-1.5001989328868692,2.0605,0.3736171168455749
DB03449_poor,1.5,1.9344971371303752,1.044,0.2357201730866495
DB03449_poorest,1.5,1.9515261784980689,1.035,0.23827505114887712
DB03449_richest,1.5,1.783153003582674,1.0685,0.24198708643231354
DB03449_rich,2.0,3.8901713825528814,1.058,0.24214871463627471
DB08270_poor,1.0,-1.3206745697709787,1.655,0.495958667632697
DB08270_poorest,1.0,-1.316986123167372,1.648,0.49203251925050645
DB08270_richest,1.0,-1.499615294795514,1.721,0.4807899749370821
DB08270_rich,1.0,-1.3555594631947174,1.667,0.49204776190934957
DB08271_poor,1.75,0.012098052833948925,1.747,0.24797378893746008
DB08271_poorest,1.75,-0.023157180178321756,1.75575,0.24830311617053863
DB08271_richest,1.75,-0.25494409883675506,1.816,0.25888028121121937
DB08271_rich,1.75,-0.1155373022324194,1.77975,0.2574925969809618
DB08276_poor,1.0,-0.4637177395906249,1.219,0.4722700498655404
DB08276_poorest,1.0,-0.5823354629171441,1.261,0.44819526994380476
DB08276_richest,1.0,-0.6487438257453617,1.304,0.46859790865943907
DB08276_rich,1.0,-0.5070242093264686,1.253,0.4989899798593154
DB08277_poor,2.0,0.07628488432452632,1.964,0.4719152466280359
DB08277_poorest,2.0,0.09143742807011036,1.957,0.4702669454682096
DB08277_richest,2.0,-0.03598059370313444,2.016,0.444684157577038
DB08277_rich,2.0,0.02783511071344523,1.988,0.43111019472983936
DB01047_poor,1.0,-0.8380019039424886,1.25,0.29832867780352595
DB01047_poorest,1.0,-0.78590004621312,1.2415,0.30729098587495207
DB01047_richest,1.0,-0.9933289178368299,1.2895,0.2914442485279132
DB01047_rich,1.0,-0.9201253038567881,1.2655,0.2885476563758576
DB01045_poor,1.0,-0.31468920083401364,1.127,0.40357279392942236
DB01045_poorest,1.0,-0.3221388030257597,1.129,0.40044849856130055
DB01045_richest,1.0,-0.45486575753918884,1.199,0.4374917142072522
DB01045_rich,1.0,-0.3710207915451864,1.154,0.41507107825046063
DB00714_poor,1.7142857142857142,1.045307763761495,1.5695,0.13851013003549226
DB00714_poorest,1.7142857142857142,1.0108933551570691,1.5778571428571426,0.13495842141268577
DB00714_richest,1.8571428571428572,1.6898200764702713,1.645,0.12554168345897823
DB00714_rich,1.8571428571428572,1.9533225322558476,1.6084285714285715,0.1273288366909131
DB07387_poor,1.0,-0.30817503225022513,1.099,0.32124601164839384
DB07387_poorest,1.0,-0.31954181135781695,1.105,0.32859549601295507
DB07387_richest,1.0,-0.41913176808951286,1.164,0.39128506232668786
DB07387_rich,1.0,-0.3675485361946538,1.13,0.3536947836765479
DB00866_poor,1.5,0.38132774056748536,1.412,0.2307726153597952
DB00866_poorest,1.5,0.3786200927092677,1.415,0.2244994432064365
DB00866_richest,1.5,0.11904706996825504,1.474,0.21840100732368428
DB00866_rich,1.5,0.21365218382045148,1.451,0.22934471870963152
DB00865_poor,2.0,1.757911380901836,1.57125,0.2438973913349628
DB00865_poorest,1.75,0.8110252182331892,1.55325,0.2425941827414664
DB00865_richest,1.75,0.5354985956159818,1.617,0.24836666442983044
DB00865_rich,1.75,0.6649638116080452,1.5875,0.24437420076595648
DB00864_poor,1.0,-0.4111235768671751,1.173,0.4207980513262865
DB00864_poorest,1.0,-0.4731395889876753,1.206,0.4353894808099984
DB00864_richest,1.0,-0.5290267974351179,1.247,0.46689506315659407
DB00864_rich,1.0,-0.4751767718633981,1.218,0.45877663410422287
DB00863_poor,2.0,0.9169034374284258,1.687,0.34136637209895176
DB00863_poorest,2.0,0.8122751371108775,1.6955,0.37487297848738044
DB00863_richest,1.5,-0.8426141161348525,1.7905,0.34476042406285556
DB00863_rich,2.0,0.7298575163209022,1.7525,0.33910728390879485
DB07382_poor,2.0,1.5336394639214173,1.255,0.4857725805353777
DB07382_poorest,2.0,1.4761591380705616,1.266,0.49723636230670015
DB07382_richest,2.0,1.3216671503678412,1.314,0.5190414241657403
DB07382_rich,2.0,1.413232876837473,1.294,0.49956380973805536
DB00861_poor,1.5,0.024725840713437145,1.4915,0.34376990851440153
DB00861_poorest,1.5,0.02087451429044939,1.493,0.3353371437821942
DB00861_richest,1.5,-0.07740563923829799,1.526,0.33589284005468173
DB00861_rich,1.5,-0.05052999290935367,1.5175,0.3463289621155008
DB00860_poor,0.0,-2.4682379507576417,0.859,0.3480215510568275
DB00860_poorest,0.0,-2.4185357281820647,0.854,0.3531062163145815
DB00860_richest,0.0,-2.7472418879388067,0.885,0.3221412733568923
DB00860_rich,0.0,-2.6579157490470346,0.876,0.3295815528818322
DB07389_poor,2.0,4.758409585045086,0.951,0.22045180879276088
DB07389_poorest,2.0,4.84593507717676,0.958,0.2150255798736513
DB07389_richest,2.0,4.704550441505139,0.957,0.2217002480828562
DB07389_rich,2.0,4.683289979884097,0.954,0.22334726324716853
DB07388_poor,1.5,2.9420240247581035,0.999,0.1702909275328548
DB07388_poorest,1.5,2.711000987484395,1.008,0.18148278155241063
DB07388_richest,1.5,2.402772585381679,1.037,0.19269405802982092
DB07388_rich,1.5,2.479043451354466,1.015,0.19563997546513853
DB02719_poor,1.0,-0.4335187862808739,1.184,0.42443374041185744
DB02719_poorest,1.0,-0.4416022121890763,1.186,0.42119354221070393
DB02719_richest,2.0,1.6401331959231247,1.217,0.4774002513614755
DB02719_rich,1.0,-0.5203147503002885,1.228,0.4381963030423694
DB02716_poor,2.0,3.508653376840615,1.008,0.2827295527531567
DB02716_poorest,2.0,3.166318806891811,1.015,0.31108680460604554
DB02716_richest,2.0,2.8292934457261496,1.082,0.324462632671314
DB02716_rich,2.0,3.351458912253836,1.006,0.2965872552892319
DB02715_poor,1.0,0.4034732923929645,0.86,0.34698703145794946
DB02715_poorest,0.0,-2.2744275165103063,0.84,0.3693237062523877
DB02715_richest,1.0,0.3515615246553262,0.89,0.3128897569432403
DB02715_rich,1.0,0.38141233891878223,0.873,0.33297297187609687
DB02714_poor,1.0,-2.049137114217137,1.965,0.47092993109378806
DB02714_poorest,1.0,-1.9965440353944182,1.958,0.47982913625581347
DB02714_richest,1.0,-2.2279453444856467,2.02,0.45782092569038385
DB02714_rich,1.0,-2.288266921307479,1.992,0.43351585899480083
DB02712_poor,2.0,1.313934512407103,1.355,0.4908920451586071
DB02712_poorest,2.0,1.2961174627082133,1.35,0.5014977567247934
DB02712_richest,2.0,1.0966508887545605,1.454,0.4978795034945705
DB02712_rich,2.0,1.180379427084134,1.408,0.5015336479240451
DB02710_poor,1.0,-1.5671392699267146,1.732,0.46709313846384
DB02710_poorest,1.0,-1.440298475947671,1.709,0.49225907812858055
DB02710_richest,1.0,-1.7983959935354525,1.789,0.43872428699583066
DB02710_rich,2.0,0.5264616439283266,1.75,0.47486840282335063
DB05848_poor,3.0,2.6926663513265074,1.812,0.4411983680840172
DB05848_poorest,3.0,2.6465425107944394,1.809,0.45002111061593547
DB05848_richest,2.0,0.39577532559162776,1.827,0.437116689226115
DB05848_rich,3.0,2.803820258855647,1.838,0.41443455454389905
DB05849_poor,1.0,0.3984326185998212,0.863,0.3438473498516456
DB05849_poorest,1.0,0.4250565360580258,0.845,0.3646573734342965
DB05849_richest,1.0,0.3693308725914655,0.878,0.3303271106040193
DB05849_rich,1.0,0.362245385694578,0.884,0.32022492095400695
DB09389_poor,0.5,-2.2134766786773987,0.938,0.1978787507540918
DB09389_poorest,0.5,-2.063988523274194,0.933,0.20978798821667552
DB09389_richest,1.0,0.2080950189884255,0.959,0.19702537907589468
DB09389_rich,0.5,-2.337750155301294,0.962,0.19762590923257
DB01195_poor,1.5,0.9398735401498449,1.2675,0.24737370515072934
DB01195_poorest,1.5,0.875268358765958,1.297,0.23192886840581103
DB01195_richest,1.75,1.5281294656061088,1.3645,0.2522692014495626
DB01195_rich,2.0,2.873375623073791,1.3055,0.24170177905840906
DB12061_poor,1.5,0.36629230215616937,1.40775,0.25184804446332315
DB12061_poorest,1.5,0.3835144435318163,1.4035,0.25162024958258034
DB12061_richest,1.5,0.012235626652721628,1.497,0.24518564395168002
DB12061_rich,1.5,0.18599709562100158,1.45225,0.2567244388444544
DB12062_poor,1.0,0.28474739872574956,0.925,0.26339134382131846
DB12062_poorest,1.0,0.2458564358778642,0.943,0.23184261903282585
DB12062_richest,1.0,0.196990211025033,0.959,0.20813216954618047
DB12062_rich,1.0,0.2367371222054256,0.945,0.23232520310977892
DB08478_poor,2.0,2.4569878505313905,1.05,0.3866522985836241
DB08478_poorest,2.0,2.689724734775729,1.074,0.34427314736993353
DB08478_richest,2.0,2.012482134483379,1.118,0.438264760162165
DB08478_rich,2.0,2.29759461408457,1.084,0.39867781478281433
DB05159_poor,2.0,0.9731236802019037,1.5,0.5138093031466052
DB05159_poorest,2.0,0.9370059826827477,1.517,0.5154716287052082
DB05159_richest,2.0,0.8031448298171846,1.587,0.5142285484101403
DB05159_rich,2.0,0.8815809403863082,1.551,0.5093122814148506
DB05152_poor,2.0,0.4463310050676252,1.802,0.4436169518852948
DB05152_poorest,2.0,0.4212719772851991,1.811,0.44864128209517234
DB05152_richest,2.0,0.3881506856602011,1.833,0.4302452788817096
DB05152_rich,2.0,0.41022531402745527,1.829,0.41684409555612034
DB08473_poor,1.0,0.4051473236982858,0.859,0.3480215510568275
DB08473_poorest,1.0,0.4364753809232487,0.838,0.3711549541633521
DB08473_richest,1.0,0.362245385694578,0.884,0.32022492095400695
DB08473_rich,1.0,0.37969034715857664,0.874,0.331849363416596
DB05155_poor,2.0,1.0086109266560521,1.455,0.5403471106612859
DB05155_poorest,2.0,1.084165692309637,1.433,0.5229827913038823
DB05155_richest,2.0,0.8550267714146396,1.566,0.507586445839524
DB05155_rich,2.0,0.9364270841398845,1.523,0.509382960060503
DB08476_poor,2.0,0.6939971633041513,1.649,0.5057657560570902
DB08476_poorest,2.0,0.724166385798221,1.654,0.47779074917792197
DB08476_richest,2.0,0.5981001763802125,1.711,0.4831966473393623
DB08476_rich,2.0,0.6473629006064938,1.695,0.4711422290561524
DB05157_poor,1.0,-0.5842680768254243,1.1175,0.20110631516687882
DB05157_poorest,1.25,0.6251427564416534,1.124,0.20155396299750597
DB05157_richest,1.0,-0.8967417791325126,1.1875,0.2090902915010642
DB05157_rich,1.0,-0.6464971359272225,1.13875,0.21461812015764184
DB01381_poor,1.7142857142857142,1.14168932374984,1.515,0.174553365911461
DB01381_poorest,1.8571428571428572,1.9241377611694341,1.5188571428571431,0.17581158746144768
DB01381_richest,1.7142857142857142,0.864790513592139,1.5777142857142858,0.1579242908252339
DB01381_rich,1.8571428571428572,1.84865056861643,1.5468571428571427,0.16784443720910383
DB01380_poor,0.0,-3.782940714038399,0.9145,0.24174314881708645
DB01380_poorest,0.0,-3.754408206207331,0.9315,0.24810834326962886
DB01380_richest,0.0,-4.304502120949513,0.9715,0.2256939299139434
DB01380_rich,0.0,-4.050316443333686,0.936,0.23109305485020532
DB01382_poor,1.5,-0.4605023837692806,1.662,0.3517897099120439
DB01382_poorest,1.5,-0.4946369561101643,1.672,0.34772978014544575
DB01382_richest,1.5,-0.7236480796738889,1.7295,0.3171431064992585
DB01382_rich,1.5,-0.5952182697091012,1.7025,0.34021133138095205
DB04409_poor,1.0,-0.8489966566739992,1.438,0.5159030916751711
DB04409_poorest,2.0,1.1443850952425199,1.429,0.4989579140568872
DB04409_richest,2.0,0.9457657892164869,1.496,0.5329014918350296
DB04409_rich,1.0,-0.8375069242739663,1.435,0.5193986907954236
DB01384_poor,0.0,-2.4682379507576417,0.859,0.3480215510568275
DB01384_poorest,0.0,-2.4185357281820647,0.854,0.3531062163145815
DB01384_richest,0.0,-2.7472418879388067,0.885,0.3221412733568923
DB01384_rich,0.0,-2.6579157490470346,0.876,0.3295815528818322
DB01439_poor,2.0,2.450327822929821,1.3126666666666664,0.28050668441233273
DB01439_poorest,2.0,2.508694424647868,1.3163333333333334,0.27251890862021955
DB01439_richest,2.0,2.1578935496564307,1.3836666666666666,0.28561804331426033
DB01439_rich,2.0,2.329684464365347,1.3453333333333335,0.28101087365280214
DB01438_poor,2.0,0.4478995254220271,1.801,0.44429607245619446
DB01438_poorest,2.0,0.4202183530084084,1.813,0.4450067415219684
DB01438_richest,2.0,0.3758751282246749,1.838,0.43099419949693063
DB01438_rich,2.0,0.39974592380662133,1.834,0.41526377159583766
DB04405_poor,2.0,0.5706998275481144,1.734,0.4660944110370773
DB04405_poorest,2.0,0.5742082035798032,1.73,0.4702127178203499
DB04405_richest,2.0,0.4725261562320769,1.796,0.4317221328586247
DB04405_rich,2.0,0.5060534892508375,1.768,0.45844956102062095
DB01388_poor,1.9090909090909092,1.232756420849446,1.7306363636363635,0.14476058890172266
DB01388_poorest,1.9090909090909092,1.2986243909029156,1.7195454545454543,0.14595864352560525
DB01388_richest,1.9090909090909092,0.8735340332006261,1.785,0.1420561814131506
DB01388_rich,1.9090909090909092,1.0332393661404007,1.764090909090909,0.1403353421788781
DB01435_poor,1.5,0.024725840713437145,1.4915,0.34376990851440153
DB01435_poorest,1.5,0.02087451429044939,1.493,0.3353371437821942
DB01435_richest,1.5,-0.07740563923829799,1.526,0.33589284005468173
DB01435_rich,1.5,-0.05052999290935367,1.5175,0.3463289621155008
DB01926_poor,1.0,-1.5671392699267146,1.732,0.46709313846384
DB01926_poorest,1.0,-1.440298475947671,1.709,0.49225907812858055
DB01926_richest,1.0,-1.7983959935354525,1.789,0.43872428699583066
DB01926_rich,2.0,0.5264616439283266,1.75,0.47486840282335063
DB01433_poor,2.0,1.8265238973254598,1.198,0.43908541310319105
DB01433_poorest,2.0,1.6629356041549628,1.248,0.45221233950435274
DB01433_richest,2.0,1.387284154320362,1.297,0.5067454982533146
DB01433_rich,2.0,1.57938493178498,1.25,0.47486840282335063
DB04152_poor,1.0,-0.49974907498339854,1.234,0.46823498374213773
DB04152_poorest,1.0,-0.5999465937470155,1.278,0.46337457849994323
DB04152_richest,2.0,1.3639986729597187,1.31,0.5058655947976695
DB04152_rich,2.0,1.4177546433576387,1.282,0.5064345959746431
DB04151_poor,1.0,0.272238601356867,0.931,0.25345413786324344
DB04151_poorest,1.0,0.26148818018424513,0.936,0.24475293665245368
DB04151_richest,1.0,0.22215639281017222,0.946,0.24307200579252233
DB04151_rich,1.0,0.23787422041022604,0.941,0.24803024009180813
DB01430_poor,1.0,-0.245450887458363,1.067,0.27296703097627006
DB01430_poorest,1.0,-0.12998507664415854,1.036,0.27695486996982016
DB01430_richest,1.0,-0.29960898639241695,1.093,0.3104045747085568
DB01430_rich,1.0,-0.24758984263273495,1.076,0.30695928068719475
DB00528_poor,2.0,-0.25737254620331623,2.139,0.5400731431945122
DB00528_poorest,2.0,-0.25728072303989086,2.144,0.5596999195997798
DB00528_richest,2.0,-0.34057277198282543,2.191,0.5608199354516563
DB00528_rich,2.0,-0.3117415636080885,2.172,0.5517390687634871
DB00522_poor,1.0,-2.069071231432663,1.872,0.4214451328464952
DB00522_poorest,1.0,-1.9040438569098366,1.862,0.4527206644278567
DB00522_richest,1.0,-2.2640940095879514,1.912,0.40281012896897217
DB00522_rich,2.0,0.2787996230660588,1.879,0.43400345620743624
DB00523_poor,0.625,-3.9239131247433554,1.169,0.13863711624236852
DB00523_poorest,0.75,-3.270787893445085,1.181,0.13177253128023306
DB00523_richest,0.625,-4.150493174082715,1.22375,0.144259964993757
DB00523_rich,0.625,-4.271921816404409,1.2025,0.13518505834595776
DB00521_poor,1.0,-0.29769354074503035,1.09,0.3023243291566195
DB00521_poorest,1.0,-0.27806785443838555,1.0865,0.31107515169167727
DB00521_richest,1.0,-0.5207684135282951,1.161,0.3091585353827386
DB00521_rich,1.0,-0.423838976339474,1.1275,0.30082179109898277
DB00527_poor,1.5,-0.11251865400667554,1.538,0.3377217789838257
DB00527_poorest,1.5,-0.18729929292646944,1.5645,0.344368625167857
DB00527_richest,2.0,1.1441777440604406,1.603,0.3469740624311852
DB00527_rich,2.0,1.3056832032077892,1.5745,0.32588303116302325
DB00524_poor,1.0,-0.9873055210635016,1.511,0.5175702850821325
DB00524_poorest,1.0,-0.9803385005747274,1.513,0.5232886392804644
DB00524_richest,2.0,0.80711258085641,1.592,0.5055056874061854
DB00524_rich,2.0,0.8869636150592854,1.548,0.5096037676469828
DB15488_poor,1.5,0.3390317518104055,1.4,0.2949576240750525
DB15488_poorest,1.5,0.35069151440552654,1.398,0.29085391522205783
DB15488_richest,2.0,1.9407571107938504,1.447,0.2849403446337496
DB15488_rich,1.5,0.28689658204746726,1.422,0.27187497126436627
DB11397_poor,2.5,2.544644334953071,1.6135,0.34837874504624994
DB11397_poorest,2.5,2.4914530661637824,1.624,0.35160204777560666
DB11397_richest,2.0,0.8671289848851278,1.698,0.3482757528166438
DB11397_rich,2.5,2.468810020765214,1.634,0.35077628198040983
DB07394_poor,1.0,0.1733443884587976,0.9746666666666668,0.14614452511887752
DB07394_poorest,0.6666666666666666,-2.233403549644977,0.9803333333333333,0.1404433456356453
DB07394_richest,1.0,-0.01698055780501395,1.003,0.1766726414084032
DB07394_rich,1.0,0.06638876703692297,0.9896666666666666,0.15564882124691967
DB01651_poor,1.0,-0.5787152779168857,1.312,0.5391252173660587
DB01651_poorest,1.0,-0.6857733775719683,1.37,0.5395368384086484
DB01651_richest,1.0,-0.8176322570138396,1.439,0.5369161945778875
DB01651_rich,1.0,-0.6836223339743295,1.379,0.5543996753245802
DB01656_poor,1.75,0.45921100871308934,1.636,0.2482518882103417
DB01656_poorest,1.75,0.40684664133503096,1.65025,0.24517837894072145
DB01656_richest,1.75,0.1579270693836343,1.71225,0.23903438560173723
DB01656_rich,1.75,0.3391926917021917,1.6685,0.24027640333582487
DB13881_poor,1.0,-0.6708615728900321,1.331,0.49339537898119795
DB13881_poorest,1.0,-0.6349119490857522,1.313,0.49298174408389606
DB13881_richest,1.0,-0.7413452001722501,1.379,0.511232823672346
DB13881_rich,1.0,-0.6314444496369134,1.333,0.5273623043032181
DB07397_poor,2.0,0.6939971633041513,1.649,0.5057657560570902
DB07397_poorest,2.0,0.724166385798221,1.654,0.47779074917792197
DB07397_richest,2.0,0.5981001763802125,1.711,0.4831966473393623
DB07397_rich,2.0,0.6473629006064938,1.695,0.4711422290561524
DB13884_poor,1.0,-0.6743637651084292,1.335,0.496764531745172
DB13884_poorest,1.0,-0.7236388547853235,1.359,0.4961038197796908
DB13884_richest,1.0,-0.8389015050829153,1.434,0.5173432129640825
DB13884_rich,1.0,-0.7765201299191082,1.384,0.49451390273681894
DB00870_poor,1.5,0.024725840713437145,1.4915,0.34376990851440153
DB00870_poorest,1.5,0.02087451429044939,1.493,0.3353371437821942
DB00870_richest,1.5,-0.07740563923829799,1.526,0.33589284005468173
DB00870_rich,1.5,-0.05052999290935367,1.5175,0.3463289621155008
DB07179_poor,1.0,0.4068183445976417,0.858,0.3490501396647765
DB07179_poorest,1.0,0.433224288859106,0.84,0.3693237062523877
DB07179_richest,1.0,0.3551424026022887,0.888,0.31536645351083237
DB07179_rich,1.0,0.3762346494084844,0.876,0.3295815528818322
DB00388_poor,1.6666666666666667,0.6112998130180668,1.4833333333333334,0.2999073931140152
DB00388_poorest,1.6666666666666667,0.6389321542070422,1.4776666666666667,0.2958060550803892
DB00388_richest,1.3333333333333333,-0.7948541112175305,1.5623333333333336,0.2881031836763427
DB00388_rich,1.6666666666666667,0.48095725708146936,1.5246666666666666,0.2952445314198612
DB00389_poor,3.0,2.200278727304861,1.962,0.47175841274957675
DB00389_poorest,3.0,2.1884013896687273,1.957,0.47660360888268566
DB00389_richest,3.0,2.1693594047732874,2.016,0.4535901233492634
DB00389_rich,3.0,2.305599590927317,1.99,0.43806392227619023
DB07174_poor,2.0,0.7653304069662958,1.601,0.5213434568497047
DB07174_poorest,2.0,0.7458152383799165,1.62,0.5095095681142798
DB07174_richest,2.0,0.630946396666382,1.693,0.48657065262919424
DB07174_rich,2.0,0.7403651695891175,1.613,0.5227150275245586
DB00387_poor,1.75,0.13441455447064574,1.71725,0.24364920993099898
DB00387_poorest,1.75,0.15260561901085587,1.7145,0.23262577243289273
DB00387_richest,1.75,-0.10949842902520009,1.77525,0.23059691563418624
DB00387_rich,1.75,0.032177855870747965,1.742,0.24861818115335008
DB00384_poor,1.25,-0.7821340913538217,1.447,0.25187496898262834
DB00384_poorest,1.25,-0.7634912181735116,1.44375,0.25376847223404253
DB00384_richest,2.0,1.9524420798548598,1.5125,0.24968730444297724
DB00384_rich,1.25,-0.9137120730037491,1.478,0.24953156113005026
DB07177_poor,2.0,0.2955119402655362,1.872,0.43314662644421
DB07177_poorest,2.0,0.33424282222972734,1.846,0.4607428784039966
DB07177_richest,2.0,0.22666011163955885,1.907,0.4103059833831333
DB07177_rich,2.0,0.28964347894413633,1.871,0.44537512278976693
DB00382_poor,2.6666666666666665,2.9588181508708766,1.8153333333333335,0.28772749453451807
DB00382_poorest,2.6666666666666665,2.897886254890614,1.8133333333333335,0.2944675043381037
DB00382_richest,2.0,0.39893977724564367,1.887,0.28325077228491363
DB00382_rich,2.6666666666666665,3.000520198141599,1.834666666666667,0.27728525224236344
DB07171_poor,1.0,-0.6618958565039602,1.327,0.49403542383112575
DB07171_poorest,1.0,-0.7364920865358214,1.367,0.49830813760162496
DB07171_richest,1.0,-0.8135983462253891,1.421,0.5174543458122658
DB07171_rich,1.0,-0.7602182886681527,1.376,0.49459478363605885
DB00380_poor,1.0,-0.09472111844630009,1.017,0.17947423213375224
DB00380_poorest,1.0,-0.1701888626366681,1.0315,0.18508849234893024
DB00380_richest,1.0,-0.30926926245325614,1.0685,0.2214898417535215
DB00380_rich,1.0,-0.2202421628065526,1.0455,0.20659077907786688
DB07173_poor,2.0,0.3054514533969659,1.871,0.4223257036932514
DB07173_poorest,2.0,0.300005190446119,1.864,0.45332549012823004
DB07173_richest,2.0,0.21197188354788501,1.914,0.40571418511065144
DB07173_rich,2.0,0.2787996230660589,1.879,0.4340034562074362
DB03879_poor,1.0,-1.0662492324051915,1.536,0.5026967276599281
DB03879_poorest,1.0,-1.1679324440452141,1.577,0.49403542383112575
DB03879_richest,2.0,0.7268438369279981,1.639,0.4966678970901985
DB03879_rich,1.0,-1.2532733490358756,1.611,0.4875233327749554
DB03878_poor,0.0,-2.4480618850443694,0.857,0.35007284956134493
DB03878_poorest,0.0,-2.317243696574398,0.845,0.3646573734342965
DB03878_richest,1.0,0.3814123389187823,0.873,0.3329729718760968
DB03878_rich,0.0,-2.6826705558967556,0.878,0.32728580781940425
DB09409_poor,0.8571428571428571,-3.3048527381971544,1.3764285714285713,0.15712824607398157
DB09409_poorest,0.8571428571428571,-3.2672452341096196,1.3662857142857143,0.15583245843546464
DB09409_richest,1.1428571428571428,-1.7637232284677855,1.4252857142857143,0.1601320246113264
DB09409_rich,1.1428571428571428,-1.7320201780482325,1.4015714285714285,0.14937140397857485
DB03877_poor,1.0,-0.7245887858054555,1.354,0.48855296539883986
DB03877_poorest,1.0,-0.6920034566431543,1.348,0.502887661411572
DB03877_richest,2.0,1.0988655599134032,1.453,0.49778609864077156
DB03877_rich,2.0,1.2407837576258873,1.382,0.498072283910679
DB09401_poor,1.0,-1.0857984512294345,1.547,0.5037767362631982
DB09401_poorest,1.0,-1.1703282643965742,1.578,0.49387852757535433
DB09401_richest,2.0,0.7316616171154868,1.636,0.4974977386883282
DB09401_rich,2.0,0.8097092929396619,1.604,0.489064412935556
DB07718_poor,0.5,-2.438920621926021,1.214,0.29275245515622916
DB07718_poorest,0.5,-2.505232526355512,1.217,0.28620097833515523
DB07718_richest,0.5,-2.5187256419018382,1.287,0.31245959738820633
DB07718_rich,0.5,-2.44851071806175,1.269,0.3140684638737229
DB07719_poor,1.0,0.07808688094430312,0.98,0.2561249694973139
DB07719_poorest,1.0,0.17940294879152452,0.951,0.27312817503875353
DB07719_richest,1.0,0.07813453848974931,0.975,0.3199609351155231
DB07719_rich,1.0,0.1195790283890887,0.966,0.2843307932672787
DB07710_poor,1.0,-0.7245887858054555,1.354,0.48855296539883986
DB07710_poorest,1.0,-0.6920034566431543,1.348,0.502887661411572
DB07710_richest,2.0,1.0988655599134032,1.453,0.49778609864077156
DB07710_rich,2.0,1.2407837576258873,1.382,0.498072283910679
DB07711_poor,1.0,-0.9750717742909013,1.501,0.5138083300220034
DB07711_poorest,1.0,-1.0049711575499016,1.518,0.5154376780950342
DB07711_richest,1.0,-1.1234759048273342,1.581,0.517145047351321
DB07711_rich,1.0,-1.0972098846272618,1.558,0.5085626805026103
DB07712_poor,1.0,0.3747864931540601,0.9135,0.23079807191569
DB07712_poorest,0.5,-1.7372957796974946,0.9095,0.23571115798790684
DB07712_richest,1.0,0.19946985931485803,0.9555,0.22309134900304853
DB07712_rich,1.0,0.2634980351632898,0.9455,0.20683266183076596
DB07713_poor,2.0,0.6939971633041513,1.649,0.5057657560570902
DB07713_poorest,2.0,0.724166385798221,1.654,0.47779074917792197
DB07713_richest,2.0,0.5981001763802125,1.711,0.4831966473393623
DB07713_rich,2.0,0.6473629006064938,1.695,0.4711422290561524
DB07714_poor,1.0,-0.45093732128483904,1.198,0.4390854131031911
DB07714_poorest,2.0,1.675813468771517,1.245,0.45052746864092535
DB07714_richest,2.0,1.396544769494514,1.294,0.5055333816871048
DB07714_rich,2.0,1.5839789443152053,1.247,0.47538510704480424
DB07715_poor,0.5,-1.8169278762095487,0.959,0.25262422686670416
